SAMPLE NUMBER:   9
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
263.06   	1387.63   	 73.88   	 -45.78		  8.02   	  40.69		
131.84   	1034.85   	 73.69   	 -40.69		  8.18   	  20.35		
-10.07   	529.48   	 73.53   	 -40.69		  8.26   	  -5.09		
-125.73   	 24.11   	 73.37   	 -45.78		  8.24   	 -55.95		
-185.24   	-332.64   	 73.18   	 -45.78		  8.02   	 -91.56		
-176.09   	-475.77   	 73.00   	 -50.86		  7.65   	 -86.47		
-112.92   	-436.10   	 72.80   	 -40.69		  7.30   	 -55.95		
-35.10   	-299.68   	 72.63   	 -40.69		  7.08   	 -15.26		
 17.70   	-156.25   	 72.47   	 -40.69		  7.02   	  55.95		
 26.55   	-61.34   	 72.31   	 -40.69		  7.24   	 193.29		
  2.44   	-27.16   	 72.15   	 -40.69		  8.02   	 330.62		
-25.33   	-36.62   	 71.98   	 -45.78		  9.34   	 396.74		
-35.40   	-65.00   	 71.80   	 -45.78		 10.93   	 417.09		
-26.86   	-90.64   	 71.62   	 -40.69		 12.59   	 386.57		
-13.73   	-103.45   	 71.45   	 -45.78		 14.14   	 244.15		
 -7.63   	-104.98   	 71.27   	 -35.61		 15.12   	 116.99		
 -9.46   	-102.23   	 71.13   	 -40.69		 15.58   	 142.42		
-14.04   	-97.66   	 70.97   	 -45.78		 16.15   	 310.27		
-14.95   	-88.50   	 70.78   	 -50.86		 17.40   	 518.82		
-11.60   	-72.02   	 70.58   	 -45.78		 19.47   	 630.72		
 -6.71   	-51.88   	 70.40   	 -45.78		 21.99   	 630.72		
 -3.66   	-34.18   	 70.21   	 -45.78		 24.52   	 544.25		
 -3.97   	-23.80   	 70.03   	 -40.69		 26.69   	 467.95		
 -7.32   	-22.89   	 69.87   	 -40.69		 28.57   	 462.87		
-11.60   	-30.21   	 69.70   	 -50.86		 30.42   	 615.46		
-14.95   	-62.56   	 69.50   	 -50.86		 32.88   	 844.35		
-12.21   	-79.65   	 69.30   	 -45.78		 36.26   	1363.17		
 -7.93   	-92.47   	 69.11   	 -40.69		 41.71   	1378.43		
 -3.97   	-97.96   	 68.95   	 -40.69		 47.22   	 559.51		
 -1.53   	-95.52   	 68.79   	 -40.69		 49.46   	-320.45		
 -0.92   	-86.06   	 68.63   	 -40.69		 48.18   	-773.14		
 -1.22   	-71.11   	 68.46   	 -45.78		 45.09   	-783.31		
 -0.61   	-52.19   	 68.28   	 -45.78		 41.95   	-340.79		
  1.22   	-31.13   	 68.10   	 -40.69		 40.59   	 269.58		
  3.97   	-10.68   	 67.93   	 -40.69		 41.67   	 686.67		
  7.32   	  4.27   	 67.77   	 -40.69		 44.41   	 773.14		
 10.07   	 10.99   	 67.61   	 -40.69		 47.51   	 590.03		
 13.43   	  8.54   	 67.45   	 -45.78		 49.87   	 274.67		
 17.70   	  0.31   	 67.26   	 -45.78		 50.97   	  15.26		
 23.80   	 -9.16   	 67.08   	 -45.78		 51.03   	-111.90		
 31.13   	-15.87   	 66.90   	 -35.61		 50.58   	 -81.38		
 37.84   	-18.01   	 66.75   	 -30.52		 50.25   	  45.78		
 42.72   	-16.17   	 66.63   	 -30.52		 50.44   	 193.29		
 45.78   	-11.90   	 66.51   	 -25.43		 51.21   	 284.84		
 48.22   	 -4.88   	 66.41   	 -25.43		 52.35   	 310.27		
 50.96   	  4.88   	 66.31   	 -10.17		 53.59   	 279.75		
 54.02   	 17.40   	 66.27(D)	   5.09		 54.71   	 203.46		
 57.37   	 31.13   	 66.29   	  50.86		 55.52   	 116.99		
 59.81   	 43.33   	 66.49   	 116.99		 55.99   	  55.95		
 61.95   	 51.27   	 66.96   	 361.14		 56.22   	 137.33		
 67.44   	 51.88   	 68.40   	 483.21		 56.76   	 264.50		
 69.89   	 47.91   	 70.34   	 539.16		 57.82   	 417.09		
 71.11   	 45.47   	 72.49   	 508.65		 59.49   	 462.87		
 70.19   	 46.69   	 74.53   	 432.35		 61.34   	 335.71		
 68.36   	 51.57   	 76.26   	 376.40		 62.69   	 157.68		
 65.92   	 59.20   	 77.76   	 356.05		 63.32   	  35.61		
 63.48   	 67.44   	 79.19   	 371.31		 63.46   	  15.26		
 60.42   	 73.55   	 80.67   	 396.74		 63.52   	  96.64		
 54.93   	 74.77   	 82.26   	 417.09		 63.91   	 198.37		
 46.08   	 70.50   	 83.93   	 422.18		 64.70   	 244.15		
 34.79   	 61.65   	 85.62   	 427.26		 65.68   	 233.98		
 23.19   	 49.74   	 87.32   	 432.35		 66.61   	 188.20		
 13.43   	 37.54   	 89.05   	 432.35		 67.36   	 127.16		
  6.10   	 26.25   	 90.78   	 432.35		 67.87   	  66.12		
  0.31   	 16.48   	 92.51   	 432.35		 68.14   	  40.69		
 -6.41   	  7.02   	 94.24   	 432.35		 68.30   	  71.21		
-15.26   	 -3.97   	 95.97   	 432.35		 68.59   	 122.07		
-25.63   	-17.40   	 97.70   	 422.18		 69.07   	 152.59		
-36.32   	-32.65   	 99.39   	 417.09		 69.68   	 122.07		
-44.86   	-46.69   	101.06   	 396.74		 70.17   	  61.04		
-49.44   	-56.46   	102.64   	 381.48		 70.42   	  50.86		
-50.66   	-59.81   	104.17   	 356.05		 70.62   	  35.61		
-49.44   	-58.29   	105.59   	 340.79		 70.76   	   5.09		
-47.61   	-55.54   	106.96   	 330.62		 70.78   	  -5.09		
-46.08   	-56.46   	108.28   	 310.27		 70.76   	  20.35		
-46.08   	-77.21   	109.52   	 284.84		 70.84   	  50.86		
-46.08   	-92.16   	110.66   	 264.50		 71.05   	  81.38		
-44.56   	-102.54   	111.72   	 239.06		 71.37   	  61.04		
-41.20   	-104.06   	112.68   	 203.46		 71.62(S)	   0.00		
-36.01   	-94.60   	113.49   	 157.68		 71.62   	 -71.21		
-31.13   	-77.21   	114.12   	 116.99		 71.33   	 -96.64		
-28.08   	-56.76   	114.59   	 101.73		 70.95   	-106.82		
-28.08   	-38.76   	114.99   	 106.82		 70.52   	-101.73		
-31.13   	-26.25   	115.42   	 116.99		 70.11   	-111.90		
-34.48   	-19.23   	115.89   	  96.64		 69.66   	-137.33		
-35.71   	-15.56   	116.28   	  30.52		 69.11   	-162.77		
-33.87   	-12.82   	116.40(S)	 -40.69		 68.46   	-193.29		
-28.38   	 -8.85   	116.24   	 -76.30		 67.69   	-233.98		
-21.06   	 -4.27   	115.93   	-101.73		 66.75   	-269.58		
-13.43   	 -0.31   	115.52   	-127.16		 65.68   	-300.10		
 -7.93   	  1.22   	115.01   	-142.42		 64.48   	-340.79		
 -5.49   	 -0.31   	114.45   	-142.42		 63.11   	-412.00		
 -6.10   	 -5.49   	113.88   	-147.51		 61.46   	-473.04		
 -8.54   	-12.82   	113.29   	-122.07		 59.57   	-467.95		
-10.68   	-21.06   	112.80   	 -96.64		 57.70   	-432.35		
-10.68   	-29.30   	112.41   	-106.82		 55.97   	-396.74		
 -8.54   	-35.71   	111.98   	-127.16		 54.38   	-391.66		
 -3.97   	-37.84   	111.47   	-137.33		 52.82   	-452.69		
  1.83   	-34.18   	110.93   	-147.51		 51.01   	-544.25		
  7.32   	-24.72   	110.34   	-157.68		 48.83   	-625.63		
 11.60   	-11.29   	109.70   	-167.85		 46.33   	-686.67		
 14.04   	  5.19   	109.03   	-183.11		 43.58   	-712.10		
 14.65   	 22.89   	108.30   	-198.37		 40.73   	-691.76		
 14.95   	 40.28   	107.51   	-188.20		 37.97   	-640.89		
 15.87   	 54.93   	106.75   	-193.29		 35.40   	-579.86		
 17.70   	 63.78   	105.98   	-208.54		 33.08   	-539.16		
 20.14   	 63.48   	105.15   	-239.06		 30.93   	-508.65		
 22.58   	 52.80   	104.19   	-249.24		 28.89   	-498.47		
 24.72   	 34.79   	103.19   	-244.15		 26.90   	-473.04		
 27.16   	 14.95   	102.22   	-239.06		 25.00   	-467.95		
 30.21   	 -0.61   	101.26   	-233.98		 23.13   	-457.78		
 33.87   	 -7.63   	100.33   	-239.06		 21.30   	-462.87		
 36.93   	 -5.80   	 99.37   	-233.98		 19.45   	-457.78		
 37.84   	  3.05   	 98.43   	-218.72		 17.62   	-432.35		
 36.93   	 15.56   	 97.56   	-218.72		 15.89   	-412.00		
 34.48   	 28.38   	 96.68   	-213.63		 14.24   	-361.14		
 31.74   	 39.06   	 95.83   	-208.54		 12.80   	-305.19		
 29.60   	 46.39   	 94.99   	-193.29		 11.58   	-244.15		
 29.60   	 50.05   	 94.22   	-183.11		 10.60   	-218.72		
 31.43   	 51.27   	 93.49   	-178.03		  9.73   	-213.63		
 35.10   	 49.74   	 92.78   	-162.77		  8.87   	-223.80		
 38.76   	 45.47   	 92.13   	-167.85		  7.98   	-223.80		
 40.89   	 37.84   	 91.45   	-167.85		  7.08   	-208.54		
 40.28   	 26.25   	 90.78   	-167.85		  6.25   	-172.94		
 37.23   	 13.12   	 90.11   	-162.77		  5.55   	-152.59		
 32.96   	  2.75   	 89.46   	-147.51		  4.94   	-132.25		
 28.99   	 -1.22   	 88.87   	-137.33		  4.42   	-147.51		
 27.47   	  3.36   	 88.32   	-137.33		  3.83   	-183.11		
 28.08   	 15.56   	 87.77   	-132.25		  3.09   	-162.77		
 29.91   	 30.82   	 87.24   	-137.33		  2.44   	 -91.56		
 31.13   	 44.56   	 86.69   	-137.33		  2.08   	 -35.61		
 31.43   	 53.41   	 86.14   	-132.25		  1.93   	  -5.09		
 30.52   	 55.24   	 85.62   	-127.16		  1.91   	   0.00		
 28.69   	 49.74   	 85.11   	-122.07		  1.91   	 -20.35		
 26.55   	 37.23   	 84.62   	-122.07		  1.83   	 -45.78		
 23.50   	 20.14   	 84.13   	-111.90		  1.65   	 -55.95		
 20.45   	  2.44   	 83.68   	-111.90		  1.42   	 -55.95		
 18.01   	-10.38   	 83.23   	-106.82		  1.20   	 -35.61		
 17.40   	-15.87   	 82.81   	-101.73		  1.06   	 -15.26		
 18.62   	-14.04   	 82.40   	-101.73		  1.00   	  15.26		
 21.36   	 -6.71   	 81.99   	 -91.56		  1.06   	  20.35		
 26.55   	  3.66   	 81.63   	 -86.47		  1.14   	  25.43		
 33.87   	 17.70   	 81.28   	 -86.47		  1.24   	  10.17		
 42.42   	 36.01   	 80.94   	 -76.30		  1.28   	   5.09		
 50.66   	 59.20   	 80.63   	 -71.21		  1.30   	  10.17		
 55.54   	 83.62   	 80.35   	 -71.21		  1.34   	  10.17		
 56.15   	103.45   	 80.06   	 -61.04		  1.38   	  30.52		
 54.02   	115.05   	 79.82   	 -61.04		  1.51   	  40.69		
 53.10   	118.41   	 79.57   	 -55.95		  1.67   	  40.69		
 57.98   	118.71   	 79.35   	 -61.04		  1.83   	  30.52		
 69.58   	123.29   	 79.10   	 -55.95		  1.95   	  20.35		
 84.53   	136.41   	 78.88   	 -61.04		  2.03   	  15.26		
 97.05   	154.72   	 78.64   	 -50.86		  2.10   	  25.43		
101.93   	168.15   	 78.43   	 -50.86		  2.20   	  30.52		
 97.35   	165.10   	 78.23   	 -50.86		  2.32   	  35.61		
 87.28   	139.47   	 78.03   	 -50.86		  2.46   	  35.61		
 75.99   	 95.52   	 77.82   	 -45.78		  2.60   	  30.52		
 67.44   	 46.08   	 77.64   	 -45.78		  2.73   	  30.52		
 60.73   	  7.02   	 77.46   	 -50.86		  2.85   	  25.43		
 52.80   	-11.29   	 77.25   	 -50.86		  2.95   	  20.35		
 41.20   	 -9.46   	 77.05   	 -40.69		  3.03   	  20.35		
 25.63   	  3.36   	 76.89   	 -40.69		  3.11   	  15.26		
  8.85   	 14.34   	 76.72   	 -35.61		  3.17   	  10.17		
 -5.80   	 14.34   	 76.58   	 -40.69		  3.21   	  10.17		
-15.56   	  3.66   	 76.42   	 -45.78		  3.26   	  10.17		
-21.36   	-12.51   	 76.24   	 -45.78		  3.30   	  15.26		
-23.50   	-26.55   	 76.05   	 -45.78		  3.36   	  30.52		
-24.41   	-35.40   	 75.87   	 -50.86		  3.48   	  35.61		
-24.41   	-39.67   	 75.67   	 -40.69		  3.62   	  35.61		
-23.80   	-43.33   	 75.50   	 -45.78		  3.76   	 -30.52		
-22.58   	-47.00   	 75.32   	 -40.69		  3.64   	-172.94		
-20.45   	-50.35   	 75.16   	 -45.78		  2.95   	-279.75		
-18.92   	-51.88   	 74.97   	 -45.78		  1.83   	-284.84		
-18.31   	-51.27   	 74.79   	 -40.69		  0.69   	-178.03		
-19.23   	-49.44   	 74.63   	 -50.86		 -0.02(D)	  20.35		
-20.75   	-46.08   	 74.42   	 -40.69		  0.06   	 218.72		
-21.67   	-42.11   	 74.26   	 -35.61		  0.94   	 330.62		
-18.62   	-40.89   	 74.12   	 -35.61		  2.26   	 345.88		
 -6.71   	-46.39   	 73.98   	 -40.69		  3.64   	 289.93		
 15.56   	-60.42   	 73.81   	 -40.69		  4.80   	 193.29		
 47.61   	-74.16   	 73.65   	 -40.69		  5.57   	 116.99		
 83.31   	-65.00   	 73.49   	 -35.61		  6.04   	  66.12		
118.71   	  1.53   	 73.35   	 -35.61		  6.31   	  71.21		
157.17   	153.81   	 73.20   	 -30.52		  6.59   	  86.47		
212.71   	398.25   	 73.08   	 -35.61		  6.94   	  81.38		
291.75   	713.81   	 72.94   	 -35.61		  7.26   	  40.69		
379.03   	1057.43   	 72.80   	 -35.61		  7.43   	   0.00		
442.50   	1364.44   	 72.65   	 -45.78		  7.43   	 -50.86		
371.09   	1526.49(R)	 72.47   	 -50.86		  7.22   	 -35.61		
231.93   	1271.67   	 72.27   	 -40.69		  7.08   	 -10.17		
 67.14   	825.81   	 72.11   	 -35.61		  7.04(E)	   0.00		
-79.04   	313.72   	 71.96   	 -35.61		  7.04   	   5.09		
-168.76   	-111.08   	 71.82   	 -40.69		  7.06   	  15.26		
-179.75   	-348.51   	 71.66   	 -35.61		  7.12   	  25.43		
-120.54   	-390.32   	 71.52   	 -35.61		  7.22   	  20.35		
-29.30   	-296.94   	 71.37   	 -30.52		  7.30   	  15.26		
 44.86   	-156.25   	 71.25   	 -35.61		  7.37   	  15.26		
 71.11   	-43.33   	 71.11   	 -35.61		  7.43   	  40.69		
 50.96   	  6.41   	 70.97   	 -35.61		  7.59   	 132.25		
 13.73   	 -3.97   	 70.82   	 -35.61		  8.12   	 300.10		
-10.38   	-46.69   	 70.68   	 -25.43		  9.32   	 437.43		
-10.99   	-89.11   	 70.58   	 -30.52		 11.07   	 508.65		
  0.61   	-108.64   	 70.46   	 -25.43		 13.10   	 483.21		
  9.16   	-102.54   	 70.36   	 -30.52		 15.04   	 325.53		
  9.16   	-82.40   	 70.23   	 -35.61		 16.34   	 137.33		
  4.88   	-60.73   	 70.09   	 -40.69		 16.89   	  81.38		
  2.75   	-42.11   	 69.93   	 -35.61		 17.21   	 193.29		
  5.19   	-24.41   	 69.79   	 -30.52		 17.99   	 386.57		
 10.99   	 -7.93   	 69.66   	 -35.61		 19.53   	 600.20		
 15.87   	  3.36   	 69.52   	 -30.52		 21.93   	 717.19		
 18.01   	  5.49   	 69.40   	 -35.61		 24.80   	 696.84		
 18.31   	 -1.53   	 69.26   	 -40.69		 27.59   	 559.51		
 17.70   	-14.65   	 69.09   	 -40.69		 29.83   	 239.06		
 18.92   	-37.84   	 68.93   	 -35.61		 30.78   	 208.54		
 20.45   	-41.50   	 68.79   	 -30.52		 31.62   	 330.62		
 21.36   	-39.98   	 68.67   	 -35.61		 32.94   	 722.28		
 21.36   	-37.23   	 68.52   	 -35.61		 35.83   	1281.79		
 20.75   	-34.79   	 68.38   	 -45.78		 40.96   	1531.02		
 20.14   	-32.65   	 68.20   	 -40.69		 47.08   	1129.19		
 20.75   	-28.08   	 68.04   	 -35.61		 51.60   	 188.20		
 22.28   	-19.23   	 67.89   	 -40.69		 52.35   	-651.07		
 25.33   	 -5.49   	 67.73   	 -30.52		 49.75   	-956.25		
 29.60   	 12.21   	 67.61   	 -35.61		 45.92   	-788.40		
 34.48   	 30.82   	 67.47   	 -30.52		 42.77   	-284.84		
 39.67   	 48.52   	 67.34   	 -35.61		 41.63   	 295.01		
 44.25   	 62.56   	 67.20   	 -40.69		 42.81   	 656.15		
 47.91   	 70.80   	 67.04   	 -45.78		 45.43   	 701.93		
 50.66   	 71.11   	 66.86   	 -45.78		 48.24   	 503.56		
 52.49   	 62.26   	 66.67   	 -40.69		 50.25   	 203.46		
 53.71   	 44.86   	 66.51   	 -30.52		 51.07   	 -35.61		
 54.63   	 22.89   	 66.39   	 -35.61		 50.93   	-127.16		
 56.46   	  2.14   	 66.25   	 -25.43		 50.42   	 -61.04		
 59.20   	-11.90   	 66.14   	 -30.52		 50.17   	  91.56		
 62.26   	-15.26   	 66.02   	 -25.43		 50.54   	 249.24		
 65.61   	 -7.32   	 65.92   	 -10.17		 51.54   	 330.62		
 68.36   	 10.38   	 65.88(D)	  10.17		 52.86   	 325.53		
 69.58   	 34.48   	 65.92   	  35.61		 54.16   	 244.15		
 70.50   	 60.42   	 66.06   	 198.37		 55.14   	 122.07		
 71.11   	102.54   	 66.86   	 325.53		 55.63   	 106.82		
 71.41   	113.53   	 68.16   	 457.78		 56.05   	 147.51		
 71.41   	118.41   	 69.99   	 539.16		 56.64   	 233.98		
 71.72   	119.93   	 72.15   	 523.90		 57.58   	 325.53		
 71.72   	120.85   	 74.24   	 442.52		 58.88   	 371.31		
 70.80   	121.46   	 76.01   	 361.14		 60.37   	 361.14		
 67.75   	120.85   	 77.46   	 335.71		 61.81   	 289.93		
 61.95   	115.66   	 78.80   	 356.05		 62.97   	 172.94		
 53.41   	104.37   	 80.22   	 391.66		 63.66   	  76.30		
 42.42   	 87.28   	 81.79   	 412.00		 63.97   	  35.61		
 30.52   	 68.05   	 83.44   	 422.18		 64.11   	  66.12		
 18.62   	 51.88   	 85.13   	 417.09		 64.37   	 132.25		
  7.63   	 43.95   	 86.80   	 412.00		 64.90   	 198.37		
 -1.53   	 45.17   	 88.44   	 412.00		 65.70   	 208.54		
 -8.85   	 54.02   	 90.09   	 412.00		 66.53   	 183.11		
-16.17   	 64.70   	 91.74   	 417.09		 67.26   	 147.51		
-24.72   	 72.63   	 93.41   	 412.00		 67.85   	 101.73		
-35.40   	 74.77   	 95.06   	 396.74		 68.26   	  40.69		
-47.00   	 70.50   	 96.64   	 396.74		 68.42   	  10.17		
-57.07   	 60.42   	 98.23   	 381.48		 68.46   	  20.35		
-62.87   	 45.78   	 99.76   	 371.31		 68.55   	  50.86		
-63.78   	 28.08   	101.24   	 356.05		 68.75   	  96.64		
-60.73   	  9.46   	102.66   	 350.97		 69.14   	  96.64		
-55.85   	 -7.93   	104.07   	 330.62		 69.52   	  71.21		
-51.57   	-21.36   	105.39   	 330.62		 69.81   	   5.09		
-49.13   	-33.26   	106.71   	 300.10		 69.83   	   0.00		
-50.96   	-36.01   	107.91   	 269.58		 69.83   	  10.17		
-52.80   	-37.84   	108.99   	 249.24		 69.87   	  15.26		
-53.41   	-36.93   	109.99   	 213.63		 69.93   	  15.26		
-51.27   	-29.30   	110.84   	 188.20		 69.99   	   5.09		
-46.39   	-13.73   	111.60   	 157.68		 70.01(S)	 -25.43		
-39.98   	  7.32   	112.23   	 116.99		 69.91   	 -71.21		
-33.87   	 28.99   	112.70   	  81.38		 69.62   	-111.90		
-30.21   	 44.56   	113.02   	  55.95		 69.18   	-157.68		
-29.30   	 51.57   	113.24   	  40.69		 68.55   	-188.20		
-30.82   	 50.05   	113.41(S)	   0.00		 67.79   	-208.54		
-32.35   	 42.11   	113.41   	 -40.69		 66.96   	-218.72		
-31.74   	 31.74   	113.24   	 -45.78		 66.08   	-223.80		
-28.38   	 22.58   	113.06   	 -30.52		 65.19   	-244.15		
-22.58   	 18.01   	112.94   	 -30.52		 64.21   	-305.19		
-16.17   	 19.53   	112.82   	 -35.61		 62.99   	-396.74		
-10.99   	 27.16   	112.68   	 -55.95		 61.40   	-457.78		
 -7.63   	 38.15   	112.45   	 -91.56		 59.57   	-447.61		
 -5.80   	 47.61   	112.09   	-101.73		 57.78   	-412.00		
 -5.19   	 51.57   	111.68   	-111.90		 56.13   	-396.74		
 -5.49   	 47.91   	111.23   	-111.90		 54.55   	-406.92		
 -4.88   	 39.06   	110.78   	-127.16		 52.92   	-457.78		
 -3.05   	 29.30   	110.27   	-142.42		 51.09   	-523.90		
  1.22   	 23.50   	109.70   	-142.42		 48.99   	-595.11		
  7.63   	 24.41   	109.13   	-142.42		 46.61   	-661.24		
 14.04   	 30.82   	108.57   	-157.68		 43.97   	-707.02		
 18.62   	 40.89   	107.93   	-178.03		 41.14   	-691.76		
 21.06   	 52.49   	107.22   	-198.37		 38.37   	-635.81		
 21.36   	 63.78   	106.43   	-188.20		 35.83   	-559.51		
 21.06   	 72.63   	105.68   	-172.94		 33.59   	-503.56		
 21.67   	 78.13   	104.98   	-172.94		 31.58   	-483.21		
 23.19   	 79.35   	104.29   	-198.37		 29.64   	-488.30		
 25.33   	 76.29   	103.50   	-223.80		 27.69   	-508.65		
 27.77   	 68.66   	102.60   	-239.06		 25.66   	-534.08		
 29.60   	 57.07   	101.65   	-249.24		 23.52   	-534.08		
 31.43   	 42.72   	100.65   	-249.24		 21.38   	-488.30		
 32.35   	 27.77   	 99.65   	-244.15		 19.43   	-432.35		
 33.26   	 14.95   	 98.68   	-244.15		 17.70   	-381.48		
 33.87   	  7.93   	 97.70   	-244.15		 16.17   	-340.79		
 34.79   	  8.54   	 96.72   	-249.24		 14.81   	-320.45		
 35.71   	 16.48   	 95.73   	-239.06		 13.53   	-310.27		
 36.62   	 28.69   	 94.77   	-218.72		 12.29   	-310.27		
 36.32   	 41.81   	 93.90   	-208.54		 11.05   	-295.01		
 35.71   	 51.57   	 93.06   	-183.11		  9.87   	-264.50		
 34.18   	 55.85   	 92.33   	-183.11		  8.81   	-223.80		
 32.65   	 54.02   	 91.60   	-178.03		  7.91   	-178.03		
 31.43   	 47.30   	 90.88   	-172.94		  7.20   	-132.25		
 31.13   	 36.62   	 90.19   	-172.94		  6.67   	-111.90		
 32.35   	 25.02   	 89.50   	-162.77		  6.23   	-111.90		
 34.79   	 14.34   	 88.85   	-152.59		  5.78   	-127.16		
 37.23   	  5.49   	 88.24   	-152.59		  5.27   	-137.33		
 37.84   	 -1.83   	 87.63   	-152.59		  4.72   	-127.16		
 35.10   	 -8.24   	 87.02   	-147.51		  4.21   	-137.33		
 28.99   	-14.65   	 86.43   	-147.51		  3.66   	-147.51		
 21.36   	-20.45   	 85.84   	-137.33		  3.07   	-106.82		
 14.34   	-24.11   	 85.29   	-127.16		  2.64   	 -55.95		
  9.46   	-24.41   	 84.78   	-122.07		  2.42   	 -20.35		
  7.63   	-21.06   	 84.29   	-116.99		  2.34   	   0.00		
  7.63   	-14.65   	 83.82   	-122.07		  2.34   	   5.09		
  8.24   	 -8.54   	 83.34   	-116.99		  2.36   	 -15.26		
  7.93   	 -5.80   	 82.87   	-101.73		  2.30   	 -30.52		
  5.80   	 -7.02   	 82.46   	-101.73		  2.18   	 -35.61		
  2.44   	-11.29   	 82.05   	-101.73		  2.03   	 -25.43		
 -0.92   	-14.95   	 81.65   	 -91.56		  1.93(D)	   0.00		
 -2.75   	-16.17   	 81.28   	 -91.56		  1.93   	  10.17		
 -2.14   	-14.65   	 80.92   	 -96.64		  1.97   	  10.17		
  0.31   	-12.82   	 80.53   	 -86.47		  2.01   	   0.00		
  3.66   	-13.43   	 80.18   	 -86.47		  2.01   	  -5.09		
  5.80   	-19.23   	 79.84   	 -81.38		  1.99   	  -5.09		
  5.80   	-31.13   	 79.51   	 -71.21		  1.97   	   5.09		
  3.05   	-48.52   	 79.23   	 -61.04		  1.99   	  15.26		
  0.00   	-66.53   	 78.98   	 -61.04		  2.05   	  30.52		
 -0.61   	-77.82   	 78.74   	 -55.95		  2.18   	  30.52		
  3.66   	-75.68   	 78.51   	 -61.04		  2.30   	  40.69		
 13.73   	-56.15   	 78.27   	 -61.04		  2.46   	  30.52		
 28.08   	-21.97   	 78.03   	 -61.04		  2.58   	  25.43		
 42.42   	 20.45   	 77.78   	 -55.95		  2.69   	  20.35		
 51.57   	 62.87   	 77.56   	 -45.78		  2.77   	  20.35		
 52.80   	 98.27   	 77.38   	 -45.78		  2.85   	  30.52		
 47.30   	123.29   	 77.19   	 -45.78		  2.97   	  35.61		
 41.20   	137.63   	 77.01   	 -45.78		  3.11   	  30.52		
 40.89   	144.96   	 76.83   	 -50.86		  3.23   	  20.35		
 50.35   	149.54   	 76.62   	 -45.78		  3.32   	  20.35		
 67.75   	152.59   	 76.44   	 -50.86		  3.40   	  10.17		
 85.75   	151.98   	 76.24   	 -40.69		  3.44   	   5.09		
 97.35   	140.99   	 76.07   	 -40.69		  3.46   	  10.17		
 99.18   	114.44   	 75.91   	 -45.78		  3.50   	  10.17		
 92.47   	 72.02   	 75.73   	 -35.61		  3.54   	  15.26		
 81.48   	 21.36   	 75.58   	 -45.78		  3.60   	  20.35		
 69.58   	-24.11   	 75.40   	 -40.69		  3.68   	  25.43		
 58.59   	-51.57   	 75.24   	 -40.69		  3.78   	  30.52		
 47.00   	-54.02   	 75.08   	 -40.69		  3.91   	  30.52		
 33.26   	-35.40   	 74.91   	 -40.69		  4.03   	  30.52		
 16.48   	 -9.16   	 74.75   	 -35.61		  4.15   	  25.43		
 -2.14   	  9.77   	 74.61   	 -40.69		  4.25   	  25.43		
-19.84   	 12.51   	 74.45   	 -50.86		  4.35   	   5.09		
-32.65   	  0.00   	 74.24   	 -45.78		  4.37   	 -25.43		
-38.76   	-18.92   	 74.06   	 -40.69		  4.27   	 -76.30		
-38.45   	-34.79   	 73.90   	 -40.69		  3.97   	-116.99		
-33.57   	-43.95   	 73.73   	 -35.61		  3.50   	-127.16		
-28.99   	-48.52   	 73.59   	 -45.78		  2.99   	-106.82		
-27.16   	-53.41   	 73.41   	 -40.69		  2.56   	 -40.69		
-30.21   	-61.95   	 73.24   	 -40.69		  2.40   	  35.61		
-36.62   	-73.24   	 73.08   	 -40.69		  2.54   	  96.64		
-44.25   	-83.62   	 72.92   	 -35.61		  2.93   	 127.16		
-49.44   	-88.50   	 72.78   	 -40.69		  3.44   	 127.16		
-50.96   	-84.84   	 72.61   	 -40.69		  3.95   	 116.99		
-49.13   	-72.94   	 72.45   	 -40.69		  4.42   	 111.90		
-45.47   	-56.15   	 72.29   	 -35.61		  4.86   	 116.99		
-39.98   	-43.03   	 72.15   	 -40.69		  5.33   	 142.42		
-30.21   	-42.72   	 71.98   	 -35.61		  5.90   	 162.77		
-12.51   	-59.81   	 71.84   	 -35.61		  6.55   	 172.94		
 14.04   	-88.20   	 71.70   	 -40.69		  7.24   	 152.59		
 47.00   	-104.06   	 71.54   	 -35.61		  7.85   	 111.90		
 81.18   	-69.89   	 71.39   	 -30.52		  8.30   	  50.86		
117.80   	 49.74   	 71.27   	 -35.61		  8.50   	 -15.26		
168.76   	269.17   	 71.13   	 -35.61		  8.44   	 -55.95		
244.75   	572.51   	 70.99   	 -40.69		  8.22   	 -55.95		
336.30   	920.11   	 70.82   	 -40.69		  8.00   	 -45.78		
413.21   	1254.88   	 70.66   	 -45.78		  7.81   	   0.00		
380.55   	1554.87(R)	 70.48   	 -40.69		  7.81(E)	  25.43		
250.24   	1382.14   	 70.32   	 -45.78		  7.91   	  30.52		
 82.40   	991.82   	 70.13   	 -40.69		  8.04   	  30.52		
-76.90   	481.87   	 69.97   	 -40.69		  8.16   	  35.61		
-187.07   	  4.88   	 69.81   	 -40.69		  8.30   	  45.78		
-222.17   	-314.64   	 69.64   	 -45.78		  8.48   	  40.69		
