SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  RV     	  RV'		  RFA     	  RFA'		
113.53   	699.77   	  0.06   	-142.42		 58.94   	-188.20		
128.48   	721.13   	 -0.51   	 -86.47		 58.19   	  20.35		
141.60   	740.97   	 -0.85   	 -20.35		 58.27   	 106.82		
151.67   	752.26   	 -0.94   	  45.78		 58.70   	  71.21		
157.78   	754.09   	 -0.75   	 132.25		 58.98   	  50.86		
160.83   	752.87   	 -0.22   	 193.29		 59.19   	 116.99		
163.88   	760.80   	  0.55   	 203.46		 59.65   	 142.42		
168.15   	782.47   	  1.36   	 193.29		 60.22   	  30.52		
177.00   	814.51   	  2.14   	 183.11		 60.35   	-111.90		
194.40   	850.22   	  2.87   	 147.51		 59.90   	-147.51		
226.14   	887.45   	  3.46   	 106.82		 59.31   	  40.69		
276.49   	932.01   	  3.89   	  91.56		 59.47   	 437.43		
343.93   	986.63   	  4.25   	  50.86		 61.22   	 722.28		
420.53   	1047.97   	  4.46   	  10.17		 64.11   	 696.84		
498.35   	1106.87   	  4.50   	 -25.43		 66.90   	 356.05		
583.80   	1167.91   	  4.39   	 -25.43		 68.32   	-147.51		
697.94   	1256.71   	  4.29(E)	  30.52		 67.73   	-579.86		
1007.39   	1561.58   	  4.42   	  45.78		 65.41   	-412.00		
1085.21(R)	1663.51   	  4.60   	  61.04		 63.76   	-172.94		
1011.35   	1617.43   	  4.84   	 111.90		 63.07   	   5.09		
776.37   	1404.72   	  5.29   	 147.51		 63.09   	 127.16		
453.19   	1101.99   	  5.88   	 137.33		 63.60   	  81.38		
155.64   	835.88   	  6.43   	 132.25		 63.93   	-122.07		
-42.72   	681.76   	  6.96   	 111.90		 63.44   	-269.58		
-146.79   	616.76   	  7.41   	  96.64		 62.36   	-330.62		
-205.38   	569.15   	  7.79   	 122.07		 61.04   	-350.97		
-252.08   	498.96   	  8.28   	 122.07		 59.63   	-183.11		
-282.90   	426.33   	  8.77   	  81.38		 58.90   	 193.29		
-274.05   	399.48   	  9.09   	  15.26		 59.67   	 376.40		
-211.49   	444.95   	  9.16   	 -66.12		 61.18   	  45.78		
-104.06   	549.93   	  8.89   	-122.07		 61.36   	-284.84		
 25.63   	681.46   	  8.40   	 -86.47		 60.22   	-386.57		
158.08   	816.04   	  8.06   	 -30.52		 58.68   	-498.47		
276.79   	943.91   	  7.93   	 -10.17		 56.68   	-452.69		
368.04   	1059.57   	  7.89   	 -25.43		 54.87   	 -86.47		
423.28   	1155.40   	  7.79   	 -55.95		 54.53   	 157.68		
446.17   	1223.14   	  7.57   	 -66.12		 55.16   	  81.38		
450.44   	1259.46   	  7.30   	 -15.26		 55.48   	 -25.43		
449.83   	1264.34   	  7.24   	  20.35		 55.38   	 -10.17		
448.00   	1236.27   	  7.32   	 -25.43		 55.34   	  30.52		
441.89   	1182.56   	  7.22   	 -40.69		 55.46   	 142.42		
428.47   	1119.69   	  7.06   	 356.05		 56.03   	 396.74		
386.05   	1014.40   	  8.48   	 528.99		 57.62   	 208.54		
368.35   	971.07   	 10.60   	 584.94		 58.45   	-340.79		
356.14   	920.11   	 12.94   	 457.78		 57.09   	-478.13		
344.24   	853.27   	 14.77   	 264.50		 55.18   	 -40.69		
326.84   	773.32   	 15.83   	 172.94		 55.02   	 401.83		
300.90   	689.39   	 16.52   	  91.56		 56.62   	 834.18		
267.64   	607.91   	 16.89   	  50.86		 59.96   	1057.98		
233.46   	531.01   	 17.09   	 279.75		 64.19   	 773.14		
204.77   	458.98   	 18.21   	 478.13		 67.28   	 127.16		
185.24   	397.64   	 20.12   	 289.93		 67.79   	-361.14		
175.17   	352.78   	 21.28   	 -25.43		 66.35   	-605.29		
170.29   	321.96   	 21.18   	 -45.78		 63.93   	-757.88		
163.27   	286.87   	 21.00   	  10.17		 60.89   	-579.86		
144.96   	219.73   	 21.04   	-106.82		 58.58   	-162.77		
109.25   	101.93   	 20.61   	-239.06		 57.92   	  40.69		
 57.98   	-58.90   	 19.65   	-183.11		 58.09   	  35.61		
  1.53   	-228.88   	 18.92   	  25.43		 58.23   	 -76.30		
-47.91   	-368.96   	 19.02   	 188.20		 57.92   	-147.51		
-83.01   	-462.04   	 19.78   	 340.79		 57.33   	-218.72		
-104.06   	-518.80   	 21.14   	 401.83		 56.46   	-279.75		
-118.41   	-563.66   	 22.75   	 132.25		 55.34   	-218.72		
-133.06   	-614.32   	 23.28   	-147.51		 54.47   	 -40.69		
-148.62   	-669.25   	 22.69   	-122.07		 54.30(D)	 147.51		
-162.66   	-716.25   	 22.20   	 223.80		 54.89   	 361.14		
-173.03   	-745.24   	 23.09   	 554.42		 56.34   	 712.10		
-184.63   	-758.97   	 25.31   	 254.32		 59.19   	 737.54		
-186.16   	-754.70   	 26.33   	 335.71		 62.14   	 834.18		
-181.27   	-744.63   	 27.67   	 681.58		 65.47   	 671.41		
-166.32   	-729.98   	 30.40   	 691.76		 68.16   	 366.22		
-141.91   	-713.20   	 33.16   	 289.93		 69.62   	 244.15		
-114.44   	-698.24   	 34.32(S)	 -76.30		 70.60   	 218.72		
-92.47   	-687.26   	 34.02   	-218.72		 71.47   	 233.98		
-77.82   	-677.19   	 33.14   	 -96.64		 72.41   	 330.62		
-65.61   	-664.06   	 32.76   	 -20.35		 73.73   	 396.74		
-51.57   	-646.97   	 32.68   	  10.17		 75.32   	 300.10		
-36.32   	-630.80   	 32.72   	 106.82		 76.52   	 269.58		
-25.02   	-622.25   	 33.14   	  25.43		 77.60   	 381.48		
-24.41   	-622.56   	 33.25   	-269.58		 79.12   	 488.30		
-34.18   	-628.05   	 32.17   	-696.84		 81.08   	 615.46		
-46.08   	-633.85   	 29.38   	-935.91		 83.54   	 651.07		
-49.44   	-635.68   	 25.64   	-768.05		 86.14   	 620.55		
-41.50   	-632.93   	 22.56   	-381.48		 88.63   	 610.37		
-28.08   	-625.61   	 21.04   	-157.68		 91.07   	 508.65		
-18.31   	-610.35   	 20.41   	-233.98		 93.10   	 325.53		
-20.14   	-583.80   	 19.47   	-462.87		 94.40   	 233.98		
-33.57   	-548.40   	 17.62   	-493.39		 95.34   	 233.98		
-50.35   	-512.70   	 15.65   	-188.20		 96.28   	 269.58		
-59.51   	-484.31   	 14.89   	 208.54		 97.35   	 335.71		
-55.85   	-465.09   	 15.73   	 289.93		 98.70   	 427.26		
-43.95   	-449.22   	 16.89   	 152.59		100.41   	 473.04		
-35.40   	-431.21   	 17.50   	  96.64		102.30   	 427.26		
-41.50   	-412.29   	 17.88   	 223.80		104.01   	 259.41		
-64.09   	-396.73   	 18.78   	 381.48		105.05   	  50.86		
-93.99   	-388.18   	 20.31   	 361.14		105.25   	 -35.61		
-117.80   	-383.61   	 21.75   	 249.24		105.11   	 -71.21		
-127.87   	-375.06   	 22.75   	 183.11		104.82   	-127.16		
-126.65   	-357.06   	 23.48   	  81.38		104.31   	 -96.64		
-122.38   	-333.86   	 23.80   	  15.26		103.93   	  25.43		
-119.63   	-312.81   	 23.87   	  76.30		104.03   	 147.51		
-118.41   	-301.51   	 24.17   	  91.56		104.62   	 172.94		
-116.27   	-301.21   	 24.54   	  15.26		105.31   	 183.11		
-113.53   	-306.70   	 24.60   	 -40.69		106.04   	 203.46		
-114.14   	-310.67   	 24.44   	 -45.78		106.86   	  76.30		
-121.15   	-310.06   	 24.25   	 -81.38		107.16(S)	-122.07		
-132.75   	-305.79   	 23.93   	-142.42		106.67   	-254.32		
-143.74   	-301.51   	 23.36   	-208.54		105.66   	-289.93		
-148.32   	-297.85   	 22.52   	-223.80		104.50   	-233.98		
-146.79   	-296.33   	 21.63   	-228.89		103.56   	-147.51		
-141.91   	-296.02   	 20.71   	-218.72		102.97   	-101.73		
-136.11   	-297.55   	 19.84   	-228.89		102.56   	-116.99		
-130.31   	-301.51   	 18.92   	-249.24		102.10   	-142.42		
-126.34   	-308.23   	 17.92   	-259.41		101.53   	-162.77		
-125.12   	-313.72   	 16.89   	-239.06		100.87   	-167.85		
-128.48   	-317.08   	 15.93   	-213.63		100.20   	-178.03		
-134.89   	-317.99   	 15.08   	-213.63		 99.49   	-198.37		
-143.13   	-318.60   	 14.22   	-223.80		 98.70   	-213.63		
-151.67   	-319.82   	 13.33   	-208.54		 97.84   	-183.11		
-159.61   	-320.74   	 12.49   	-178.03		 97.11   	-167.85		
-165.41   	-319.52   	 11.78   	-137.33		 96.44   	-183.11		
-165.41   	-313.11   	 11.23   	-142.42		 95.71   	-213.63		
-156.86   	-300.60   	 10.66   	-157.68		 94.85   	-233.98		
-142.21   	-281.07   	 10.03   	-152.59		 93.92   	-259.41		
-128.48   	-254.52   	  9.42   	-178.03		 92.88   	-244.15		
-122.07   	-224.00   	  8.71   	-183.11		 91.90   	-203.46		
-124.82   	-196.53   	  7.98   	-152.59		 91.09   	-172.94		
-134.58   	-184.33   	  7.37   	-172.94		 90.40   	-203.46		
-146.18   	-196.23   	  6.67   	-264.50		 89.58   	-198.37		
-157.17   	-231.93   	  5.62   	-361.14		 88.79   	-208.54		
-168.46   	-280.46   	  4.17   	-396.74		 87.95   	-249.24		
-180.36   	-325.32   	  2.58   	-320.45		 86.96   	-274.67		
-190.73   	-352.78   	  1.30   	-137.33		 85.86   	-172.94		
-198.36   	-363.77   	  0.75   	  40.69		 85.17   	 -76.30		
-203.55   	-368.65   	  0.92   	  81.38		 84.86   	 -86.47		
-209.96   	-379.94   	  1.24   	  35.61		 84.52   	-106.82		
-221.86   	-404.97   	  1.38   	 -45.78		 84.09   	-132.25		
-239.87   	-440.98   	  1.20   	-116.99		 83.56   	-167.85		
-258.48   	-477.60   	  0.73   	 -45.78		 82.89   	-188.20		
-269.78   	-504.76   	  0.55   	  96.64		 82.14   	-132.25		
-269.17   	-517.88   	  0.94   	 167.85		 81.61   	 -71.21		
-258.48   	-517.58   	  1.61   	 147.51		 81.32   	 -45.78		
-245.67   	-509.34   	  2.20   	 162.77		 81.14   	 -71.21		
-240.17   	-500.79   	  2.85   	 101.73		 80.85   	-172.94		
-244.75   	-496.52   	  3.26   	 -91.56		 80.16   	-239.06		
-254.52   	-497.13   	  2.89   	-223.80		 79.21   	-228.89		
-260.62   	-496.22   	  1.99   	-188.20		 78.29   	-178.03		
-256.04   	-488.59   	  1.24   	-122.07		 77.58   	-106.82		
-241.39   	-473.94   	  0.75   	 -55.95		 77.15   	 -20.35		
-223.39   	-458.68   	  0.53   	  15.26		 77.07   	  30.52		
-209.96   	-449.22   	  0.59   	 -71.21		 77.19   	  20.35		
-206.60   	-449.83   	  0.31   	-228.89		 77.27   	 -71.21		
-211.79   	-455.93   	 -0.61   	-269.58		 76.99   	-137.33		
-219.73   	-458.68   	 -1.69   	-193.29		 76.44   	-183.11		
-226.44   	-453.19   	 -2.46   	 -40.69		 75.71   	-193.29		
-228.88   	-440.98   	 -2.62(D)	 137.33		 74.93   	-183.11		
-227.05   	-426.03   	 -2.08   	 203.46		 74.20   	-122.07		
-223.69   	-413.21   	 -1.26   	 127.16		 73.71   	 -55.95		
-220.34   	-404.05   	 -0.75   	  10.17		 73.49   	 -45.78		
-214.84   	-396.12   	 -0.71   	 -30.52		 73.31   	 -66.12		
-205.69   	-386.96   	 -0.83   	  30.52		 73.04   	 -76.30		
-190.73   	-374.76   	 -0.71   	 122.07		 72.74   	-127.16		
-170.90   	-361.94   	 -0.22   	 132.25		 72.23   	-203.46		
-151.06   	-351.87   	  0.31   	  91.56		 71.41   	-183.11		
-137.63   	-346.98   	  0.67   	 142.42		 70.68   	 -91.56		
-130.31   	-345.76   	  1.24   	 167.85		 70.32   	 -20.35		
-123.29   	-344.24   	  1.91   	 122.07		 70.23   	  35.61		
-108.95   	-336.91   	  2.40   	  25.43		 70.38   	  35.61		
-86.36   	-322.88   	  2.50   	 -71.21		 70.52   	 -81.38		
-63.17   	-306.70   	  2.22   	-127.16		 70.19   	-183.11		
-49.74   	-294.19   	  1.71   	-116.99		 69.46   	-239.06		
-51.57   	-292.66   	  1.24   	 -91.56		 68.50   	-244.15		
-63.78   	-302.43   	  0.87   	 -71.21		 67.53   	-116.99		
-75.99   	-317.08   	  0.59   	 -40.69		 67.06   	  86.47		
-83.31   	-328.06   	  0.43   	 -15.26		 67.41   	 193.29		
-85.75   	-330.20   	  0.37   	 -15.26		 68.18   	 157.68		
-86.98   	-325.01   	  0.31   	 -45.78		 68.81   	  40.69		
-90.94   	-318.60   	  0.12   	 -40.69		 68.97   	 -86.47		
-100.10   	-317.38   	 -0.04   	   0.00		 68.63   	-172.94		
-114.44   	-322.88   	 -0.04   	  66.12		 67.93   	-193.29		
-133.67   	-332.95   	  0.22   	 101.73		 67.16   	-137.33		
-156.25   	-346.07   	  0.63   	  91.56		 66.61   	 -55.95		
-177.92   	-363.16   	  1.00   	  55.95		 66.39   	  20.35		
-194.70   	-388.18   	  1.22   	  45.78		 66.47   	  40.69		
-206.91   	-422.06   	  1.40   	  66.12		 66.63   	  10.17		
-216.67   	-457.76   	  1.67   	  76.30		 66.67   	 -55.95		
-224.91   	-484.92   	  1.97   	  15.26		 66.45   	-147.51		
-228.58   	-490.11   	  2.03   	 -76.30		 65.86   	-142.42		
-224.30   	-467.53   	  1.73   	 116.99		 65.29   	 -86.47		
-209.96   	-419.31   	  2.20   	 198.37		 64.94   	 -50.86		
-187.99   	-357.06   	  2.99   	  45.78		 64.74   	  25.43		
-164.18   	-295.10   	  3.17   	 -25.43		 64.84   	  81.38		
-144.04   	-245.97   	  3.07   	 -91.56		 65.17   	  40.69		
-129.39   	-216.67   	  2.71   	-157.68		 65.33   	-127.16		
-116.88   	-204.77   	  2.08   	-183.11		 64.82   	-284.84		
-98.88   	-195.62   	  1.34   	 -35.61		 63.68   	-289.93		
-64.70   	-169.68   	  1.20   	 208.54		 62.52   	-127.16		
-10.07   	-116.27   	  2.03   	 305.19		 62.01   	 101.73		
 59.51   	-40.89   	  3.26   	 157.68		 62.42   	 295.01		
132.14   	 36.32   	  3.89   	 -71.21		 63.60   	 325.53		
202.03   	 97.66   	  3.60   	-188.20		 64.90   	 167.85		
282.29   	149.23   	  2.85   	 -91.56		 65.57   	 -66.12		
397.95   	224.00   	  2.48   	  96.64		 65.31   	-300.10		
552.37   	347.60   	  2.87   	 122.07		 64.11   	-361.14		
728.76(R)	554.50   	  3.36   	  10.17		 62.67   	-132.25		
591.13   	469.67   	  3.40   	 -35.61		 62.14   	  66.12		
291.75   	224.30   	  3.26(E)	 -20.35		 62.40   	 167.85		
-73.85   	-93.69   	  3.17   	  20.35		 63.07   	 127.16		
-383.61   	-353.09   	  3.26   	  45.78		 63.58   	 -25.43		
-571.90   	-484.92   	  3.44   	  35.61		 63.48   	-152.59		
-653.99   	-518.19   	  3.58   	  -5.09		 62.87   	-208.54		
-681.15   	-527.95   	  3.56   	   0.00		 62.03   	-172.94		
-689.39   	-562.13   	  3.56   	  15.26		 61.34   	-101.73		
-682.37   	-612.18   	  3.62   	  35.61		 60.94   	 -10.17		
-646.67   	-639.04   	  3.76   	  61.04		 60.89   	  61.04		
-574.34   	-615.23   	  4.01   	  61.04		 61.14   	  76.30		
-470.58   	-547.18   	  4.25   	  40.69		 61.44   	  35.61		
-348.82   	-457.76   	  4.42   	   0.00		 61.59   	 -30.52		
-227.66   	-365.91   	  4.42   	 -20.35		 61.46   	 -76.30		
-129.70   	-285.03   	  4.33   	  15.26		 61.16   	 -96.64		
-73.24   	-226.75   	  4.39   	  61.04		 60.77   	 -96.64		
-58.90   	-196.23   	  4.64   	 106.82		 60.39   	 -71.21		
-68.66   	-189.82   	  5.07   	  86.47		 60.10   	 -35.61		
-76.90   	-190.43   	  5.41   	   0.00		 59.96   	  35.61		
-71.41   	-184.33   	  5.41   	 -76.30		 60.10   	 101.73		
-56.46   	-168.46   	  5.11   	 -50.86		 60.51   	  71.21		
-44.86   	-151.67   	  4.90   	  81.38		 60.79   	 -20.35		
-44.25   	-143.43   	  5.23   	 244.15		 60.71   	-122.07		
-53.71   	-149.23   	  6.21   	 483.21		 60.22   	-167.85		
-73.55   	-187.99   	  8.14   	 493.39		 59.55   	-111.90		
-70.19   	-206.60   	 10.11   	 493.39		 59.10   	 -15.26		
-56.76   	-214.54   	 12.09   	 503.56		 59.04   	  45.78		
-38.15   	-205.99   	 14.10   	 427.26		 59.23   	  50.86		
-18.92   	-179.44   	 15.81   	 320.45		 59.43   	  40.69		
 -1.83   	-136.41   	 17.09   	 274.67		 59.59   	  10.17		
 10.99   	-85.75   	 18.19   	 315.36		 59.63   	 -40.69		
 18.62   	-38.76   	 19.45   	 366.22		 59.47   	-116.99		
 21.67   	 -5.19   	 20.92   	 371.31		 59.00   	-162.77		
 23.19   	 10.68   	 22.40   	 300.10		 58.35   	-111.90		
 30.82   	 12.51   	 23.60   	 167.85		 57.90   	  -5.09		
 48.22   	  8.24   	 24.27   	  66.12		 57.88   	 111.90		
 71.41   	  7.02   	 24.54   	  40.69		 58.33   	 152.59		
 89.11   	 10.07   	 24.70   	  81.38		 58.94   	  86.47		
 93.99   	 14.04   	 25.03   	 122.07		 59.29   	 -81.38		
 86.98   	 14.34   	 25.51   	 157.68		 58.96   	-203.46		
 75.38   	 10.38   	 26.14   	 142.42		 58.15   	-208.54		
 69.58   	  8.85   	 26.71   	  61.04		 57.31   	-106.82		
 74.16   	 17.40   	 26.96   	 -25.43		 56.89(D)	  50.86		
 85.45   	 37.23   	 26.86   	 -55.95		 57.09   	 147.51		
 99.18   	 62.26   	 26.63   	 -25.43		 57.68   	 142.42		
114.44   	 81.79   	 26.53   	  10.17		 58.25   	  86.47		
131.84   	 91.55   	 26.57   	  30.52		 58.60   	  35.61		
150.45   	 95.21   	 26.69   	  20.35		 58.74   	  61.04		
167.54   	 99.18   	 26.78   	  30.52		 58.98   	 447.61		
182.19   	119.02   	 26.90   	  50.86		 60.77   	 610.37		
181.27   	129.70   	 27.10   	  10.17		 63.21   	 620.55		
186.46   	142.21   	 27.14(S)	 -76.30		 65.70   	 549.34		
203.55   	162.96   	 26.84   	-106.82		 67.89   	 457.78		
229.80   	195.62   	 26.41   	 -91.56		 69.73   	 356.05		
259.40   	234.38   	 26.04   	 -55.95		 71.15   	 300.10		
285.64   	266.42   	 25.82   	 -30.52		 72.35   	 330.62		
304.87   	283.20   	 25.70   	 -30.52		 73.67   	 417.09		
317.08   	283.20   	 25.57   	 -81.38		 75.34   	 493.39		
321.66   	272.83   	 25.25   	-111.90		 77.31   	 559.51		
318.60   	261.54   	 24.80   	-122.07		 79.55   	 574.77		
309.14   	252.69   	 24.31   	-101.73		 81.85   	 498.47		
299.38   	247.50   	 23.91   	 -66.12		 83.85   	 401.83		
295.41   	245.67   	 23.64   	 -15.26		 85.45   	 376.40		
299.99   	247.50   	 23.58   	   0.00		 86.96   	 412.00		
309.14   	251.16   	 23.58   	 -91.56		 88.61   	 488.30		
317.08   	253.60   	 23.21   	-183.11		 90.56   	 539.16		
318.60   	249.94   	 22.48   	-172.94		 92.72   	 559.51		
311.28   	239.26   	 21.79   	 -45.78		 94.95   	 488.30		
296.94   	223.69   	 21.61   	  50.86		 96.91   	 406.92		
278.32   	206.91   	 21.81   	  40.69		 98.53   	 350.97		
256.65   	190.43   	 21.97   	 -15.26		 99.94   	 325.53		
232.85   	172.73   	 21.91   	 -30.52		101.24   	 264.50		
209.35   	151.98   	 21.79   	 -25.43		102.30   	 223.80		
187.99   	129.70   	 21.69   	 -15.26		103.19   	 239.06		
169.68   	109.25   	 21.63   	  -5.09		104.15   	 284.84		
154.72   	 93.99   	 21.61   	  10.17		105.29   	 310.27		
139.77   	 83.92   	 21.65   	   0.00		106.53   	 228.89		
120.54   	 75.07   	 21.65   	   0.00		107.45   	 116.99		
 96.74   	 61.95   	 21.65   	  10.17		107.91   	  20.35		
 72.02   	 43.33   	 21.69   	   5.09		108.00(S)	 -50.86		
 51.88   	 24.11   	 21.71   	 -35.61		107.79   	 -61.04		
 40.28   	 10.99   	 21.57   	 -76.30		107.55   	 -50.86		
 36.93   	  6.71   	 21.26   	 -86.47		107.34   	 -25.43		
 38.45   	  8.54   	 20.92   	 -71.21		107.24   	 -10.17		
 40.28   	  9.46   	 20.63   	 -66.12		107.20   	 -20.35		
 39.98   	  4.88   	 20.37   	 -81.38		107.12   	 -71.21		
 38.45   	 -2.75   	 20.04   	-116.99		106.84   	-147.51		
 35.71   	 -7.02   	 19.57   	-147.51		106.25   	-178.03		
 32.65   	 -2.14   	 18.98   	-167.85		105.53   	-172.94		
 27.77   	  9.77   	 18.31   	-198.37		104.84   	-137.33		
 21.06   	 23.50   	 17.52   	-213.63		104.29   	 -81.38		
 12.82   	 32.35   	 16.66   	-208.54		103.97   	 -86.47		
  7.93   	 36.32   	 15.83   	-203.46		103.62   	-137.33		
 11.29   	 37.23   	 15.02   	-228.89		103.07   	-157.68		
 23.50   	 38.76   	 14.10   	-264.50		102.44   	-152.59		
 39.37   	 43.64   	 13.04   	-269.58		101.83   	-167.85		
 51.57   	 49.13   	 11.96   	-254.32		101.16   	-188.20		
 56.15   	 51.57   	 10.95   	-244.15		100.41   	-208.54		
 55.54   	 50.05   	  9.97   	-228.89		 99.57   	-218.72		
 54.93   	 47.00   	  9.05   	-233.98		 98.70   	-203.46		
 55.85   	 44.86   	  8.12   	-233.98		 97.88   	-183.11		
 57.68   	 47.00   	  7.18   	-218.72		 97.15   	-167.85		
 56.76   	 52.80   	  6.31   	-183.11		 96.48   	-167.85		
 53.10   	 56.46   	  5.57   	-157.68		 95.81   	-178.03		
 50.96   	 55.24   	  4.94   	-142.42		 95.10   	-188.20		
 52.49   	 48.22   	  4.37   	-142.42		 94.34   	-193.29		
 57.07   	 39.98   	  3.80   	-137.33		 93.57   	-198.37		
 62.26   	 32.65   	  3.26   	-122.07		 92.78   	-198.37		
 66.53   	 28.08   	  2.77   	-106.82		 91.98   	-203.46		
 70.19   	 24.72   	  2.34   	-101.73		 91.17   	-198.37		
 73.24   	 21.97   	  1.93   	-111.90		 90.38   	-198.37		
 73.85   	 21.67   	  1.49   	-111.90		 89.58   	-193.29		
 70.50   	 24.72   	  1.04   	-116.99		 88.81   	-193.29		
 62.87   	 28.38   	  0.57   	-101.73		 88.04   	-183.11		
 54.63   	 28.99   	  0.16   	 -86.47		 87.30   	-172.94		
 50.35   	 24.72   	 -0.18   	 -50.86		 86.61   	-162.77		
 52.19   	 17.40   	 -0.39   	 -40.69		 85.96   	-167.85		
 57.37   	  9.77   	 -0.55   	 -45.78		 85.29   	-162.77		
 63.17   	  3.36   	 -0.73   	 -35.61		 84.64   	-157.68		
 68.97   	 -2.14   	 -0.87   	 -20.35		 84.01   	-157.68		
 75.07   	 -6.71   	 -0.96(D)	   0.00		 83.38   	-147.51		
 81.48   	-10.38   	 -0.96   	  10.17		 82.79   	-137.33		
 86.67   	-12.21   	 -0.92   	  10.17		 82.24   	-132.25		
 88.20   	-12.21   	 -0.87   	   5.09		 81.71   	-132.25		
 83.62   	-12.51   	 -0.85   	   5.09		 81.18   	-127.16		
 74.46   	-13.73   	 -0.83   	  -5.09		 80.67   	-127.16		
 64.39   	-16.48   	 -0.85   	   5.09		 80.16   	-137.33		
 57.68   	-19.84   	 -0.83   	   0.00		 79.61   	-132.25		
 56.76   	-22.89   	 -0.83   	  -5.09		 79.08   	-127.16		
 60.42   	-26.55   	 -0.85   	   5.09		 78.58   	-122.07		
 67.14   	-29.30   	 -0.83   	   5.09		 78.09   	-116.99		
 73.55   	-32.96   	 -0.81   	  10.17		 77.62   	-111.90		
 79.04   	-38.76   	 -0.77   	  20.35		 77.17   	-101.73		
 84.84   	-46.39   	 -0.69   	  20.35		 76.76   	-106.82		
 92.16   	-51.27   	 -0.61   	  15.26		 76.34   	-101.73		
100.71   	-49.74   	 -0.55   	  20.35		 75.93   	-101.73		
110.47   	-39.98   	 -0.47   	  20.35		 75.52   	-106.82		
119.63   	-24.72   	 -0.39   	  25.43		 75.10   	-106.82		
126.95   	 -8.54   	 -0.28   	  20.35		 74.67   	-101.73		
130.62   	  2.75   	 -0.20   	  25.43		 74.26   	 -96.64		
131.53   	 11.60   	 -0.10   	  25.43		 73.88   	 -86.47		
132.14   	 21.36   	  0.00   	  40.69		 73.53   	 -81.38		
137.63   	 36.01   	  0.16   	  50.86		 73.20   	 -71.21		
149.84   	 54.32   	  0.37   	  50.86		 72.92   	 -71.21		
164.79   	 70.50   	  0.57   	  45.78		 72.63   	 -76.30		
176.39   	 79.35   	  0.75   	  25.43		 72.33   	 -81.38		
179.14   	 77.82   	  0.85   	  10.17		 72.00   	 -81.38		
172.42   	 69.58   	  0.90   	   0.00		 71.68   	 -76.30		
161.44   	 60.12   	  0.90   	 -10.17		 71.37   	 -76.30		
152.59   	 54.32   	  0.85   	 -10.17		 71.07   	 -71.21		
148.62   	 52.49   	  0.81   	 -15.26		 70.78   	 -71.21		
147.71   	 52.49   	  0.75   	 -25.43		 70.50   	 -76.30		
146.18   	 52.80   	  0.65   	 -20.35		 70.19   	 -76.30		
139.77   	 51.88   	  0.57   	 -10.17		 69.89   	 -71.21		
127.26   	 49.44   	  0.53   	  -5.09		 69.60   	 -76.30		
109.56   	 41.81   	  0.51   	   5.09		 69.30   	 -71.21		
 90.94   	 27.16   	  0.53   	  10.17		 69.01   	 -61.04		
 75.68   	  6.41   	  0.57   	  15.26		 68.77   	 -66.12		
 66.22   	-13.73   	  0.63   	  15.26		 68.50   	 -71.21		
 61.95   	-25.02   	  0.69   	  20.35		 68.22   	 -61.04		
 58.90   	-25.33   	  0.77   	  25.43		 67.98   	 -66.12		
 53.41   	-19.84   	  0.87   	  30.52		 67.71   	 -66.12		
 45.78   	-16.78   	  1.00   	  45.78		 67.45   	 -55.95		
 39.06   	-21.36   	  1.18   	  45.78		 67.22   	 -50.86		
 37.84   	-31.13   	  1.36   	  40.69		 67.02   	 -50.86		
 42.11   	-39.67   	  1.53   	  35.61		 66.82   	 -45.78		
 48.52   	-43.03   	  1.67   	  40.69		 66.63   	 -40.69		
 51.57   	-41.20   	  1.83   	  35.61		 66.47   	 -45.78		
 48.52   	-36.93   	  1.97   	  35.61		 66.29   	 -50.86		
 41.81   	-30.52   	  2.12   	  30.52		 66.08   	 -50.86		
 39.98   	-17.70   	  2.24   	  30.52		 65.88   	 -55.95		
 54.63   	 10.07   	  2.36   	  25.43		 65.66   	 -50.86		
 95.21   	 59.51   	  2.46   	  20.35		 65.45   	 -50.86		
162.66   	128.17   	  2.54   	  20.35		 65.25   	 -35.61		
248.11   	205.08   	  2.62   	  20.35		 65.11   	 -40.69		
337.83   	274.96   	  2.71   	  15.26		 64.94   	 -40.69		
428.16   	335.69   	  2.77   	  20.35		 64.78   	 -40.69		
533.14   	406.49   	  2.85   	  25.43		 64.62   	 -50.86		
668.03   	515.75   	  2.95   	  25.43		 64.41   	 -50.86		
896.61(R)	759.28   	  3.05(E)	  25.43		 64.21   	 -45.78		
836.79   	738.53   	  3.15   	  25.43		 64.03   	 -40.69		
604.25   	553.89   	  3.26   	  20.35		 63.87   	 -35.61		
256.35   	253.60   	  3.34   	  15.26		 63.72   	 -35.61		
-85.14   	-43.33   	  3.40   	  10.17		 63.58   	 -40.69		
-316.77   	-233.46   	  3.44   	  15.26		 63.42   	 -45.78		
-419.31   	-303.65   	  3.50   	  20.35		 63.23   	 -40.69		
-444.03   	-314.33   	  3.58   	  25.43		 63.07   	 -45.78		
-449.52   	-330.20   	  3.68   	  20.35		 62.89   	 -40.69		
-456.24   	-369.57   	  3.76   	  10.17		 62.73   	 -45.78		
