SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		  SVC     	  SVC'		
127.87   	 91.55   	 12.55   	 274.67		 46.31   	 -20.35		  3.34   	  -5.09		
127.87   	 91.55   	 13.65   	 361.14		 46.23(D)	  96.64		  3.32   	   0.00		
149.23   	114.14   	 15.10   	 315.36		 46.61   	  91.56		  3.32   	  -5.09		
149.23   	114.14   	 16.36   	 386.57		 46.98   	 310.27		  3.30   	   0.00		
163.27   	126.04   	 17.90   	 335.71		 48.22   	 269.58		  3.30   	   0.00		
163.27   	126.04   	 19.25   	 391.66		 49.30   	 513.73		  3.30   	   0.00		
165.71   	130.62   	 20.81   	 386.57		 51.35   	 574.77		  3.30   	   0.00		
164.18   	129.09   	 22.36   	 371.31		 53.65   	 615.46		  3.30   	   5.09		
161.44   	126.04   	 23.85   	 361.14		 56.11   	 635.81		  3.32   	   0.00		
158.39   	122.68   	 25.29   	 335.71		 58.66   	 645.98		  3.32   	   0.00		
154.72   	121.46   	 26.63   	 315.36		 61.24   	 645.98		  3.32   	   5.09		
151.37   	122.07   	 27.89   	 284.84		 63.82   	 630.72		  3.34   	   5.09		
148.32   	123.29   	 29.03   	 249.24		 66.35   	 600.20		  3.36   	   0.00		
145.26   	123.29   	 30.03   	 218.72		 68.75   	 559.51		  3.36   	   0.00		
141.91   	119.93   	 30.91   	 172.94		 70.99   	 498.47		  3.36   	   5.09		
136.72   	112.61   	 31.60   	 137.33		 72.98   	 427.26		  3.38   	   5.09		
128.48   	101.01   	 32.15   	  71.21		 74.69   	 305.19		  3.40   	   5.09		
104.98   	 76.90   	 32.43   	  25.43		 75.91   	 213.63		  3.42(V)	  -5.09		
 94.91   	 78.43   	 32.53(S)	 -15.26		 76.76   	 127.16		  3.40   	 -10.17		
 91.55   	 99.49   	 32.47   	 -55.95		 77.27   	  50.86		  3.36   	   0.00		
 97.05   	140.08   	 32.25   	 -91.56		 77.48(S)	 -20.35		  3.36   	  -5.09		
110.47   	187.99   	 31.88   	-127.16		 77.40   	 -76.30		  3.34   	   5.09		
128.17   	225.83   	 31.37   	-223.80		 77.09   	-188.20		  3.36   	   5.09		
163.27   	244.45   	 30.48   	-249.24		 76.34   	-223.80		  3.38   	  -5.09		
175.48   	240.78   	 29.48   	-274.67		 75.44   	-249.24		  3.36   	  -5.09		
179.14   	240.48   	 28.38   	-310.27		 74.45   	-274.67		  3.34   	 -10.17		
170.59   	237.73   	 27.14   	-325.53		 73.35   	-295.01		  3.30   	 -10.17		
149.23   	219.73   	 25.84   	-350.97		 72.17   	-310.27		  3.26   	 -10.17		
119.63   	177.61   	 24.44   	-371.31		 70.93   	-330.62		  3.21   	  -5.09		
 88.20   	115.66   	 22.95   	-386.57		 69.60   	-335.71		  3.19   	   0.00		
 57.37   	 46.08   	 21.40   	-396.74		 68.26   	-330.62		  3.19   	   0.00		
 25.02   	-18.92   	 19.82   	-406.92		 66.94   	-320.45		  3.19   	   0.00		
-11.60   	-69.58   	 18.19   	-417.09		 65.66   	-300.10		  3.19   	   0.00		
-49.44   	-101.93   	 16.52   	-417.09		 64.46   	-279.75		  3.19   	  -5.09		
-79.35   	-114.44   	 14.85   	-422.18		 63.34   	-254.32		  3.17   	   0.00		
-93.99   	-111.69   	 13.16   	-417.09		 62.32   	-228.89		  3.17   	  -5.09		
-92.77   	-102.84   	 11.50   	-412.00		 61.40   	-208.54		  3.15   	   0.00		
-84.84   	-97.66   	  9.85   	-396.74		 60.57   	-178.03		  3.15   	   0.00		
-79.35   	-100.40   	  8.26   	-386.57		 59.86   	-162.77		  3.15   	   5.09		
-80.26   	-108.95   	  6.71   	-371.31		 59.21   	-137.33		  3.17   	   5.09		
-84.84   	-116.88   	  5.23   	-345.88		 58.66   	-116.99		  3.19   	   5.09		
-89.42   	-121.46   	  3.85   	-325.53		 58.19   	-101.73		  3.21   	   5.09		
-90.94   	-122.68   	  2.54   	-284.84		 57.78   	 -86.47		  3.23   	   5.09		
-90.94   	-122.68   	  1.40   	-269.58		 57.44   	 -66.12		  3.26   	   5.09		
-88.20   	-122.38   	  0.33   	-239.06		 57.17   	 -55.95		  3.28   	   5.09		
-88.20   	-122.38   	 -0.63   	-203.46		 56.95   	 -45.78		  3.30   	  15.26		
-81.48   	-128.78   	 -1.44   	-183.11		 56.76   	 -40.69		  3.36   	  10.17		
-81.48   	-128.78   	 -2.18   	-132.25		 56.60   	 -40.69		  3.40   	  15.26		
-36.93   	-173.34   	 -2.71   	 -76.30		 56.44   	 -55.95		  3.46   	  20.35		
 90.94   	-190.12   	 -3.01   	 -71.21		 56.22   	 -50.86		  3.54   	  15.26		
 90.94   	-190.12   	 -3.30   	 -15.26		 56.01   	 -66.12		  3.60   	  25.43		
201.72   	-33.57   	 -3.36   	 -15.26		 55.75   	 -61.04		  3.70   	  15.26		
201.72   	-33.57   	 -3.42(D)	  35.61		 55.50   	 -76.30		  3.76   	  20.35		
-240.78   	-57.98   	 -3.28   	  61.04		 55.20   	 -86.47		  3.85   	  15.26		
-716.55   	-242.61   	 -3.03   	  76.30		 54.85   	 -91.56		  3.91   	  15.26		
-1160.89   	-448.91   	 -2.73   	  96.64		 54.49   	 -96.64		  3.97   	  15.26		
-1347.35   	-554.20(R)	 -2.34   	 111.90		 54.10   	-101.73		  4.03   	  10.17		
-1159.97   	-494.08   	 -1.89   	 116.99		 53.69   	-101.73		  4.07   	  10.17		
-692.14   	-316.16   	 -1.42   	 122.07		 53.29   	-111.90		  4.11   	   5.09		
-188.60   	-130.00   	 -0.94   	 127.16		 52.84   	-111.90		  4.13   	   5.09		
129.09   	-15.26   	 -0.43   	 122.07		 52.39   	-111.90		  4.15   	   0.00		
194.09   	 17.70   	  0.06   	 127.16		 51.94   	-116.99		  4.15   	  -5.09		
 97.96   	  6.41   	  0.57   	 116.99		 51.47   	-116.99		  4.13   	  -5.09		
-12.82   	 -8.54   	  1.04   	 111.90		 51.01   	-111.90		  4.11   	 -10.17		
-49.13   	-10.07   	  1.49   	 111.90		 50.56   	-111.90		  4.07   	 -10.17		
-15.87   	 -3.05   	  1.93   	 106.82		 50.11   	-106.82		  4.03   	 -15.26		
 33.57   	  3.97   	  2.36   	 101.73		 49.68   	-101.73		  3.97   	 -20.35		
 57.98   	  9.16   	  2.77   	 101.73		 49.28   	-101.73		  3.89   	 -15.26		
 51.88   	 12.82   	  3.17   	  96.64		 48.87   	-101.73		  3.83   	 -20.35		
 33.87   	 14.95   	  3.56   	  96.64		 48.46   	 -96.64		  3.74   	 -15.26		
 22.58   	 15.87   	  3.95   	  96.64		 48.08   	 -91.56		  3.68   	 -20.35		
 25.02   	 17.70   	  4.33   	 106.82		 47.71   	 -86.47		  3.60   	 -20.35		
 36.32   	 21.67   	  4.76   	 142.42		 47.37   	 -91.56		  3.52   	 -20.35		
 53.10   	 30.21   	  5.33   	 157.68		 47.00   	 -81.38		  3.44   	 -25.43		
 54.63   	 34.48   	  5.96   	 183.11		 46.67   	 -76.30		  3.34   	 -20.35		
 57.07   	 39.98   	  6.69   	 198.37		 46.37   	 -71.21		  3.26   	 -15.26		
 62.87   	 47.00   	  7.49   	 228.89		 46.08   	 -66.12		  3.19   	 -15.26		
 72.33   	 54.02   	  8.40   	 249.24		 45.82   	 -61.04		  3.13   	 -10.17		
 83.62   	 61.04   	  9.40   	 279.75		 45.57   	 -55.95		  3.09   	 -10.17		
 94.91   	 68.66   	 10.52   	 300.10		 45.35   	 -45.78		  3.05   	  -5.09		
106.51   	 76.60   	 11.72   	 325.53		 45.17   	 -30.52		  3.03   	  -5.09		
118.10   	 84.23   	 13.02   	 345.88		 45.05(D)	   0.00		  3.01   	   0.00		
129.70   	 91.25   	 14.40   	 361.14		 45.05   	  35.61		  3.01   	   0.00		
140.38   	 97.66   	 15.85   	 376.40		 45.19   	 106.82		  3.01   	   0.00		
148.93   	103.45   	 17.35   	 386.57		 45.62   	 183.11		  3.01   	   0.00		
154.11   	108.03   	 18.90   	 396.74		 46.35   	 269.58		  3.01   	   5.09		
156.25   	111.08   	 20.49   	 391.66		 47.43   	 366.22		  3.03   	   0.00		
155.64   	112.92   	 22.05   	 386.57		 48.89   	 447.61		  3.03   	   5.09		
153.81   	113.53   	 23.60   	 376.40		 50.68   	 508.65		  3.05   	   0.00		
151.37   	114.44   	 25.11   	 361.14		 52.72   	 554.42		  3.05   	   0.00		
149.54   	115.36   	 26.55   	 315.36		 54.93   	 483.21		  3.05   	   0.00		
149.54   	115.36   	 27.81   	 315.36		 56.87   	 590.03		  3.05   	  -5.09		
146.18   	115.66   	 29.07   	 279.75		 59.23   	 518.82		  3.03   	   0.00		
146.18   	115.66   	 30.19   	 249.24		 61.30   	 569.68		  3.03   	   0.00		
139.47   	108.34   	 31.19   	 223.80		 63.58   	 498.47		  3.03   	   0.00		
139.47   	108.34   	 32.09   	 172.94		 65.57   	 503.56		  3.03   	   5.09		
126.95   	 94.30   	 32.78   	 157.68		 67.59   	 442.52		  3.05   	   5.09		
126.95   	 94.30   	 33.41   	  86.47		 69.36   	 381.48		  3.07   	   0.00		
106.20   	 75.38   	 33.75   	  10.17		 70.88   	 264.50		  3.07   	  -5.09		
 86.98   	 73.85   	 33.79   	  10.17		 71.94   	 228.89		  3.05   	   0.00		
 86.98   	 73.85   	 33.84(S)	 -76.30		 72.86   	  96.64		  3.05   	   0.00		
 91.86   	132.14   	 33.53   	-111.90		 73.24   	  20.35		  3.05   	  10.17		
104.98   	175.78   	 33.08   	-147.51		 73.33(S)	 -45.78		  3.09   	   5.09		
122.99   	211.49   	 32.49   	-244.15		 73.14   	-167.85		  3.11(V)	   0.00		
160.22   	238.04   	 31.52   	-269.58		 72.47   	-208.54		  3.11   	  -5.09		
173.03   	241.39   	 30.44   	-300.10		 71.64   	-249.24		  3.09   	   0.00		
176.70   	245.97   	 29.24   	-325.53		 70.64   	-274.67		  3.09   	  -5.09		
167.85   	244.14   	 27.93   	-345.88		 69.54   	-300.10		  3.07   	  -5.09		
146.79   	224.61   	 26.55   	-366.22		 68.34   	-325.53		  3.05   	  -5.09		
118.41   	181.58   	 25.09   	-386.57		 67.04   	-345.88		  3.03   	 -10.17		
 87.89   	120.24   	 23.54   	-401.83		 65.66   	-350.97		  2.99   	 -10.17		
 57.07   	 52.49   	 21.93   	-406.92		 64.25   	-350.97		  2.95   	 -10.17		
 23.19   	-10.38   	 20.31   	-422.18		 62.85   	-325.53		  2.91   	  -5.09		
-14.65   	-61.04   	 18.62   	-422.18		 61.55   	-300.10		  2.89   	  -5.09		
-52.80   	-94.60   	 16.93   	-427.26		 60.35   	-264.50		  2.87   	   0.00		
-83.01   	-109.25   	 15.22   	-432.35		 59.29   	-239.06		  2.87   	   5.09		
-97.05   	-108.34   	 13.49   	-422.18		 58.33   	-213.63		  2.89   	   5.09		
-95.83   	-100.71   	 11.80   	-422.18		 57.48   	-188.20		  2.91   	   0.00		
-87.89   	-95.52   	 10.11   	-406.92		 56.72   	-157.68		  2.91   	   5.09		
-82.09   	-97.05   	  8.48   	-396.74		 56.09   	-142.42		  2.93   	   5.09		
-82.09   	-102.23   	  6.90   	-381.48		 55.52   	-111.90		  2.95   	   5.09		
-85.75   	-106.81   	  5.37   	-356.05		 55.08   	 -91.56		  2.97   	   5.09		
-89.11   	-108.64   	  3.95   	-335.71		 54.71   	 -81.38		  2.99   	   5.09		
-90.03   	-109.25   	  2.60   	-305.19		 54.38   	 -61.04		  3.01   	   5.09		
-89.11   	-110.47   	  1.38   	-284.84		 54.14   	 -45.78		  3.03   	   5.09		
-88.50   	-112.00   	  0.24   	-249.24		 53.96   	 -30.52		  3.05   	  10.17		
-86.98   	-113.53   	 -0.75   	-213.63		 53.83   	 -15.26		  3.09   	  15.26		
-81.79   	-118.71   	 -1.61   	-178.03		 53.77   	  -5.09		  3.15   	  20.35		
-65.92   	-134.89   	 -2.32   	-127.16		 53.75   	 -25.43		  3.23   	  20.35		
 21.06   	-185.85   	 -2.83   	 -96.64		 53.65   	 -35.61		  3.32   	  15.26		
 99.49   	-173.34   	 -3.21   	 -61.04		 53.51   	 -45.78		  3.38   	  10.17		
184.02   	-104.68   	 -3.46   	 -30.52		 53.33   	 -61.04		  3.42   	  15.26		
211.49   	 -8.54   	 -3.58   	 -10.17		 53.08   	 -71.21		  3.48   	  15.26		
 88.50   	 36.62   	 -3.62(D)	  15.26		 52.80   	 -86.47		  3.54   	  10.17		
-241.39   	-39.98   	 -3.56   	  40.69		 52.45   	 -91.56		  3.58   	   0.00		
-720.83   	-229.80   	 -3.40   	  55.95		 52.09   	-101.73		  3.58(A)	   0.00		
-1164.55   	-437.62   	 -3.17   	  76.30		 51.68   	-101.73		  3.58   	  -5.09		
-1347.66   	-540.77(R)	 -2.87   	  66.12		 51.27   	 -96.64		  3.56   	   0.00		
-1347.66   	-540.77   	 -2.60   	 106.82		 50.88   	-106.82		  3.56   	   5.09		
-689.70   	-299.38   	 -2.18   	  86.47		 50.46   	 -91.56		  3.58   	   0.00		
-689.70   	-299.38   	 -1.83   	 116.99		 50.09   	 -96.64		  3.58   	   0.00		
128.17   	 -1.53   	 -1.36   	 101.73		 49.70   	 -91.56		  3.58   	   0.00		
128.17   	 -1.53   	 -0.96   	 116.99		 49.34   	-101.73		  3.58   	  -5.09		
101.01   	 17.09   	 -0.49   	 101.73		 48.93   	 -86.47		  3.56   	 -10.17		
101.01   	 17.09   	 -0.08   	 111.90		 48.59   	-116.99		  3.52   	  -5.09		
-43.95   	 -0.61   	  0.37   	 101.73		 48.12   	 -96.64		  3.50   	 -10.17		
-43.95   	 -0.61   	  0.77   	 106.82		 47.73   	-111.90		  3.46   	 -10.17		
 34.18   	 16.48   	  1.20   	 116.99		 47.28   	-111.90		  3.42   	 -30.52		
 47.61   	 24.72   	  1.67   	 111.90		 46.84   	-111.90		  3.30   	 -30.52		
 29.60   	 23.19   	  2.12   	 106.82		 46.39   	-101.73		  3.17   	 -25.43		
 19.53   	 20.75   	  2.54   	 116.99		 45.98   	-101.73		  3.07   	 -30.52		
 24.11   	 22.28   	  3.01   	 116.99		 45.57   	 -96.64		  2.95   	 -25.43		
 36.62   	 28.99   	  3.48   	 127.16		 45.19   	 -86.47		  2.85   	 -25.43		
 47.30   	 37.54   	  3.99   	 147.51		 44.84   	 -81.38		  2.75   	 -30.52		
 51.57   	 44.56   	  4.58   	 162.77		 44.52   	 -71.21		  2.62   	 -20.35		
 52.19   	 50.96   	  5.23   	 188.20		 44.23   	 -66.12		  2.54   	 -25.43		
 54.93   	 58.90   	  5.98   	 213.63		 43.97   	 -55.95		  2.44   	 -15.26		
 61.95   	 69.27   	  6.84   	 233.98		 43.74   	 -45.78		  2.38   	 -10.17		
 72.63   	 80.87   	  7.77   	 264.50		 43.56   	 -40.69		  2.34   	 -10.17		
 84.53   	 91.86   	  8.83   	 289.93		 43.40   	 -35.61		  2.30   	  -5.09		
 95.83   	101.32   	  9.99   	 315.36		 43.26   	 -30.52		  2.28   	  -5.09		
106.20   	108.64   	 11.25   	 340.79		 43.13   	 -15.26		  2.26   	   5.09		
116.58   	112.92   	 12.61   	 361.14		 43.07(D)	  10.17		  2.28   	   0.00		
126.65   	114.44   	 14.06   	 381.48		 43.11   	  61.04		  2.28   	   0.00		
135.19   	114.14   	 15.58   	 391.66		 43.36   	 127.16		  2.28   	   5.09		
141.60   	114.14   	 17.15   	 406.92		 43.87   	 223.80		  2.30   	   0.00		
145.57   	114.75   	 18.78   	 406.92		 44.76   	 320.45		  2.30   	   5.09		
147.40   	115.97   	 20.41   	 401.83		 46.04   	 417.09		  2.32   	   0.00		
147.71   	116.88   	 22.01   	 401.83		 47.71   	 493.39		  2.32   	  -5.09		
146.48   	116.58   	 23.62   	 386.57		 49.68   	 554.42		  2.30   	   0.00		
144.04   	115.05   	 25.17   	 371.31		 51.90   	 595.11		  2.30   	   0.00		
140.08   	113.83   	 26.65   	 350.97		 54.28   	 610.37		  2.30   	  10.17		
135.50   	112.61   	 28.06   	 340.79		 56.72   	 686.67		  2.34   	  35.61		
128.78   	112.00   	 29.42   	 300.10		 59.47   	 651.07		  2.48   	  35.61		
126.04   	111.08   	 30.62   	 259.41		 62.08   	 600.20		  2.62   	  25.43		
122.07   	108.03   	 31.66   	 208.54		 64.48   	 539.16		  2.73   	  10.17		
115.66   	101.93   	 32.49   	 162.77		 66.63   	 473.04		  2.77   	 -10.17		
106.51   	 90.94   	 33.14   	 116.99		 68.52   	 401.83		  2.73   	 -10.17		
 95.83   	 76.29   	 33.61   	  76.30		 70.13   	 330.62		  2.69   	 -10.17		
 85.75   	 64.70   	 33.92   	  35.61		 71.45   	 244.15		  2.64   	   0.00		
 79.35   	 65.00   	 34.06(S)	 -10.17		 72.43   	 162.77		  2.64   	   5.09		
 79.35   	 86.06   	 34.02   	 -50.86		 73.08   	  76.30		  2.67   	  10.17		
 87.28   	126.95   	 33.81   	-101.73		 73.39(S)	   0.00		  2.71   	  10.17		
100.71   	174.56   	 33.41   	-137.33		 73.39   	 -71.21		  2.75   	  10.17		
117.49   	211.79   	 32.86   	-167.85		 73.10   	-122.07		  2.79   	   5.09		
134.58   	229.19   	 32.19   	-152.59		 72.61   	-111.90		  2.81   	   5.09		
134.58   	229.19   	 31.58   	-244.15		 72.17   	-223.80		  2.83(V)	 -10.17		
163.57   	230.10   	 30.60   	-213.63		 71.27   	-198.37		  2.79   	 -10.17		
163.57   	230.10   	 29.75   	-310.27		 70.48   	-284.84		  2.75   	 -10.17		
164.18   	230.41   	 28.50   	-274.67		 69.34   	-244.15		  2.71   	 -15.26		
164.18   	230.41   	 27.41   	-371.31		 68.36   	-320.45		  2.64   	   5.09		
116.27   	167.85   	 25.92   	-325.53		 67.08   	-284.84		  2.67   	   0.00		
116.27   	167.85   	 24.62   	-406.92		 65.94   	-340.79		  2.67   	   0.00		
 54.02   	 39.06   	 22.99   	-356.05		 64.58   	-305.19		  2.67   	   5.09		
 54.02   	 39.06   	 21.57   	-437.43		 63.36   	-330.62		  2.69   	   5.09		
-12.82   	-72.63   	 19.82   	-376.40		 62.03   	-284.84		  2.71   	   5.09		
-12.82   	-72.63   	 18.31   	-457.78		 60.89   	-289.93		  2.73   	   5.09		
-77.82   	-121.77   	 16.48   	-508.65		 59.74   	-264.50		  2.75   	   5.09		
-94.30   	-112.61   	 14.45   	-498.47		 58.68   	-223.80		  2.77   	   0.00		
-88.81   	-106.20   	 12.45   	-467.95		 57.78   	-183.11		  2.77   	   0.00		
-84.53   	-107.73   	 10.58   	-447.61		 57.05   	-152.59		  2.77   	   5.09		
-85.45   	-115.36   	  8.79   	-422.18		 56.44   	-132.25		  2.79   	  10.17		
-89.11   	-123.60   	  7.10   	-396.74		 55.91   	-101.73		  2.83   	  10.17		
-92.16   	-128.17   	  5.51   	-366.22		 55.50   	 -86.47		  2.87   	  20.35		
-92.16   	-129.09   	  4.05   	-345.88		 55.16   	 -71.21		  2.95   	  15.26		
-90.03   	-128.78   	  2.67   	-310.27		 54.87   	 -55.95		  3.01   	  15.26		
-87.28   	-128.48   	  1.42   	-274.67		 54.65   	 -45.78		  3.07   	  20.35		
-85.14   	-130.00   	  0.33   	-239.06		 54.47   	 -35.61		  3.15   	  15.26		
-80.57   	-137.02   	 -0.63   	-203.46		 54.32   	 -40.69		  3.21   	  15.26		
-66.22   	-157.17   	 -1.44   	-157.68		 54.16   	 -30.52		  3.28   	  20.35		
-33.87   	-189.82   	 -2.08   	-122.07		 54.04   	 -35.61		  3.36   	  25.43		
 23.50   	-217.90   	 -2.56   	 -86.47		 53.90   	 -40.69		  3.46   	  25.43		
107.42   	-207.52   	 -2.91   	 -55.95		 53.73   	 -40.69		  3.56   	  25.43		
196.84   	-136.41   	 -3.13   	 -25.43		 53.57   	 -50.86		  3.66   	  25.43		
225.83   	-33.87   	 -3.23(D)	   0.00		 53.37   	 -66.12		  3.76   	  25.43		
100.10   	 16.78   	 -3.23(E)	  25.43		 53.10   	 -71.21		  3.87   	  25.43		
-234.38   	-60.42   	 -3.13   	  45.78		 52.82   	 -81.38		  3.97   	  20.35		
-715.94   	-259.40   	 -2.95   	  71.21		 52.49   	 -91.56		  4.05   	  20.35		
-1157.53   	-480.35   	 -2.67   	  91.56		 52.13   	 -96.64		  4.13   	  15.26		
-1335.75   	-592.35(R)	 -2.30   	 106.82		 51.74   	 -96.64		  4.19   	  10.17		
-1142.27   	-528.87   	 -1.87   	 116.99		 51.35   	-101.73		  4.23   	   5.09		
-677.49   	-341.49   	 -1.40   	 122.07		 50.95   	-101.73		  4.25   	   0.00		
-184.02   	-145.57   	 -0.92   	 137.33		 50.54   	-116.99		  4.25(A)	   0.00		
182.80   	  7.63   	 -0.37   	 152.59		 50.07   	-132.25		  4.25   	 -10.17		
-19.84   	-24.41   	  0.24   	 142.42		 49.54   	-127.16		  4.21   	 -15.26		
-53.41   	-26.86   	  0.81   	 137.33		 49.03   	-127.16		  4.15   	 -15.26		
-19.23   	-18.01   	  1.36   	 127.16		 48.52   	-116.99		  4.09   	 -20.35		
 29.30   	 -7.32   	  1.87   	 127.16		 48.06   	-116.99		  4.01   	 -25.43		
 52.19   	  0.92   	  2.38   	 122.07		 47.59   	-106.82		  3.91   	 -20.35		
 45.47   	  6.41   	  2.87   	 116.99		 47.16   	 -96.64		  3.83   	 -25.43		
 27.77   	  8.54   	  3.34   	 116.99		 46.77   	 -86.47		  3.72   	 -15.26		
 18.31   	  9.16   	  3.80   	 122.07		 46.43   	 -86.47		  3.66   	 -20.35		
 22.58   	 10.68   	  4.29   	 101.73		 46.08   	 -71.21		  3.58   	 -20.35		
 22.58   	 10.68   	  4.70   	 142.42		 45.80   	 -76.30		  3.50   	 -20.35		
 46.08   	 18.01   	  5.27   	 116.99		 45.49   	 -66.12		  3.42   	 -15.26		
 46.08   	 18.01   	  5.74   	 178.03		 45.23   	 -66.12		  3.36   	 -20.35		
 51.88   	 21.97   	  6.45   	 152.59		 44.96   	 -61.04		  3.28   	 -20.35		
 51.88   	 21.97   	  7.06   	 228.89		 44.72   	 -61.04		  3.19   	 -15.26		
 61.34   	 33.26   	  7.98   	 198.37		 44.48   	 -50.86		  3.13   	 -15.26		
 61.34   	 33.26   	  8.77   	 279.75		 44.27   	 -55.95		  3.07   	 -10.17		
 82.09   	 51.88   	  9.89   	 244.15		 44.05   	 -45.78		  3.03   	 -10.17		
 82.09   	 51.88   	 10.86   	 340.79		 43.87   	 -30.52		  2.99   	  -5.09		
104.37   	 71.11   	 12.23   	 295.01		 43.74   	 -20.35		  2.97   	  -5.09		
104.37   	 71.11   	 13.41   	 386.57		 43.66(D)	  61.04		  2.95   	  -5.09		
127.87   	 87.89   	 14.95   	 396.74		 43.91   	 137.33		  2.93   	  -5.09		
138.24   	 94.30   	 16.54   	 412.00		 44.46   	 223.80		  2.91   	  -5.09		
146.48   	 99.49   	 18.19   	 412.00		 45.35   	 320.45		  2.89   	   0.00		
152.28   	103.45   	 19.84   	 417.09		 46.63   	 417.09		  2.89   	   0.00		
155.64   	106.20   	 21.51   	 457.78		 48.30   	 625.63		  2.89   	   0.00		
154.72   	108.34   	 23.34   	 437.43		 50.80   	 666.32		  2.89   	   5.09		
151.37   	108.95   	 25.09   	 412.00		 53.47   	 691.76		  2.91   	   5.09		
147.09   	108.03   	 26.73   	 381.48		 56.24   	 691.76		  2.93   	   0.00		
141.91   	105.29   	 28.26   	 350.97		 59.00   	 681.58		  2.93   	   5.09		
137.02   	102.23   	 29.66   	 315.36		 61.73   	 656.15		  2.95   	   5.09		
132.75   	 98.88   	 30.93   	 274.67		 64.35   	 620.55		  2.97   	   5.09		
128.78   	 95.21   	 32.02   	 233.98		 66.84   	 564.60		  2.99   	  10.17		
125.12   	 90.03   	 32.96   	 193.29		 69.09   	 498.47		  3.03   	   5.09		
119.93   	 82.09   	 33.73   	 147.51		 71.09   	 427.26		  3.05   	   0.00		
112.30   	 71.72   	 34.32   	 101.73		 72.80   	 345.88		  3.05   	   5.09		
101.93   	 60.42   	 34.73   	  55.95		 74.18   	 259.41		  3.07(V)	   0.00		
 90.64   	 53.41   	 34.95   	  15.26		 75.22   	 178.03		  3.07   	  -5.09		
 82.40   	 57.98   	 35.02(S)	 -30.52		 75.93   	  96.64		  3.05   	   0.00		
 81.48   	 80.57   	 34.89   	 -71.21		 76.32   	  20.35		  3.05   	   0.00		
 88.50   	121.15   	 34.61   	-111.90		 76.40(S)	 -45.78		  3.05   	   5.09		
102.54   	169.07   	 34.16   	-142.42		 76.22   	-101.73		  3.07   	   0.00		
120.24   	208.13   	 33.59   	-239.06		 75.81   	-208.54		  3.07   	   0.00		
153.81   	232.54   	 32.63   	-264.50		 74.97   	-239.06		  3.07   	  -5.09		
165.71   	231.93   	 31.58   	-295.01		 74.02   	-269.58		  3.05   	  -5.09		
169.68   	232.85   	 30.40   	-320.45		 72.94   	-289.93		  3.03   	  -5.09		
161.74   	228.58   	 29.11   	-345.88		 71.78   	-315.36		  3.01   	   0.00		
141.30   	206.60   	 27.73   	-366.22		 70.52   	-320.45		  3.01   	   0.00		
113.22   	161.74   	 26.27   	-376.40		 69.24   	-335.71		  3.01   	   0.00		
 83.31   	 99.79   	 24.76   	-396.74		 67.89   	-330.62		  3.01   	   0.00		
 53.10   	 32.35   	 23.17   	-412.00		 66.57   	-325.53		  3.01   	   5.09		
 20.75   	-29.60   	 21.53   	-417.09		 65.27   	-310.27		  3.03   	   0.00		
-15.87   	-79.04   	 19.86   	-427.26		 64.03   	-300.10		  3.03   	  -5.09		
-53.41   	-112.00   	 18.15   	-432.35		 62.83   	-274.67		  3.01   	  -5.09		
-82.70   	-126.95   	 16.42   	-437.43		 61.73   	-259.41		  2.99   	   0.00		
-96.44   	-127.26   	 14.67   	-432.35		 60.69   	-228.89		  2.99   	   0.00		
-95.21   	-120.54   	 12.94   	-427.26		 59.78   	-203.46		  2.99   	   0.00		
-88.50   	-115.97   	 11.23   	-376.40		 58.96   	-178.03		  2.99   	   5.09		
-88.50   	-115.97   	  9.73   	-406.92		 58.25   	-147.51		  3.01   	   5.09		
-87.89   	-122.68   	  8.10   	-361.14		 57.66   	-132.25		  3.03   	   5.09		
-87.89   	-122.68   	  6.65   	-381.48		 57.13   	 -96.64		  3.05   	  10.17		
-95.21   	-127.56   	  5.13   	-330.62		 56.74   	 -86.47		  3.09   	   5.09		
-95.21   	-127.56   	  3.80   	-330.62		 56.40   	 -61.04		  3.11   	  10.17		
-90.03   	-125.43   	  2.48   	-289.93		 56.15   	 -55.95		  3.15   	  10.17		
-90.03   	-125.43   	  1.32   	-269.58		 55.93   	 -40.69		  3.19   	  15.26		
-83.92   	-128.48   	  0.24   	-233.98		 55.77   	 -40.69		  3.26   	  15.26		
-83.92   	-128.48   	 -0.69   	-203.46		 55.61   	 -45.78		  3.32   	  15.26		
-64.09   	-157.47   	 -1.51   	-142.42		 55.42   	 -50.86		  3.38   	  15.26		
 26.55   	-214.54   	 -2.08   	-111.90		 55.22   	 -55.95		  3.44   	  20.35		
110.47   	-199.28   	 -2.52   	 -71.21		 54.99   	 -55.95		  3.52   	  15.26		
196.53   	-124.82   	 -2.81   	 -45.78		 54.77   	 -55.95		  3.58   	  15.26		
213.62   	-25.02   	 -2.99   	 -15.26		 54.55   	 -66.12		  3.64   	  15.26		
 65.61   	 18.31   	 -3.05(D)	  10.17		 54.28   	 -76.30		  3.70   	  20.35		
-292.97   	-63.48   	 -3.01(E)	  40.69		 53.98   	 -81.38		  3.78   	  15.26		
