SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
307.62   	992.13   	 69.99   	 -35.61		  9.87   	  20.35		
514.53   	1206.97   	 69.85   	 -40.69		  9.95   	  15.26		
758.97   	1474.30   	 69.68   	 -45.78		 10.01   	  20.35		
1005.86   	1755.07   	 69.50   	 -50.86		 10.09   	  20.35		
1183.47   	2020.57   	 69.30   	 -55.95		 10.17   	  20.35		
983.58   	2387.39   	 69.07   	 -50.86		 10.25   	  20.35		
541.69   	2421.88(R)	 68.87   	 -55.95		 10.34(E)	  20.35		
-18.31   	2337.95   	 68.65   	 -45.78		 10.42   	  15.26		
-518.49   	2173.77   	 68.46   	 -45.78		 10.48   	  15.26		
-811.16   	2000.73   	 68.28   	 -40.69		 10.54   	  20.35		
-855.71   	1866.46   	 68.12   	 -35.61		 10.62   	  15.26		
-725.71   	1758.12   	 67.98   	 -35.61		 10.68   	  15.26		
-542.30   	1623.54   	 67.83   	 -30.52		 10.74   	  25.43		
-393.07   	1435.55   	 67.71   	 -25.43		 10.84   	  30.52		
-297.24   	1227.42   	 67.61   	 -25.43		 10.97   	  35.61		
-226.44   	1068.73   	 67.51   	 -25.43		 11.11   	  45.78		
-154.42   	1002.20   	 67.41   	 -30.52		 11.29   	  45.78		
-80.26   	1011.05   	 67.28   	 -25.43		 11.48   	  50.86		
-20.75   	1040.04   	 67.18   	 -35.61		 11.68   	  71.21		
 10.38   	1046.45   	 67.04   	 -35.61		 11.96   	  81.38		
 15.56   	1026.00   	 66.90   	 -45.78		 12.29   	  91.56		
  9.46   	1001.59   	 66.71   	 -45.78		 12.66   	 116.99		
  6.41   	991.82   	 66.53   	 -55.95		 13.12   	 162.77		
 12.21   	997.01   	 66.31   	 -55.95		 13.77   	 249.24		
 23.80   	1007.08   	 66.08   	 -61.04		 14.77   	 320.45		
 34.48   	1014.10   	 65.84   	 -55.95		 16.05   	 350.97		
 40.28   	1017.46   	 65.62   	 -55.95		 17.46   	 366.22		
 41.81   	1019.90   	 65.39   	 -50.86		 18.92   	 356.05		
 42.42   	1025.09   	 65.19   	 -40.69		 20.35   	 335.71		
 44.25   	1034.24   	 65.03   	 -35.61		 21.69   	 310.27		
 46.69   	1044.92   	 64.88   	 -15.26		 22.93   	 284.84		
 48.52   	1054.38   	 64.82(D)	   5.09		 24.07   	 269.58		
 49.44   	1060.79   	 64.84   	  50.86		 25.15   	 264.50		
 50.05   	1064.45   	 65.05   	 132.25		 26.21   	 259.41		
 51.57   	1068.42   	 65.57   	 228.89		 27.24   	 259.41		
 54.32   	1074.22   	 66.49   	 340.79		 28.28   	 259.41		
 57.98   	1083.07   	 67.85   	 462.87		 29.32   	 264.50		
 61.65   	1093.75   	 69.70   	 569.68		 30.38   	 264.50		
 64.70   	1105.04   	 71.98   	 661.24		 31.43   	 254.32		
 67.14   	1115.72   	 74.63   	 712.10		 32.45   	 239.06		
 69.27   	1126.10   	 77.48   	 722.28		 33.41   	 223.80		
 72.63   	1136.47   	 80.37   	 691.76		 34.30   	 203.46		
 76.90   	1147.77   	 83.13   	 615.46		 35.12   	 183.11		
 82.70   	1159.06   	 85.59   	 508.65		 35.85   	 162.77		
 88.50   	1168.82   	 87.63   	 401.83		 36.50   	 142.42		
 94.60   	1176.76   	 89.24   	 284.84		 37.07   	 116.99		
101.01   	1183.17   	 90.38   	 183.11		 37.54   	  91.56		
108.34   	1189.27   	 91.11   	  91.56		 37.90   	  71.21		
115.97   	1196.90   	 91.47   	  20.35		 38.19   	  50.86		
124.51   	1206.36   	 91.56   	 -35.61		 38.39   	  25.43		
133.36   	1217.96   	 91.41   	 -61.04		 38.49   	   5.09		
141.60   	1230.77   	 91.17   	 -61.04		 38.51(S)	 -20.35		
149.54   	1244.20   	 90.93   	 -45.78		 38.43   	 -30.52		
157.17   	1257.63   	 90.74   	 -20.35		 38.31   	 -45.78		
165.41   	1270.14   	 90.66   	  20.35		 38.13   	 -55.95		
174.56   	1281.43   	 90.74   	  66.12		 37.90   	 -66.12		
184.33   	1291.81   	 91.01   	  96.64		 37.64   	 -71.21		
194.09   	1301.27   	 91.39   	 122.07		 37.35   	 -71.21		
202.94   	1310.42   	 91.88   	 152.59		 37.07   	 -71.21		
210.88   	1318.66   	 92.49   	 172.94		 36.79   	 -71.21		
217.90   	1327.21   	 93.18   	 178.03		 36.50   	 -76.30		
225.22   	1336.36   	 93.90   	 172.94		 36.20   	 -71.21		
232.54   	1346.74   	 94.59   	 167.85		 35.91   	 -66.12		
240.48   	1358.34   	 95.26   	 152.59		 35.65   	 -66.12		
248.41   	1370.24   	 95.87   	 137.33		 35.38   	 -66.12		
256.04   	1382.14   	 96.42   	 116.99		 35.12   	 -71.21		
263.06   	1393.43   	 96.89   	 116.99		 34.83   	 -61.04		
269.17   	1404.72   	 97.35   	 132.25		 34.59   	 -66.12		
274.35   	1416.02   	 97.88   	 142.42		 34.32   	 -55.95		
278.93   	1426.09   	 98.45   	 157.68		 34.10   	 -50.86		
283.81   	1434.02   	 99.08   	 157.68		 33.90   	 -50.86		
288.39   	1439.82   	 99.71   	 152.59		 33.69   	 -40.69		
292.66   	1444.40   	100.33   	 142.42		 33.53   	 -35.61		
295.10   	1450.20   	100.89   	 142.42		 33.39   	 -25.43		
295.72   	1457.21   	101.46   	 127.16		 33.29   	 -15.26		
294.80   	1465.15   	101.97   	  96.64		 33.22   	  -5.09		
292.36   	1472.47   	102.36   	  61.04		 33.20   	   0.00		
289.00   	1478.27   	102.60   	  45.78		 33.20   	  10.17		
283.81   	1482.54   	102.79   	  30.52		 33.25   	  15.26		
275.57   	1485.60   	102.91(S)	   0.00		 33.31   	  20.35		
262.76   	1487.12   	102.91   	 -10.17		 33.39   	  20.35		
245.06   	1486.51   	102.87   	 -15.26		 33.47   	  20.35		
223.08   	1482.85   	102.81   	 -20.35		 33.55   	  20.35		
198.67   	1474.91   	102.73   	 -30.52		 33.63   	  10.17		
173.95   	1463.01   	102.60   	 -25.43		 33.67   	   0.00		
149.84   	1447.75   	102.50   	 -35.61		 33.67   	 -15.26		
126.04   	1430.97   	102.36   	 -45.78		 33.61   	 -35.61		
101.93   	1414.18   	102.18   	 -50.86		 33.47   	 -45.78		
 77.82   	1398.32   	101.97   	 -66.12		 33.29   	 -71.21		
 55.24   	1383.06   	101.71   	 -71.21		 33.00   	 -91.56		
 35.71   	1367.19   	101.42   	 -81.38		 32.63   	-111.90		
 19.53   	1351.62   	101.10   	 -91.56		 32.19   	-127.16		
  6.71   	1336.36   	100.73   	 -96.64		 31.68   	-152.59		
 -4.58   	1321.72   	100.35   	-106.82		 31.07   	-167.85		
-14.34   	1307.07   	 99.92   	 -96.64		 30.40   	-183.11		
-22.89   	1292.42   	 99.53   	-106.82		 29.66   	-198.37		
-29.60   	1278.99   	 99.10   	-116.99		 28.87   	-213.63		
-34.79   	1267.40   	 98.64   	-116.99		 28.02   	-213.63		
-38.45   	1258.85   	 98.17   	-132.25		 27.16   	-218.72		
-41.20   	1252.75   	 97.64   	-147.51		 26.29   	-228.89		
-43.33   	1248.17   	 97.05   	-172.94		 25.37   	-223.80		
-45.17   	1244.51   	 96.36   	-193.29		 24.48   	-223.80		
-47.30   	1241.46   	 95.58   	-213.63		 23.58   	-223.80		
-49.13   	1239.32   	 94.73   	-218.72		 22.69   	-218.72		
-50.96   	1236.88   	 93.86   	-213.63		 21.81   	-213.63		
-52.19   	1233.52   	 93.00   	-198.37		 20.96   	-218.72		
-52.49   	1228.64   	 92.21   	-172.94		 20.08   	-228.89		
-52.80   	1222.53   	 91.52   	-142.42		 19.17   	-264.50		
-53.71   	1216.13   	 90.95   	-116.99		 18.11   	-305.19		
-55.24   	1210.33   	 90.48   	 -81.38		 16.89   	-335.71		
-57.37   	1205.14   	 90.15   	 -66.12		 15.54   	-366.22		
-59.81   	1199.34   	 89.89   	 -45.78		 14.08   	-381.48		
-61.65   	1192.93   	 89.70   	 -35.61		 12.55   	-366.22		
-63.78   	1185.91   	 89.56   	 -35.61		 11.09   	-340.79		
-66.53   	1179.20   	 89.42   	 -40.69		  9.73   	-295.01		
-69.89   	1174.01   	 89.26   	 -55.95		  8.55   	-244.15		
-74.16   	1170.35   	 89.03   	 -66.12		  7.57   	-193.29		
-78.43   	1166.99   	 88.77   	 -76.30		  6.80   	-147.51		
-82.09   	1162.72   	 88.46   	 -91.56		  6.21   	-106.82		
-85.45   	1156.92   	 88.10   	-106.82		  5.78   	 -71.21		
-88.50   	1148.99   	 87.67   	-106.82		  5.49   	 -40.69		
-92.47   	1140.14   	 87.24   	-116.99		  5.33   	 -20.35		
-96.74   	1130.68   	 86.77   	-116.99		  5.25   	  -5.09		
-101.62   	1122.44   	 86.31   	-116.99		  5.23   	  15.26		
-105.90   	1115.72   	 85.84   	-106.82		  5.29   	  25.43		
-109.25   	1111.45   	 85.41   	-106.82		  5.39   	  30.52		
-112.00   	1109.31   	 84.98   	 -96.64		  5.51   	  40.69		
-115.66   	1107.79   	 84.60   	 -96.64		  5.68   	  40.69		
-120.54   	1105.96   	 84.21   	 -86.47		  5.84   	  45.78		
-126.34   	1102.91   	 83.87   	 -81.38		  6.02   	  45.78		
-132.45   	1098.33   	 83.54   	 -76.30		  6.21   	  50.86		
-137.33   	1093.14   	 83.23   	 -76.30		  6.41   	  50.86		
-140.99   	1087.34   	 82.93   	 -71.21		  6.61   	  45.78		
-143.74   	1080.63   	 82.64   	 -66.12		  6.80   	  35.61		
-146.18   	1073.61   	 82.38   	 -66.12		  6.94   	  10.17		
-148.32   	1066.28   	 82.12   	 -71.21		  6.98   	 -20.35		
-150.45   	1059.57   	 81.83   	 -66.12		  6.90   	 -45.78		
-151.98   	1053.16   	 81.57   	 -66.12		  6.71   	 -76.30		
-153.20   	1047.06   	 81.30   	 -71.21		  6.41   	-101.73		
-154.11   	1041.87   	 81.02   	 -61.04		  6.00   	-116.99		
-154.42   	1038.51   	 80.77   	 -66.12		  5.53   	-111.90		
-154.42   	1037.29   	 80.51   	 -61.04		  5.09   	-101.73		
-154.72   	1036.68   	 80.26   	 -61.04		  4.68   	 -91.56		
-156.25   	1034.24   	 80.02   	 -55.95		  4.31   	 -66.12		
-158.39   	1028.44   	 79.80   	 -61.04		  4.05   	 -40.69		
-161.13   	1019.29   	 79.55   	 -55.95		  3.89   	 -15.26		
-162.96   	1008.30   	 79.33   	 -55.95		  3.83(D)	  10.17		
-163.27   	997.92   	 79.10   	 -55.95		  3.87   	  30.52		
-162.66   	989.38   	 78.88   	 -50.86		  3.99   	  45.78		
-162.05   	982.97   	 78.68   	 -50.86		  4.17   	  71.21		
-161.74   	978.70   	 78.47   	 -50.86		  4.46   	  76.30		
-162.05   	976.56   	 78.27   	 -50.86		  4.76   	  76.30		
-162.35   	975.65   	 78.07   	 -45.78		  5.07   	  81.38		
-162.35   	975.65   	 77.88   	 -50.86		  5.39   	  71.21		
-162.66   	974.73   	 77.68   	 -45.78		  5.68   	  55.95		
-162.96   	972.29   	 77.50   	 -55.95		  5.90   	  40.69		
-163.57   	967.71   	 77.27   	 -50.86		  6.06   	  15.26		
-163.88   	962.22   	 77.07   	 -55.95		  6.12   	   5.09		
-162.66   	955.81   	 76.85   	 -50.86		  6.14   	 -20.35		
-160.83   	949.10   	 76.64   	 -55.95		  6.06   	 -25.43		
-158.69   	942.08   	 76.42   	 -50.86		  5.96   	 -35.61		
-157.17   	935.67   	 76.22   	 -55.95		  5.82   	 -40.69		
-156.25   	930.48   	 75.99   	 -50.86		  5.66   	 -40.69		
-155.94   	927.12   	 75.79   	 -45.78		  5.49   	 -35.61		
-155.33   	925.60   	 75.60   	 -50.86		  5.35   	 -25.43		
-154.42   	924.99   	 75.40   	 -45.78		  5.25   	 -20.35		
-153.50   	924.07   	 75.22   	 -50.86		  5.17   	 -10.17		
-153.50   	920.72   	 75.01   	 -45.78		  5.13   	   0.00		
-153.50   	915.53   	 74.83   	 -40.69		  5.13   	  10.17		
-153.50   	909.12   	 74.67   	 -50.86		  5.17   	  10.17		
-152.89   	902.71   	 74.47   	 -40.69		  5.21   	  20.35		
-151.98   	896.61   	 74.30   	 -45.78		  5.29   	  15.26		
-151.67   	889.89   	 74.12   	 -40.69		  5.35   	  20.35		
-152.89   	882.57   	 73.96   	 -45.78		  5.43   	  15.26		
-155.33   	875.55   	 73.77   	 -40.69		  5.49   	  15.26		
-158.39   	870.36   	 73.61   	 -40.69		  5.55   	  10.17		
-160.52   	867.92   	 73.45   	 -40.69		  5.60   	  10.17		
-161.44   	867.61   	 73.29   	 -40.69		  5.64   	   5.09		
-160.83   	867.31   	 73.12   	 -40.69		  5.66   	   5.09		
-159.61   	864.56   	 72.96   	 -45.78		  5.68   	   5.09		
-157.47   	859.07   	 72.78   	 -45.78		  5.70   	   0.00		
-155.03   	852.66   	 72.59   	 -45.78		  5.70   	   0.00		
-151.37   	847.78   	 72.41   	 -50.86		  5.70   	   0.00		
-145.87   	845.34   	 72.21   	 -45.78		  5.70   	   5.09		
-138.55   	844.42   	 72.02   	 -50.86		  5.72   	   0.00		
-129.70   	842.90   	 71.82   	 -45.78		  5.72   	   5.09		
-121.15   	840.45   	 71.64   	 -40.69		  5.74   	   5.09		
-114.14   	840.45   	 71.47   	 -45.78		  5.76   	   5.09		
-110.17   	846.86   	 71.29   	 -40.69		  5.78   	   5.09		
-108.03   	861.51   	 71.13   	 -45.78		  5.80   	   5.09		
-105.29   	881.65   	 70.95   	 -35.61		  5.82   	   0.00		
-99.79   	900.27   	 70.80   	 -45.78		  5.82   	   0.00		
-90.33   	909.73   	 70.62   	 -40.69		  5.82   	   0.00		
-79.65   	905.15   	 70.46   	 -35.61		  5.82   	   0.00		
-69.89   	886.54   	 70.32   	 -40.69		  5.82   	   0.00		
-63.17   	859.07   	 70.15   	 -40.69		  5.82   	  -5.09		
-58.59   	830.69   	 69.99   	 -40.69		  5.80   	  -5.09		
-54.93   	808.11   	 69.83   	 -40.69		  5.78   	  -5.09		
-51.57   	794.68   	 69.66   	 -35.61		  5.76   	 -15.26		
-51.57   	788.27   	 69.52   	 -35.61		  5.70   	 -15.26		
-58.59   	783.08   	 69.38   	 -40.69		  5.64   	 -10.17		
-76.29   	773.01   	 69.22   	 -40.69		  5.60   	 -10.17		
-104.68   	754.70   	 69.05   	 -35.61		  5.55   	  -5.09		
-139.77   	728.15   	 68.91   	 -40.69		  5.53   	   5.09		
-174.56   	697.94   	 68.75   	 -40.69		  5.55   	  15.26		
-201.72   	671.08   	 68.59   	 -40.69		  5.62   	  20.35		
-216.98   	652.47   	 68.42   	 -40.69		  5.70   	  30.52		
-220.64   	643.01   	 68.26   	 -35.61		  5.82   	  35.61		
-218.20   	639.34   	 68.12   	 -35.61		  5.96   	  35.61		
-216.67   	635.38   	 67.98   	 -35.61		  6.10   	  40.69		
-220.03   	627.75   	 67.83   	 -25.43		  6.27   	  40.69		
-228.58   	614.01   	 67.73   	 -30.52		  6.43   	  35.61		
-237.73   	591.43   	 67.61   	 -25.43		  6.57   	  40.69		
-240.17   	558.47   	 67.51   	 -30.52		  6.73   	  30.52		
-225.83   	522.16   	 67.39   	 -30.52		  6.86   	  30.52		
-182.19   	504.46   	 67.26   	 -30.52		  6.98   	  30.52		
-95.83   	536.50   	 67.14   	 -35.61		  7.10   	  30.52		
 44.86   	645.75   	 67.00   	 -40.69		  7.22   	  25.43		
240.48   	835.57   	 66.84   	 -40.69		  7.32   	  25.43		
478.82   	1080.02   	 66.67   	 -40.69		  7.43   	  30.52		
729.98   	1340.94   	 66.51   	 -45.78		  7.55   	  35.61		
925.60   	1589.97   	 66.33   	 -45.78		  7.69   	  45.78		
971.68   	1802.37   	 66.14   	 -45.78		  7.87   	  40.69		
794.68   	1945.19(R)	 65.96   	 -55.95		  8.04   	  25.43		
-154.11   	1910.10   	 65.74   	 -50.86		  8.14   	  20.35		
-659.79   	1751.10   	 65.53   	 -45.78		  8.22   	   5.09		
-978.09   	1578.98   	 65.35   	 -45.78		  8.24   	   0.00		
-1058.04   	1445.92   	 65.17   	 -40.69		  8.24   	  -5.09		
-959.78   	1342.16   	 65.00   	 -35.61		  8.22   	 -10.17		
-796.20   	1212.16   	 64.86   	 -30.52		  8.18(E)	   0.00		
-653.69   	1018.37   	 64.74   	 -25.43		  8.18   	  15.26		
-556.03   	786.74   	 64.64   	 -25.43		  8.24   	  30.52		
-480.35   	591.74   	 64.54   	 -20.35		  8.36   	  45.78		
-402.83   	488.89   	 64.46   	 -20.35		  8.55   	  66.12		
-321.96   	473.33   	 64.37   	 -25.43		  8.81   	  76.30		
-254.52   	491.03   	 64.27   	 -30.52		  9.11   	  91.56		
-214.54   	492.25   	 64.15   	 -40.69		  9.48   	  96.64		
-202.03   	465.09   	 63.99   	 -40.69		  9.87   	 106.82		
-204.77   	428.77   	 63.82   	 -50.86		 10.29   	 122.07		
-207.52   	403.75   	 63.62   	 -55.95		 10.78   	 142.42		
-202.03   	394.59   	 63.40   	 -55.95		 11.35   	 188.20		
-188.60   	392.76   	 63.17   	 -55.95		 12.11   	 239.06		
-173.95   	390.32   	 62.95   	 -55.95		 13.06   	 244.15		
-163.27   	385.74   	 62.73   	 -55.95		 14.04   	 239.06		
-158.39   	380.86   	 62.50   	 -55.95		 14.99   	 274.67		
-155.94   	377.20   	 62.28   	 -45.78		 16.09   	 274.67		
-152.59   	375.98   	 62.10   	 -45.78		 17.19   	 244.15		
-148.01   	376.59   	 61.91   	 -35.61		 18.17   	 259.41		
-143.13   	377.50   	 61.77   	 -25.43		 19.21   	 279.75		
-138.55   	376.89   	 61.67(D)	   0.00		 20.33   	 284.84		
-134.58   	374.15   	 61.67   	  50.86		 21.46   	 305.19		
-130.31   	369.26   	 61.87   	 122.07		 22.69   	 325.53		
-125.12   	363.46   	 62.36   	 218.72		 23.99   	 330.62		
-119.93   	357.67   	 63.23   	 335.71		 25.31   	 325.53		
-115.36   	353.39   	 64.58   	 452.69		 26.61   	 320.45		
-111.39   	349.73   	 66.39   	 559.51		 27.89   	 295.01		
-108.03   	347.60   	 68.63   	 656.15		 29.07   	 269.58		
-104.37   	346.37   	 71.25   	 707.02		 30.15   	 244.15		
-99.49   	346.98   	 74.08   	 722.28		 31.13   	 213.63		
-93.69   	348.51   	 76.97   	 696.84		 31.98   	 178.03		
-86.67   	350.34   	 79.76   	 625.63		 32.70   	 142.42		
-79.35   	351.56   	 82.26   	 534.08		 33.27   	  96.64		
-71.72   	351.26   	 84.39   	 422.18		 33.65   	  61.04		
-64.09   	349.43   	 86.08   	 300.10		 33.90   	  30.52		
-57.07   	346.98   	 87.28   	 193.29		 34.02   	   5.09		
-50.96   	344.24   	 88.06   	 101.73		 34.04(S)	 -10.17		
-46.08   	341.49   	 88.46   	  25.43		 34.00   	 -25.43		
-41.20   	338.75   	 88.57   	 -35.61		 33.90   	 -20.35		
-35.71   	336.30   	 88.42   	 -55.95		 33.81   	 -30.52		
-28.99   	334.78   	 88.20   	 -61.04		 33.69   	 -25.43		
-21.36   	334.17   	 87.95   	 -45.78		 33.59   	 -20.35		
-13.73   	335.39   	 87.77   	 -25.43		 33.51   	 -25.43		
 -6.71   	338.75   	 87.67   	  10.17		 33.41   	 -25.43		
  0.00   	343.02   	 87.71   	  50.86		 33.31   	 -25.43		
  6.71   	347.90   	 87.91   	  71.21		 33.20   	 -30.52		
 14.34   	351.87   	 88.20   	 101.73		 33.08   	 -40.69		
 22.58   	354.00   	 88.61   	 116.99		 32.92   	 -40.69		
 31.43   	355.22   	 89.07   	 132.25		 32.76   	 -40.69		
 40.28   	356.14   	 89.60   	 142.42		 32.59   	 -40.69		
 49.13   	357.06   	 90.17   	 152.59		 32.43   	 -45.78		
 57.68   	358.28   	 90.78   	 147.51		 32.25   	 -45.78		
 65.61   	359.50   	 91.37   	 147.51		 32.06   	 -50.86		
 73.24   	361.02   	 91.96   	 137.33		 31.86   	 -45.78		
 79.96   	362.85   	 92.51   	 127.16		 31.68   	 -45.78		
 86.06   	365.91   	 93.02   	 122.07		 31.50   	 -45.78		
 90.94   	368.96   	 93.51   	 116.99		 31.31   	 -40.69		
 95.21   	372.01   	 93.98   	 116.99		 31.15   	 -40.69		
 99.49   	373.84   	 94.45   	 106.82		 30.99   	 -40.69		
104.06   	374.76   	 94.87   	 106.82		 30.82   	 -35.61		
109.86   	374.76   	 95.30   	  91.56		 30.68   	 -30.52		
116.27   	373.54   	 95.67   	  91.56		 30.56   	 -25.43		
122.38   	371.70   	 96.03   	  91.56		 30.46   	 -20.35		
127.26   	368.65   	 96.40   	  91.56		 30.38   	 -20.35		
130.00   	365.30   	 96.76   	  76.30		 30.29   	 -20.35		
130.31   	362.24   	 97.07   	  71.21		 30.21   	 -15.26		
128.17   	360.11   	 97.35   	  55.95		 30.15   	 -10.17		
123.60   	357.97   	 97.58   	  66.12		 30.11   	 -15.26		
117.19   	354.92   	 97.84   	  40.69		 30.05   	 -15.26		
108.34   	350.04   	 98.01   	  20.35		 29.99   	 -10.17		
 97.96   	342.41   	 98.09(S)	   0.00		 29.95   	 -10.17		
 86.06   	332.03   	 98.09   	 -10.17		 29.91   	 -10.17		
 72.94   	319.52   	 98.05   	 -20.35		 29.87   	 -15.26		
 58.90   	304.87   	 97.97   	 -40.69		 29.81   	 -15.26		
 43.95   	287.48   	 97.80   	 -45.78		 29.75   	 -20.35		
 28.38   	267.03   	 97.62   	 -50.86		 29.66   	 -30.52		
 12.51   	244.45   	 97.42   	 -66.12		 29.54   	 -35.61		
 -1.83   	221.25   	 97.15   	 -61.04		 29.40   	 -45.78		
-14.04   	198.97   	 96.91   	 -76.30		 29.22   	 -45.78		
-22.58   	177.92   	 96.60   	 -81.38		 29.03   	 -61.04		
-28.69   	157.78   	 96.28   	 -86.47		 28.79   	 -76.30		
-33.87   	138.85   	 95.93   	 -86.47		 28.48   	 -91.56		
-39.06   	120.85   	 95.58   	 -91.56		 28.12   	-106.82		
-44.25   	104.06   	 95.22   	-106.82		 27.69   	-122.07		
-49.44   	 88.50   	 94.79   	-111.90		 27.20   	-142.42		
-53.41   	 74.16   	 94.34   	-127.16		 26.63   	-162.77		
-55.54   	 60.42   	 93.83   	-142.42		 25.98   	-167.85		
-55.54   	 47.61   	 93.27   	-162.77		 25.31   	-188.20		
-54.32   	 36.93   	 92.61   	-172.94		 24.56   	-203.46		
-52.80   	 28.38   	 91.92   	-198.37		 23.74   	-213.63		
-51.88   	 21.97   	 91.13   	-203.46		 22.89   	-213.63		
-51.57   	 16.17   	 90.32   	-208.54		 22.03   	-213.63		
-51.57   	 10.38   	 89.48   	-198.37		 21.18   	-208.54		
-50.96   	  4.27   	 88.69   	-183.11		 20.35   	-198.37		
-49.74   	 -2.75   	 87.95   	-157.68		 19.55   	-188.20		
-48.22   	 -9.46   	 87.32   	-132.25		 18.80   	-183.11		
-46.69   	-15.56   	 86.80   	 -91.56		 18.07   	-183.11		
-45.47   	-20.75   	 86.43   	 -66.12		 17.33   	-178.03		
-44.25   	-25.33   	 86.16   	 -35.61		 16.62   	-188.20		
-43.33   	-29.91   	 86.02   	 -15.26		 15.87   	-208.54		
-41.81   	-35.40   	 85.96   	  -5.09		 15.04   	-233.98		
-39.67   	-42.72   	 85.94   	   0.00		 14.10   	-274.67		
-36.93   	-50.66   	 85.94   	 -10.17		 13.00   	-320.45		
-34.48   	-59.20   	 85.90   	 -20.35		 11.72   	-350.97		
-32.96   	-66.83   	 85.82   	 -35.61		 10.32   	-376.40		
-32.96   	-73.85   	 85.68   	 -55.95		  8.81   	-371.31		
-33.87   	-80.26   	 85.45   	 -76.30		  7.32   	-356.05		
-34.18   	-86.06   	 85.15   	 -91.56		  5.90   	-325.53		
-33.87   	-91.55   	 84.78   	-101.73		  4.60   	-274.67		
-32.35   	-97.35   	 84.37   	-106.82		  3.50   	-218.72		
-31.13   	-104.06   	 83.95   	-111.90		  2.62   	-152.59		
-30.21   	-112.30   	 83.50   	-101.73		  2.01   	 -86.47		
-30.21   	-121.77   	 83.09   	-101.73		  1.67   	 -30.52		
-30.52   	-132.45   	 82.69   	 -91.56		  1.55(D)	  15.26		
-31.13   	-143.74   	 82.32   	 -81.38		  1.61   	  55.95		
-32.35   	-155.03   	 81.99   	 -76.30		  1.83   	  86.47		
-33.57   	-164.79   	 81.69   	 -61.04		  2.18   	 106.82		
-34.48   	-172.73   	 81.44   	 -61.04		  2.60   	 127.16		
-34.79   	-178.22   	 81.20   	 -50.86		  3.11   	 137.33		
-34.48   	-182.19   	 81.00   	 -45.78		  3.66   	 157.68		
-34.18   	-185.55   	 80.81   	 -50.86		  4.29   	 152.59		
-34.48   	-189.82   	 80.61   	 -45.78		  4.90   	 127.16		
-35.40   	-195.31   	 80.43   	 -50.86		  5.41   	 106.82		
-36.01   	-202.64   	 80.22   	 -50.86		  5.84   	  81.38		
-36.93   	-212.40   	 80.02   	 -55.95		  6.16   	  50.86		
-37.23   	-223.39   	 79.80   	 -61.04		  6.37   	  10.17		
-37.54   	-234.38   	 79.55   	 -61.04		  6.41   	 -15.26		
-37.54   	-243.84   	 79.31   	 -66.12		  6.35   	 -40.69		
-37.23   	-250.85   	 79.04   	 -61.04		  6.19   	 -61.04		
-36.93   	-255.43   	 78.80   	 -61.04		  5.94   	 -55.95		
-36.32   	-258.79   	 78.56   	 -61.04		  5.72   	 -55.95		
-36.01   	-261.54   	 78.31   	 -50.86		  5.49   	 -35.61		
-35.71   	-264.89   	 78.11   	 -55.95		  5.35   	 -20.35		
-35.71   	-268.55   	 77.88   	 -50.86		  5.27   	  -5.09		
-36.32   	-272.52   	 77.68   	 -45.78		  5.25   	  15.26		
-37.23   	-277.40   	 77.50   	 -45.78		  5.31   	  20.35		
-38.45   	-283.20   	 77.31   	 -45.78		  5.39   	  20.35		
-39.67   	-290.53   	 77.13   	 -45.78		  5.47   	  25.43		
-40.59   	-298.16   	 76.95   	 -45.78		  5.57   	  20.35		
-41.20   	-305.48   	 76.76   	 -45.78		  5.66   	  15.26		
-41.81   	-311.58   	 76.58   	 -45.78		  5.72   	  15.26		
-41.81   	-315.55   	 76.40   	 -45.78		  5.78   	  15.26		
-41.20   	-317.38   	 76.22   	 -45.78		  5.84   	   5.09		
-39.37   	-317.08   	 76.03   	 -50.86		  5.86   	   5.09		
-36.32   	-316.16   	 75.83   	 -50.86		  5.88   	   5.09		
-32.65   	-316.47   	 75.63   	 -50.86		  5.90   	   5.09		
-28.69   	-318.60   	 75.42   	 -50.86		  5.92   	   5.09		
-24.11   	-322.57   	 75.22   	 -50.86		  5.94   	  10.17		
-18.62   	-326.54   	 75.01   	 -50.86		  5.98   	  10.17		
-11.29   	-329.59   	 74.81   	 -50.86		  6.02   	  10.17		
 -1.83   	-331.42   	 74.61   	 -50.86		  6.06   	  20.35		
  9.46   	-332.95   	 74.40   	 -45.78		  6.14   	  20.35		
 21.06   	-335.69   	 74.22   	 -40.69		  6.23   	  30.52		
 31.43   	-337.52   	 74.06   	 -45.78		  6.35   	  30.52		
 38.45   	-334.47   	 73.88   	 -40.69		  6.47   	  40.69		
 42.42   	-324.10   	 73.71   	 -40.69		  6.63   	  40.69		
 44.86   	-305.48   	 73.55   	 -35.61		  6.80   	  45.78		
 47.91   	-282.59   	 73.41   	 -40.69		  6.98   	  40.69		
 54.32   	-262.76   	 73.24   	 -35.61		  7.14   	  40.69		
 63.48   	-252.99   	 73.10   	 -35.61		  7.30   	  30.52		
 74.46   	-256.65   	 72.96   	 -35.61		  7.43   	  20.35		
