SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 52.49   	-70.50   	 91.66   	  76.30		 33.04   	   0.00		
 47.30   	-70.80   	 91.96   	  71.21		 33.04   	   5.09		
 39.06   	-72.33   	 92.25   	  55.95		 33.06   	   0.00		
 27.47   	-74.77   	 92.47   	  30.52		 33.06   	   0.00		
 12.21   	-78.43   	 92.59   	  10.17		 33.06   	  -5.09		
 -6.41   	-83.62   	 92.63   	   5.09		 33.04   	  -5.09		
-27.47   	-92.16   	 92.65(S)	   0.00		 33.02   	 -15.26		
-49.74   	-104.06   	 92.65   	 -15.26		 32.96   	 -20.35		
-72.02   	-119.32   	 92.59   	 -30.52		 32.88   	 -25.43		
-93.38   	-137.33   	 92.47   	 -40.69		 32.78   	 -25.43		
-113.22   	-156.56   	 92.31   	 -45.78		 32.68   	 -35.61		
-132.14   	-176.09   	 92.13   	 -55.95		 32.53   	 -40.69		
-149.54   	-194.70   	 91.90   	 -66.12		 32.37   	 -45.78		
-165.71   	-212.10   	 91.64   	 -71.21		 32.19   	 -50.86		
-179.75   	-227.66   	 91.35   	 -71.21		 31.98   	 -61.04		
-191.04   	-242.00   	 91.07   	 -81.38		 31.74   	 -71.21		
-199.58   	-254.52   	 90.74   	 -81.38		 31.45   	 -86.47		
-206.30   	-265.50   	 90.42   	 -86.47		 31.11   	-101.73		
-211.79   	-274.66   	 90.07   	 -91.56		 30.70   	-111.90		
-216.37   	-281.98   	 89.70   	-101.73		 30.25   	-132.25		
-219.12   	-288.09   	 89.30   	-116.99		 29.73   	-152.59		
-220.34   	-293.88   	 88.83   	-127.16		 29.11   	-162.77		
-220.34   	-299.68   	 88.32   	-147.51		 28.46   	-178.03		
-219.42   	-304.57   	 87.73   	-162.77		 27.75   	-193.29		
-217.90   	-307.31   	 87.08   	-188.20		 26.98   	-203.46		
-215.45   	-307.01   	 86.33   	-203.46		 26.16   	-203.46		
-212.71   	-304.26   	 85.51   	-213.63		 25.35   	-203.46		
-209.96   	-300.90   	 84.66   	-218.72		 24.54   	-198.37		
-208.13   	-298.77   	 83.78   	-198.37		 23.74   	-188.20		
-206.91   	-298.16   	 82.99   	-183.11		 22.99   	-183.11		
-205.69   	-298.46   	 82.26   	-152.59		 22.26   	-167.85		
-204.16   	-298.46   	 81.65   	-122.07		 21.59   	-167.85		
-202.03   	-297.55   	 81.16   	 -81.38		 20.92   	-167.85		
-200.50   	-296.94   	 80.83   	 -55.95		 20.24   	-172.94		
-198.97   	-297.24   	 80.61   	 -20.35		 19.55   	-183.11		
-198.06   	-299.07   	 80.53   	   0.00		 18.82   	-193.29		
-197.45   	-301.21   	 80.53   	  10.17		 18.05   	-213.63		
-197.14   	-302.43   	 80.57   	  15.26		 17.19   	-228.89		
-197.14   	-302.12   	 80.63   	  10.17		 16.28   	-239.06		
-196.84   	-300.29   	 80.67   	   5.09		 15.32   	-254.32		
-196.53   	-298.46   	 80.69   	 -15.26		 14.30   	-295.01		
-195.92   	-297.24   	 80.63   	 -35.61		 13.12   	-325.53		
-195.62   	-298.16   	 80.49   	 -61.04		 11.82   	-350.97		
-195.31   	-299.99   	 80.24   	 -76.30		 10.42   	-361.14		
-195.62   	-302.73   	 79.94   	 -96.64		  8.97   	-350.97		
-195.92   	-306.09   	 79.55   	-111.90		  7.57   	-320.45		
-196.23   	-310.36   	 79.10   	-111.90		  6.29   	-279.75		
-197.14   	-314.94   	 78.66   	-111.90		  5.17   	-223.80		
-198.36   	-319.82   	 78.21   	-111.90		  4.27   	-162.77		
-199.89   	-324.10   	 77.76   	-101.73		  3.62   	 -96.64		
-201.42   	-326.84   	 77.35   	 -91.56		  3.23   	 -45.78		
-202.33   	-328.06   	 76.99   	 -86.47		  3.05(D)	   0.00		
-202.94   	-327.15   	 76.64   	 -76.30		  3.05   	  35.61		
-203.86   	-325.32   	 76.34   	 -66.12		  3.19   	  61.04		
-205.08   	-323.49   	 76.07   	 -55.95		  3.44   	  81.38		
-207.21   	-322.57   	 75.85   	 -55.95		  3.76   	  96.64		
-209.66   	-323.18   	 75.63   	 -50.86		  4.15   	 106.82		
-211.49   	-325.93   	 75.42   	 -45.78		  4.58   	 101.73		
-213.32   	-328.98   	 75.24   	 -50.86		  4.98   	  86.47		
-214.84   	-331.12   	 75.04   	 -55.95		  5.33   	  76.30		
-216.06   	-332.03   	 74.81   	 -50.86		  5.64   	  76.30		
-216.98   	-331.73   	 74.61   	 -61.04		  5.94   	  76.30		
-217.59   	-331.12   	 74.36   	 -55.95		  6.25   	  71.21		
-217.29   	-331.42   	 74.14   	 -66.12		  6.53   	  55.95		
-216.67   	-332.34   	 73.88   	 -61.04		  6.75   	  50.86		
-215.76   	-333.25   	 73.63   	 -61.04		  6.96   	  35.61		
-215.15   	-334.17   	 73.39   	 -61.04		  7.10   	  20.35		
-214.84   	-335.08   	 73.14   	 -55.95		  7.18   	   5.09		
-214.84   	-336.30   	 72.92   	 -55.95		  7.20   	  -5.09		
-215.15   	-336.91   	 72.70   	 -50.86		  7.18   	  -5.09		
-215.15   	-336.30   	 72.49   	 -45.78		  7.16   	 -10.17		
-215.15   	-334.47   	 72.31   	 -45.78		  7.12   	 -15.26		
-215.15   	-332.34   	 72.13   	 -45.78		  7.06   	 -15.26		
-215.15   	-330.51   	 71.94   	 -40.69		  7.00   	 -15.26		
-214.84   	-329.90   	 71.78   	 -40.69		  6.94   	 -10.17		
-214.23   	-330.51   	 71.62   	 -45.78		  6.90   	  -5.09		
-213.01   	-332.03   	 71.43   	 -45.78		  6.88   	  -5.09		
-211.49   	-332.95   	 71.25   	 -50.86		  6.86   	 -10.17		
-210.27   	-332.95   	 71.05   	 -55.95		  6.82   	 -15.26		
-209.05   	-331.73   	 70.82   	 -55.95		  6.75   	 -10.17		
-208.44   	-329.90   	 70.60   	 -55.95		  6.71   	 -10.17		
-207.82   	-328.67   	 70.38   	 -55.95		  6.67   	 -10.17		
-207.52   	-328.06   	 70.15   	 -55.95		  6.63   	 -20.35		
-206.91   	-328.37   	 69.93   	 -55.95		  6.55   	 -20.35		
-205.69   	-328.67   	 69.70   	 -55.95		  6.47   	 -25.43		
-203.86   	-327.15   	 69.48   	 -50.86		  6.37   	 -20.35		
-201.11   	-324.40   	 69.28   	 -50.86		  6.29   	 -20.35		
-198.06   	-321.35   	 69.07   	 -50.86		  6.21   	 -10.17		
-194.70   	-319.52   	 68.87   	 -45.78		  6.16   	 -10.17		
-191.04   	-319.52   	 68.69   	 -40.69		  6.12   	  -5.09		
-187.38   	-319.21   	 68.52   	 -40.69		  6.10   	   5.09		
-182.50   	-315.25   	 68.36   	 -40.69		  6.12   	  10.17		
-175.48   	-307.31   	 68.20   	 -35.61		  6.16   	  20.35		
-165.71   	-296.63   	 68.06   	 -35.61		  6.25   	  20.35		
-153.81   	-287.78   	 67.91   	 -30.52		  6.33   	  25.43		
-141.91   	-282.59   	 67.79   	 -35.61		  6.43   	  30.52		
-132.75   	-279.24   	 67.65   	 -30.52		  6.55   	  30.52		
-128.17   	-272.83   	 67.53   	 -35.61		  6.67   	  25.43		
-127.87   	-259.09   	 67.39   	 -35.61		  6.78   	  25.43		
-128.48   	-237.73   	 67.24   	 -30.52		  6.88   	  20.35		
-126.65   	-213.93   	 67.12   	 -35.61		  6.96   	  20.35		
-119.93   	-195.31   	 66.98   	 -30.52		  7.04   	  25.43		
-109.86   	-187.68   	 66.86   	 -35.61		  7.14   	  20.35		
-98.57   	-192.87   	 66.71   	 -30.52		  7.22   	  15.26		
-89.42   	-208.74   	 66.59   	 -30.52		  7.28   	  20.35		
-82.40   	-229.19   	 66.47   	 -35.61		  7.37   	  20.35		
-76.60   	-247.80   	 66.33   	 -35.61		  7.45   	  20.35		
-71.72   	-259.40   	 66.18   	 -35.61		  7.53   	  20.35		
-68.97   	-263.37   	 66.04   	 -35.61		  7.61   	  20.35		
-72.63   	-263.06   	 65.90   	 -35.61		  7.69   	  15.26		
-85.75   	-264.89   	 65.76   	 -30.52		  7.75   	  15.26		
-110.47   	-274.96   	 65.64   	 -35.61		  7.81   	  20.35		
-143.13   	-294.19   	 65.49   	 -30.52		  7.89   	  25.43		
-177.61   	-318.30   	 65.37   	 -30.52		  8.00   	  20.35		
-205.08   	-339.97   	 65.25   	 -30.52		  8.08   	  25.43		
-220.34   	-352.48   	 65.13   	 -30.52		  8.18   	  30.52		
-223.39   	-355.22   	 65.00   	 -30.52		  8.30   	  30.52		
-219.73   	-351.87   	 64.88   	 -30.52		  8.42   	  25.43		
-216.67   	-348.51   	 64.76   	 -25.43		  8.52   	  30.52		
-218.51   	-348.51   	 64.66   	 -25.43		  8.65   	  30.52		
-225.83   	-353.70   	 64.56   	 -30.52		  8.77   	  25.43		
-234.07   	-368.04   	 64.44   	 -25.43		  8.87   	  30.52		
-234.99   	-393.98   	 64.33   	 -20.35		  8.99   	  25.43		
-217.90   	-426.33   	 64.25   	 -25.43		  9.09   	  20.35		
-170.90   	-444.34   	 64.15   	 -30.52		  9.18   	  15.26		
-81.48   	-414.73   	 64.03   	 -25.43		  9.24   	  20.35		
 58.90   	-307.01   	 63.93   	 -30.52		  9.32   	  10.17		
249.33   	-113.53   	 63.80   	 -35.61		  9.36   	  10.17		
477.29   	141.60   	 63.66   	 -35.61		  9.40   	  10.17		
715.64   	417.79   	 63.52   	 -35.61		  9.44   	  10.17		
904.54   	683.90   	 63.38   	 -40.69		  9.48   	   5.09		
956.42   	916.75   	 63.21   	 -45.78		  9.50   	  15.26		
412.29   	1156.62(R)	 63.03   	 -40.69		  9.56(E)	  10.17		
-115.36   	1106.87   	 62.87   	 -40.69		  9.60   	  15.26		
-623.47   	955.51   	 62.71   	 -40.69		  9.66   	  15.26		
-957.64   	768.43   	 62.54   	 -35.61		  9.73   	  20.35		
-1054.99   	609.13   	 62.40   	 -30.52		  9.81   	  15.26		
-964.05   	485.84   	 62.28   	 -25.43		  9.87   	  20.35		
-794.07   	355.22   	 62.18   	 -25.43		  9.95   	  15.26		
-639.04   	175.17   	 62.08   	 -25.43		 10.01   	  20.35		
-531.31   	-41.20   	 61.97   	 -25.43		 10.09   	  20.35		
-453.49   	-230.71   	 61.87   	 -25.43		 10.17   	  25.43		
-379.33   	-337.22   	 61.77   	 -20.35		 10.27   	  35.61		
-303.34   	-357.67   	 61.69   	 -25.43		 10.42   	  40.69		
-238.34   	-338.75   	 61.59   	 -25.43		 10.58   	  55.95		
-199.28   	-328.98   	 61.49   	 -30.52		 10.80   	  76.30		
-187.38   	-345.15   	 61.36   	 -35.61		 11.11   	  91.56		
-191.35   	-371.40   	 61.22   	 -40.69		 11.48   	 106.82		
-195.31   	-387.57   	 61.06   	 -40.69		 11.90   	 147.51		
-190.73   	-388.79   	 60.89   	 -40.69		 12.49   	 208.54		
-178.53   	-382.39   	 60.73   	 -40.69		 13.33   	 264.50		
-166.02   	-377.20   	 60.57   	 -45.78		 14.38   	 269.58		
-158.39   	-376.28   	 60.39   	 -45.78		 15.46   	 259.41		
-156.25   	-378.72   	 60.20   	 -40.69		 16.50   	 233.98		
-155.33   	-381.16   	 60.04   	 -40.69		 17.44   	 218.72		
-152.89   	-381.16   	 59.88   	 -30.52		 18.31   	 233.98		
-147.71   	-378.11   	 59.76   	 -30.52		 19.25   	 259.41		
-141.91   	-372.31   	 59.63   	 -15.26		 20.28   	 295.01		
-136.72   	-365.91   	 59.57   	  10.17		 21.46   	 335.71		
-132.45   	-359.80   	 59.61   	  55.95		 22.81   	 376.40		
-128.48   	-354.61   	 59.84   	 132.25		 24.31   	 391.66		
-124.51   	-350.04   	 60.37   	 223.80		 25.88   	 396.74		
-119.93   	-344.85   	 61.26   	 335.71		 27.47   	 376.40		
-115.05   	-339.66   	 62.60   	 447.61		 28.97   	 350.97		
-109.56   	-333.56   	 64.39   	 559.51		 30.38   	 310.27		
-104.37   	-326.84   	 66.63   	 635.81		 31.62   	 269.58		
-98.57   	-319.82   	 69.18   	 691.76		 32.70   	 218.72		
-92.77   	-313.42   	 71.94   	 701.93		 33.57   	 183.11		
-86.06   	-307.31   	 74.75   	 676.50		 34.30   	 142.42		
-79.04   	-300.90   	 77.46   	 610.37		 34.87   	 106.82		
-71.11   	-293.88   	 79.90   	 513.73		 35.30   	  81.38		
-63.17   	-285.95   	 81.95   	 406.92		 35.63   	  61.04		
-54.93   	-277.10   	 83.58   	 289.93		 35.87   	  40.69		
-46.39   	-268.25   	 84.74   	 193.29		 36.03   	  30.52		
-38.15   	-260.31   	 85.51   	 106.82		 36.15   	  25.43		
-30.21   	-253.30   	 85.94   	  25.43		 36.26   	  25.43		
-21.97   	-246.58   	 86.04   	 -15.26		 36.36   	  20.35		
-13.73   	-239.87   	 85.98   	 -40.69		 36.44   	  15.26		
 -5.80   	-232.85   	 85.82   	 -45.78		 36.50   	  10.17		
  2.75   	-225.52   	 85.64   	 -45.78		 36.54   	   5.09		
 11.29   	-218.20   	 85.45   	 -30.52		 36.56   	  -5.09		
 20.45   	-210.27   	 85.33   	   0.00		 36.54   	 -10.17		
 30.82   	-201.11   	 85.33   	  30.52		 36.50   	 -15.26		
 42.42   	-190.73   	 85.45   	  76.30		 36.44   	 -25.43		
 54.93   	-179.14   	 85.76   	 101.73		 36.34   	 -25.43		
 67.75   	-166.63   	 86.16   	 132.25		 36.24   	 -25.43		
 80.26   	-153.81   	 86.69   	 147.51		 36.13   	 -40.69		
 92.16   	-140.99   	 87.28   	 152.59		 35.97   	 -40.69		
103.76   	-128.78   	 87.89   	 157.68		 35.81   	 -50.86		
115.05   	-117.19   	 88.52   	 147.51		 35.61   	 -61.04		
126.04   	-106.51   	 89.11   	 132.25		 35.36   	 -71.21		
137.02   	-97.66   	 89.64   	 116.99		 35.08   	 -71.21		
147.40   	-90.03   	 90.11   	 101.73		 34.79   	 -71.21		
157.17   	-83.31   	 90.52   	  91.56		 34.51   	 -71.21		
166.63   	-77.21   	 90.88   	  81.38		 34.22   	 -66.12		
174.87   	-71.72   	 91.21   	  81.38		 33.96   	 -61.04		
181.88   	-67.14   	 91.54   	  86.47		 33.71   	 -50.86		
186.77   	-63.48   	 91.88   	  91.56		 33.51   	 -45.78		
190.43   	-60.73   	 92.25   	 106.82		 33.33   	 -40.69		
192.57   	-56.76   	 92.68   	  N/A		 33.16   	  N/A		
