SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LPA     	  LPA'		  AO     	  AO'		  RV     	  RV'		
 15.87   	-97.66   	 65.11   	 -61.04		 49.66   	 -25.43		  6.49   	  81.38		
 23.19   	-98.27   	 64.86   	 -15.26		 49.56   	 -25.43		  6.82   	  81.38		
 34.79   	-92.47   	 64.80   	  30.52		 49.46   	 -30.52		  7.14   	  66.12		
 52.19   	-69.27   	 64.92   	  40.69		 49.34   	 -35.61		  7.41   	  50.86		
 79.65   	-21.06   	 65.09   	  30.52		 49.20   	 -40.69		  7.61   	  40.69		
124.21   	 49.74   	 65.21   	  25.43		 49.03   	 -30.52		  7.77   	  20.35		
181.88   	134.28   	 65.31   	  76.30		 48.91   	 -25.43		  7.85   	   0.00		
221.56   	225.22   	 65.62   	 188.20		 48.81   	 -25.43		  7.85   	 -30.52		
186.77   	321.96   	 66.37   	 188.20		 48.71   	 -25.43		  7.73   	 -35.61		
 26.55   	424.80   	 67.12   	 -15.26		 48.61   	 -30.52		  7.59   	 -40.69		
-263.06   	528.26   	 67.06   	-630.72		 48.48   	 -71.21		  7.43   	-127.16		
-926.21   	647.89(R)	 64.54   	-412.00		 48.20   	 -15.26		  6.92   	 -76.30		
-1102.91   	576.78   	 62.89   	-315.36		 48.14   	 -15.26		  6.61   	 -81.38		
-1124.57   	376.28   	 61.63   	-162.77		 48.08   	 -25.43		  6.29   	 -86.47		
-1033.33   	 72.33   	 60.98   	 -61.04		 47.98   	 -30.52		  5.94   	 -81.38		
-893.25   	-247.19   	 60.73   	 -45.78		 47.85   	 -30.52		  5.62   	 -61.04		
-746.15   	-462.34   	 60.55   	 -91.56		 47.73   	 -20.35		  5.37(E)	 -20.35		
-598.75   	-489.81   	 60.18   	-157.68		 47.65   	 -30.52		  5.29   	  35.61		
-439.76   	-347.60   	 59.55   	-193.29		 47.53   	 -25.43		  5.43   	  71.21		
-269.78   	-140.99   	 58.78   	-147.51		 47.43   	 -30.52		  5.72   	 116.99		
-111.69   	 11.60   	 58.19   	 -55.95		 47.30   	 -25.43		  6.19   	 167.85		
  5.19   	 53.71   	 57.97   	   5.09		 47.20   	 -30.52		  6.86   	 228.89		
 63.78   	  8.85   	 57.99   	  30.52		 47.08   	 -30.52		  7.77   	 274.67		
 72.02   	-56.46   	 58.11   	   5.09		 46.96   	 -25.43		  8.87   	 315.36		
 56.46   	-88.81   	 58.13   	 -40.69		 46.86   	 -20.35		 10.13   	 371.31		
 44.86   	-79.96   	 57.97   	 -61.04		 46.77   	 -15.26		 11.62   	 467.95		
 48.22   	-52.80   	 57.72   	 -50.86		 46.71   	 -20.35		 13.49   	 579.86		
 61.65   	-31.74   	 57.52   	 -15.26		 46.63   	 -30.52		 15.81   	 691.76		
 73.24   	-25.33   	 57.46   	  15.26		 46.51   	 -35.61		 18.58   	 773.14		
 77.21   	-28.69   	 57.52   	  40.69		 46.37   	 -30.52		 21.67   	 824.00		
 75.38   	-32.65   	 57.68   	  40.69		 46.25   	 -20.35		 24.96   	 864.70		
 74.16   	-31.43   	 57.84   	   5.09		 46.16   	 -10.17		 28.42   	 920.65		
 76.60   	-25.02   	 57.86   	 -30.52		 46.12   	 -15.26		 32.11   	 971.51		
 81.18   	-17.09   	 57.74   	 -66.12		 46.06   	 -30.52		 35.99   	1007.12		
 84.53   	-11.29   	 57.48   	 -86.47		 45.94   	 -30.52		 40.02   	1002.03		
 84.84   	 -7.32   	 57.13   	-157.68		 45.82   	 -61.04		 44.03   	1927.76		
 80.26   	  0.31   	 56.50   	 -81.38		 45.57   	 -20.35		 51.74   	 915.56		
 79.35   	  4.58   	 56.17   	 -96.64		 45.49   	 -10.17		 55.40   	 869.78		
 80.26   	  9.16   	 55.79   	-116.99		 45.45   	 -10.17		 58.88   	 829.09		
 82.40   	 14.34   	 55.32   	-101.73		 45.41   	 -15.26		 62.20   	 757.88		
 84.53   	 20.45   	 54.91   	 -81.38		 45.35   	 -20.35		 65.23   	 681.58		
 85.75   	 27.16   	 54.59   	 -71.21		 45.27   	 -25.43		 67.95   	 584.94		
 86.06   	 33.26   	 54.30   	 -71.21		 45.17   	 -30.52		 70.29   	 467.95		
 86.06   	 38.15   	 54.02   	 -55.95		 45.05   	 -35.61		 72.17   	 345.88		
 87.28   	 41.81   	 53.79(D)	   0.00		 44.90   	 -30.52		 73.55   	 228.89		
 89.42   	 44.86   	 53.79   	  96.64		 44.78   	 -15.26		 74.47   	 116.99		
 92.16   	 48.22   	 54.18   	 223.80		 44.72   	 -10.17		 74.93   	  30.52		
 94.30   	 52.19   	 55.08   	 345.88		 44.68   	 -15.26		 75.06   	 -40.69		
 95.21   	 57.68   	 56.46   	 422.18		 44.62   	 -25.43		 74.89   	-101.73		
 94.30   	 64.70   	 58.15   	 467.95		 44.52   	 -30.52		 74.49   	-137.33		
 93.08   	 72.33   	 60.02   	 498.47		 44.39   	 -35.61		 73.94   	-157.68		
 92.47   	 80.57   	 62.01   	 523.90		 44.25   	 -30.52		 73.31   	-147.51		
 93.38   	 89.42   	 64.11   	 564.60		 44.13   	 -20.35		 72.72   	-111.90		
 95.52   	 98.57   	 66.37   	 615.46		 44.05   	  -5.09		 72.27   	 -71.21		
 97.66   	109.25   	 68.83   	 645.98		 44.03(D)	  10.17		 71.98   	 -15.26		
 98.57   	120.85   	 71.41   	 640.89		 44.07   	  30.52		 71.92   	  45.78		
 98.88   	133.36   	 73.98   	 605.29		 44.19   	  55.95		 72.11   	 116.99		
 99.49   	145.26   	 76.40   	 544.25		 44.41   	  81.38		 72.57   	 188.20		
101.01   	155.64   	 78.58   	 488.30		 44.74   	 142.42		 73.33   	 249.24		
104.06   	164.79   	 80.53   	 447.61		 45.31   	 218.72		 74.32   	 310.27		
107.42   	173.34   	 82.32   	 752.79		 46.18   	 737.54		 75.56   	 768.05		
114.14   	192.87   	 85.33   	 289.93		 49.14   	 493.39		 78.64   	 442.52		
116.58   	205.08   	 86.49   	 218.72		 51.11   	 528.99		 80.41   	 452.69		
118.71   	220.03   	 87.36   	 162.77		 53.22   	 539.16		 82.22   	 462.87		
120.24   	236.51   	 88.02   	 137.33		 55.38   	 508.65		 84.07   	 473.04		
120.85   	253.30   	 88.57   	 132.25		 57.42   	 462.87		 85.96   	 462.87		
119.63   	269.47   	 89.09   	 132.25		 59.27   	 412.00		 87.81   	 437.43		
116.88   	284.12   	 89.62   	 127.16		 60.92   	 366.22		 89.56   	 406.92		
112.92   	297.24   	 90.13   	 116.99		 62.38   	 335.71		 91.19   	 371.31		
108.34   	310.06   	 90.60   	  81.38		 63.72   	 289.93		 92.68   	 330.62		
104.68   	323.49   	 90.93   	  61.04		 64.88   	 249.24		 94.00   	 279.75		
102.84   	337.52   	 91.17   	  86.47		 65.88   	 213.63		 95.12   	 203.46		
102.54   	350.95   	 91.52   	 137.33		 66.73   	 162.77		 95.93   	 137.33		
102.84   	362.55   	 92.06   	 188.20		 67.39   	 122.07		 96.48   	  86.47		
102.54   	373.54   	 92.82   	 213.63		 67.87   	 122.07		 96.83   	  20.35		
100.71   	385.13   	 93.67   	 208.54		 68.36   	 147.51		 96.91(S)	 -61.04		
 97.35   	398.56   	 94.51   	 198.37		 68.95   	 167.85		 96.66   	-147.51		
 92.77   	412.90   	 95.30   	 188.20		 69.62   	 172.94		 96.07   	-223.80		
 87.59   	425.11   	 96.05   	 193.29		 70.32   	 167.85		 95.18   	-295.01		
 81.48   	431.52   	 96.83   	 188.20		 70.99   	 162.77		 94.00   	-335.71		
 74.46   	430.30   	 97.58   	 188.20		 71.64   	 147.51		 92.65   	-366.22		
 66.83   	420.23   	 98.33   	 203.46		 72.23   	 162.77		 91.19   	-396.74		
 59.81   	402.53   	 99.15   	 208.54		 72.88   	 167.85		 89.60   	-447.61		
 53.71   	378.72   	 99.98   	 203.46		 73.55   	 167.85		 87.81   	-518.82		
 48.83   	349.73   	100.79   	 188.20		 74.22   	 167.85		 85.74   	-595.11		
 45.17   	317.08   	101.55   	 315.36		 74.89   	 350.97		 83.36   	-1439.47		
 40.59   	242.61   	102.81   	 137.33		 76.30   	 167.85		 77.60   	-808.75		
 39.98   	202.94   	103.36   	 132.25		 76.97   	 142.42		 74.36   	-747.71		
 40.89   	163.88   	103.89   	 127.16		 77.54   	 122.07		 71.37   	-590.03		
 41.50   	126.95   	104.39   	  96.64		 78.03   	 101.73		 69.01   	-396.74		
 40.59   	 93.69   	104.78   	  61.04		 78.43   	  86.47		 67.43   	-198.37		
 37.84   	 65.31   	105.03   	  35.61		 78.78   	  76.30		 66.63   	 -35.61		
 34.18   	 41.50   	105.17   	  30.52		 79.08   	  61.04		 66.49   	 111.90		
 30.21   	 22.58   	105.29   	  15.26		 79.33   	  30.52		 66.94   	 254.32		
 26.55   	  6.41   	105.35(S)	 -10.17		 79.45   	   5.09		 67.95   	 381.48		
 23.19   	 -7.63   	105.31   	 -30.52		 79.47(S)	 -20.35		 69.48   	 427.26		
 20.45   	-19.23   	105.19   	 -40.69		 79.39   	 -40.69		 71.19   	 371.31		
 19.23   	-27.47   	105.03   	 -55.95		 79.23   	 -76.30		 72.68   	 249.24		
 19.53   	-31.13   	104.80   	 -61.04		 78.92   	-111.90		 73.67   	 142.42		
 20.45   	-31.13   	104.56   	 -81.38		 78.47   	-132.25		 74.24   	  86.47		
 20.75   	-29.91   	104.23   	-106.82		 77.94   	-127.16		 74.59   	  50.86		
 19.84   	-29.91   	103.80   	-127.16		 77.44   	-127.16		 74.79   	 -25.43		
 18.31   	-32.04   	103.30   	-152.59		 76.93   	-142.42		 74.69   	-157.68		
 17.09   	-34.48   	102.69   	-172.94		 76.36   	-157.68		 74.06   	-310.27		
 16.78   	-35.40   	101.99   	-193.29		 75.73   	-157.68		 72.82   	-401.83		
 18.01   	-35.10   	101.22   	-213.63		 75.10   	-157.68		 71.21   	-422.18		
 19.53   	-34.79   	100.37   	-193.29		 74.47   	-147.51		 69.52   	-493.39		
 20.75   	-35.40   	 99.59   	 -76.30		 73.88   	-147.51		 67.55   	-635.81		
 21.36   	-36.93   	 99.29   	   5.09		 73.29   	-137.33		 65.00   	-773.14		
 21.36   	-38.45   	 99.31   	 -71.21		 72.74   	-122.07		 61.91   	-869.78		
 20.45   	-39.37   	 99.02   	-1281.79		 72.25   	-218.72		 58.43   	-1922.68		
 18.62   	-39.06   	 93.90   	-2060.01		 71.37   	-111.90		 50.74   	-1032.55		
 18.92   	-38.76   	 85.66   	-2614.44		 70.93   	-111.90		 46.61   	-1159.71		
 20.14   	-39.37   	 75.20   	-1836.21		 70.48   	-111.90		 41.97   	-1266.53		
 21.97   	-40.89   	 67.85   	-223.80		 70.03   	-111.90		 36.91   	-1215.66		
 24.41   	-43.33   	 66.96   	1241.09		 69.58   	-101.73		 32.04   	-1042.72		
 27.16   	-46.69   	 71.92   	1937.94		 69.18   	 -96.64		 27.87   	-854.52		
 30.21   	-49.13   	 79.67   	1551.37		 68.79   	-101.73		 24.46   	-747.71		
 32.96   	-50.05   	 85.88   	 467.95		 68.38   	-127.16		 21.46   	-717.19		
 33.87   	-49.74   	 87.75   	-493.39		 67.87   	-132.25		 18.60   	-671.41		
 32.35   	-48.83   	 85.78   	-768.05		 67.34   	-137.33		 15.91   	-549.34		
 28.99   	-48.83   	 82.71   	-284.84		 66.80   	-152.59		 13.71   	-396.74		
 25.63   	-49.74   	 81.57   	 478.13		 66.18   	-172.94		 12.13   	-264.50		
 24.11   	-50.35   	 83.48   	 981.68		 65.49   	-188.20		 11.07   	-183.11		
 25.02   	-50.35   	 87.41   	 900.30		 64.74   	-167.85		 10.34   	-152.59		
 27.47   	-49.44   	 91.01   	 330.62		 64.07   	-147.51		  9.73   	-142.42		
 29.91   	-48.83   	 92.33   	-295.01		 63.48   	-132.25		  9.16   	-127.16		
 31.43   	-48.52   	 91.15   	-600.20		 62.95   	-132.25		  8.65   	-106.82		
 31.74   	-48.22   	 88.75   	-493.39		 62.42   	-132.25		  8.22   	 -76.30		
 31.74   	-48.22   	 86.77   	-142.42		 61.89   	-116.99		  7.91   	 -71.21		
 32.04   	-48.22   	 86.21   	 111.90		 61.42   	 -86.47		  7.63   	 -96.64		
 32.35   	-49.13   	 86.65   	  86.47		 61.08   	 -61.04		  7.24   	-152.59		
 32.04   	-50.05   	 87.00   	-162.77		 60.83   	 -45.78		  6.63   	-208.54		
 31.43   	-50.35   	 86.35   	-467.95		 60.65   	 -40.69		  5.80   	-223.80		
 30.21   	-50.35   	 84.48   	-661.24		 60.49   	 -45.78		  4.90   	-203.46		
 28.99   	-51.27   	 81.83   	-1078.33		 60.30   	 -91.56		  4.09   	-315.36		
 28.69   	-57.68   	 77.52   	-228.89		 59.94   	 -40.69		  2.83   	-137.33		
 28.99   	-61.34   	 76.60   	 -55.95		 59.78   	 -45.78		  2.28   	-132.25		
 29.60   	-63.17   	 76.38   	 -45.78		 59.59   	 -55.95		  1.75   	-111.90		
 29.60   	-62.56   	 76.20   	-142.42		 59.37   	 -50.86		  1.30   	 -66.12		
 29.91   	-59.51   	 75.63   	-233.98		 59.17   	 -45.78		  1.04   	 -20.35		
 30.52   	-53.10   	 74.69   	-213.63		 58.98   	 -45.78		  0.96(D)	   0.00		
 32.96   	-42.42   	 73.83   	-116.99		 58.80   	 -71.21		  0.96   	   5.09		
 38.45   	-26.55   	 73.37   	   5.09		 58.51   	 -91.56		  0.98   	   0.00		
 47.91   	 -3.66   	 73.39   	  81.38		 58.15   	 -91.56		  0.98   	  15.26		
 60.42   	 26.55   	 73.71   	  86.47		 57.78   	 -81.38		  1.04   	  30.52		
 73.24   	 62.56   	 74.06   	  66.12		 57.46   	 -76.30		  1.16   	  50.86		
 82.40   	100.71   	 74.32   	  30.52		 57.15   	 -81.38		  1.36   	  81.38		
 85.45   	134.89   	 74.45   	  25.43		 56.83   	 -81.38		  1.69   	  81.38		
 82.70   	159.00   	 74.55   	  55.95		 56.50   	 -81.38		  2.01   	  76.30		
 78.13   	171.20   	 74.77   	  91.56		 56.17   	 -81.38		  2.32   	  66.12		
 75.68   	173.95   	 75.14   	 106.82		 55.85   	 -76.30		  2.58   	  66.12		
 78.13   	172.12   	 75.56   	  81.38		 55.54   	 -66.12		  2.85   	  61.04		
 84.23   	168.76   	 75.89   	  30.52		 55.28   	 -55.95		  3.09   	  55.95		
 89.42   	162.66   	 76.01   	 -15.26		 55.06   	 -50.86		  3.32   	  50.86		
 89.72   	149.54   	 75.95   	 -50.86		 54.85   	 -50.86		  3.52   	  35.61		
 84.53   	125.12   	 75.75   	 -81.38		 54.65   	 -50.86		  3.66   	  25.43		
 75.68   	 88.20   	 75.42   	-106.82		 54.45   	 -55.95		  3.76   	  15.26		
 65.61   	 43.95   	 74.99   	-127.16		 54.22   	 -50.86		  3.83   	   5.09		
 55.24   	  0.31   	 74.49   	-137.33		 54.02   	 -55.95		  3.85   	   0.00		
 42.42   	-33.87   	 73.94   	-284.84		 53.79   	 -76.30		  3.85   	 -20.35		
 11.60   	-65.61   	 72.80   	-116.99		 53.49   	 -30.52		  3.76   	  -5.09		
  2.14   	-71.41   	 72.33   	 -71.21		 53.37   	 -40.69		  3.74   	 -10.17		
  0.31   	-77.21   	 72.04   	 -45.78		 53.20   	 -45.78		  3.70   	   0.00		
  4.27   	-84.84   	 71.86   	 -86.47		 53.02   	 -45.78		  3.70   	   5.09		
  7.93   	-92.77   	 71.52   	-162.77		 52.84   	 -45.78		  3.72   	  10.17		
  7.63   	-99.18   	 70.86   	-203.46		 52.65   	 -45.78		  3.76   	  20.35		
  3.05   	-103.45   	 70.05   	-213.63		 52.47   	 -35.61		  3.85   	  20.35		
 -2.44   	-105.90   	 69.20   	-198.37		 52.33   	 -45.78		  3.93   	  25.43		
 -6.10   	-107.42   	 68.40   	-157.68		 52.15   	 -45.78		  4.03   	  35.61		
 -7.63   	-108.34   	 67.77   	 -86.47		 51.96   	 -50.86		  4.17   	  35.61		
 -7.93   	-108.64   	 67.43   	 -50.86		 51.76   	 -45.78		  4.31   	  45.78		
 -7.93   	-108.34   	 67.22   	 -35.61		 51.58   	 -40.69		  4.50   	  50.86		
 -7.93   	-107.42   	 67.08   	 -35.61		 51.41   	 -45.78		  4.70   	  55.95		
 -7.93   	-106.51   	 66.94   	 -50.86		 51.23   	 -55.95		  4.92   	  55.95		
 -8.54   	-105.90   	 66.73   	 -66.12		 51.01   	 -45.78		  5.15   	  45.78		
 -8.85   	-105.59   	 66.47   	 -55.95		 50.82   	 -40.69		  5.33   	  45.78		
 -8.54   	-104.98   	 66.25   	 -35.61		 50.66   	 -40.69		  5.51   	  45.78		
 -7.93   	-104.37   	 66.10   	 -10.17		 50.50   	 -25.43		  5.70   	  40.69		
 -7.32   	-103.15   	 66.06   	   5.09		 50.40   	 -25.43		  5.86   	  30.52		
 -7.63   	-102.84   	 66.08   	 -15.26		 50.29   	 -25.43		  5.98   	  20.35		
 -7.93   	-103.76   	 66.02   	 -20.35		 50.19   	 -35.61		  6.06   	  10.17		
 -5.80   	-106.51   	 65.94   	   0.00		 50.05   	 -55.95		  6.10   	   5.09		
  1.83   	-107.12   	 65.94   	   5.09		 49.83   	 -55.95		  6.12   	  15.26		
 16.48   	-97.96   	 65.96   	 -15.26		 49.60   	 -40.69		  6.19   	  15.26		
 39.06   	-69.27   	 65.90   	 -15.26		 49.44   	 -15.26		  6.25   	  20.35		
 74.46   	-17.70   	 65.84   	  61.04		 49.38   	  -5.09		  6.33   	  10.17		
127.26   	 51.27   	 66.08   	 254.32		 49.36   	 -25.43		  6.37   	 -20.35		
185.55   	131.23   	 67.10   	 289.93		 49.26   	 -35.61		  6.29   	 -15.26		
207.52   	220.34   	 68.26   	  50.86		 49.11   	 -45.78		  6.23   	 -10.17		
133.06   	322.27   	 68.46   	-239.06		 48.93   	 -25.43		  6.19   	 -10.17		
-80.26   	437.32   	 67.51   	-452.69		 48.83   	 -20.35		  6.14   	 -35.61		
-415.04   	553.28   	 65.70   	-956.25		 48.75   	 -71.21		  6.00   	 -66.12		
-1076.05   	647.89(R)	 61.87   	-244.15		 48.46   	 -35.61		  5.74   	 -20.35		
-1211.55   	525.82   	 60.89   	 -76.30		 48.32   	 -15.26		  5.66   	 -15.26		
-1188.66   	266.42   	 60.59   	 -10.17		 48.26   	  -5.09		  5.60   	 -15.26		
-1063.84   	-75.38   	 60.55   	 -45.78		 48.24   	 -20.35		  5.53   	 -25.43		
-902.40   	-386.05   	 60.37   	-137.33		 48.16   	 -50.86		  5.43   	 -20.35		
-740.36   	-545.35   	 59.82   	-213.63		 47.96   	 -55.95		  5.35(E)	  -5.09		
-577.70   	-501.10   	 58.96   	-208.54		 47.73   	 -40.69		  5.33   	  25.43		
-404.05   	-311.28   	 58.13   	-116.99		 47.57   	 -15.26		  5.43   	  86.47		
-226.44   	-101.93   	 57.66   	  10.17		 47.51   	 -15.26		  5.78   	 142.42		
-71.11   	 21.06   	 57.70   	  96.64		 47.45   	 -15.26		  6.35   	 198.37		
 31.74   	 28.99   	 58.09   	 101.73		 47.39   	 -15.26		  7.14   	 254.32		
 71.11   	-32.04   	 58.49   	  30.52		 47.32   	 -20.35		  8.16   	 305.19		
 63.17   	-92.16   	 58.62   	 -35.61		 47.24   	 -25.43		  9.38   	 335.71		
 40.59   	-109.56   	 58.47   	 -66.12		 47.14   	 -35.61		 10.72   	 366.22		
 30.21   	-89.42   	 58.21   	 -55.95		 47.00   	 -40.69		 12.19   	 422.18		
 39.98   	-59.20   	 57.99   	 -25.43		 46.84   	 -35.61		 13.88   	 513.73		
 60.42   	-41.81   	 57.88   	 -20.35		 46.69   	 -10.17		 15.93   	 620.55		
 76.90   	-40.89   	 57.80   	  -5.09		 46.65   	 -10.17		 18.41   	 707.02		
 82.40   	-49.13   	 57.78   	  10.17		 46.61   	 -20.35		 21.24   	 768.05		
 79.65   	-55.54   	 57.82   	  15.26		 46.53   	 -30.52		 24.31   	 818.92		
 75.68   	-53.71   	 57.88   	 -30.52		 46.41   	 -45.78		 27.59   	 885.04		
 74.77   	-45.47   	 57.76   	 -96.64		 46.23   	 -35.61		 31.13   	 930.82		
 76.60   	-37.23   	 57.38   	-147.51		 46.08   	 -25.43		 34.85   	 961.34		
 79.04   	-32.96   	 56.79   	-142.42		 45.98   	 -15.26		 38.70   	 971.51		
 80.26   	-31.13   	 56.22   	-172.94		 45.92   	 -40.69		 42.58   	1902.33		
 78.13   	-24.11   	 55.52   	 -76.30		 45.76   	 -15.26		 50.19   	 925.73		
 77.21   	-17.70   	 55.22   	 -96.64		 45.70   	   0.00		 53.90   	 890.13		
 76.90   	-11.60   	 54.83   	-106.82		 45.70   	 -10.17		 57.46   	 844.35		
 77.21   	 -7.32   	 54.40   	-111.90		 45.66   	 -25.43		 60.83   	 778.23		
 78.43   	 -3.66   	 53.96   	-116.99		 45.55   	 -30.52		 63.95   	 707.02		
 79.96   	  0.31   	 53.49   	-122.07		 45.43   	 -20.35		 66.77   	 625.63		
 82.09   	  5.49   	 53.00   	 -96.64		 45.35   	 -10.17		 69.28   	 523.90		
 83.92   	 10.38   	 52.61   	 -25.43		 45.31   	 -10.17		 71.37   	 396.74		
 84.84   	 13.73   	 52.51(D)	  55.95		 45.27   	 -15.26		 72.96   	 279.75		
 85.14   	 14.04   	 52.74   	 162.77		 45.21   	 -30.52		 74.08   	 157.68		
 85.75   	 13.73   	 53.39   	 274.67		 45.09   	 -35.61		 74.71   	  66.12		
 87.28   	 14.65   	 54.49   	 361.14		 44.94   	 -30.52		 74.97   	 -15.26		
 90.33   	 19.53   	 55.93   	 432.35		 44.82   	 -20.35		 74.91   	 -86.47		
 94.30   	 28.69   	 57.66   	 473.04		 44.74   	 -10.17		 74.57   	-137.33		
 98.57   	 40.89   	 59.55   	 503.56		 44.70   	 -10.17		 74.02   	-162.77		
101.62   	 53.71   	 61.57   	 544.25		 44.66   	  -5.09		 73.37   	-162.77		
104.06   	 65.92   	 63.74   	 569.68		 44.64   	 -10.17		 72.72   	-137.33		
105.90   	 76.29   	 66.02   	 605.29		 44.60   	 -20.35		 72.17   	-106.82		
108.03   	 86.36   	 68.44   	 651.07		 44.52   	 -15.26		 71.74   	 -50.86		
110.17   	 96.13   	 71.05   	 666.32		 44.46(D)	  10.17		 71.54   	  10.17		
112.30   	105.90   	 73.71   	 620.55		 44.50   	  50.86		 71.58   	  76.30		
113.53   	115.36   	 76.20   	 528.99		 44.70   	 101.73		 71.88   	 142.42		
113.53   	123.60   	 78.31   	 447.61		 45.11   	 183.11		 72.45   	 203.46		
112.61   	131.53   	 80.10   	 401.83		 45.84   	 269.58		 73.27   	 274.67		
112.30   	140.08   	 81.71   	 747.71		 46.92   	 752.79		 74.36   	 727.36		
114.75   	158.39   	 84.70   	 305.19		 49.93   	 483.21		 77.27   	 442.52		
115.97   	167.85   	 85.92   	 223.80		 51.86   	 523.90		 79.04   	 457.78		
116.27   	177.92   	 86.82   	 152.59		 53.96   	 528.99		 80.87   	 462.87		
115.97   	190.12   	 87.43   	  86.47		 56.07   	 508.65		 82.73   	 467.95		
115.66   	205.08   	 87.77   	  25.43		 58.11   	 462.87		 84.60   	 478.13		
115.97   	221.56   	 87.87   	  25.43		 59.96   	 427.26		 86.51   	 457.78		
115.97   	237.43   	 87.98   	  76.30		 61.67   	 386.57		 88.34   	 422.18		
114.75   	250.85   	 88.28   	 137.33		 63.21   	 325.53		 90.03   	 376.40		
112.61   	261.54   	 88.83   	 162.77		 64.52   	 259.41		 91.54   	 315.36		
110.17   	271.91   	 89.48   	 157.68		 65.55   	 213.63		 92.80   	 254.32		
108.34   	283.81   	 90.11   	 137.33		 66.41   	 193.29		 93.81   	 188.20		
107.12   	298.46   	 90.66   	 127.16		 67.18   	 157.68		 94.57   	 132.25		
105.90   	315.55   	 91.17   	 116.99		 67.81   	 137.33		 95.10   	  50.86		
104.06   	332.64   	 91.64   	 116.99		 68.36   	 127.16		 95.30(S)	 -50.86		
101.93   	347.60   	 92.11   	 122.07		 68.87   	 132.25		 95.10   	-152.59		
 99.79   	359.80   	 92.59   	 137.33		 69.40   	 147.51		 94.49   	-244.15		
 97.35   	369.57   	 93.14   	 183.11		 69.99   	 162.77		 93.51   	-330.62		
 93.38   	376.28   	 93.88   	 254.32		 70.64   	 172.94		 92.19   	-376.40		
 87.28   	377.81   	 94.89   	 284.84		 71.33   	 157.68		 90.68   	-401.83		
 79.35   	373.54   	 96.03   	 259.41		 71.96   	 157.68		 89.07   	-401.83		
 71.41   	361.94   	 97.07   	 208.54		 72.59   	 162.77		 87.47   	-432.35		
 64.70   	343.63   	 97.90   	 172.94		 73.24   	 162.77		 85.74   	-508.65		
 59.51   	320.43   	 98.60   	 178.03		 73.90   	 162.77		 83.70   	-610.37		
 55.85   	292.97   	 99.31   	 188.20		 74.55   	 172.94		 81.26   	-707.02		
 52.49   	262.45   	100.06   	 371.31		 75.24   	 381.48		 78.43   	-1449.64		
 47.61   	192.57   	101.55   	 142.42		 76.76   	 162.77		 72.63   	-615.46		
 46.08   	155.03   	102.12   	  96.64		 77.42   	 137.33		 70.17   	-518.82		
 44.56   	116.88   	102.50   	  61.04		 77.97   	 111.90		 68.10   	-417.09		
 42.11   	 80.57   	102.75   	  50.86		 78.41   	  86.47		 66.43   	-289.93		
 39.37   	 48.22   	102.95   	  55.95		 78.76   	  61.04		 65.27   	-127.16		
 36.62   	 21.36   	103.17   	  30.52		 79.00   	  61.04		 64.76   	  55.95		
 34.18   	  0.31   	103.30(S)	  -5.09		 79.25   	  55.95		 64.98   	 223.80		
 32.35   	-16.78   	103.28   	 -35.61		 79.47   	  40.69		 65.88   	 366.22		
 30.82   	-32.04   	103.13   	 -45.78		 79.63   	  10.17		 67.34   	 442.52		
 29.30   	-44.86   	102.95   	 -55.95		 79.67(S)	 -25.43		 69.11   	 462.87		
 27.47   	-55.24   	102.73   	 -55.95		 79.57   	 -66.12		 70.97   	 432.35		
 25.02   	-62.26   	102.50   	 -66.12		 79.31   	 -86.47		 72.70   	 417.09		
 21.97   	-66.53   	102.24   	 -86.47		 78.96   	-111.90		 74.36   	 412.00		
 18.92   	-68.66   	101.89   	-111.90		 78.51   	-111.90		 76.01   	 361.14		
 16.78   	-70.19   	101.44   	-127.16		 78.07   	-122.07		 77.46   	 213.63		
 15.87   	-72.02   	100.94   	-162.77		 77.58   	-132.25		 78.31   	 -20.35		
 15.87   	-73.55   	100.28   	-203.46		 77.05   	-152.59		 78.23   	-264.50		
 15.87   	-74.77   	 99.47   	-233.98		 76.44   	-157.68		 77.17   	-473.04		
 14.95   	-75.07   	 98.53   	-228.89		 75.81   	-162.77		 75.28   	-656.15		
 13.43   	-74.46   	 97.62   	-122.07		 75.16   	-167.85		 72.65   	-844.35		
 12.51   	-73.55   	 97.13   	  55.95		 74.49   	-162.77		 69.28   	-1032.55		
 13.12   	-73.24   	 97.35   	 162.77		 73.83   	-147.51		 65.15   	-1215.66		
 14.95   	-73.24   	 98.01   	  45.78		 73.24   	-137.33		 60.28   	-1347.91		
 17.70   	-73.55   	 98.19   	-462.87		 72.70   	-122.07		 54.89   	-1393.69		
 19.53   	-72.02   	 96.34   	-3972.52		 72.21   	-203.46		 49.32   	-2761.94		
 18.31   	-68.05   	 80.45   	-2477.10		 71.39   	 -91.56		 38.27   	-1383.51		
 15.87   	-70.50   	 70.54   	-1256.35		 71.03   	 -96.64		 32.74   	-1322.48		
 13.43   	-78.13   	 65.51   	 361.14		 70.64   	-116.99		 27.45   	-1139.36		
