SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
 57.68   	141.30   	 18.37   	 350.97		 42.12   	 -20.35		
 57.37   	149.54   	 19.78   	 371.31		 42.03   	 -20.35		
 57.68   	160.52   	 21.26   	 376.40		 41.95   	 -25.43		
 57.68   	170.59   	 22.77   	 356.05		 41.85   	 -20.35		
 61.65   	183.11   	 24.19   	 325.53		 41.77   	 -20.35		
 63.17   	196.53   	 25.49   	 269.58		 41.69   	 -20.35		
 61.65   	204.77   	 26.57   	 178.03		 41.61   	 -20.35		
 64.39   	218.51   	 27.28   	  91.56		 41.53   	 -20.35		
 62.56   	236.82   	 27.65   	  25.43		 41.44   	 -15.26		
 63.78   	256.35   	 27.75   	 -10.17		 41.38   	 -20.35		
 69.58   	281.98   	 27.71   	 -30.52		 41.30   	 -20.35		
 74.46   	334.17   	 27.59   	 -10.17		 41.22   	 -15.26		
 78.13   	363.16   	 27.55   	  25.43		 41.16   	 -15.26		
 79.65   	387.88   	 27.65   	  66.12		 41.10   	 -10.17		
 76.60   	413.21   	 27.91   	  96.64		 41.06   	 -10.17		
 77.82   	442.20   	 28.30   	 111.90		 41.02(D)	   5.09		
 79.96   	468.75   	 28.75   	 127.16		 41.04   	   5.09		
 83.31   	499.57   	 29.26   	 137.33		 41.06   	  25.43		
 90.03   	527.65   	 29.81   	 147.51		 41.16   	  45.78		
 95.52   	546.88   	 30.40   	 137.33		 41.34   	  81.38		
101.32   	565.19   	 30.95   	 111.90		 41.67   	 132.25		
 99.49   	567.32   	 31.39   	  76.30		 42.20   	 198.37		
101.62   	564.58   	 31.70   	  40.69		 42.99   	 254.32		
107.12   	552.37   	 31.86(S)	   0.00		 44.01   	 289.93		
110.47   	526.73   	 31.86   	 -25.43		 45.17   	 300.10		
117.49   	496.22   	 31.76   	 -45.78		 46.37   	 279.75		
121.15   	454.41   	 31.58   	 -55.95		 47.49   	 254.32		
119.02   	405.58   	 31.35   	 -61.04		 48.50   	 218.72		
114.44   	354.61   	 31.11   	 -50.86		 49.38   	 167.85		
106.51   	297.55   	 30.91   	 -50.86		 50.05   	 142.42		
101.93   	247.19   	 30.70   	 -30.52		 50.62   	 127.16		
 96.74   	198.36   	 30.58   	 -25.43		 51.13   	 122.07		
 92.47   	151.37   	 30.48   	 -10.17		 51.62   	 127.16		
 90.33   	113.53   	 30.44   	 -15.26		 52.13   	 122.07		
 86.36   	 78.43   	 30.38   	 -10.17		 52.61   	 111.90		
 81.79   	 47.61   	 30.34   	 -35.61		 53.06   	 127.16		
 74.16   	  2.14   	 30.19   	 -50.86		 53.57   	 132.25		
 70.80   	-15.87   	 29.99   	 -55.95		 54.10   	 132.25		
 72.94   	-25.33   	 29.77   	 -61.04		 54.63   	 132.25		
 70.50   	-39.06   	 29.52   	 -66.12		 55.16   	 142.42		
 68.05   	-48.22   	 29.26   	 -66.12		 55.73   	 142.42		
 72.63   	-53.10   	 28.99   	 -66.12		 56.30   	 142.42		
 69.27   	-63.48   	 28.73   	 -61.04		 56.87   	 147.51		
 64.09   	-69.89   	 28.48   	 -55.95		 57.46   	 152.59		
 65.61   	-71.72   	 28.26   	 -66.12		 58.07   	 142.42		
 61.34   	-78.13   	 28.00   	 -66.12		 58.64   	 142.42		
 57.37   	-83.01   	 27.73   	 -71.21		 59.21   	 122.07		
 57.98   	-86.98   	 27.45   	 -86.47		 59.69   	 127.16		
 62.26   	-85.75   	 27.10   	 -96.64		 60.20   	 157.68		
 60.73   	-86.36   	 26.71   	-111.90		 60.83   	 162.77		
 62.87   	-83.01   	 26.27   	-116.99		 61.49   	  96.64		
 67.14   	-76.60   	 25.80   	-132.25		 61.87   	  40.69		
 63.78   	-77.21   	 25.27   	-147.51		 62.03   	 101.73		
 68.36   	-74.46   	 24.68   	-152.59		 62.44   	 218.72		
 67.75   	-76.60   	 24.07   	-172.94		 63.32   	 137.33		
 65.00   	-81.48   	 23.38   	-193.29		 63.87   	-106.82		
 67.44   	-82.40   	 22.60   	-193.29		 63.44   	-142.42		
 64.39   	-86.67   	 21.83   	-172.94		 62.87   	 147.51		
 67.75   	-86.36   	 21.14   	-157.68		 63.46   	 325.53		
 72.63   	-85.45   	 20.51   	-152.59		 64.76   	  66.12		
 71.72   	-86.36   	 19.90   	-167.85		 65.03   	-162.77		
 72.94   	-84.23   	 19.23   	-188.20		 64.37   	  10.17		
 72.63   	-83.92   	 18.47   	-198.37		 64.41   	 147.51		
 68.97   	-83.92   	 17.68   	-203.46		 65.00   	  15.26		
 66.83   	-86.36   	 16.87   	-198.37		 65.07   	-122.07		
 68.66   	-86.98   	 16.07   	-188.20		 64.58   	 -50.86		
 69.27   	-86.36   	 15.32   	-183.11		 64.37   	 111.90		
 68.66   	-90.94   	 14.59   	-178.03		 64.82   	  71.21		
 72.63   	-89.72   	 13.88   	-162.77		 65.11(S)	-116.99		
 75.99   	-88.81   	 13.22   	-157.68		 64.64   	-137.33		
 71.72   	-95.52   	 12.59   	-152.59		 64.09   	 -66.12		
 74.16   	-94.30   	 11.98   	-162.77		 63.82   	 -66.12		
 74.16   	-94.91   	 11.33   	-172.94		 63.56   	 -81.38		
 69.89   	-100.10   	 10.64   	-198.37		 63.23   	 -76.30		
 72.94   	-100.10   	  9.85   	-213.63		 62.93   	 -71.21		
 73.55   	-99.49   	  8.99   	-213.63		 62.64   	 -76.30		
 70.50   	-104.37   	  8.14   	-208.54		 62.34   	-116.99		
 70.80   	-105.29   	  7.30   	-193.29		 61.87   	-162.77		
 70.80   	-105.59   	  6.53   	-167.85		 61.22   	-157.68		
 72.63   	-105.59   	  5.86   	-147.51		 60.59   	-132.25		
 74.77   	-101.93   	  5.27   	-116.99		 60.06   	-101.73		
 78.13   	-100.71   	  4.80   	 -81.38		 59.65   	 -96.64		
 78.43   	-114.14   	  4.48   	 -55.95		 59.27   	-122.07		
 79.65   	-129.39   	  4.25   	 -20.35		 58.78   	-147.51		
 86.36   	-136.41   	  4.17(D)	   0.00		 58.19   	-137.33		
 93.08   	-147.40   	  4.17   	  30.52		 57.64   	-111.90		
108.03   	-131.23   	  4.29   	  45.78		 57.19   	 -96.64		
117.80   	-110.78   	  4.48   	  55.95		 56.81   	 -81.38		
118.41   	-99.18   	  4.70   	  66.12		 56.48   	 -71.21		
126.95   	-69.27   	  4.96   	  55.95		 56.20   	 -76.30		
133.06   	-37.23   	  5.19   	  50.86		 55.89   	 -76.30		
138.85   	 -4.27   	  5.39   	  30.52		 55.58   	 -71.21		
150.45   	 33.57   	  5.51   	  15.26		 55.30   	 -76.30		
159.91   	 50.66   	  5.57   	   5.09		 54.99   	 -81.38		
160.83   	 46.69   	  5.60   	  -5.09		 54.67   	 -91.56		
156.25   	 25.33   	  5.57   	 -10.17		 54.30   	 -96.64		
147.40   	-11.29   	  5.53   	 -10.17		 53.92   	 -96.64		
136.11   	-36.93   	  5.49   	 -10.17		 53.53   	 -86.47		
112.00   	-62.56   	  5.45   	 -15.26		 53.18   	 -91.56		
 99.18   	-81.18   	  5.39   	 -25.43		 52.82   	 -86.47		
101.93   	-79.65   	  5.29   	 -30.52		 52.47   	 -91.56		
 93.08   	-83.01   	  5.17   	 -30.52		 52.11   	 -86.47		
 88.50   	-101.32   	  5.05   	 -35.61		 51.76   	 -81.38		
 84.23   	-116.88   	  4.90   	 -25.43		 51.43   	 -76.30		
 65.31   	-137.02   	  4.80   	 -25.43		 51.13   	 -76.30		
 50.66   	-157.47   	  4.70   	 -20.35		 50.82   	 -76.30		
 41.81   	-164.49   	  4.62   	 -20.35		 50.52   	 -71.21		
 39.37   	-156.25   	  4.54   	 -10.17		 50.23   	 -71.21		
 38.45   	-156.86   	  4.50   	 -10.17		 49.95   	 -71.21		
 35.40   	-163.27   	  4.46   	 -10.17		 49.66   	 -61.04		
 36.32   	-158.69   	  4.42   	 -10.17		 49.42   	 -66.12		
 36.32   	-153.20   	  4.37   	   5.09		 49.16   	 -61.04		
 29.91   	-151.67   	  4.39   	  10.17		 48.91   	 -61.04		
 32.65   	-144.04   	  4.44   	  15.26		 48.67   	 -61.04		
 39.06   	-135.50   	  4.50   	  25.43		 48.42   	 -61.04		
 36.93   	-147.40   	  4.60   	  25.43		 48.18   	 -61.04		
 55.54   	-183.41   	  4.70   	  25.43		 47.93   	 -66.12		
104.06   	-256.65   	  4.80   	  25.43		 47.67   	 -61.04		
163.27   	-334.47   	  4.90   	  20.35		 47.43   	 -61.04		
240.17   	-352.48   	  4.98   	  20.35		 47.18   	 -55.95		
309.14   	-280.15   	  5.07   	  20.35		 46.96   	 -50.86		
336.00   	 -2.44   	  5.15   	  10.17		 46.75   	 -45.78		
295.72   	430.60   	  5.19   	   5.09		 46.57   	 -45.78		
134.28   	903.63   	  5.21   	   0.00		 46.39   	 -35.61		
-141.30   	1403.81   	  5.21   	   0.00		 46.25   	 -45.78		
-676.88   	1508.79(R)	  5.21   	  -5.09		 46.06   	 -45.78		
-715.64   	1039.12   	  5.19   	  -5.09		 45.88   	 -40.69		
-568.24   	531.92   	  5.17   	 -10.17		 45.72   	 -45.78		
-360.41   	 85.75   	  5.13   	  -5.09		 45.53   	 -50.86		
-230.71   	-148.93   	  5.11(E)	   0.00		 45.33   	 -45.78		
-199.28   	-86.36   	  5.11   	   5.09		 45.15   	 -50.86		
-234.99   	-120.24   	  5.13   	   0.00		 44.94   	 -35.61		
-242.31   	-216.37   	  5.13   	  -5.09		 44.80   	 -40.69		
-253.30   	-286.56   	  5.11   	   5.09		 44.64   	 -30.52		
-232.85   	-383.61   	  5.13   	  15.26		 44.52   	 -30.52		
-231.63   	-441.59   	  5.19   	  20.35		 44.39   	 -30.52		
-271.30   	-501.10   	  5.27   	  30.52		 44.27   	 -35.61		
-288.09   	-519.41   	  5.39   	  40.69		 44.13   	 -30.52		
-281.68   	-552.98   	  5.55   	  50.86		 44.01   	 -30.52		
-271.00   	-531.92   	  5.76   	  71.21		 43.89   	 -35.61		
-237.43   	-450.13   	  6.04   	  86.47		 43.74   	 -40.69		
-184.94   	-359.19   	  6.39   	  81.38		 43.58   	 -35.61		
-131.53   	-256.35   	  6.71   	  66.12		 43.44   	 -30.52		
-68.05   	-166.02   	  6.98   	  50.86		 43.32   	 -30.52		
-10.38   	-86.36   	  7.18   	  40.69		 43.19   	 -25.43		
 21.97   	-39.06   	  7.34   	  25.43		 43.09   	 -35.61		
 31.43   	-31.13   	  7.45   	  25.43		 42.95   	 -35.61		
 24.72   	-33.87   	  7.55   	  40.69		 42.81   	 -30.52		
 21.67   	-33.26   	  7.71   	  55.95		 42.69   	 -35.61		
 23.80   	-25.33   	  7.93   	 162.77		 42.54   	 -20.35		
 38.15   	 -7.02   	  8.59   	 183.11		 42.46   	 -20.35		
 38.76   	 -1.83   	  9.32   	 162.77		 42.38   	 -15.26		
 37.54   	  4.58   	  9.97   	  96.64		 42.32   	 -30.52		
 43.33   	 14.95   	 10.36   	 -15.26		 42.20   	 -30.52		
 46.08   	 21.97   	 10.29   	 -45.78		 42.08   	 -25.43		
 47.61   	 27.77   	 10.11   	  50.86		 41.97   	 -20.35		
 50.35   	 37.84   	 10.32   	 249.24		 41.89   	 -20.35		
 51.27   	 44.25   	 11.31   	 401.83		 41.81   	 -25.43		
 50.96   	 53.10   	 12.92   	 447.61		 41.71   	 -25.43		
 55.85   	 68.66   	 14.71   	 437.43		 41.61   	 -30.52		
 56.46   	 79.65   	 16.46   	 345.88		 41.49   	 -25.43		
 55.54   	 93.08   	 17.84   	 208.54		 41.38   	 -15.26		
 60.12   	107.73   	 18.68   	 193.29		 41.32   	 -10.17		
 58.59   	114.44   	 19.45   	 208.54		 41.28   	   0.00		
 59.51   	128.17   	 20.28   	 172.94		 41.28   	 -15.26		
 62.26   	141.60   	 20.98   	 132.25		 41.22   	 -30.52		
 61.65   	151.67   	 21.51   	 101.73		 41.10   	 -30.52		
 64.09   	166.02   	 21.91   	  81.38		 40.98   	 -25.43		
 67.14   	180.66   	 22.24   	  81.38		 40.87   	 -20.35		
 69.58   	195.01   	 22.56   	  96.64		 40.79   	 -25.43		
 71.11   	210.88   	 22.95   	 127.16		 40.69   	 -30.52		
 71.41   	228.88   	 23.46   	 142.42		 40.57   	 -25.43		
 74.46   	247.19   	 24.03   	 142.42		 40.47   	 -25.43		
 77.51   	269.47   	 24.60   	 132.25		 40.37   	 -20.35		
 75.68   	289.00   	 25.13   	 127.16		 40.28   	 -15.26		
 82.70   	337.83   	 25.64   	 116.99		 40.22   	 -15.26		
 76.60   	356.45   	 26.10   	 106.82		 40.16   	 -15.26		
 79.35   	382.08   	 26.53   	 101.73		 40.10   	 -15.26		
 82.09   	410.77   	 26.94   	  86.47		 40.04   	 -10.17		
 78.74   	435.79   	 27.28   	  81.38		 40.00(D)	   0.00		
 83.92   	465.39   	 27.61   	  71.21		 40.00   	   0.00		
 90.33   	497.44   	 27.89   	  66.12		 40.00   	  10.17		
 91.25   	518.49   	 28.16   	  50.86		 40.04   	  25.43		
 97.66   	539.55   	 28.36   	  45.78		 40.14   	  40.69		
102.84   	556.64   	 28.55   	  30.52		 40.31   	  71.21		
107.42   	562.44   	 28.67   	  20.35		 40.59   	 127.16		
114.14   	563.05   	 28.75   	  15.26		 41.10   	 183.11		
120.54   	553.28   	 28.81   	   5.09		 41.83   	 244.15		
124.21   	527.65   	 28.83(S)	   0.00		 42.81   	 279.75		
127.56   	494.38   	 28.83   	  -5.09		 43.93   	 274.67		
125.73   	449.52   	 28.81   	  -5.09		 45.03   	 264.50		
123.29   	398.25   	 28.79   	  -5.09		 46.08   	 244.15		
122.68   	346.68   	 28.77   	 -10.17		 47.06   	 213.63		
117.49   	293.27   	 28.73   	 -15.26		 47.91   	 178.03		
114.75   	243.23   	 28.67   	 -15.26		 48.63   	 132.25		
110.78   	197.75   	 28.61   	 -20.35		 49.16   	 116.99		
101.32   	151.67   	 28.52   	 -25.43		 49.62   	 116.99		
 98.57   	111.69   	 28.42   	 -35.61		 50.09   	 116.99		
 93.38   	 73.55   	 28.28   	 -35.61		 50.56   	 111.90		
 86.67   	 38.15   	 28.14   	 -50.86		 51.01   	 101.73		
 83.62   	 -5.19   	 27.93   	 -55.95		 51.41   	 101.73		
 74.16   	-26.86   	 27.71   	 -55.95		 51.82   	 106.82		
 71.11   	-39.37   	 27.49   	 -50.86		 52.25   	 116.99		
 68.97   	-49.13   	 27.28   	 -50.86		 52.72   	 127.16		
 63.48   	-60.12   	 27.08   	 -55.95		 53.22   	 127.16		
 62.56   	-69.89   	 26.86   	 -55.95		 53.73   	 132.25		
 62.56   	-73.55   	 26.63   	 -61.04		 54.26   	 127.16		
 60.42   	-79.65   	 26.39   	 -61.04		 54.77   	 137.33		
 58.29   	-83.31   	 26.14   	 -71.21		 55.32   	 142.42		
 59.20   	-78.74   	 25.86   	 -76.30		 55.89   	 142.42		
 60.12   	-76.29   	 25.55   	 -86.47		 56.46   	 127.16		
 57.68   	-79.04   	 25.21   	 -86.47		 56.97   	 116.99		
 57.07   	-82.70   	 24.86   	 -96.64		 57.44   	 106.82		
 58.59   	-85.45   	 24.48   	-101.73		 57.86   	 106.82		
 57.98   	-89.42   	 24.07   	-101.73		 58.29   	 116.99		
 57.07   	-92.47   	 23.66   	 -96.64		 58.76   	 111.90		
 57.07   	-96.44   	 23.28   	-106.82		 59.21   	  81.38		
 57.68   	-98.27   	 22.85   	-127.16		 59.53   	  71.21		
 55.24   	-105.59   	 22.34   	-152.59		 59.82   	 101.73		
 56.76   	-110.17   	 21.73   	-152.59		 60.22   	 132.25		
 59.51   	-110.17   	 21.12   	-122.07		 60.75   	  61.04		
 58.90   	-115.97   	 20.63   	-132.25		 61.00   	 -50.86		
 58.90   	-118.71   	 20.10   	-162.77		 60.79   	 -15.26		
 65.31   	-114.44   	 19.45   	-193.29		 60.73   	 157.68		
 67.75   	-114.75   	 18.68   	-213.63		 61.36   	 147.51		
 68.66   	-112.61   	 17.82   	-218.72		 61.95   	 -25.43		
 74.46   	-105.90   	 16.95   	-218.72		 61.85   	 -91.56		
 75.07   	-102.84   	 16.07   	-213.63		 61.49   	  10.17		
 72.33   	-101.93   	 15.22   	-203.46		 61.53   	  96.64		
 76.60   	-94.60   	 14.40   	-188.20		 61.91   	  45.78		
 77.82   	-92.47   	 13.65   	-172.94		 62.10(S)	 -96.64		
 72.94   	-97.96   	 12.96   	-152.59		 61.71   	-147.51		
 77.51   	-93.99   	 12.35   	-142.42		 61.12   	  15.26		
 73.85   	-100.40   	 11.78   	-132.25		 61.18   	 101.73		
 70.50   	-107.73   	 11.25   	-132.25		 61.59   	 -66.12		
 75.07   	-104.68   	 10.72   	-132.25		 61.32   	-188.20		
 73.85   	-108.95   	 10.19   	-142.42		 60.57   	-132.25		
 77.21   	-107.42   	  9.62   	-152.59		 60.04   	 -55.95		
 79.35   	-105.90   	  9.01   	-157.68		 59.82   	 -15.26		
 75.99   	-113.53   	  8.38   	-162.77		 59.76   	 -61.04		
 79.96   	-112.00   	  7.73   	-162.77		 59.51   	-152.59		
 75.07   	-119.93   	  7.08   	-157.68		 58.90   	-172.94		
 70.19   	-125.73   	  6.45   	-147.51		 58.21   	-127.16		
 75.38   	-122.07   	  5.86   	-142.42		 57.70   	 -81.38		
 71.41   	-127.26   	  5.29   	-132.25		 57.38   	 -66.12		
 75.68   	-127.87   	  4.76   	-122.07		 57.11   	-101.73		
 88.50   	-130.00   	  4.27   	-122.07		 56.70   	-152.59		
 89.11   	-147.09   	  3.78   	-111.90		 56.09   	-147.51		
 98.27   	-149.23   	  3.34   	-111.90		 55.50   	-111.90		
112.92   	-146.18   	  2.89   	 -96.64		 55.06   	 -76.30		
122.68   	-135.19   	  2.50   	 -81.38		 54.75   	 -61.04		
134.58   	-115.36   	  2.18   	 -61.04		 54.51   	 -76.30		
143.43   	-97.35   	  1.93   	 -40.69		 54.20   	 -76.30		
144.65   	-81.48   	  1.77   	 -20.35		 53.90   	 -76.30		
155.64   	-51.88   	  1.69(D)	   0.00		 53.59   	 -66.12		
167.24   	-19.53   	  1.69   	  10.17		 53.33   	 -71.21		
177.31   	 15.26   	  1.73   	  25.43		 53.04   	 -76.30		
189.51   	 34.18   	  1.83   	  25.43		 52.74   	 -76.30		
190.73   	 29.91   	  1.93   	  25.43		 52.43   	 -81.38		
187.07   	 16.17   	  2.03   	  25.43		 52.11   	 -86.47		
179.75   	-11.60   	  2.14   	  15.26		 51.76   	 -81.38		
163.88   	-39.67   	  2.20   	  20.35		 51.43   	 -81.38		
144.65   	-53.71   	  2.28   	  20.35		 51.11   	 -76.30		
128.17   	-72.63   	  2.36   	  15.26		 50.80   	 -76.30		
122.99   	-85.75   	  2.42   	  10.17		 50.50   	 -76.30		
115.36   	-90.94   	  2.46   	  10.17		 50.19   	 -76.30		
110.78   	-106.81   	  2.50   	  10.17		 49.89   	 -71.21		
 99.49   	-132.75   	  2.54   	   5.09		 49.60   	 -76.30		
 77.82   	-151.98   	  2.56   	  10.17		 49.30   	 -66.12		
 68.66   	-162.96   	  2.60   	  20.35		 49.03   	 -66.12		
 59.20   	-171.81   	  2.69   	  20.35		 48.77   	 -66.12		
 51.57   	-159.91   	  2.77   	  30.52		 48.50   	 -66.12		
 56.76   	-146.48   	  2.89   	  35.61		 48.24   	 -61.04		
 51.27   	-152.28   	  3.03   	  30.52		 48.00   	 -61.04		
 46.39   	-155.64   	  3.15   	  30.52		 47.75   	 -55.95		
 43.95   	-161.44   	  3.28   	  20.35		 47.53   	 -55.95		
 44.86   	-160.52   	  3.36   	  15.26		 47.30   	 -61.04		
 48.83   	-158.39   	  3.42   	  10.17		 47.06   	 -61.04		
 50.96   	-159.61   	  3.46   	  10.17		 46.82   	 -55.95		
 55.85   	-157.47   	  3.50   	  15.26		 46.59   	 -50.86		
 59.20   	-184.94   	  3.56   	   5.09		 46.39   	 -50.86		
 86.98   	-246.58   	  3.58   	   5.09		 46.18   	 -45.78		
154.72   	-309.45   	  3.60   	   5.09		 46.00   	 -50.86		
228.88   	-346.98   	  3.62   	   0.00		 45.80   	 -45.78		
316.47   	-309.45   	  3.62   	   5.09		 45.62   	 -50.86		
379.94   	-113.83   	  3.64   	   5.09		 45.41   	 -40.69		
372.92   	258.18   	  3.66   	  10.17		 45.25   	 -40.69		
248.41   	696.41   	  3.70   	  25.43		 45.09   	 -40.69		
-13.43   	1177.06   	  3.80   	  35.61		 44.92   	 -40.69		
-376.59   	1492.31(R)	  3.95(E)	  45.78		 44.76   	 -45.78		
-810.85   	1097.72   	  4.13   	  40.69		 44.58   	 -40.69		
-716.25   	599.37   	  4.29   	  35.61		 44.41   	 -40.69		
-492.25   	179.75   	  4.44   	  25.43		 44.25   	 -40.69		
-308.23   	-114.14   	  4.54   	  20.35		 44.09   	 -40.69		
-230.10   	-101.01   	  4.62   	   5.09		 43.93   	 -35.61		
-260.01   	-65.92   	  4.64   	 -10.17		 43.78   	 -35.61		
-297.55   	-169.07   	  4.60   	 -15.26		 43.64   	 -40.69		
-317.69   	-225.52   	  4.54   	 -20.35		 43.48   	 -40.69		
-317.08   	-323.18   	  4.46   	 -20.35		 43.32   	 -35.61		
-297.85   	-387.57   	  4.37   	 -25.43		 43.17   	 -30.52		
-309.14   	-451.05   	  4.27   	 -15.26		 43.05   	 -35.61		
-321.35   	-490.11   	  4.21   	   0.00		 42.91   	 -35.61		
-312.50   	-533.45   	  4.21   	  15.26		 42.77   	 -35.61		
-292.97   	-559.39   	  4.27   	  35.61		 42.62   	 -35.61		
-268.25   	-508.42   	  4.42   	  50.86		 42.48   	 -30.52		
-229.19   	-429.99   	  4.62   	  71.21		 42.36   	 -35.61		
-175.48   	-339.66   	  4.90   	  86.47		 42.22   	 -35.61		
-116.58   	-241.39   	  5.25   	  86.47		 42.08   	 -25.43		
-51.27   	-152.28   	  5.60   	  66.12		 41.97   	 -30.52		
  1.53   	-79.35   	  5.86   	  40.69		 41.85   	 -35.61		
 28.38   	-51.57   	  6.02   	  30.52		 41.71   	 -30.52		
 39.06   	-35.71   	  6.14   	  35.61		 41.59   	 -30.52		
 31.43   	-33.26   	  6.29   	  45.78		 41.46   	 -20.35		
 28.38   	-29.60   	  6.47   	  76.30		 41.38   	 -25.43		
 37.54   	-14.34   	  6.78   	 178.03		 41.28   	 -25.43		
 48.22   	  6.41   	  7.49   	 208.54		 41.18   	 -20.35		
 52.49   	 19.23   	  8.32   	 213.63		 41.10   	 -25.43		
 53.10   	 29.60   	  9.18   	 193.29		 41.00   	 -25.43		
 52.80   	 36.62   	  9.95   	 188.20		 40.90   	 -25.43		
 55.24   	 43.64   	 10.70   	 188.20		 40.79   	 -20.35		
 59.51   	 52.19   	 11.45   	 233.98		 40.71   	 -20.35		
 59.51   	 56.76   	 12.39   	 259.41		 40.63   	 -20.35		
 57.98   	 57.68   	 13.43   	 223.80		 40.55   	 -20.35		
 65.31   	 68.97   	 14.32   	 198.37		 40.47   	 -20.35		
 66.53   	 78.43   	 15.12   	 178.03		 40.39   	 -15.26		
 65.92   	 85.75   	 15.83   	 132.25		 40.33   	 -20.35		
 72.02   	101.32   	 16.36   	 101.73		 40.24   	 -20.35		
 68.97   	107.73   	 16.76   	 147.51		 40.16   	 -20.35		
 67.75   	113.22   	 17.35   	 223.80		 40.08   	 -15.26		
 71.11   	125.73   	 18.25   	 259.41		 40.02   	 -20.35		
 70.19   	135.50   	 19.29   	 264.50		 39.94   	 -30.52		
 73.24   	149.54   	 20.35   	 259.41		 39.82   	 -20.35		
 77.82   	166.93   	 21.38   	 228.89		 39.74   	 -25.43		
 76.60   	179.14   	 22.30   	 198.37		 39.63   	 -15.26		
 78.13   	194.40   	 23.09   	 167.85		 39.57   	 -25.43		
 77.82   	208.13   	 23.76   	 132.25		 39.47   	 -20.35		
 78.13   	224.00   	 24.29   	  86.47		 39.39   	 -20.35		
 82.09   	245.67   	 24.64   	  61.04		 39.31   	 -15.26		
 83.31   	263.37   	 24.88   	  45.78		 39.25   	 -15.26		
 87.89   	288.70   	 25.07   	  71.21		 39.19   	 -15.26		
 87.59   	339.97   	 25.35   	  76.30		 39.12   	 -15.26		
 91.25   	370.79   	 25.66   	  86.47		 39.06   	 -15.26		
 93.69   	397.64   	 26.00   	  91.56		 39.00   	 -10.17		
 93.99   	422.06   	 26.37   	  91.56		 38.96   	 -10.17		
100.71   	453.49   	 26.73   	  91.56		 38.92(D)	   0.00		
103.45   	480.65   	 27.10   	  76.30		 38.92   	   0.00		
102.84   	505.98   	 27.41   	  66.12		 38.92   	  15.26		
108.34   	532.23   	 27.67   	  45.78		 38.98   	  30.52		
112.92   	548.10   	 27.85   	  30.52		 39.10   	  50.86		
118.41   	558.47   	 27.98   	  15.26		 39.31   	  91.56		
128.48   	564.27   	 28.04   	   5.09		 39.67   	 147.51		
131.53   	553.28   	 28.06(S)	  -5.09		 40.26   	 208.54		
139.47   	537.11   	 28.04   	 -10.17		 41.10   	 264.50		
147.09   	510.25   	 28.00   	 -10.17		 42.16   	 284.84		
145.87   	470.28   	 27.96   	  -5.09		 43.30   	 284.84		
150.76   	430.60   	 27.93   	   0.00		 44.44   	 269.58		
149.54   	380.25   	 27.93   	   5.09		 45.51   	 249.24		
139.16   	322.88   	 27.96   	   0.00		 46.51   	 218.72		
139.47   	272.52   	 27.96   	  -5.09		 47.39   	 178.03		
131.84   	215.76   	 27.93   	 -10.17		 48.10   	 137.33		
125.43   	170.29   	 27.89   	 -15.26		 48.65   	 122.07		
122.38   	131.23   	 27.83   	 -15.26		 49.14   	 111.90		
113.22   	 92.16   	 27.77   	 -35.61		 49.58   	 116.99		
112.61   	 65.61   	 27.63   	 -35.61		 50.05   	 101.73		
107.73   	 39.06   	 27.49   	 -55.95		 50.46   	 101.73		
 94.91   	 -6.41   	 27.26   	 -55.95		 50.86   	 101.73		
 88.50   	-25.63   	 27.04   	 -55.95		 51.27   	 101.73		
 83.31   	-42.42   	 26.82   	 -55.95		 51.68   	 111.90		
 82.70   	-53.10   	 26.59   	 -50.86		 52.13   	 111.90		
 86.06   	-57.37   	 26.39   	 -55.95		 52.57   	 116.99		
 83.01   	-65.61   	 26.16   	 -50.86		 53.04   	 127.16		
 78.74   	-74.16   	 25.96   	 -61.04		 53.55   	 116.99		
 81.48   	-76.29   	 25.72   	 -61.04		 54.02   	 122.07		
 78.43   	-86.06   	 25.47   	 -61.04		 54.51   	 122.07		
 71.72   	-96.74   	 25.23   	 -61.04		 54.99   	 127.16		
 76.60   	-96.13   	 24.98   	 -71.21		 55.50   	 137.33		
 79.04   	-97.96   	 24.70   	 -71.21		 56.05   	 132.25		
 79.65   	-95.52   	 24.41   	 -81.38		 56.58   	 111.90		
 88.20   	-86.98   	 24.09   	 -86.47		 57.03   	 111.90		
 90.94   	-85.45   	 23.74   	 -96.64		 57.48   	 122.07		
 86.67   	-89.11   	 23.36   	-106.82		 57.97   	 127.16		
 83.01   	-94.30   	 22.93   	-111.90		 58.47   	  86.47		
 83.01   	-98.27   	 22.48   	-122.07		 58.82   	  50.86		
 78.74   	-105.59   	 21.99   	-132.25		 59.02   	  76.30		
 79.35   	-106.20   	 21.46   	-111.90		 59.33   	 137.33		
 85.14   	-103.15   	 21.02   	 -91.56		 59.88   	 101.73		
 86.67   	-103.45   	 20.65   	-106.82		 60.28   	 -66.12		
 85.75   	-101.93   	 20.22   	-147.51		 60.02   	-106.82		
 89.42   	-99.18   	 19.63   	-193.29		 59.59   	  71.21		
 86.67   	-103.76   	 18.86   	-274.67		 59.88   	  96.64		
