SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
 19.84   	  4.58   	 25.88   	-478.13		 59.10   	 -71.21		
 20.45   	  8.85   	 23.97   	-488.30		 58.82   	 -71.21		
 22.89   	 27.47   	 22.01   	-488.30		 58.53   	 -76.30		
 26.86   	 61.04   	 20.06   	-473.04		 58.23   	 -81.38		
 32.65   	104.37   	 18.17   	-452.69		 57.90   	 -96.64		
 38.76   	147.71   	 16.36   	-427.26		 57.52   	-111.90		
 44.86   	182.80   	 14.65   	-396.74		 57.07   	-137.33		
 50.05   	205.69   	 13.06   	-376.40		 56.52   	-157.68		
 54.02   	220.64   	 11.56   	-356.05		 55.89   	-183.11		
 57.07   	231.93   	 10.13   	-330.62		 55.16   	-203.46		
 58.29   	242.00   	  8.81   	-310.27		 54.34   	-213.63		
 57.37   	249.02   	  7.57   	-284.84		 53.49   	-213.63		
 53.71   	247.80   	  6.43   	-249.24		 52.63   	-213.63		
 47.91   	231.63   	  5.43   	-208.54		 51.78   	-203.46		
 40.28   	195.92   	  4.60   	-167.85		 50.97   	-183.11		
 31.13   	141.30   	  3.93   	-122.07		 50.23   	-167.85		
 21.06   	 75.07   	  3.44   	 -76.30		 49.56   	-147.51		
 11.60   	 10.07   	  3.13   	 -35.61		 48.97   	-137.33		
  3.66   	-42.72   	  2.99   	 -15.26		 48.42   	-132.25		
 -3.05   	-77.82   	  2.93   	  -5.09		 47.89   	-127.16		
 -9.16   	-99.18   	  2.91   	   5.09		 47.39   	-132.25		
-14.95   	-112.92   	  2.93   	 -10.17		 46.86   	-137.33		
-19.84   	-125.12   	  2.89   	 -30.52		 46.31   	-147.51		
-22.89   	-137.02   	  2.77   	 -40.69		 45.72   	-147.51		
-23.80   	-147.09   	  2.60   	 -61.04		 45.13   	-147.51		
-23.50   	-153.50   	  2.36   	 -86.47		 44.54   	-147.51		
-22.89   	-157.17   	  2.01   	-116.99		 43.95   	-142.42		
-22.89   	-159.30   	  1.55   	-132.25		 43.38   	-132.25		
-23.80   	-162.35   	  1.02   	-127.16		 42.85   	-127.16		
-24.41   	-166.02   	  0.51   	-122.07		 42.34   	-116.99		
-25.33   	-169.68   	  0.02   	-101.73		 41.87   	-106.82		
-25.94   	-169.07   	 -0.39   	 -71.21		 41.44   	 -96.64		
-28.08   	-159.30   	 -0.67   	 -30.52		 41.06   	 -91.56		
-31.43   	-141.60   	 -0.79(D)	  30.52		 40.69   	 -86.47		
-32.65   	-127.87   	 -0.67   	  86.47		 40.35   	 -86.47		
-24.72   	-133.36   	 -0.33   	 157.68		 40.00   	 -81.38		
  0.31   	-164.79   	  0.31   	 203.46		 39.67   	 -86.47		
 43.64   	-205.99   	  1.12   	 198.37		 39.33   	 -81.38		
 95.52   	-214.54   	  1.91   	 183.11		 39.00   	 -86.47		
134.89   	-154.42   	  2.64   	 172.94		 38.66   	 -81.38		
134.58   	-27.77   	  3.34   	 122.07		 38.33   	 -81.38		
 74.46   	112.61   	  3.83   	  71.21		 38.01   	 -76.30		
-43.33   	181.88   	  4.11   	  25.43		 37.70   	 -81.38		
-329.28   	-100.40   	  4.21   	  10.17		 37.38   	 -76.30		
-407.71   	-371.70   	  4.25   	  -5.09		 37.07   	 -71.21		
-406.80   	-586.55   	  4.23   	 -25.43		 36.79   	 -66.12		
-336.61   	-651.86(R)	  4.13   	 -25.43		 36.52   	 -66.12		
-230.41   	-554.20   	  4.03   	 -20.35		 36.26   	 -61.04		
-126.65   	-366.52   	  3.95(E)	   0.00		 36.01   	 -55.95		
-51.57   	-194.09   	  3.95   	  15.26		 35.79   	 -61.04		
-11.90   	-106.81   	  4.01   	  35.61		 35.54   	 -55.95		
 -0.61   	-108.03   	  4.15   	  76.30		 35.32   	 -61.04		
 -3.66   	-149.84   	  4.46   	 132.25		 35.08   	 -55.95		
 -8.24   	-179.44   	  4.98   	 178.03		 34.85   	 -55.95		
 -8.24   	-174.87   	  5.70   	 218.72		 34.63   	 -55.95		
 -3.66   	-147.71   	  6.57   	 289.93		 34.40   	 -50.86		
  2.44   	-121.46   	  7.73   	 376.40		 34.20   	 -50.86		
  5.80   	-108.95   	  9.24   	 467.95		 34.00   	 -50.86		
  5.80   	-107.42   	 11.11   	 503.56		 33.79   	 -45.78		
  4.58   	-107.73   	 13.12   	 539.16		 33.61   	 -45.78		
  4.27   	-102.54   	 15.28   	 605.29		 33.43   	 -45.78		
  5.80   	-90.94   	 17.70   	 645.98		 33.25   	 -45.78		
  8.54   	-77.21   	 20.28   	 666.32		 33.06   	 -50.86		
 10.99   	-65.00   	 22.95   	 707.02		 32.86   	 -45.78		
 12.82   	-56.46   	 25.78   	 722.28		 32.68   	 -45.78		
 13.73   	-50.66   	 28.67   	 701.93		 32.49   	 -40.69		
 14.04   	-45.17   	 31.47   	 661.24		 32.33   	 -45.78		
 14.04   	-39.37   	 34.12   	 600.20		 32.15   	 -45.78		
 17.09   	-26.25   	 36.52   	 508.65		 31.96   	 -40.69		
 19.84   	-20.45   	 38.56   	 417.09		 31.80   	 -35.61		
 22.28   	-16.17   	 40.22   	 345.88		 31.66   	 -30.52		
 24.11   	-12.82   	 41.61   	 274.67		 31.54   	 -15.26		
 24.72   	-10.07   	 42.71   	 223.80		 31.47(D)	  15.26		
 25.02   	 -7.32   	 43.60   	 178.03		 31.54   	  45.78		
 25.94   	 -3.97   	 44.31   	 157.68		 31.72   	  96.64		
 27.16   	 -0.61   	 44.94   	 137.33		 32.11   	 157.68		
 28.69   	  2.14   	 45.49   	 127.16		 32.74   	 213.63		
 29.60   	  4.58   	 46.00   	 122.07		 33.59   	 264.50		
 28.99   	  6.41   	 46.49   	 111.90		 34.65   	 300.10		
 27.16   	  8.24   	 46.94   	  96.64		 35.85   	 325.53		
 24.72   	 10.68   	 47.32   	  76.30		 37.15   	 335.71		
 22.58   	 13.12   	 47.63   	  50.86		 38.49   	 340.79		
 21.67   	 15.26   	 47.83   	  20.35		 39.86   	 345.88		
 20.75   	 16.78   	 47.91(S)	  -5.09		 41.24   	 356.05		
 19.53   	 18.01   	 47.89   	 -30.52		 42.67   	 361.14		
 17.09   	 19.84   	 47.77   	 -50.86		 44.11   	 371.31		
 14.04   	 22.58   	 47.57   	 -76.30		 45.59   	 356.05		
 10.99   	 26.55   	 47.26   	 -91.56		 47.02   	 340.79		
  8.54   	 31.43   	 46.90   	-101.73		 48.38   	 310.27		
  6.41   	 36.93   	 46.49   	-106.82		 49.62   	 264.50		
  4.27   	 42.11   	 46.06   	-106.82		 50.68   	 228.89		
  2.44   	 47.30   	 45.64   	-116.99		 51.60   	 188.20		
  0.92   	 52.80   	 45.17   	-137.33		 52.35   	 142.42		
  0.00   	 66.53   	 44.62   	-137.33		 52.92   	 137.33		
  1.53   	 75.68   	 44.07   	-152.59		 53.47   	 132.25		
  4.58   	 87.28   	 43.46   	-157.68		 54.00   	 142.42		
  8.85   	101.32   	 42.83   	-162.77		 54.57   	 162.77		
 14.34   	117.19   	 42.18   	-183.11		 55.22   	 162.77		
 20.75   	134.58   	 41.44   	-188.20		 55.87   	 157.68		
 27.77   	151.67   	 40.69   	-198.37		 56.50   	 132.25		
 34.18   	166.63   	 39.90   	-213.63		 57.03   	 116.99		
 39.98   	177.00   	 39.04   	-213.63		 57.50   	  86.47		
 43.95   	181.58   	 38.19   	-228.89		 57.84   	  76.30		
 46.39   	179.44   	 37.27   	-244.15		 58.15   	  45.78		
 46.39   	171.20   	 36.30   	-249.24		 58.33   	  15.26		
 43.95   	158.69   	 35.30   	-274.67		 58.39(S)	 -15.26		
 39.98   	142.82   	 34.20   	-295.01		 58.33   	 -30.52		
 35.10   	126.34   	 33.02   	-325.53		 58.21   	 -40.69		
 30.21   	109.86   	 31.72   	-345.88		 58.05   	 -50.86		
 25.33   	 94.60   	 30.34   	-371.31		 57.84   	 -50.86		
 20.75   	 80.26   	 28.85   	-396.74		 57.64   	 -55.95		
 15.87   	 66.83   	 27.26   	-422.18		 57.42   	 -55.95		
 11.29   	 54.93   	 25.57   	-447.61		 57.19   	 -66.12		
  8.54   	 47.00   	 23.78   	-462.87		 56.93   	 -81.38		
  8.54   	 47.00   	 21.93   	-462.87		 56.60   	 -86.47		
 11.29   	 59.51   	 20.08   	-462.87		 56.26   	-101.73		
 17.09   	 85.75   	 18.23   	-442.52		 55.85   	-111.90		
 24.41   	122.38   	 16.46   	-422.18		 55.40   	-122.07		
 32.04   	161.74   	 14.77   	-391.66		 54.91   	-132.25		
 39.37   	196.23   	 13.20   	-361.14		 54.38   	-137.33		
 45.78   	222.47   	 11.76   	-345.88		 53.83   	-147.51		
 51.57   	242.00   	 10.38   	-325.53		 53.24   	-152.59		
 56.76   	258.18   	  9.07   	-300.10		 52.63   	-162.77		
 59.81   	272.22   	  7.87   	-284.84		 51.98   	-167.85		
 59.81   	281.98   	  6.73   	-259.41		 51.31   	-172.94		
 57.37   	284.73   	  5.70   	-239.06		 50.62   	-178.03		
 52.19   	276.18   	  4.74   	-208.54		 49.91   	-178.03		
 45.17   	252.38   	  3.91   	-167.85		 49.20   	-172.94		
 36.01   	210.57   	  3.23   	-137.33		 48.50   	-162.77		
 25.02   	152.59   	  2.69   	 -96.64		 47.85   	-152.59		
 13.12   	 86.67   	  2.30   	 -61.04		 47.24   	-142.42		
  1.83   	 25.94   	  2.05   	 -40.69		 46.67   	-132.25		
 -7.32   	-18.92   	  1.89   	 -25.43		 46.14   	-127.16		
-14.65   	-45.78   	  1.79   	 -20.35		 45.64   	-116.99		
-20.45   	-60.42   	  1.71   	 -30.52		 45.17   	-122.07		
-24.72   	-71.11   	  1.59   	 -45.78		 44.68   	-116.99		
-27.47   	-82.70   	  1.40   	 -55.95		 44.21   	-127.16		
-28.99   	-93.69   	  1.18   	 -71.21		 43.70   	-132.25		
-29.91   	-101.62   	  0.90   	 -91.56		 43.17   	-132.25		
-30.82   	-105.29   	  0.53   	 -91.56		 42.64   	-132.25		
-32.65   	-106.51   	  0.16   	 -96.64		 42.12   	-132.25		
-34.48   	-108.64   	 -0.22   	 -86.47		 41.59   	-116.99		
-35.71   	-112.00   	 -0.57   	 -71.21		 41.12   	-111.90		
-35.71   	-115.66   	 -0.85   	 -55.95		 40.67   	-101.73		
-35.40   	-116.58   	 -1.08   	 -40.69		 40.26   	 -96.64		
-36.01   	-109.56   	 -1.24   	 -20.35		 39.88   	 -86.47		
-39.37   	-91.86   	 -1.32(D)	  10.17		 39.53   	 -81.38		
-43.64   	-69.89   	 -1.28   	  30.52		 39.21   	 -76.30		
-43.03   	-59.20   	 -1.16   	  50.86		 38.90   	 -71.21		
-28.38   	-75.07   	 -0.96   	  71.21		 38.62   	 -76.30		
  7.63   	-117.80   	 -0.67   	  86.47		 38.31   	 -76.30		
 62.26   	-160.22   	 -0.33   	 111.90		 38.01   	 -81.38		
119.93   	-155.94   	  0.12   	 172.94		 37.68   	 -76.30		
154.11   	-77.82   	  0.81   	 239.06		 37.38   	 -76.30		
134.28   	 59.20   	  1.77   	 239.06		 37.07   	 -76.30		
 45.47   	192.87   	  2.73   	 228.89		 36.76   	 -76.30		
-266.72   	140.69   	  3.64   	 167.85		 36.46   	 -71.21		
-398.56   	-80.26   	  4.31   	  81.38		 36.17   	 -71.21		
-453.80   	-337.83   	  4.64   	  30.52		 35.89   	 -66.12		
-422.67   	-521.24   	  4.76   	 -20.35		 35.63   	 -61.04		
-328.98   	-553.59(R)	  4.68(E)	 -71.21		 35.38   	 -61.04		
-214.23   	-441.59   	  4.39   	-101.73		 35.14   	 -61.04		
-115.36   	-265.81   	  3.99   	 -91.56		 34.89   	 -55.95		
-50.96   	-121.77   	  3.62   	 -66.12		 34.67   	 -55.95		
-20.14   	-62.26   	  3.36   	 -10.17		 34.45   	 -50.86		
-11.60   	-76.60   	  3.32   	  61.04		 34.24   	 -50.86		
-13.43   	-115.66   	  3.56   	 127.16		 34.04   	 -50.86		
-15.56   	-135.19   	  4.07   	 208.54		 33.84   	 -50.86		
-14.65   	-124.51   	  4.90   	 320.45		 33.63   	 -45.78		
-10.38   	-98.88   	  6.19   	 422.18		 33.45   	 -50.86		
 -6.10   	-77.82   	  7.87   	 508.65		 33.25   	 -50.86		
 -3.66   	-69.27   	  9.91   	 559.51		 33.04   	 -50.86		
 -2.75   	-67.44   	 12.15   	 590.03		 32.84   	 -45.78		
 -2.14   	-65.00   	 14.51   	 635.81		 32.66   	 -45.78		
 -0.61   	-57.37   	 17.05   	 661.24		 32.47   	 -45.78		
  1.53   	-45.78   	 19.69   	 666.32		 32.29   	 -45.78		
  3.05   	-34.18   	 22.36   	 681.58		 32.11   	 -45.78		
  3.66   	-25.02   	 25.09   	 681.58		 31.92   	 -40.69		
  3.97   	-18.31   	 27.81   	 666.32		 31.76   	 -45.78		
  4.88   	-13.12   	 30.48   	 635.81		 31.58   	 -40.69		
  6.71   	 -8.54   	 33.02   	 615.46		 31.41   	 -40.69		
 10.99   	  0.00   	 35.48   	 539.16		 31.25   	 -40.69		
 13.43   	  3.66   	 37.64   	 467.95		 31.09   	 -35.61		
 15.87   	  7.02   	 39.51   	 391.66		 30.95   	 -30.52		
 18.31   	 10.38   	 41.08   	 330.62		 30.82   	 -20.35		
 20.45   	 13.43   	 42.40   	 269.58		 30.74   	  -5.09		
 21.97   	 16.17   	 43.48   	 218.72		 30.72(D)	  25.43		
 22.28   	 18.31   	 44.35   	 172.94		 30.82   	  61.04		
 22.58   	 20.14   	 45.05   	 142.42		 31.07   	 122.07		
 23.50   	 21.97   	 45.62   	 127.16		 31.56   	 178.03		
 25.02   	 24.41   	 46.12   	 116.99		 32.27   	 239.06		
 26.86   	 26.86   	 46.59   	 111.90		 33.22   	 279.75		
 27.77   	 29.30   	 47.04   	 106.82		 34.34   	 310.27		
 27.47   	 31.43   	 47.47   	  96.64		 35.58   	 330.62		
 25.94   	 32.96   	 47.85   	  81.38		 36.91   	 340.79		
 23.50   	 33.87   	 48.18   	  61.04		 38.27   	 345.88		
 21.06   	 35.40   	 48.42   	  40.69		 39.65   	 361.14		
 18.92   	 37.23   	 48.59   	  15.26		 41.10   	 366.22		
 17.09   	 40.28   	 48.65(S)	 -10.17		 42.56   	 376.40		
 14.95   	 43.64   	 48.61   	 -30.52		 44.07   	 376.40		
 12.21   	 47.00   	 48.48   	 -55.95		 45.57   	 356.05		
  8.54   	 49.74   	 48.26   	 -76.30		 47.00   	 325.53		
  4.58   	 52.19   	 47.96   	 -91.56		 48.30   	 289.93		
  0.61   	 54.63   	 47.59   	-101.73		 49.46   	 244.15		
 -3.05   	 57.37   	 47.18   	-111.90		 50.44   	 198.37		
 -5.80   	 61.34   	 46.73   	-137.33		 51.23   	 152.59		
 -8.24   	 72.02   	 46.18   	-142.42		 51.84   	 132.25		
 -7.93   	 79.04   	 45.62   	-142.42		 52.37   	 111.90		
 -6.10   	 87.59   	 45.05   	-152.59		 52.82   	 116.99		
 -3.05   	 97.96   	 44.44   	-157.68		 53.29   	 132.25		
  1.22   	110.47   	 43.80   	-162.77		 53.81   	 152.59		
  6.41   	123.90   	 43.15   	-172.94		 54.43   	 152.59		
 13.12   	137.33   	 42.46   	-183.11		 55.04   	 157.68		
 20.75   	148.93   	 41.73   	-188.20		 55.67   	 157.68		
 28.38   	157.78   	 40.98   	-198.37		 56.30   	 142.42		
 35.10   	162.96   	 40.18   	-198.37		 56.87   	 106.82		
 39.98   	163.57   	 39.39   	-198.37		 57.29   	  61.04		
 42.42   	159.61   	 38.60   	-208.54		 57.54   	   5.09		
 42.42   	152.28   	 37.76   	-223.80		 57.56(S)	 -30.52		
 40.59   	141.60   	 36.87   	-244.15		 57.44   	 -45.78		
 37.23   	129.39   	 35.89   	-274.67		 57.25   	 -45.78		
 32.65   	115.97   	 34.79   	-305.19		 57.07   	 -50.86		
 28.38   	102.23   	 33.57   	-340.79		 56.87   	 -45.78		
 24.41   	 88.81   	 32.21   	-376.40		 56.68   	 -45.78		
 21.36   	 77.21   	 30.70   	-406.92		 56.50   	 -45.78		
 18.31   	 67.44   	 29.07   	-452.69		 56.32   	 -45.78		
 15.26   	 59.81   	 27.26   	-478.13		 56.13   	 -55.95		
 12.82   	 57.37   	 25.35   	-483.21		 55.91   	 -55.95		
 12.82   	 64.09   	 23.42   	-483.21		 55.69   	 -61.04		
 16.17   	 83.92   	 21.49   	-478.13		 55.44   	 -76.30		
 23.19   	117.19   	 19.57   	-447.61		 55.14   	-106.82		
 32.35   	157.17   	 17.78   	-422.18		 54.71   	-122.07		
 41.50   	195.31   	 16.09   	-386.57		 54.22   	-137.33		
 49.13   	225.22   	 14.55   	-361.14		 53.67   	-147.51		
 54.63   	246.28   	 13.10   	-340.79		 53.08   	-157.68		
 57.98   	261.23   	 11.74   	-325.53		 52.45   	-162.77		
 59.81   	273.44   	 10.44   	-320.45		 51.80   	-167.85		
 60.42   	282.59   	  9.16   	-320.45		 51.13   	-167.85		
 59.81   	286.87   	  7.87   	-305.19		 50.46   	-178.03		
 57.98   	282.59   	  6.65   	-295.01		 49.75   	-172.94		
 54.02   	265.20   	  5.47   	-269.58		 49.05   	-167.85		
 47.00   	231.32   	  4.39   	-233.98		 48.38   	-162.77		
 36.01   	180.05   	  3.46   	-188.20		 47.73   	-157.68		
 22.58   	116.88   	  2.71   	-147.51		 47.10   	-142.42		
  9.77   	 54.32   	  2.12   	-106.82		 46.53   	-132.25		
 -0.31   	  4.58   	  1.69   	 -76.30		 46.00   	-127.16		
 -7.32   	-26.86   	  1.38   	 -45.78		 45.49   	-122.07		
-12.51   	-43.33   	  1.20   	 -30.52		 45.00   	-122.07		
-17.09   	-53.10   	  1.08   	 -30.52		 44.52   	-122.07		
-21.06   	-62.56   	  0.96   	 -40.69		 44.03   	-122.07		
-23.50   	-72.94   	  0.79   	 -45.78		 43.54   	-122.07		
-24.72   	-81.79   	  0.61   	 -61.04		 43.05   	-127.16		
-24.41   	-86.98   	  0.37   	 -71.21		 42.54   	-122.07		
-24.41   	-89.42   	  0.08   	 -81.38		 42.05   	-122.07		
-24.72   	-90.94   	 -0.24   	 -76.30		 41.57   	-116.99		
-25.33   	-93.38   	 -0.55   	 -61.04		 41.10   	-116.99		
-26.25   	-97.05   	 -0.79   	 -45.78		 40.63   	-101.73		
-27.16   	-100.10   	 -0.98   	 -30.52		 40.22   	-101.73		
-28.69   	-98.27   	 -1.10   	 -15.26		 39.82   	 -91.56		
-32.35   	-85.45   	 -1.16(D)	   5.09		 39.45   	 -86.47		
-37.84   	-63.48   	 -1.14   	  25.43		 39.10   	 -86.47		
-40.89   	-44.56   	 -1.04   	  40.69		 38.76   	 -76.30		
-32.65   	-46.08   	 -0.87   	  55.95		 38.45   	 -76.30		
 -4.27   	-76.90   	 -0.65   	  81.38		 38.15   	 -76.30		
 46.69   	-121.46   	 -0.33   	  86.47		 37.84   	 -71.21		
109.86   	-136.72   	  0.02   	  91.56		 37.56   	 -76.30		
161.74   	-84.53   	  0.39   	 122.07		 37.25   	 -71.21		
169.37   	 35.71   	  0.87   	 188.20		 36.97   	 -71.21		
108.03   	176.70   	  1.63   	 218.72		 36.68   	 -71.21		
-22.58   	256.35   	  2.50   	 228.89		 36.40   	 -76.30		
-350.34   	 17.40   	  3.42   	 193.29		 36.09   	 -76.30		
-443.12   	-238.65   	  4.19   	 122.07		 35.79   	 -66.12		
-445.56   	-455.32   	  4.68   	  45.78		 35.52   	 -66.12		
-371.09   	-540.77(R)	  4.86(E)	 -15.26		 35.26   	 -61.04		
-258.18   	-472.72   	  4.80   	 -61.04		 35.02   	 -55.95		
-149.23   	-311.28   	  4.56   	 -91.56		 34.79   	 -55.95		
-70.80   	-151.67   	  4.19   	 -91.56		 34.57   	 -50.86		
-28.69   	-63.17   	  3.83   	 -55.95		 34.36   	 -55.95		
-13.73   	-55.24   	  3.60   	   0.00		 34.14   	 -50.86		
-12.51   	-89.11   	  3.60   	  50.86		 33.94   	 -45.78		
-14.65   	-117.19   	  3.80   	 137.33		 33.75   	 -50.86		
-14.34   	-116.58   	  4.35   	 264.50		 33.55   	 -50.86		
-10.68   	-94.91   	  5.41   	 366.22		 33.35   	 -45.78		
 -5.19   	-71.72   	  6.88   	 478.13		 33.16   	 -45.78		
 -1.22   	-57.98   	  8.79   	 569.68		 32.98   	 -45.78		
  0.00   	-53.10   	 11.07   	 600.20		 32.80   	 -45.78		
 -0.31   	-50.96   	 13.47   	 651.07		 32.61   	 -45.78		
 -0.92   	-45.78   	 16.07   	 686.67		 32.43   	 -45.78		
 -0.31   	-36.32   	 18.82   	 691.76		 32.25   	 -45.78		
  1.22   	-24.72   	 21.59   	 686.67		 32.06   	 -45.78		
  3.36   	-14.34   	 24.33   	 691.76		 31.88   	 -40.69		
  5.19   	 -6.71   	 27.10   	 666.32		 31.72   	 -45.78		
  7.02   	 -1.53   	 29.77   	 630.72		 31.54   	 -40.69		
  9.16   	  3.36   	 32.29   	 584.94		 31.37   	 -40.69		
 11.29   	  8.24   	 34.63   	 544.25		 31.21   	 -40.69		
 16.48   	 17.09   	 36.81   	 478.13		 31.05   	 -40.69		
 17.70   	 19.84   	 38.72   	 412.00		 30.88   	 -30.52		
 18.01   	 21.36   	 40.37   	 356.05		 30.76   	 -20.35		
 18.62   	 22.58   	 41.79   	 300.10		 30.68   	  -5.09		
 19.53   	 24.11   	 42.99   	 259.41		 30.66(D)	  15.26		
 21.67   	 25.94   	 44.03   	 218.72		 30.72   	  50.86		
 24.11   	 28.38   	 44.90   	 167.85		 30.93   	 101.73		
 25.63   	 30.21   	 45.57   	 137.33		 31.33   	 157.68		
 25.94   	 31.43   	 46.12   	 111.90		 31.96   	 218.72		
 25.63   	 32.65   	 46.57   	 101.73		 32.84   	 264.50		
 25.33   	 33.87   	 46.98   	  86.47		 33.90   	 305.19		
 25.02   	 35.71   	 47.32   	  76.30		 35.12   	 330.62		
 25.33   	 38.45   	 47.63   	  71.21		 36.44   	 345.88		
 25.02   	 41.81   	 47.91   	  55.95		 37.82   	 356.05		
 23.80   	 44.86   	 48.14   	  45.78		 39.25   	 366.22		
 21.36   	 47.91   	 48.32   	  25.43		 40.71   	 376.40		
 18.01   	 50.35   	 48.42   	   5.09		 42.22   	 381.48		
 14.95   	 53.41   	 48.44(S)	 -10.17		 43.74   	 381.48		
 12.21   	 56.76   	 48.40   	 -35.61		 45.27   	 371.31		
  9.77   	 60.42   	 48.26   	 -61.04		 46.75   	 345.88		
  7.02   	 64.09   	 48.02   	 -71.21		 48.14   	 305.19		
  3.66   	 67.14   	 47.73   	 -91.56		 49.36   	 264.50		
  0.00   	 69.89   	 47.37   	-101.73		 50.42   	 208.54		
 -3.05   	 73.55   	 46.96   	-116.99		 51.25   	 167.85		
 -4.88   	 78.13   	 46.49   	-142.42		 51.92   	 127.16		
 -7.02   	 88.81   	 45.92   	-147.51		 52.43   	 116.99		
 -7.93   	 94.91   	 45.33   	-147.51		 52.90   	 127.16		
 -7.93   	102.23   	 44.74   	-157.68		 53.41   	 137.33		
 -5.80   	111.39   	 44.11   	-157.68		 53.96   	 157.68		
 -1.22   	123.29   	 43.48   	-157.68		 54.59   	 157.68		
  5.80   	136.41   	 42.85   	-162.77		 55.22   	 162.77		
 13.73   	149.54   	 42.20   	-172.94		 55.87   	 162.77		
 21.97   	160.52   	 41.51   	-178.03		 56.52   	 132.25		
 28.99   	167.54   	 40.79   	-183.11		 57.05   	  96.64		
 34.48   	170.29   	 40.06   	-203.46		 57.44   	  61.04		
 37.84   	168.46   	 39.25   	-218.72		 57.68   	  35.61		
 39.06   	162.96   	 38.37   	-228.89		 57.82   	  10.17		
 38.45   	154.42   	 37.46   	-244.15		 57.86(S)	  -5.09		
 36.32   	143.13   	 36.48   	-264.50		 57.84   	 -20.35		
 32.96   	130.31   	 35.42   	-289.93		 57.76   	 -40.69		
 28.99   	116.58   	 34.26   	-310.27		 57.60   	 -45.78		
 24.41   	103.15   	 33.02   	-345.88		 57.42   	 -40.69		
 19.53   	 90.33   	 31.64   	-376.40		 57.25   	 -40.69		
 14.95   	 79.04   	 30.13   	-412.00		 57.09   	 -40.69		
 11.29   	 69.89   	 28.48   	-447.61		 56.93   	 -45.78		
  9.16   	 65.00   	 26.69   	-478.13		 56.74   	 -45.78		
  8.85   	 69.27   	 24.78   	-488.30		 56.56   	 -50.86		
 10.68   	 86.06   	 22.83   	-483.21		 56.36   	 -71.21		
 15.56   	116.27   	 20.90   	-478.13		 56.07   	 -96.64		
 22.28   	154.42   	 18.98   	-447.61		 55.69   	-111.90		
 30.21   	191.96   	 17.19   	-422.18		 55.24   	-137.33		
 38.15   	223.08   	 15.50   	-391.66		 54.69   	-147.51		
 45.47   	246.28   	 13.94   	-366.22		 54.10   	-152.59		
 51.88   	264.28   	 12.47   	-345.88		 53.49   	-157.68		
 55.85   	278.93   	 11.09   	-330.62		 52.86   	-162.77		
 56.46   	289.92   	  9.77   	-320.45		 52.21   	-167.85		
 54.32   	295.41   	  8.48   	-310.27		 51.54   	-178.03		
 50.05   	292.66   	  7.24   	-305.19		 50.82   	-183.11		
 44.86   	278.63   	  6.02   	-279.75		 50.09   	-178.03		
 38.76   	249.94   	  4.90   	-254.32		 49.38   	-172.94		
 30.21   	204.16   	  3.89   	-213.63		 48.69   	-167.85		
 19.53   	144.35   	  3.03   	-178.03		 48.02   	-152.59		
  7.02   	 80.57   	  2.32   	-137.33		 47.41   	-137.33		
 -4.58   	 26.25   	  1.77   	-111.90		 46.86   	-137.33		
-14.04   	-11.29   	  1.32   	 -76.30		 46.31   	-127.16		
-21.06   	-32.65   	  1.02   	 -55.95		 45.80   	-122.07		
-26.86   	-46.08   	  0.79   	 -45.78		 45.31   	-122.07		
-31.74   	-57.98   	  0.61   	 -35.61		 44.82   	-127.16		
-35.40   	-70.80   	  0.47   	 -35.61		 44.31   	-127.16		
-37.84   	-82.40   	  0.33   	 -35.61		 43.80   	-127.16		
-38.76   	-90.03   	  0.18   	 -40.69		 43.30   	-127.16		
-39.06   	-93.69   	  0.02   	 -45.78		 42.79   	-132.25		
-39.67   	-95.83   	 -0.16   	 -50.86		 42.26   	-122.07		
-40.28   	-97.66   	 -0.37   	 -50.86		 41.77   	-116.99		
-40.28   	-100.10   	 -0.57   	 -35.61		 41.30   	-116.99		
-39.37   	-102.23   	 -0.71   	 -30.52		 40.83   	-101.73		
-38.15   	-101.01   	 -0.83   	 -25.43		 40.43   	 -96.64		
-37.84   	-91.25   	 -0.94   	 -10.17		 40.04   	 -91.56		
-40.28   	-71.41   	 -0.98(D)	   5.09		 39.67   	 -86.47		
-43.33   	-50.66   	 -0.96   	  15.26		 39.33   	 -86.47		
-39.98   	-46.39   	 -0.90   	  35.61		 38.98   	 -81.38		
-20.45   	-71.11   	 -0.75   	  66.12		 38.66   	 -81.38		
 21.06   	-117.49   	 -0.49   	  96.64		 38.33   	 -81.38		
 80.26   	-148.32   	 -0.10   	 116.99		 38.01   	 -76.30		
137.94   	-119.63   	  0.37   	 152.59		 37.70   	 -76.30		
163.57   	-17.09   	  0.98   	 208.54		 37.40   	 -71.21		
126.34   	125.73   	  1.81   	 264.50		 37.11   	 -71.21		
 16.48   	232.24   	  2.87   	 244.15		 36.83   	 -76.30		
-313.72   	 68.66   	  3.85   	 178.03		 36.52   	 -76.30		
-430.60   	-179.14   	  4.56   	  81.38		 36.22   	 -71.21		
-460.21   	-419.62   	  4.88   	  -5.09		 35.93   	 -66.12		
-405.27   	-549.01(R)	  4.86(E)	 -61.04		 35.67   	 -66.12		
