SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  FA     	  FA'		
 32.27   	 335.71		 52.37   	 -25.43		
 33.61   	 295.01		 52.27   	 -30.52		
 34.79   	 264.50		 52.15   	 -30.52		
 35.85   	 239.06		 52.02   	 -30.52		
 36.81   	 218.72		 51.90   	 -25.43		
 37.68   	 193.29		 51.80   	 -30.52		
 38.45   	 167.85		 51.68   	 -25.43		
 39.12   	 142.42		 51.58   	 -30.52		
 39.69   	 116.99		 51.45   	 -25.43		
 40.16   	  91.56		 51.35   	 -25.43		
 40.53   	  55.95		 51.25   	 -25.43		
 40.75   	  40.69		 51.15   	 -25.43		
 40.92   	  20.35		 51.05   	 -25.43		
 41.00   	   5.09		 50.95   	 -20.35		
 41.02   	 -10.17		 50.86   	 -15.26		
 40.98   	 -25.43		 50.80   	 -15.26		
 40.87   	 -30.52		 50.74   	 -10.17		
 40.75   	  N/A		 50.70   	  N/A		
