SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  LRA     	  LRA'		
-336.30   	144.04   	 18.68   	  76.30		113.71   	   0.00		
-316.77   	-169.98   	 18.98   	  66.12		113.71   	   5.09		
-215.15   	-310.06   	 19.25   	  66.12		113.73   	   5.09		
-94.30   	-250.24   	 19.51   	  66.12		113.75   	   0.00		
-14.95   	-98.88   	 19.78   	  66.12		113.75   	   5.09		
  0.61   	  7.32   	 20.04   	  76.30		113.77   	   0.00		
-26.55   	  9.46   	 20.35   	 111.90		113.77   	   0.00		
-56.76   	-54.02   	 20.79   	 127.16		113.77   	   5.09		
-64.39   	-108.64   	 21.30   	 137.33		113.79   	   0.00		
-50.05   	-113.83   	 21.85   	 178.03		113.79   	   0.00		
-29.91   	-83.62   	 22.56   	 223.80		113.79   	   5.09		
-18.01   	-54.32   	 23.46   	 269.58		113.81   	   0.00		
-16.17   	-45.47   	 24.54   	 335.71		113.81   	   0.00		
-18.62   	-52.19   	 25.88   	 391.66		113.81   	   0.00		
-18.62   	-60.73   	 27.45   	 427.26		113.81   	   5.09		
-14.65   	-63.17   	 29.16   	 488.30		113.83   	   0.00		
 -8.85   	-58.59   	 31.11   	 539.16		113.83   	   5.09		
 -4.27   	-50.66   	 33.27   	 539.16		113.86   	   5.09		
 -1.53   	-43.64   	 35.42   	 534.08		113.88   	   0.00		
  0.31   	-39.06   	 37.56   	 528.99		113.88   	   0.00		
  2.75   	-37.23   	 39.67   	 503.56		113.88   	   5.09		
  6.10   	-35.10   	 41.69   	 457.78		113.90   	   0.00		
 10.38   	-32.65   	 43.52   	 422.18		113.90   	   0.00		
 14.65   	-29.60   	 45.21   	 371.31		113.90   	   0.00		
 18.31   	-26.86   	 46.69   	 320.45		113.90   	   5.09		
 21.67   	-24.11   	 47.98   	 264.50		113.92   	   0.00		
 25.02   	-21.06   	 49.03   	 213.63		113.92   	   5.09		
 28.08   	-17.40   	 49.89   	 178.03		113.94   	   0.00		
 31.13   	-13.73   	 50.60   	 147.51		113.94   	   5.09		
 33.87   	-10.38   	 51.19   	 127.16		113.96   	   0.00		
 36.62   	 -7.02   	 51.70   	  86.47		113.96   	   0.00		
 39.67   	 -2.75   	 52.04   	  66.12		113.96   	   5.09		
 43.33   	  2.44   	 52.31   	  76.30		113.98   	   0.00		
 48.22   	  8.54   	 52.61   	  76.30		113.98   	   5.09		
 54.93   	 15.26   	 52.92   	  71.21		114.00   	   0.00		
 62.87   	 21.67   	 53.20   	  81.38		114.00   	   0.00		
 70.50   	 26.86   	 53.53   	  96.64		114.00   	   5.09		
 76.60   	 30.52   	 53.92   	 111.90		114.02   	   0.00		
 80.26   	 32.35   	 54.36   	 111.90		114.02   	   0.00		
 81.79   	 33.57   	 54.81   	 132.25		114.02   	   0.00		
 82.09   	 33.87   	 55.34   	 152.59		114.02   	   5.09		
 81.79   	 33.87   	 55.95   	 147.51		114.04   	   0.00		
 80.87   	 33.26   	 56.54   	 152.59		114.04   	   5.09		
 79.04   	 31.13   	 57.15   	 162.77		114.06   	   5.09		
 75.99   	 27.77   	 57.80   	 167.85		114.08   	   0.00		
 72.02   	 23.50   	 58.47   	 172.94		114.08   	   5.09		
 68.05   	 18.92   	 59.17   	 178.03		114.10   	   0.00		
 63.48   	 14.04   	 59.88   	 162.77		114.10   	   5.09		
 59.20   	  8.85   	 60.53   	 147.51		114.12   	   5.09		
 54.63   	  3.36   	 61.12   	 142.42		114.14   	   0.00		
 49.44   	 -2.44   	 61.69   	 132.25		114.14   	   5.09		
 44.25   	 -8.24   	 62.22   	 106.82		114.16   	   5.09		
 39.67   	-13.12   	 62.64   	  76.30		114.18   	   0.00		
 36.32   	-17.40   	 62.95   	  30.52		114.18   	   0.00		
 33.87   	-20.45   	 63.07(S)	 -40.69		114.18   	   5.09		
 32.35   	-22.89   	 62.91   	-122.07		114.20   	   5.09		
 30.52   	-24.72   	 62.42   	-218.72		114.22   	   0.00		
 28.08   	-27.16   	 61.55   	-320.45		114.22   	   5.09		
 24.41   	-30.21   	 60.26   	-412.00		114.24   	   0.00		
 19.84   	-34.48   	 58.62   	-457.78		114.24   	   5.09		
 14.95   	-39.98   	 56.79   	-417.09		114.26   	   0.00		
  9.77   	-45.78   	 55.12   	-376.40		114.26   	   5.09		
  5.19   	-51.57   	 53.61   	-356.05		114.28   	   0.00		
  0.61   	-57.07   	 52.19   	-335.71		114.28   	   5.09		
 -3.66   	-61.65   	 50.84   	-330.62		114.30   	   0.00		
 -8.24   	-65.61   	 49.52   	-305.19		114.30   	   5.09		
-11.90   	-67.75   	 48.30   	-264.50		114.32   	   0.00		
-13.43   	-67.14   	 47.24   	-269.58		114.32   	   0.00		
-12.21   	-62.87   	 46.16   	-239.06		114.32   	   5.09		
 -7.63   	-54.32   	 45.21   	-147.51		114.34   	   0.00		
 -1.22   	-41.81   	 44.62   	-172.94		114.34   	   5.09		
  6.10   	-26.55   	 43.93   	-239.06		114.36   	   0.00		
 13.12   	-10.68   	 42.97   	-157.68		114.36   	   5.09		
 18.31   	  3.36   	 42.34   	-223.80		114.38   	   0.00		
 22.28   	 13.73   	 41.44   	-340.79		114.38   	   5.09		
 24.72   	 20.14   	 40.08   	-254.32		114.40   	   0.00		
 26.25   	 22.89   	 39.06   	-208.54		114.40   	   5.09		
 27.47   	 23.50   	 38.23   	-366.22		114.42   	   0.00		
 28.08   	 23.50   	 36.76   	-518.82		114.42   	   5.09		
 28.38   	 23.19   	 34.69   	-503.56		114.45   	   0.00		
 28.99   	 23.19   	 32.68   	-473.04		114.45   	   5.09		
 29.30   	 23.80   	 30.78   	-518.82		114.47   	   5.09		
 30.52   	 24.72   	 28.71   	-523.90		114.49   	   0.00		
 31.74   	 25.63   	 26.61   	-503.56		114.49   	   0.00		
 33.57   	 26.25   	 24.60   	-457.78		114.49   	   5.09		
 35.40   	 25.94   	 22.77   	-391.66		114.51   	   0.00		
 36.01   	 24.41   	 21.20   	-401.83		114.51   	   0.00		
 35.40   	 21.97   	 19.59   	-391.66		114.51   	   5.09		
 32.96   	 19.53   	 18.03   	-259.41		114.53   	   5.09		
 29.91   	 17.70   	 16.99   	-213.63		114.55   	   5.09		
 27.47   	 16.78   	 16.13   	-213.63		114.57   	   0.00		
 26.55   	 16.48   	 15.28   	-172.94		114.57   	   5.09		
 26.55   	 16.78   	 14.59   	-127.16		114.59   	   0.00		
 27.16   	 16.78   	 14.08   	 -86.47		114.59   	   5.09		
 27.47   	 16.78   	 13.73   	 -91.56		114.61   	   0.00		
 27.16   	 17.09   	 13.37   	-116.99		114.61   	   5.09		
 27.16   	 17.70   	 12.90   	 -96.64		114.63   	   0.00		
 27.47   	 18.62   	 12.51   	 -40.69		114.63   	   5.09		
 28.38   	 18.92   	 12.35   	 -15.26		114.65   	   0.00		
 30.52   	 19.84   	 12.29   	 -25.43		114.65   	   5.09		
 33.87   	 23.50   	 12.19   	 -20.35		114.67   	   0.00		
 39.98   	 32.35   	 12.11   	 -25.43		114.67   	   5.09		
 48.83   	 48.22   	 12.00   	 -50.86		114.69   	   0.00		
 59.20   	 69.27   	 11.80   	 -30.52		114.69   	   5.09		
 68.97   	 91.25   	 11.68(D)	  20.35		114.71   	   0.00		
 77.21   	110.17   	 11.76   	  20.35		114.71   	   5.09		
 83.92   	124.82   	 11.84   	  25.43		114.73   	   0.00		
 88.81   	135.80   	 11.94   	  66.12		114.73   	   5.09		
 90.64   	143.74   	 12.21   	  81.38		114.75   	   0.00		
 87.59   	144.96   	 12.53   	  40.69		114.75   	   0.00		
 78.43   	134.58   	 12.70   	  30.52		114.75   	   0.00		
 65.61   	112.00   	 12.82   	  35.61		114.75   	   0.00		
 51.27   	 80.57   	 12.96   	  25.43		114.75   	   5.09		
 37.84   	 46.69   	 13.06   	  35.61		114.77   	   0.00		
 23.80   	 15.26   	 13.20   	  40.69		114.77   	   5.09		
  8.54   	-11.60   	 13.37   	   5.09		114.79   	   0.00		
 -7.02   	-34.18   	 13.39   	   5.09		114.79   	   5.09		
-19.23   	-50.96   	 13.41   	  45.78		114.81   	   0.00		
-26.25   	-60.73   	 13.59   	  55.95		114.81   	   5.09		
-28.99   	-64.70   	 13.81   	  25.43		114.83   	   0.00		
-30.82   	-66.22   	 13.92   	  25.43		114.83   	   5.09		
-34.79   	-68.97   	 14.02   	  40.69		114.85   	   0.00		
-40.59   	-74.46   	 14.18   	  35.61		114.85   	   5.09		
-46.69   	-81.48   	 14.32   	  25.43		114.87   	   0.00		
-51.27   	-87.89   	 14.43   	  20.35		114.87   	   5.09		
-53.41   	-92.16   	 14.51   	  25.43		114.89   	   0.00		
-51.57   	-96.13   	 14.61   	  10.17		114.89   	   0.00		
-41.81   	-101.93   	 14.65   	 -20.35		114.89   	   5.09		
-18.62   	-110.78   	 14.57   	 -15.26		114.91   	   0.00		
 23.80   	-117.49   	 14.51   	  15.26		114.91   	   5.09		
 85.75   	-104.37   	 14.57   	   0.00		114.93   	   0.00		
156.86   	-41.50   	 14.57   	 -10.17		114.93   	   5.09		
209.35   	101.62   	 14.53   	   5.09		114.95   	   0.00		
206.91   	317.69   	 14.55(E)	  40.69		114.95   	   5.09		
123.90   	522.77   	 14.71   	  96.64		114.97   	   0.00		
-34.48   	593.87(R)	 15.10   	 142.42		114.97   	   0.00		
-219.42   	454.71   	 15.67   	  76.30		114.97   	   5.09		
-354.92   	145.57   	 15.97   	   5.09		114.99   	   0.00		
-384.83   	-178.22   	 15.99   	  35.61		114.99   	   5.09		
-306.09   	-347.60   	 16.13   	  71.21		115.01   	   0.00		
-173.65   	-309.75   	 16.42   	  61.04		115.01   	   0.00		
-61.95   	-155.64   	 16.66   	  76.30		115.01   	   0.00		
-18.62   	-29.60   	 16.97   	 106.82		115.01   	   0.00		
-39.37   	-10.68   	 17.40   	  76.30		115.01   	   5.09		
-82.40   	-74.16   	 17.70   	  81.38		115.04   	   0.00		
-108.64   	-143.13   	 18.03   	 157.68		115.04   	   5.09		
-106.20   	-163.88   	 18.66   	 193.29		115.06   	   0.00		
-88.50   	-141.91   	 19.43   	 203.46		115.06   	   5.09		
-75.38   	-112.61   	 20.24   	 264.50		115.08   	   5.09		
-74.46   	-101.32   	 21.30   	 391.66		115.10   	   0.00		
-81.18   	-107.42   	 22.87   	 478.13		115.10   	   5.09		
-87.89   	-117.49   	 24.78   	 457.78		115.12   	   0.00		
-90.03   	-122.99   	 26.61   	 498.47		115.12   	   0.00		
-89.72   	-122.99   	 28.61   	 625.63		115.12   	   5.09		
-90.03   	-121.46   	 31.11   	 615.46		115.14   	   0.00		
-92.77   	-121.15   	 33.57   	 503.56		115.14   	   0.00		
-96.74   	-123.90   	 35.58   	 493.39		115.14   	   5.09		
-100.71   	-128.17   	 37.56   	 493.39		115.16   	   0.00		
-103.45   	-131.23   	 39.53   	 391.66		115.16   	   0.00		
-104.68   	-131.53   	 41.10   	 320.45		115.16   	   5.09		
-105.59   	-130.00   	 42.38   	 254.32		115.18   	   0.00		
-106.51   	-128.78   	 43.40   	 162.77		115.18   	   5.09		
-108.03   	-129.39   	 44.05   	 127.16		115.20   	   5.09		
-110.17   	-131.84   	 44.56   	 127.16		115.22   	   0.00		
-112.30   	-134.89   	 45.07   	  86.47		115.22   	   0.00		
-114.44   	-137.94   	 45.41   	  45.78		115.22   	   5.09		
-115.97   	-140.08   	 45.59   	  71.21		115.24   	   0.00		
-117.49   	-141.91   	 45.88   	 101.73		115.24   	   0.00		
-119.32   	-144.04   	 46.29   	  76.30		115.24   	   0.00		
-121.77   	-148.01   	 46.59   	  61.04		115.24   	   5.09		
-125.43   	-153.20   	 46.84   	 122.07		115.26   	   0.00		
-129.09   	-159.30   	 47.32   	 157.68		115.26   	   0.00		
-131.84   	-164.18   	 47.96   	 137.33		115.26   	   5.09		
-133.36   	-167.54   	 48.50   	 142.42		115.28   	   5.09		
-133.97   	-169.07   	 49.07   	 188.20		115.30   	   0.00		
-135.19   	-170.59   	 49.83   	 203.46		115.30   	   5.09		
-136.72   	-172.73   	 50.64   	 198.37		115.32   	   5.09		
-138.85   	-175.17   	 51.43   	 193.29		115.34   	   0.00		
-140.08   	-177.92   	 52.21   	 193.29		115.34   	   5.09		
-140.69   	-180.36   	 52.98   	 193.29		115.36   	   0.00		
-140.99   	-182.50   	 53.75   	 178.03		115.36   	   0.00		
-140.99   	-184.02   	 54.47   	 167.85		115.36   	   5.09		
-141.60   	-185.55   	 55.14   	 188.20		115.38   	   0.00		
-141.91   	-186.77   	 55.89   	 167.85		115.38   	   5.09		
-142.21   	-187.38   	 56.56   	 152.59		115.40   	   5.09		
-142.21   	-187.68   	 57.17   	 167.85		115.42   	   0.00		
-141.91   	-187.99   	 57.84   	 172.94		115.42   	   0.00		
-141.91   	-188.60   	 58.53   	 127.16		115.42   	   0.00		
-141.91   	-189.51   	 59.04   	  86.47		115.42   	   0.00		
-142.21   	-190.12   	 59.39   	  81.38		115.42   	   5.09		
-141.91   	-189.82   	 59.71   	  50.86		115.44   	   5.09		
-141.91   	-188.90   	 59.92(S)	 -35.61		115.46   	   0.00		
-142.52   	-188.29   	 59.78   	-137.33		115.46   	   5.09		
-143.74   	-188.90   	 59.23   	-223.80		115.48   	   0.00		
-145.87   	-191.04   	 58.33   	-315.36		115.48   	   0.00		
-148.62   	-193.79   	 57.07   	-401.83		115.48   	   0.00		
-151.06   	-195.92   	 55.46   	-437.43		115.48   	   0.00		
-152.89   	-196.53   	 53.71   	-391.66		115.48   	   0.00		
-153.81   	-195.92   	 52.15   	-340.79		115.48   	   5.09		
-153.81   	-194.09   	 50.78   	-325.53		115.50   	   5.09		
-152.89   	-191.96   	 49.48   	-295.01		115.52   	   0.00		
-151.37   	-188.90   	 48.30   	-295.01		115.52   	   0.00		
-148.62   	-184.94   	 47.12   	-305.19		115.52   	   5.09		
-144.35   	-179.44   	 45.90   	-249.24		115.54   	   0.00		
-137.94   	-171.51   	 44.90   	-218.72		115.54   	   0.00		
-129.09   	-160.22   	 44.03   	-239.06		115.54   	   5.09		
-117.49   	-145.26   	 43.07   	-213.63		115.56   	   0.00		
-104.37   	-127.26   	 42.22   	-183.11		115.56   	   5.09		
-91.55   	-108.34   	 41.49   	-218.72		115.58   	   0.00		
-80.26   	-90.64   	 40.61   	-264.50		115.58   	   0.00		
-70.80   	-75.68   	 39.55   	-239.06		115.58   	   0.00		
-63.17   	-64.39   	 38.60   	-228.89		115.58   	   5.09		
-56.46   	-57.07   	 37.68   	-274.67		115.60   	   0.00		
-51.57   	-52.80   	 36.58   	-305.19		115.60   	   5.09		
-48.52   	-51.27   	 35.36   	-320.45		115.63   	   0.00		
-47.91   	-51.88   	 34.08   	-386.57		115.63   	   5.09		
-48.83   	-53.10   	 32.53   	-422.18		115.65   	   0.00		
-50.96   	-55.24   	 30.84   	-401.83		115.65   	   5.09		
-52.80   	-58.29   	 29.24   	-406.92		115.67   	   0.00		
-54.63   	-61.95   	 27.61   	-457.78		115.67   	   0.00		
-56.46   	-66.83   	 25.78   	-452.69		115.67   	   0.00		
-58.90   	-72.02   	 23.97   	-406.92		115.67   	   5.09		
-62.26   	-75.99   	 22.34   	-396.74		115.69   	   5.09		
-65.61   	-78.74   	 20.75   	-381.48		115.71   	   0.00		
-68.66   	-80.26   	 19.23   	-345.88		115.71   	   5.09		
-70.50   	-81.18   	 17.84   	-300.10		115.73   	   0.00		
-71.41   	-82.40   	 16.64   	-279.75		115.73   	   5.09		
-71.72   	-84.23   	 15.52   	-244.15		115.75   	  -5.09		
-71.72   	-86.36   	 14.55   	-203.46		115.73   	   0.00		
-72.63   	-88.20   	 13.73   	-157.68		115.73   	   5.09		
-74.46   	-90.33   	 13.10   	-142.42		115.75   	   0.00		
-77.21   	-93.08   	 12.53   	-116.99		115.75   	   0.00		
-80.87   	-96.44   	 12.07   	 -86.47		115.75   	   5.09		
-84.23   	-100.40   	 11.72   	 -66.12		115.77   	   0.00		
-86.06   	-102.84   	 11.45   	 -55.95		115.77   	   5.09		
-86.06   	-102.84   	 11.23   	  -5.09		115.79   	   0.00		
-83.01   	-99.18   	 11.21   	   0.00		115.79   	   0.00		
-76.60   	-90.94   	 11.21   	 -15.26		115.79   	   0.00		
-67.14   	-76.90   	 11.15(D)	  45.78		115.79   	   0.00		
-45.47   	-36.93   	 11.33   	  66.12		115.79   	   5.09		
-37.23   	-17.70   	 11.60   	  81.38		115.81   	   5.09		
-31.13   	 -1.53   	 11.92   	  96.64		115.83   	   0.00		
-25.63   	 11.90   	 12.31   	  96.64		115.83   	   0.00		
-20.14   	 24.41   	 12.70   	  81.38		115.83   	   0.00		
-16.48   	 35.10   	 13.02   	  50.86		115.83   	   0.00		
-17.70   	 38.45   	 13.22   	  40.69		115.83   	   0.00		
-24.72   	 29.30   	 13.39   	  40.69		115.83   	   5.09		
-35.71   	  7.93   	 13.55   	  30.52		115.85   	   0.00		
-47.30   	-20.75   	 13.67   	  10.17		115.85   	   5.09		
-58.59   	-50.35   	 13.71   	   0.00		115.87   	   5.09		
-71.11   	-77.21   	 13.71   	 -20.35		115.89   	   0.00		
-85.14   	-101.01   	 13.63   	  20.35		115.89   	   5.09		
-98.88   	-121.15   	 13.71   	  30.52		115.91   	   0.00		
-108.03   	-135.50   	 13.84   	-127.16		115.91   	   0.00		
-111.08   	-141.91   	 13.33   	-137.33		115.91   	   0.00		
-110.17   	-141.91   	 12.78   	  20.35		115.91   	   0.00		
-108.34   	-139.47   	 12.86   	  61.04		115.91   	   5.09		
-108.03   	-138.24   	 13.10   	 -15.26		115.93   	   0.00		
-108.34   	-139.16   	 13.04   	 -55.95		115.93   	   5.09		
-108.64   	-140.99   	 12.82   	 -10.17		115.95   	   0.00		
-108.95   	-143.13   	 12.78   	  61.04		115.95   	   5.09		
-109.86   	-145.57   	 13.02   	  76.30		115.97   	   0.00		
-108.95   	-149.84   	 13.33   	  50.86		115.97   	   5.09		
-101.32   	-158.08   	 13.53   	 -71.21		115.99   	   0.00		
-37.84   	-178.53   	 13.25   	  30.52		115.99   	   5.09		
 24.11   	-167.85   	 13.37(E)	  25.43		116.01   	   5.09		
 96.44   	-108.03   	 13.47   	  25.43		116.03   	   0.00		
151.67   	 31.43   	 13.57   	  45.78		116.03   	   5.09		
152.89   	243.84   	 13.75   	  55.95		116.05   	   0.00		
 72.33   	447.69   	 13.98   	  66.12		116.05   	   0.00		
-86.98   	520.94(R)	 14.24   	  81.38		116.05   	   5.09		
-277.40   	386.35   	 14.57   	  76.30		116.07   	   5.09		
-421.75   	 81.48   	 14.87   	  50.86		116.09   	   0.00		
-458.68   	-239.56   	 15.08   	  50.86		116.09   	   0.00		
-381.47   	-408.02   	 15.28   	  76.30		116.09   	   5.09		
-242.31   	-367.13   	 15.58   	 111.90		116.11   	   0.00		
-117.80   	-205.99   	 16.03   	 157.68		116.11   	   5.09		
-59.51   	-66.83   	 16.66   	 152.59		116.13   	   5.09		
-66.83   	-32.35   	 17.27   	 111.90		116.15   	   0.00		
-99.49   	-80.87   	 17.72   	 116.99		116.15   	   0.00		
-116.88   	-137.94   	 18.19   	 178.03		116.15   	   5.09		
-106.20   	-149.84   	 18.90   	 239.06		116.17   	   0.00		
-80.26   	-120.54   	 19.86   	 264.50		116.17   	   0.00		
-58.90   	-85.14   	 20.92   	 279.75		116.17   	   0.00		
-51.57   	-68.97   	 22.03   	 371.31		116.17   	   0.00		
-53.71   	-70.80   	 23.52   	 442.52		116.17   	   5.09		
-56.15   	-77.21   	 25.29   	 427.26		116.19   	   0.00		
-53.41   	-78.43   	 27.00   	 452.69		116.19   	   0.00		
-46.08   	-72.94   	 28.81   	 528.99		116.19   	   0.00		
-37.84   	-64.09   	 30.93   	 528.99		116.19   	   5.09		
-31.43   	-55.24   	 33.04   	 457.78		116.22   	   0.00		
-26.86   	-48.52   	 34.87   	 432.35		116.22   	   5.09		
-22.89   	-43.64   	 36.60   	 442.52		116.24   	   0.00		
-17.40   	-36.93   	 38.37   	 381.48		116.24   	   5.09		
 -9.46   	-27.77   	 39.90   	 284.84		116.26   	   0.00		
  0.92   	-16.78   	 41.04   	 264.50		116.26   	   0.00		
 10.99   	 -6.71   	 42.10   	 259.41		116.26   	   0.00		
 18.62   	  0.61   	 43.13   	 208.54		116.26   	   0.00		
 22.89   	  5.19   	 43.97   	 152.59		116.26   	   5.09		
 24.72   	  8.54   	 44.58   	 116.99		116.28   	   0.00		
 25.02   	 10.99   	 45.05   	 111.90		116.28   	   5.09		
 25.63   	 13.43   	 45.49   	  96.64		116.30   	   0.00		
 25.94   	 14.95   	 45.88   	  71.21		116.30   	   0.00		
 25.33   	 14.95   	 46.16   	  91.56		116.30   	   0.00		
 23.50   	 13.12   	 46.53   	 137.33		116.30   	   5.09		
 21.06   	 10.07   	 47.08   	 157.68		116.32   	   0.00		
 19.23   	  7.02   	 47.71   	 147.51		116.32   	   5.09		
 18.92   	  5.19   	 48.30   	 152.59		116.34   	   5.09		
 19.84   	  4.88   	 48.91   	 157.68		116.36   	   5.09		
 21.97   	  4.88   	 49.54   	 172.94		116.38   	   0.00		
 24.72   	  4.88   	 50.23   	 172.94		116.38   	   0.00		
 28.38   	  5.49   	 50.93   	 178.03		116.38   	   0.00		
 32.04   	  6.71   	 51.64   	 178.03		116.38   	   0.00		
 35.40   	  7.93   	 52.35   	 157.68		116.38   	   0.00		
 37.54   	  8.54   	 52.98   	 162.77		116.38   	   0.00		
 38.45   	  8.54   	 53.63   	 167.85		116.38   	   5.09		
 38.45   	  7.32   	 54.30   	 157.68		116.40   	   0.00		
 39.37   	  6.71   	 54.93   	 152.59		116.40   	   0.00		
 41.50   	  6.41   	 55.54   	 147.51		116.40   	   0.00		
 43.64   	  6.71   	 56.13   	 137.33		116.40   	   5.09		
 44.86   	  6.10   	 56.68   	 147.51		116.42   	   0.00		
 44.25   	  4.88   	 57.27   	 142.42		116.42   	   0.00		
 42.72   	  2.14   	 57.84   	 127.16		116.42   	   5.09		
 40.59   	 -1.22   	 58.35   	 111.90		116.44   	   0.00		
 39.06   	 -4.58   	 58.80   	 101.73		116.44   	   0.00		
 37.23   	 -7.63   	 59.21   	  66.12		116.44   	   0.00		
 35.10   	 -9.77   	 59.47   	  20.35		116.44   	   0.00		
 32.04   	-11.60   	 59.55(S)	 -30.52		116.44   	   0.00		
 28.08   	-12.82   	 59.43   	 -96.64		116.44   	   5.09		
 23.50   	-14.04   	 59.04   	-193.29		116.46   	   0.00		
 18.31   	-15.56   	 58.27   	-300.10		116.46   	   5.09		
 13.12   	-17.70   	 57.07   	-396.74		116.48   	   0.00		
  7.63   	-20.45   	 55.48   	-437.43		116.48   	   5.09		
  3.05   	-23.50   	 53.73   	-401.83		116.50   	   0.00		
 -0.92   	-26.86   	 52.13   	-345.88		116.50   	   0.00		
 -4.58   	-30.52   	 50.74   	-330.62		116.50   	   5.09		
 -8.54   	-33.87   	 49.42   	-295.01		116.52   	   0.00		
-13.12   	-36.93   	 48.24   	-295.01		116.52   	   5.09		
-16.78   	-38.45   	 47.06   	-320.45		116.54   	   0.00		
-18.62   	-37.54   	 45.78   	-254.32		116.54   	   5.09		
-17.70   	-33.87   	 44.76   	-213.63		116.56   	   0.00		
-13.73   	-26.55   	 43.91   	-239.06		116.56   	   0.00		
 -7.02   	-15.87   	 42.95   	-239.06		116.56   	   0.00		
  1.53   	 -2.14   	 41.99   	-203.46		116.56   	   5.09		
 10.99   	 12.82   	 41.18   	-213.63		116.58   	   0.00		
 19.53   	 27.16   	 40.33   	-264.50		116.58   	   0.00		
 26.25   	 38.76   	 39.27   	-259.41		116.58   	   5.09		
 30.21   	 45.47   	 38.23   	-244.15		116.60   	   0.00		
 32.65   	 48.22   	 37.25   	-279.75		116.60   	   5.09		
 33.87   	 47.91   	 36.13   	-320.45		116.62   	   0.00		
 35.10   	 47.30   	 34.85   	-350.97		116.62   	   5.09		
 36.01   	 47.00   	 33.45   	-417.09		116.64   	   0.00		
 36.32   	 46.69   	 31.78   	-442.52		116.64   	   0.00		
 36.32   	 46.08   	 30.01   	-412.00		116.64   	   5.09		
 36.01   	 44.56   	 28.36   	-422.18		116.66   	   0.00		
 35.71   	 42.11   	 26.67   	-457.78		116.66   	   0.00		
 35.71   	 39.98   	 24.84   	-437.43		116.66   	   0.00		
 36.32   	 38.76   	 23.09   	-406.92		116.66   	   0.00		
 37.84   	 38.45   	 21.46   	-401.83		116.66   	   5.09		
 39.06   	 39.06   	 19.86   	-371.31		116.68   	   0.00		
 39.98   	 39.98   	 18.37   	-330.62		116.68   	   0.00		
 40.28   	 40.89   	 17.05   	-305.19		116.68   	   0.00		
 39.67   	 41.20   	 15.83   	-289.93		116.68   	   5.09		
 38.76   	 40.59   	 14.67   	-233.98		116.70   	   0.00		
 38.15   	 39.98   	 13.73   	-157.68		116.70   	   0.00		
 38.15   	 39.37   	 13.10   	-137.33		116.70   	   5.09		
 38.45   	 39.37   	 12.55   	-116.99		116.72   	   0.00		
 38.76   	 39.67   	 12.09   	 -81.38		116.72   	   5.09		
 39.37   	 39.98   	 11.76   	 -61.04		116.74   	   0.00		
 39.37   	 39.98   	 11.52   	 -45.78		116.74   	   0.00		
 39.98   	 39.98   	 11.33   	 -20.35		116.74   	   0.00		
 42.11   	 41.20   	 11.25   	  -5.09		116.74   	   5.09		
 47.00   	 46.08   	 11.23   	  -5.09		116.76   	   0.00		
 55.24   	 56.76   	 11.21   	  -5.09		116.76   	   0.00		
 65.92   	 73.85   	 11.19(D)	  15.26		116.76   	   0.00		
 76.60   	 94.30   	 11.25   	  25.43		116.76   	   5.09		
 85.45   	113.53   	 11.35   	  45.78		116.78   	   5.09		
 92.16   	128.48   	 11.54   	  66.12		116.81   	   0.00		
 97.35   	139.47   	 11.80   	  81.38		116.81   	   0.00		
101.01   	148.32   	 12.13   	  81.38		116.81   	   0.00		
101.93   	154.72   	 12.45   	  35.61		116.81   	   5.09		
 98.27   	154.72   	 12.59   	  -5.09		116.83   	   0.00		
 89.11   	143.13   	 12.57   	  30.52		116.83   	   0.00		
 75.68   	119.32   	 12.70   	  81.38		116.83   	   0.00		
 60.73   	 87.89   	 13.02   	  45.78		116.83   	   5.09		
 45.47   	 54.93   	 13.20   	  20.35		116.85   	   0.00		
 29.91   	 25.33   	 13.29   	  50.86		116.85   	   0.00		
 14.34   	  0.92   	 13.49   	  20.35		116.85   	   0.00		
  0.92   	-17.70   	 13.57   	 -45.78		116.85   	   0.00		
 -7.93   	-30.21   	 13.39   	   0.00		116.85   	   0.00		
-11.90   	-35.40   	 13.39   	  45.78		116.85   	   5.09		
-12.51   	-34.79   	 13.57   	   0.00		116.87   	   0.00		
-13.12   	-31.74   	 13.57   	 -35.61		116.87   	   5.09		
-14.04   	-29.60   	 13.43   	  10.17		116.89   	   5.09		
-15.56   	-28.69   	 13.47(E)	  50.86		116.91   	   0.00		
-16.48   	-28.69   	 13.67   	  35.61		116.91   	   0.00		
-16.78   	-28.99   	 13.81   	   0.00		116.91   	   0.00		
-16.48   	-29.60   	 13.81   	   5.09		116.91   	   0.00		
-14.34   	-31.74   	 13.84   	  45.78		116.91   	   5.09		
 -5.49   	-36.93   	 14.02   	  76.30		116.93   	   0.00		
 16.78   	-44.86   	 14.32   	  61.04		116.93   	   0.00		
 58.59   	-50.96   	 14.57   	  30.52		116.93   	   0.00		
119.63   	-38.15   	 14.69   	  61.04		116.93   	   5.09		
189.21   	 21.67   	 14.93   	  81.38		116.95   	   0.00		
239.26   	159.61   	 15.26   	  71.21		116.95   	   0.00		
