SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RPA     	  RPA'		  RV     	  RV'		
169.37   	218.20   	 54.18   	-111.90		 29.54   	  30.52		 41.69   	-218.72		
178.22   	220.95   	 53.73   	-122.07		 29.66   	  20.35		 40.81   	-213.63		
172.73   	209.05   	 53.24   	-142.42		 29.75   	  10.17		 39.96   	-213.63		
160.22   	188.60   	 52.68   	-147.51		 29.79(S)	  -5.09		 39.10   	-203.46		
142.82   	163.57   	 52.09   	-152.59		 29.77   	 -25.43		 38.29   	-203.46		
123.29   	136.41   	 51.47   	-157.68		 29.66   	 -35.61		 37.48   	-198.37		
104.37   	110.47   	 50.84   	-162.77		 29.52   	 -55.95		 36.68   	-193.29		
 87.59   	 86.67   	 50.19   	-157.68		 29.30   	 -66.12		 35.91   	-198.37		
 73.55   	 65.31   	 49.56   	-162.77		 29.03   	 -86.47		 35.12   	-193.29		
 62.56   	 46.39   	 48.91   	-162.77		 28.69   	-101.73		 34.34   	-203.46		
 53.71   	 30.52   	 48.26   	-162.77		 28.28   	-116.99		 33.53   	-208.54		
 47.30   	 18.01   	 47.61   	-167.85		 27.81   	-127.16		 32.70   	-218.72		
 42.11   	  9.77   	 46.94   	-172.94		 27.30   	-142.42		 31.82   	-228.89		
 37.54   	  5.49   	 46.25   	-172.94		 26.73   	-157.68		 30.91   	-244.15		
 33.57   	  3.97   	 45.55   	-188.20		 26.10   	-178.03		 29.93   	-259.41		
 30.52   	  5.19   	 44.80   	-193.29		 25.39   	-183.11		 28.89   	-269.58		
 29.30   	  9.16   	 44.03   	-198.37		 24.66   	-193.29		 27.81   	-289.93		
 30.52   	 18.31   	 43.23   	-208.54		 23.89   	-203.46		 26.65   	-305.19		
 33.57   	 35.10   	 42.40   	-208.54		 23.07   	-198.37		 25.43   	-325.53		
 36.93   	 59.81   	 41.57   	-203.46		 22.28   	-167.85		 24.13   	-345.88		
 40.59   	 90.64   	 40.75   	-208.54		 21.61   	-142.42		 22.75   	-361.14		
 45.78   	126.04   	 39.92   	-203.46		 21.04   	-127.16		 21.30   	-371.31		
 57.07   	165.71   	 39.10   	-193.29		 20.53   	-132.25		 19.82   	-381.48		
 75.38   	208.44   	 38.33   	-183.11		 20.00   	-106.82		 18.29   	-376.40		
 98.57   	250.24   	 37.60   	-172.94		 19.57   	 -66.12		 16.79   	-376.40		
120.54   	282.59   	 36.91   	-167.85		 19.31   	 -61.04		 15.28   	-412.00		
127.56   	272.22   	 36.24   	-152.59		 19.06   	 -61.04		 13.63   	-391.66		
104.68   	214.23   	 35.63   	-137.33		 18.82   	 -50.86		 12.07   	-371.31		
 68.97   	127.87   	 35.08   	-122.07		 18.62   	 -61.04		 10.58   	-340.79		
 31.13   	 32.96   	 34.59   	-106.82		 18.37   	 -71.21		  9.22   	-315.36		
  2.14   	-45.78   	 34.16   	 -96.64		 18.09   	 -81.38		  7.96   	-289.93		
-10.38   	-89.72   	 33.77   	 -86.47		 17.76   	 -91.56		  6.80   	-254.32		
 -8.54   	-97.66   	 33.43   	 -71.21		 17.40   	 -91.56		  5.78   	-228.89		
 -0.61   	-85.14   	 33.14   	 -66.12		 17.03   	-106.82		  4.86   	-193.29		
  4.58   	-72.33   	 32.88   	 -61.04		 16.60   	-106.82		  4.09   	-162.77		
  3.66   	-71.72   	 32.63   	 -61.04		 16.17   	-101.73		  3.44   	-132.25		
 -1.83   	-82.09   	 32.39   	 -50.86		 15.77   	-101.73		  2.91   	 -96.64		
 -7.02   	-95.21   	 32.19   	 -50.86		 15.36   	 -91.56		  2.52   	 -71.21		
 -9.16   	-106.20   	 31.98   	 -50.86		 14.99   	 -86.47		  2.24   	 -40.69		
 -3.36   	-122.38   	 31.78   	 -50.86		 14.65   	 -71.21		  2.08   	 -20.35		
 21.36   	-154.42   	 31.58   	 -50.86		 14.36   	 -61.04		  1.99(D)	  10.17		
 74.46   	-187.07   	 31.37   	 -50.86		 14.12   	 -55.95		  2.03   	  35.61		
136.11   	-167.24   	 31.17   	 -50.86		 13.90   	 -40.69		  2.18   	  50.86		
141.60   	-60.42   	 30.97   	 -50.86		 13.73   	 -25.43		  2.38   	  76.30		
 10.99   	 84.84   	 30.76   	 -50.86		 13.63   	 -15.26		  2.69   	  86.47		
-293.27   	138.55   	 30.56   	 -50.86		 13.57   	 -20.35		  3.03   	 106.82		
-715.94   	-42.11   	 30.36   	 -50.86		 13.49   	 -15.26		  3.46   	 116.99		
-1108.70   	-478.52   	 30.15   	 -50.86		 13.43   	 -20.35		  3.93   	 122.07		
-1300.96   	-987.24   	 29.95   	 -50.86		 13.35   	 -15.26		  4.42   	 127.16		
-1199.34   	-1277.77(R)	 29.75   	 -45.78		 13.29   	 -20.35		  4.92(E)	 137.33		
-846.25   	-1170.65   	 29.56   	 -50.86		 13.20   	 -30.52		  5.47   	 147.51		
-22.89   	-209.66   	 29.36   	 -45.78		 13.08   	 -30.52		  6.06   	 147.51		
156.86   	118.71   	 29.18   	 -50.86		 12.96   	 -35.61		  6.65   	 157.68		
 43.95   	 11.60   	 28.97   	 -40.69		 12.82   	 -35.61		  7.28   	 142.42		
-42.11   	-133.97   	 28.81   	 -40.69		 12.68   	 -35.61		  7.85   	 132.25		
-56.15   	-170.59   	 28.65   	 -40.69		 12.53   	 -30.52		  8.38   	 127.16		
-14.95   	-112.00   	 28.48   	 -35.61		 12.41   	 -20.35		  8.89   	 122.07		
 31.13   	-36.01   	 28.34   	 -35.61		 12.33(D)	  10.17		  9.38   	 116.99		
 45.78   	 -3.36   	 28.20   	 -30.52		 12.37   	  40.69		  9.85   	 116.99		
 29.60   	-18.31   	 28.08   	 -35.61		 12.53   	  55.95		 10.32   	 116.99		
  7.93   	-47.61   	 27.93   	 -30.52		 12.76   	  45.78		 10.78   	 127.16		
 -0.31   	-59.81   	 27.81   	 -30.52		 12.94   	  30.52		 11.29   	 152.59		
  5.80   	-50.05   	 27.69   	 -30.52		 13.06   	  35.61		 11.90   	 167.85		
 15.26   	-31.43   	 27.57   	 -30.52		 13.20   	  45.78		 12.57   	 193.29		
 20.14   	-18.01   	 27.45   	 -35.61		 13.39   	  50.86		 13.35   	 218.72		
 19.84   	-13.12   	 27.30   	 -30.52		 13.59   	  55.95		 14.22   	 244.15		
 17.09   	-13.73   	 27.18   	 -35.61		 13.81   	  71.21		 15.20   	 279.75		
 15.87   	-14.34   	 27.04   	 -30.52		 14.10   	  86.47		 16.32   	 305.19		
 17.70   	-11.90   	 26.92   	 -30.52		 14.45   	  96.64		 17.54   	 340.79		
 22.28   	 -6.10   	 26.80   	 -25.43		 14.83   	 116.99		 18.90   	 371.31		
 27.47   	  1.53   	 26.69   	 -10.17		 15.30   	 137.33		 20.39   	 401.83		
 29.91   	  8.24   	 26.65(D)	   0.00		 15.85   	 147.51		 21.99   	 417.09		
 29.60   	 12.82   	 26.65   	  20.35		 16.44   	 132.25		 23.66   	 442.52		
 28.69   	 16.48   	 26.73   	  40.69		 16.97   	 106.82		 25.43   	 457.78		
 29.60   	 20.75   	 26.90   	  76.30		 17.40   	  96.64		 27.26   	 467.95		
 32.35   	 27.77   	 27.20   	 101.73		 17.78   	  91.56		 29.14   	 473.04		
 35.10   	 36.93   	 27.61   	 142.42		 18.15   	  96.64		 31.03   	 473.04		
 36.93   	 45.78   	 28.18   	 233.98		 18.54   	 137.33		 32.92   	 513.73		
 38.76   	 56.15   	 29.11   	 264.50		 19.08   	 142.42		 34.97   	 493.39		
 39.67   	 59.51   	 30.17   	 295.01		 19.65   	 162.77		 36.95   	 457.78		
 41.20   	 64.39   	 31.35   	 325.53		 20.31   	 172.94		 38.78   	 432.35		
 43.03   	 71.11   	 32.66   	 356.05		 21.00   	 188.20		 40.51   	 386.57		
 44.86   	 78.43   	 34.08   	 381.48		 21.75   	 203.46		 42.05   	 356.05		
 47.30   	 84.84   	 35.61   	 406.92		 22.56   	 218.72		 43.48   	 310.27		
 50.96   	 89.42   	 37.23   	 422.18		 23.44   	 218.72		 44.72   	 269.58		
 54.32   	 92.77   	 38.92   	 432.35		 24.31   	 223.80		 45.80   	 228.89		
 57.07   	 95.83   	 40.65   	 442.52		 25.21   	 213.63		 46.71   	 183.11		
 58.29   	 98.57   	 42.42   	 437.43		 26.06   	 213.63		 47.45   	 147.51		
 58.90   	101.32   	 44.17   	 432.35		 26.92   	 198.37		 48.04   	 101.73		
 59.51   	104.37   	 45.90   	 412.00		 27.71   	 188.20		 48.44   	  61.04		
 61.34   	108.03   	 47.55   	 391.66		 28.46   	 172.94		 48.69   	  30.52		
 64.39   	112.61   	 49.11   	 361.14		 29.16   	 152.59		 48.81(S)	  -5.09		
 68.05   	117.80   	 50.56   	 325.53		 29.77   	 137.33		 48.79   	 -35.61		
 72.33   	123.29   	 51.86   	 279.75		 30.32   	 127.16		 48.65   	 -66.12		
 75.99   	128.48   	 52.98   	 239.06		 30.82   	 111.90		 48.38   	 -86.47		
 79.96   	134.28   	 53.94   	 193.29		 31.27   	  96.64		 48.04   	-111.90		
 84.53   	140.69   	 54.71   	 142.42		 31.66   	  91.56		 47.59   	-127.16		
 90.64   	149.23   	 55.28   	 101.73		 32.02   	  81.38		 47.08   	-147.51		
 98.27   	160.22   	 55.69   	  55.95		 32.35   	  66.12		 46.49   	-152.59		
107.12   	173.95   	 55.91   	  10.17		 32.61   	  61.04		 45.88   	-167.85		
115.97   	189.82   	 55.95(S)	 -20.35		 32.86   	  45.78		 45.21   	-172.94		
124.51   	205.38   	 55.87   	 -55.95		 33.04   	  40.69		 44.52   	-172.94		
132.14   	218.20   	 55.65   	-116.99		 33.20   	  25.43		 43.82   	-203.46		
139.16   	220.64   	 55.18   	-132.25		 33.31   	  10.17		 43.01   	-198.37		
135.50   	205.08   	 54.65   	-142.42		 33.35(S)	   0.00		 42.22   	-193.29		
126.34   	179.14   	 54.08   	-157.68		 33.35   	  -5.09		 41.44   	-188.20		
113.22   	148.01   	 53.45   	-157.68		 33.33   	 -20.35		 40.69   	-183.11		
 98.57   	117.49   	 52.82   	-157.68		 33.25   	 -30.52		 39.96   	-183.11		
 84.23   	 92.77   	 52.19   	-162.77		 33.12   	 -40.69		 39.23   	-178.03		
 72.33   	 74.46   	 51.54   	-162.77		 32.96   	 -61.04		 38.51   	-178.03		
 62.56   	 61.04   	 50.88   	-162.77		 32.72   	 -76.30		 37.80   	-183.11		
 54.93   	 49.44   	 50.23   	-157.68		 32.41   	-101.73		 37.07   	-183.11		
 48.52   	 38.15   	 49.60   	-157.68		 32.00   	-122.07		 36.34   	-198.37		
 43.33   	 27.77   	 48.97   	-162.77		 31.52   	-142.42		 35.54   	-203.46		
 39.06   	 18.92   	 48.32   	-167.85		 30.95   	-157.68		 34.73   	-218.72		
 35.71   	 12.51   	 47.65   	-172.94		 30.32   	-167.85		 33.86   	-233.98		
 33.87   	  9.16   	 46.96   	-178.03		 29.64   	-178.03		 32.92   	-254.32		
 33.26   	  9.16   	 46.25   	-193.29		 28.93   	-188.20		 31.90   	-264.50		
 34.48   	 13.73   	 45.47   	-198.37		 28.18   	-193.29		 30.84   	-284.84		
 36.32   	 24.11   	 44.68   	-208.54		 27.41   	-203.46		 29.70   	-310.27		
 37.84   	 40.89   	 43.85   	-213.63		 26.59   	-193.29		 28.46   	-330.62		
 37.84   	 62.87   	 42.99   	-208.54		 25.82   	-167.85		 27.14   	-350.97		
 36.62   	 88.50   	 42.16   	-213.63		 25.15   	-152.59		 25.74   	-371.31		
 36.32   	115.66   	 41.30   	-208.54		 24.54   	-152.59		 24.25   	-386.57		
 40.89   	146.48   	 40.47   	-203.46		 23.93   	-122.07		 22.71   	-386.57		
 52.49   	182.80   	 39.65   	-193.29		 23.44   	 -76.30		 21.16   	-391.66		
 69.89   	224.30   	 38.88   	-178.03		 23.13   	 -55.95		 19.59   	-391.66		
 88.20   	265.81   	 38.17   	-172.94		 22.91   	 -25.43		 18.03   	-427.26		
101.32   	297.85   	 37.48   	-162.77		 22.81   	 -15.26		 16.32   	-406.92		
 89.42   	262.76   	 36.83   	-137.33		 22.75   	 -25.43		 14.69   	-391.66		
 67.44   	191.04   	 36.28   	-127.16		 22.64   	 -45.78		 13.12   	-361.14		
 41.50   	 96.44   	 35.77   	-116.99		 22.46   	 -61.04		 11.68   	-330.62		
 18.01   	  3.97   	 35.30   	 -96.64		 22.22   	 -81.38		 10.36   	-305.19		
  3.36   	-62.87   	 34.91   	 -91.56		 21.89   	 -96.64		  9.14   	-274.67		
 -0.92   	-91.86   	 34.55   	 -76.30		 21.51   	-116.99		  8.04   	-244.15		
  1.83   	-90.94   	 34.24   	 -71.21		 21.04   	-127.16		  7.06   	-213.63		
  5.49   	-78.43   	 33.96   	 -61.04		 20.53   	-137.33		  6.21   	-183.11		
  5.80   	-72.02   	 33.71   	 -61.04		 19.98   	-137.33		  5.47   	-147.51		
  1.83   	-78.13   	 33.47   	 -55.95		 19.43   	-137.33		  4.88   	-116.99		
 -3.66   	-90.94   	 33.25   	 -50.86		 18.88   	-127.16		  4.42   	 -86.47		
 -6.71   	-101.62   	 33.04   	 -50.86		 18.37   	-111.90		  4.07   	 -55.95		
 -3.05   	-109.86   	 32.84   	 -50.86		 17.92   	 -96.64		  3.85   	 -30.52		
 14.34   	-127.87   	 32.63   	 -50.86		 17.54   	 -86.47		  3.72   	  -5.09		
 54.63   	-160.83   	 32.43   	 -50.86		 17.19   	 -61.04		  3.70(D)	  15.26		
111.69   	-173.95   	 32.23   	 -55.95		 16.95   	 -30.52		  3.76   	  40.69		
141.91   	-110.17   	 32.00   	 -55.95		 16.83   	 -15.26		  3.93   	  61.04		
 76.29   	 34.18   	 31.78   	 -55.95		 16.76   	  -5.09		  4.17   	  76.30		
-139.16   	166.63   	 31.56   	 -55.95		 16.74   	  -5.09		  4.48   	  86.47		
-488.89   	130.92   	 31.33   	 -55.95		 16.72   	   5.09		  4.82   	 101.73		
-868.23   	-182.19   	 31.11   	 -61.04		 16.74   	   0.00		  5.23   	 111.90		
-1121.52   	-696.72   	 30.86   	 -55.95		 16.74   	 -10.17		  5.68   	 116.99		
-1130.68   	-1145.63   	 30.64   	 -55.95		 16.70   	 -15.26		  6.14   	 116.99		
-887.76   	-1254.58(R)	 30.42   	 -61.04		 16.64   	 -40.69		  6.61(E)	 142.42		
-128.48   	-433.65   	 30.17   	 -50.86		 16.48   	 -50.86		  7.18   	 132.25		
100.40   	 14.34   	 29.97   	 -50.86		 16.28   	 -61.04		  7.71   	 132.25		
150.76   	186.16   	 29.77   	 -45.78		 16.03   	 -76.30		  8.24   	 132.25		
 -4.88   	-71.41   	 29.58   	 -45.78		 15.73   	 -76.30		  8.77   	 122.07		
-43.03   	-167.85   	 29.40   	 -40.69		 15.42   	 -71.21		  9.26   	 116.99		
-23.80   	-146.79   	 29.24   	 -40.69		 15.14   	 -61.04		  9.73   	 106.82		
 17.40   	-68.05   	 29.07   	 -35.61		 14.89   	 -25.43		 10.15   	 101.73		
 42.11   	 -8.24   	 28.93   	 -40.69		 14.79(D)	  25.43		 10.56   	  96.64		
 38.76   	  1.22   	 28.77   	 -35.61		 14.89   	  66.12		 10.95   	 101.73		
 21.67   	-21.36   	 28.63   	 -30.52		 15.16   	  50.86		 11.35   	 106.82		
 10.68   	-41.20   	 28.50   	 -35.61		 15.36   	  15.26		 11.78   	 127.16		
 11.90   	-40.28   	 28.36   	 -35.61		 15.42   	   5.09		 12.29   	 142.42		
 18.92   	-23.80   	 28.22   	 -30.52		 15.44   	  20.35		 12.86   	 162.77		
 24.11   	 -6.10   	 28.10   	 -35.61		 15.52   	  10.17		 13.51   	 188.20		
 25.02   	  2.75   	 27.96   	 -35.61		 15.56   	   5.09		 14.26   	 218.72		
 23.19   	  3.05   	 27.81   	 -35.61		 15.58   	  25.43		 15.14   	 249.24		
 21.67   	  0.00   	 27.67   	 -30.52		 15.69   	  50.86		 16.13   	 279.75		
 22.58   	 -0.61   	 27.55   	 -30.52		 15.89   	  76.30		 17.25   	 315.36		
 25.94   	  3.66   	 27.43   	 -30.52		 16.20   	  96.64		 18.51   	 350.97		
 30.21   	 10.99   	 27.30   	 -15.26		 16.58   	 101.73		 19.92   	 371.31		
 33.26   	 18.62   	 27.24   	  -5.09		 16.99   	 111.90		 21.40   	 401.83		
 33.87   	 24.72   	 27.22(D)	  10.17		 17.44   	 101.73		 23.01   	 422.18		
 32.96   	 30.21   	 27.26   	  30.52		 17.84   	  96.64		 24.70   	 442.52		
 31.74   	 36.93   	 27.39   	  61.04		 18.23   	  86.47		 26.47   	 457.78		
 31.74   	 44.56   	 27.63   	  86.47		 18.58   	  86.47		 28.30   	 467.95		
 33.26   	 51.57   	 27.98   	 122.07		 18.92   	  86.47		 30.17   	 467.95		
 35.10   	 56.15   	 28.46   	 157.68		 19.27   	 101.73		 32.04   	 467.95		
 36.93   	 57.98   	 29.09   	 259.41		 19.67   	 142.42		 33.92   	 498.47		
 39.06   	 58.29   	 30.13   	 284.84		 20.24   	 157.68		 35.91   	 478.13		
 40.59   	 60.73   	 31.27   	 320.45		 20.87   	 172.94		 37.82   	 442.52		
 42.72   	 65.92   	 32.55   	 350.97		 21.57   	 183.11		 39.59   	 412.00		
 45.47   	 72.94   	 33.96   	 376.40		 22.30   	 198.37		 41.24   	 371.31		
 47.61   	 79.96   	 35.46   	 401.83		 23.09   	 203.46		 42.73   	 335.71		
 48.22   	 86.06   	 37.07   	 417.09		 23.91   	 218.72		 44.07   	 289.93		
 48.52   	 90.03   	 38.74   	 437.43		 24.78   	 223.80		 45.23   	 249.24		
 48.83   	 92.77   	 40.49   	 437.43		 25.68   	 218.72		 46.23   	 208.54		
 50.05   	 95.83   	 42.24   	 442.52		 26.55   	 213.63		 47.06   	 162.77		
 51.57   	100.10   	 44.01   	 437.43		 27.41   	 198.37		 47.71   	 127.16		
 52.80   	105.59   	 45.76   	 417.09		 28.20   	 193.29		 48.22   	  81.38		
 54.32   	112.00   	 47.43   	 396.74		 28.97   	 172.94		 48.55   	  45.78		
 56.46   	118.41   	 49.01   	 371.31		 29.66   	 152.59		 48.73   	   5.09		
 59.81   	125.12   	 50.50   	 330.62		 30.27   	 132.25		 48.75(S)	 -25.43		
 64.39   	131.53   	 51.82   	 289.93		 30.80   	 116.99		 48.65   	 -50.86		
 69.89   	138.24   	 52.98   	 249.24		 31.27   	 101.73		 48.44   	 -76.30		
 75.38   	145.57   	 53.98   	 203.46		 31.68   	  96.64		 48.14   	-106.82		
 80.26   	153.50   	 54.79   	 157.68		 32.06   	  76.30		 47.71   	-122.07		
 85.45   	162.66   	 55.42   	 106.82		 32.37   	  66.12		 47.22   	-137.33		
 90.64   	173.03   	 55.85   	  66.12		 32.63   	  55.95		 46.67   	-152.59		
 96.74   	184.63   	 56.11   	  20.35		 32.86   	  45.78		 46.06   	-167.85		
104.06   	198.06   	 56.20(S)	 -15.26		 33.04   	  35.61		 45.39   	-167.85		
113.22   	212.71   	 56.13   	 -50.86		 33.18   	  25.43		 44.72   	-183.11		
122.99   	226.75   	 55.93   	 -76.30		 33.29   	  15.26		 43.99   	-183.11		
131.23   	236.82   	 55.63   	-132.25		 33.35   	   5.09		 43.26   	-203.46		
135.80   	228.27   	 55.10   	-147.51		 33.37(S)	   0.00		 42.44   	-208.54		
129.70   	208.13   	 54.51   	-157.68		 33.37   	 -10.17		 41.61   	-198.37		
118.71   	181.27   	 53.88   	-157.68		 33.33   	 -20.35		 40.81   	-198.37		
104.68   	151.67   	 53.24   	-162.77		 33.25   	 -35.61		 40.02   	-198.37		
 89.11   	122.38   	 52.59   	-167.85		 33.10   	 -50.86		 39.23   	-188.20		
 74.46   	 96.13   	 51.92   	-167.85		 32.90   	 -66.12		 38.47   	-193.29		
 61.95   	 73.55   	 51.25   	-162.77		 32.63   	 -91.56		 37.70   	-193.29		
 52.80   	 55.54   	 50.60   	-162.77		 32.27   	-106.82		 36.93   	-198.37		
 46.08   	 41.50   	 49.95   	-162.77		 31.84   	-132.25		 36.13   	-208.54		
 40.89   	 30.52   	 49.30   	-167.85		 31.31   	-157.68		 35.30   	-213.63		
 36.32   	 21.97   	 48.63   	-167.85		 30.68   	-172.94		 34.45   	-228.89		
 32.35   	 16.48   	 47.96   	-172.94		 29.99   	-183.11		 33.53   	-239.06		
 29.60   	 13.43   	 47.26   	-178.03		 29.26   	-198.37		 32.57   	-259.41		
 28.69   	 13.12   	 46.55   	-193.29		 28.46   	-203.46		 31.54   	-269.58		
 29.30   	 14.34   	 45.78   	-198.37		 27.65   	-203.46		 30.46   	-289.93		
 30.82   	 19.53   	 44.98   	-208.54		 26.84   	-218.72		 29.30   	-310.27		
 32.65   	 30.52   	 44.15   	-213.63		 25.96   	-223.80		 28.06   	-330.62		
 33.87   	 50.05   	 43.30   	-213.63		 25.07   	-203.46		 26.73   	-356.05		
 34.48   	 77.51   	 42.44   	-218.72		 24.25   	-178.03		 25.31   	-371.31		
 35.71   	109.56   	 41.57   	-213.63		 23.54   	-172.94		 23.82   	-386.57		
 40.89   	144.65   	 40.71   	-203.46		 22.85   	-152.59		 22.28   	-391.66		
 53.41   	182.50   	 39.90   	-198.37		 22.24   	-111.90		 20.71   	-396.74		
 72.02   	223.08   	 39.10   	-188.20		 21.79   	 -71.21		 19.13   	-396.74		
 92.77   	262.76   	 38.35   	-178.03		 21.51   	 -50.86		 17.54   	-391.66		
108.95   	292.36   	 37.64   	-167.85		 21.30   	 -45.78		 15.97   	-422.18		
102.84   	267.33   	 36.97   	-152.59		 21.12   	 -45.78		 14.28   	-396.74		
 79.96   	199.28   	 36.36   	-137.33		 20.94   	 -61.04		 12.70   	-376.40		
 50.05   	106.51   	 35.81   	-122.07		 20.69   	 -76.30		 11.19   	-350.97		
 21.67   	 12.82   	 35.32   	-106.82		 20.39   	 -96.64		  9.79   	-320.45		
  2.14   	-56.46   	 34.89   	 -96.64		 20.00   	-111.90		  8.50   	-289.93		
 -4.88   	-87.28   	 34.51   	 -81.38		 19.55   	-132.25		  7.34   	-259.41		
 -2.44   	-86.67   	 34.18   	 -76.30		 19.02   	-147.51		  6.31   	-228.89		
  2.44   	-73.85   	 33.88   	 -66.12		 18.43   	-152.59		  5.39   	-198.37		
  4.58   	-66.53   	 33.61   	 -61.04		 17.82   	-147.51		  4.60   	-162.77		
  2.75   	-70.80   	 33.37   	 -61.04		 17.23   	-142.42		  3.95   	-132.25		
 -0.92   	-80.87   	 33.12   	 -50.86		 16.66   	-132.25		  3.42   	-101.73		
 -3.66   	-89.11   	 32.92   	 -55.95		 16.13   	-122.07		  3.01   	 -76.30		
 -2.44   	-96.74   	 32.70   	 -50.86		 15.65   	-106.82		  2.71   	 -45.78		
 10.07   	-116.58   	 32.49   	 -50.86		 15.22   	 -91.56		  2.52   	 -20.35		
 47.00   	-153.81   	 32.29   	 -55.95		 14.85   	 -76.30		  2.44(D)	   0.00		
107.42   	-175.78   	 32.06   	 -55.95		 14.55   	 -61.04		  2.44   	  25.43		
148.01   	-125.12   	 31.84   	 -55.95		 14.30   	 -45.78		  2.54   	  45.78		
 91.86   	  4.88   	 31.62   	 -55.95		 14.12   	 -35.61		  2.73   	  61.04		
-125.43   	130.92   	 31.39   	 -61.04		 13.98   	 -30.52		  2.97   	  81.38		
-497.44   	104.37   	 31.15   	 -55.95		 13.86   	 -25.43		  3.30   	  86.47		
-917.05   	-186.16   	 30.93   	 -61.04		 13.75   	 -20.35		  3.64   	 101.73		
-1215.21   	-681.15   	 30.68   	 -55.95		 13.67   	 -30.52		  4.05   	 111.90		
-1254.58   	-1130.68   	 30.46   	 -61.04		 13.55   	 -30.52		  4.50   	 111.90		
-1013.49   	-1263.43(R)	 30.21   	 -55.95		 13.43   	 -35.61		  4.94(E)	 111.90		
-598.75   	-994.57   	 29.99   	 -55.95		 13.29   	 -55.95		  5.39   	 132.25		
 87.89   	-21.06   	 29.77   	 -50.86		 13.06   	 -55.95		  5.92   	 122.07		
161.74   	179.75   	 29.56   	 -55.95		 12.84   	 -61.04		  6.41   	 127.16		
 -8.24   	-54.02   	 29.34   	 -50.86		 12.59   	 -71.21		  6.92   	 116.99		
-60.73   	-159.30   	 29.14   	 -45.78		 12.31   	 -66.12		  7.39   	 111.90		
-46.08   	-146.48   	 28.95   	 -45.78		 12.04   	 -55.95		  7.83   	 106.82		
 -0.61   	-67.75   	 28.77   	 -45.78		 11.82   	 -50.86		  8.26   	 101.73		
 30.52   	 -3.66   	 28.59   	 -40.69		 11.62   	 -25.43		  8.67   	  96.64		
 29.91   	  8.24   	 28.42   	 -40.69		 11.52(D)	  20.35		  9.05   	  96.64		
 11.29   	-16.17   	 28.26   	 -35.61		 11.60   	  55.95		  9.44   	 106.82		
 -2.14   	-40.28   	 28.12   	 -40.69		 11.82   	  40.69		  9.87   	 111.90		
 -0.61   	-43.33   	 27.96   	 -35.61		 11.98   	   5.09		 10.32   	 137.33		
  8.85   	-29.91   	 27.81   	 -30.52		 12.00   	  10.17		 10.86   	 152.59		
 16.48   	-15.87   	 27.69   	 -35.61		 12.04   	  30.52		 11.48   	 183.11		
 18.01   	 -9.46   	 27.55   	 -35.61		 12.17   	  35.61		 12.21   	 208.54		
 15.87   	 -9.16   	 27.41   	 -35.61		 12.31   	  35.61		 13.04   	 239.06		
 14.04   	 -8.54   	 27.26   	 -30.52		 12.45   	  50.86		 14.00   	 269.58		
 14.65   	 -3.36   	 27.14   	 -35.61		 12.66   	  76.30		 15.08   	 300.10		
 17.70   	  5.80   	 27.00   	 -30.52		 12.96   	  86.47		 16.28   	 335.71		
 21.67   	 15.56   	 26.88   	 -25.43		 13.31   	 111.90		 17.62   	 361.14		
 24.11   	 22.58   	 26.78   	 -15.26		 13.75   	 127.16		 19.06   	 386.57		
 25.33   	 25.94   	 26.71   	 -10.17		 14.26   	 132.25		 20.61   	 406.92		
 26.25   	 28.08   	 26.67(D)	  15.26		 14.79   	 116.99		 22.24   	 427.26		
 28.08   	 30.82   	 26.73   	  35.61		 15.26   	  81.38		 23.95   	 442.52		
 31.13   	 35.40   	 26.88   	  61.04		 15.58   	  66.12		 25.72   	 457.78		
 34.18   	 40.89   	 27.12   	  96.64		 15.85   	  66.12		 27.55   	 457.78		
 36.93   	 46.39   	 27.51   	 122.07		 16.11   	  76.30		 29.38   	 462.87		
 39.37   	 51.88   	 28.00   	 218.72		 16.42   	 106.82		 31.23   	 493.39		
 43.95   	 61.65   	 28.87   	 249.24		 16.85   	 127.16		 33.20   	 473.04		
 46.39   	 65.00   	 29.87   	 274.67		 17.35   	 147.51		 35.10   	 442.52		
 49.44   	 67.75   	 30.97   	 310.27		 17.94   	 162.77		 36.87   	 412.00		
 52.49   	 69.89   	 32.21   	 335.71		 18.60   	 178.03		 38.51   	 376.40		
 54.93   	 72.02   	 33.55   	 361.14		 19.31   	 188.20		 40.02   	 335.71		
 56.15   	 74.46   	 34.99   	 381.48		 20.06   	 193.29		 41.36   	 295.01		
 56.46   	 77.21   	 36.52   	 391.66		 20.83   	 203.46		 42.54   	 249.24		
 57.37   	 79.96   	 38.09   	 406.92		 21.65   	 193.29		 43.54   	 208.54		
 60.42   	 83.62   	 39.72   	 412.00		 22.42   	 193.29		 44.37   	 167.85		
 65.61   	 89.42   	 41.36   	 406.92		 23.19   	 178.03		 45.05   	 127.16		
 72.63   	 97.05   	 42.99   	 401.83		 23.91   	 162.77		 45.55   	  86.47		
 79.65   	105.29   	 44.60   	 386.57		 24.56   	 147.51		 45.90   	  45.78		
