SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
 57.68   	 63.17   	 65.45   	 -20.35		 28.02   	-198.37		
 66.53   	 71.72   	 65.37   	 -20.35		 27.22   	-167.85		
 75.07   	 81.48   	 65.29   	 -20.35		 26.55   	-116.99		
 83.31   	 94.60   	 65.21   	 -30.52		 26.08   	 -76.30		
 91.55   	112.61   	 65.09   	 -20.35		 25.78   	 -35.61		
100.40   	133.36   	 65.00   	 -20.35		 25.64   	   0.00		
109.56   	154.11   	 64.92   	 -15.26		 25.64   	  30.52		
118.71   	170.90   	 64.86(D)	   0.00		 25.76   	  66.12		
127.56   	182.80   	 64.86   	  45.78		 26.02   	 101.73		
135.80   	191.96   	 65.05   	 147.51		 26.43   	 122.07		
142.82   	200.20   	 65.64   	 320.45		 26.92   	 116.99		
148.62   	209.35   	 66.92   	 574.77		 27.39   	 122.07		
153.20   	219.12   	 69.22   	 895.22		 27.87   	 127.16		
156.56   	228.27   	 72.80   	1200.40		 28.38   	 106.82		
159.30   	236.51   	 77.60   	1393.69		 28.81   	  86.47		
161.44   	244.75   	 83.17   	1414.03		 29.16   	  96.64		
163.88   	253.60   	 88.83   	1276.70		 29.54   	  96.64		
165.71   	263.06   	 93.94   	1032.55		 29.93   	  81.38		
167.54   	270.39   	 98.07   	 747.71		 30.25   	  66.12		
169.07   	273.74   	101.06   	 493.39		 30.52   	  55.95		
169.68   	271.61   	103.03   	 284.84		 30.74   	  55.95		
167.54   	263.37   	104.17   	 157.68		 30.97   	  50.86		
160.52   	249.33   	104.80   	  86.47		 31.17   	  55.95		
146.48   	228.58   	105.15   	  81.38		 31.39   	  40.69		
125.73   	201.42   	105.47   	 127.16		 31.56   	  30.52		
 99.49   	169.68   	105.98   	 203.46		 31.68   	  45.78		
 71.41   	137.02   	106.80   	 274.67		 31.86   	  50.86		
 45.17   	106.81   	107.89   	 320.45		 32.06   	  40.69		
 22.89   	 81.18   	109.18   	 330.62		 32.23   	  35.61		
  4.88   	 59.81   	110.50   	 289.93		 32.37   	  35.61		
 -9.46   	 41.20   	111.66   	 213.63		 32.51   	  40.69		
-21.06   	 23.19   	112.51   	 122.07		 32.68   	  40.69		
-30.52   	  6.10   	113.00   	  30.52		 32.84   	  30.52		
-38.15   	 -9.16   	113.12(S)	 -50.86		 32.96   	  15.26		
-43.64   	-21.97   	112.92   	-122.07		 33.02   	  10.17		
-47.61   	-32.35   	112.43   	-157.68		 33.06   	   5.09		
-49.44   	-40.28   	111.80   	-178.03		 33.08(S)	 -10.17		
-50.05   	-46.39   	111.09   	-178.03		 33.04   	 -20.35		
-49.44   	-51.27   	110.38   	-157.68		 32.96   	 -15.26		
-48.83   	-54.63   	109.75   	-137.33		 32.90   	 -20.35		
-49.13   	-55.85   	109.20   	-122.07		 32.82   	 -35.61		
-50.05   	-54.32   	108.71   	-106.82		 32.68   	 -45.78		
-51.27   	-50.96   	108.28   	-106.82		 32.49   	 -45.78		
-51.88   	-47.30   	107.85   	-127.16		 32.31   	 -55.95		
-52.19   	-45.47   	107.34   	-142.42		 32.09   	 -81.38		
-52.49   	-45.47   	106.77   	-172.94		 31.76   	 -91.56		
-53.41   	-45.78   	106.08   	-208.54		 31.39   	 -96.64		
-54.63   	-45.78   	105.25   	-233.98		 31.01   	-132.25		
-55.24   	-45.47   	104.31   	-249.24		 30.48   	-172.94		
-54.93   	-44.86   	103.32   	-259.41		 29.79   	-269.58		
-53.71   	-44.86   	102.28   	-264.50		 28.71   	-330.62		
-52.80   	-44.25   	101.22   	-249.24		 27.39   	-152.59		
-52.80   	-43.33   	100.22   	-239.06		 26.78   	-152.59		
-53.71   	-42.42   	 99.27   	-223.80		 26.16   	-442.52		
-54.32   	-42.42   	 98.37   	-213.63		 24.39   	-335.71		
-53.71   	-43.03   	 97.52   	-188.20		 23.05   	-167.85		
-52.19   	-43.03   	 96.76   	-178.03		 22.38   	-315.36		
-50.35   	-41.20   	 96.05   	-178.03		 21.12   	-361.14		
-48.52   	-37.54   	 95.34   	-183.11		 19.67   	-244.15		
-46.39   	-33.57   	 94.61   	-193.29		 18.70   	-228.89		
-43.64   	-29.60   	 93.83   	-198.37		 17.78   	-264.50		
-39.67   	-25.02   	 93.04   	-213.63		 16.72   	-264.50		
-35.10   	-20.45   	 92.19   	-233.98		 15.67   	-315.36		
-30.82   	-16.48   	 91.25   	-259.41		 14.40   	-340.79		
-28.08   	-15.87   	 90.21   	-284.84		 13.04   	-315.36		
-26.55   	-18.92   	 89.07   	-305.19		 11.78   	-325.53		
-25.94   	-25.33   	 87.85   	-315.36		 10.48   	-350.97		
-25.63   	-31.74   	 86.59   	-325.53		  9.07   	-330.62		
-25.94   	-36.62   	 85.29   	-320.45		  7.75   	-295.01		
-26.55   	-39.67   	 84.01   	-284.84		  6.57   	-289.93		
-27.77   	-43.03   	 82.87   	-239.06		  5.41   	-269.58		
-28.99   	-47.00   	 81.91   	-167.85		  4.33   	-228.89		
-28.99   	-50.05   	 81.24   	 -86.47		  3.42   	-183.11		
-27.16   	-48.83   	 80.89   	 -10.17		  2.69   	-152.59		
-21.97   	-40.59   	 80.85   	  50.86		  2.08   	-137.33		
-13.12   	-25.94   	 81.06   	  81.38		  1.53   	-137.33		
 -2.14   	 -7.63   	 81.38   	  96.64		  0.98   	-137.33		
  8.24   	 10.07   	 81.77   	  81.38		  0.43   	-101.73		
 15.87   	 23.50   	 82.10   	  45.78		  0.02   	 -71.21		
 20.45   	 32.04   	 82.28   	   5.09		 -0.26   	 -61.04		
 23.80   	 37.23   	 82.30   	 -30.52		 -0.51   	 -40.69		
 29.91   	 41.50   	 82.18   	 -66.12		 -0.67   	 -10.17		
 40.59   	 48.52   	 81.91   	 -96.64		 -0.71   	  -5.09		
 54.93   	 59.20   	 81.53   	-111.90		 -0.73(D)	   0.00		
 68.66   	 72.94   	 81.08   	-106.82		 -0.73   	  10.17		
 76.90   	 86.67   	 80.65   	 -91.56		 -0.69   	  20.35		
 77.21   	 97.05   	 80.28   	 -71.21		 -0.61   	  45.78		
 71.11   	100.10   	 80.00   	 -40.69		 -0.43   	  71.21		
 61.95   	 94.91   	 79.84   	 -15.26		 -0.14   	  91.56		
 51.57   	 81.79   	 79.78   	  -5.09		  0.22   	 111.90		
 40.28   	 63.17   	 79.76   	  15.26		  0.67   	 116.99		
 26.55   	 41.50   	 79.82   	  10.17		  1.14   	 116.99		
  9.16   	 18.92   	 79.86   	  10.17		  1.61   	 116.99		
-10.99   	 -3.05   	 79.90   	   0.00		  2.08   	  91.56		
-30.21   	-22.89   	 79.90   	  -5.09		  2.44   	  86.47		
-45.47   	-38.45   	 79.88   	 -10.17		  2.79   	  76.30		
-54.32   	-49.74   	 79.84   	 -20.35		  3.09   	  66.12		
-57.37   	-58.29   	 79.76   	 -20.35		  3.36   	  50.86		
-56.76   	-65.61   	 79.67   	 -25.43		  3.56   	  35.61		
-56.46   	-72.94   	 79.57   	 -25.43		  3.70   	  15.26		
-57.98   	-79.65   	 79.47   	 -30.52		  3.76   	   5.09		
-61.34   	-85.14   	 79.35   	 -35.61		  3.78   	 -15.26		
-64.39   	-88.50   	 79.21   	 -35.61		  3.72   	 -25.43		
-65.92   	-89.42   	 79.06   	 -45.78		  3.62   	 -25.43		
-65.31   	-86.06   	 78.88   	 -55.95		  3.52   	 -30.52		
-64.09   	-79.35   	 78.66   	 -66.12		  3.40   	 -35.61		
-63.48   	-70.80   	 78.39   	 -71.21		  3.26   	 -30.52		
-64.39   	-62.87   	 78.11   	 -71.21		  3.13   	 -25.43		
-67.44   	-52.49   	 77.82   	 -76.30		  3.03   	 -30.52		
-73.24   	-31.74   	 77.52   	 -71.21		  2.91   	 -35.61		
-80.57   	  7.02   	 77.23   	 -66.12		  2.77   	 -30.52		
-82.70   	 62.87   	 76.97   	 -61.04		  2.64   	 -10.17		
-67.14   	127.56   	 76.72   	 -71.21		  2.60(E)	  20.35		
-19.53   	193.48   	 76.44   	 -61.04		  2.69   	  55.95		
 68.36   	256.04   	 76.20   	-127.16		  2.91   	 254.32		
312.19   	281.68   	 75.69   	 -76.30		  3.93   	 172.94		
387.27   	173.03   	 75.38   	 -86.47		  4.62   	 178.03		
371.09   	-27.77   	 75.04   	 -91.56		  5.33   	 172.94		
250.55   	-265.50   	 74.67   	 -86.47		  6.02   	 147.51		
 59.81   	-452.58   	 74.32   	 -86.47		  6.61   	  91.56		
-127.87   	-530.40(R)	 73.98   	 -86.47		  6.98   	  40.69		
-242.31   	-513.00   	 73.63   	 -81.38		  7.14   	  10.17		
-253.60   	-461.73   	 73.31   	 -76.30		  7.18   	 -30.52		
-184.63   	-424.50   	 73.00   	 -66.12		  7.06   	 -55.95		
-91.25   	-399.78   	 72.74   	 -55.95		  6.84   	 -66.12		
-23.50   	-352.17   	 72.51   	 -55.95		  6.57   	 -61.04		
 -0.31   	-258.18   	 72.29   	 -55.95		  6.33   	 -55.95		
 -9.77   	-134.89   	 72.06   	 -61.04		  6.10   	 -35.61		
-27.47   	-25.94   	 71.82   	 -71.21		  5.96   	  25.43		
-36.32   	 33.57   	 71.54   	 -76.30		  6.06   	 101.73		
-33.57   	 44.25   	 71.23   	 -81.38		  6.47   	 127.16		
-25.33   	 31.13   	 70.91   	 -71.21		  6.98   	  45.78		
-18.01   	 21.06   	 70.62   	 -81.38		  7.16   	-101.73		
-14.65   	 23.80   	 70.29   	 -66.12		  6.75   	-111.90		
-14.04   	 34.48   	 70.03   	 -61.04		  6.31   	 325.53		
-14.04   	 43.95   	 69.79   	 -55.95		  7.61   	 803.66		
-12.82   	 45.78   	 69.56   	 -50.86		 10.82   	 762.97		
-10.68   	 42.72   	 69.36   	 -50.86		 13.88   	 498.47		
 -7.63   	 40.28   	 69.16   	 -50.86		 15.87   	 437.43		
 -4.58   	 41.81   	 68.95   	-116.99		 17.62   	1241.09		
  2.75   	 50.05   	 68.48   	 -50.86		 22.58   	 635.81		
  7.63   	 52.19   	 68.28   	 -50.86		 25.13   	 579.86		
 12.51   	 52.80   	 68.08   	 -61.04		 27.45   	 539.16		
 16.78   	 52.80   	 67.83   	 -66.12		 29.60   	 437.43		
 20.14   	 53.71   	 67.57   	 -66.12		 31.35   	 310.27		
 23.50   	 56.46   	 67.30   	 -76.30		 32.59   	 188.20		
 27.77   	 61.95   	 67.00   	 -66.12		 33.35   	  76.30		
 33.87   	 70.50   	 66.73   	 -45.78		 33.65(S)	 -15.26		
 41.81   	 82.70   	 66.55   	 -35.61		 33.59   	 -91.56		
 50.35   	 97.96   	 66.41   	 -35.61		 33.22   	-162.77		
 59.51   	115.05   	 66.27   	 -30.52		 32.57   	-218.72		
 68.97   	131.23   	 66.14   	 -35.61		 31.70   	-228.89		
 78.43   	144.04   	 66.00   	 -30.52		 30.78   	-193.29		
 88.20   	152.89   	 65.88   	 -25.43		 30.01   	-162.77		
 97.66   	159.91   	 65.78   	 -25.43		 29.36   	-142.42		
106.51   	167.54   	 65.68   	 -10.17		 28.79   	 -91.56		
114.75   	177.61   	 65.64(D)	  10.17		 28.42   	 -45.78		
122.99   	188.90   	 65.68   	  45.78		 28.24   	 -10.17		
131.23   	198.67   	 65.86   	 132.25		 28.20   	  20.35		
139.16   	207.21   	 66.39   	 269.58		 28.28   	  66.12		
146.18   	216.06   	 67.47   	 493.39		 28.55   	 101.73		
152.28   	226.44   	 69.44   	 793.49		 28.95   	 111.90		
157.17   	238.95   	 72.61   	1113.93		 29.40   	 116.99		
160.83   	251.16   	 77.07   	1347.91		 29.87   	 127.16		
163.57   	260.62   	 82.46   	1439.47		 30.38   	 111.90		
165.71   	267.03   	 88.22   	1353.00		 30.82   	 106.82		
167.85   	270.69   	 93.63   	1144.45		 31.25   	 106.82		
170.90   	272.22   	 98.21   	 859.61		 31.68   	  96.64		
174.26   	271.30   	101.65   	 579.86		 32.06   	  55.95		
177.61   	268.25   	103.97   	 340.79		 32.29   	  25.43		
179.14   	263.06   	105.33   	 178.03		 32.39   	  25.43		
177.92   	255.43   	106.04   	  86.47		 32.49   	  10.17		
171.81   	245.06   	106.39   	  66.12		 32.53   	  -5.09		
160.22   	230.10   	106.65   	 122.07		 32.51   	 -20.35		
142.52   	209.35   	107.14   	 203.46		 32.43   	 -10.17		
119.93   	182.80   	107.95   	 289.93		 32.39   	 -10.17		
 93.99   	153.50   	109.11   	 350.97		 32.35   	 -20.35		
 67.75   	124.51   	110.52   	 366.22		 32.27   	 -25.43		
 43.03   	 97.05   	111.98   	 350.97		 32.17   	   0.00		
 21.67   	 71.72   	113.39   	 274.67		 32.17   	  30.52		
  4.27   	 46.69   	114.49   	 167.85		 32.29   	  25.43		
 -9.46   	 21.36   	115.16   	  71.21		 32.39   	  25.43		
-20.14   	 -2.14   	115.44(S)	 -20.35		 32.49   	  30.52		
-28.69   	-21.67   	115.36   	 -86.47		 32.61   	  30.52		
-35.10   	-35.71   	115.01   	-132.25		 32.74   	   5.09		
-40.59   	-45.47   	114.49   	-157.68		 32.76   	  10.17		
-44.86   	-53.10   	113.86   	-167.85		 32.80   	  10.17		
-47.91   	-59.81   	113.18   	-162.77		 32.84   	  -5.09		
-49.44   	-65.00   	112.53   	-142.42		 32.82   	 -20.35		
-49.74   	-68.05   	111.96   	-127.16		 32.74   	 -40.69		
-49.13   	-68.97   	111.45   	-116.99		 32.57   	 -50.86		
-48.52   	-69.89   	110.99   	-122.07		 32.37   	 -55.95		
-49.13   	-73.85   	110.50   	-132.25		 32.15   	 -66.12		
-50.96   	-80.57   	109.97   	-157.68		 31.88   	 -91.56		
-53.10   	-86.67   	109.34   	-183.11		 31.52   	-101.73		
-54.63   	-88.20   	108.61   	-213.63		 31.11   	-101.73		
-54.32   	-84.23   	107.75   	-239.06		 30.70   	-116.99		
-52.80   	-78.43   	106.80   	-259.41		 30.23   	-142.42		
-51.27   	-75.38   	105.76   	-274.67		 29.66   	-178.03		
-50.96   	-76.90   	104.66   	-269.58		 28.95   	-223.80		
-51.88   	-80.57   	103.58   	-259.41		 28.06   	-345.88		
-52.80   	-81.48   	102.54   	-244.15		 26.67   	-447.61		
-53.10   	-77.82   	101.57   	-228.89		 24.88   	-279.75		
-52.49   	-71.72   	100.65   	-208.54		 23.76   	-208.54		
-51.57   	-65.92   	 99.82   	-188.20		 22.93   	-478.13		
-50.66   	-62.56   	 99.06   	-172.94		 21.02   	-447.61		
-50.05   	-61.65   	 98.37   	-178.03		 19.23   	-269.58		
-49.44   	-61.04   	 97.66   	-172.94		 18.15   	-386.57		
-48.83   	-59.51   	 96.97   	-178.03		 16.60   	-447.61		
-47.30   	-56.76   	 96.26   	-193.29		 14.81   	-371.31		
-44.86   	-53.41   	 95.48   	-198.37		 13.33   	-422.18		
-41.81   	-50.35   	 94.69   	-213.63		 11.64   	-462.87		
-38.76   	-47.61   	 93.83   	-228.89		  9.79   	-376.40		
-36.62   	-45.78   	 92.92   	-244.15		  8.28   	-320.45		
-35.71   	-45.47   	 91.94   	-254.32		  7.00   	-310.27		
-35.71   	-47.00   	 90.93   	-284.84		  5.76   	-274.67		
-35.40   	-49.13   	 89.79   	-305.19		  4.66   	-228.89		
-34.48   	-51.27   	 88.57   	-310.27		  3.74   	-193.29		
-32.35   	-52.49   	 87.32   	-315.36		  2.97   	-152.59		
-30.52   	-53.41   	 86.06   	-310.27		  2.36   	-127.16		
-29.60   	-54.63   	 84.82   	-269.58		  1.85   	-101.73		
-29.60   	-56.46   	 83.74   	-213.63		  1.44   	 -71.21		
-28.99   	-57.37   	 82.89   	-152.59		  1.16   	 -40.69		
-26.25   	-55.54   	 82.28   	 -76.30		  1.00   	 -40.69		
-20.14   	-50.96   	 81.97   	   5.09		  0.83   	 -61.04		
-11.90   	-45.17   	 81.99   	  61.04		  0.59   	 -61.04		
 -4.27   	-41.20   	 82.24   	  96.64		  0.35   	 -61.04		
  1.22   	-41.20   	 82.62   	  91.56		  0.10   	 -55.95		
  4.27   	-46.69   	 82.99   	  61.04		 -0.12   	 -50.86		
  6.71   	-56.46   	 83.23   	  20.35		 -0.33   	 -30.52		
 11.29   	-68.36   	 83.32   	 -20.35		 -0.45   	 -25.43		
 19.84   	-79.04   	 83.23   	 -71.21		 -0.55   	 -25.43		
 31.43   	-87.28   	 82.95   	-111.90		 -0.65   	 -25.43		
 42.11   	-93.99   	 82.50   	-137.33		 -0.75(D)	   5.09		
 47.91   	-100.71   	 81.95   	-132.25		 -0.73   	  25.43		
 47.30   	-108.64   	 81.42   	-116.99		 -0.63   	  35.61		
 41.81   	-118.10   	 80.96   	 -91.56		 -0.49   	  40.69		
 34.48   	-128.48   	 80.59   	 -55.95		 -0.33   	  66.12		
 27.47   	-140.69   	 80.37   	 -30.52		 -0.06   	  96.64		
 20.14   	-156.56   	 80.24   	  -5.09		  0.33   	 106.82		
  9.46   	-177.00   	 80.22   	  15.26		  0.75   	 106.82		
 -6.10   	-201.42   	 80.28   	  20.35		  1.18   	 116.99		
-25.63   	-226.75   	 80.37   	  25.43		  1.65   	 116.99		
-45.17   	-248.41   	 80.47   	   5.09		  2.12   	  91.56		
-60.73   	-263.06   	 80.49   	  -5.09		  2.48   	  81.38		
-69.89   	-270.08   	 80.47   	 -15.26		  2.81   	  61.04		
-72.94   	-270.69   	 80.41   	 -25.43		  3.05   	  50.86		
-72.33   	-268.25   	 80.30   	 -35.61		  3.26   	  40.69		
-71.11   	-266.42   	 80.16   	 -35.61		  3.42   	  20.35		
-71.41   	-266.11   	 80.02   	 -35.61		  3.50   	  10.17		
-73.24   	-267.33   	 79.88   	 -40.69		  3.54   	 -10.17		
-75.99   	-268.86   	 79.71   	 -40.69		  3.50   	 -35.61		
-77.82   	-268.55   	 79.55   	 -45.78		  3.36   	 -40.69		
-78.43   	-265.50   	 79.37   	 -45.78		  3.19   	 -30.52		
-77.51   	-259.09   	 79.19   	 -50.86		  3.07   	 -35.61		
-75.68   	-250.24   	 78.98   	 -45.78		  2.93   	 -35.61		
-74.46   	-239.87   	 78.80   	 -55.95		  2.79   	 -20.35		
-75.38   	-225.52   	 78.58   	 -61.04		  2.71   	   0.00		
-80.57   	-200.50   	 78.33   	 -61.04		  2.71   	   5.09		
-88.81   	-158.39   	 78.09   	 -66.12		  2.73   	  10.17		
-93.69   	-98.27   	 77.82   	 -76.30		  2.77   	   5.09		
-81.48   	-27.47   	 77.52   	 -76.30		  2.79   	  15.26		
-36.93   	 47.00   	 77.21   	-162.77		  2.85   	 106.82		
175.78   	176.09   	 76.56   	 -76.30		  3.28   	  86.47		
311.58   	178.22   	 76.26   	 -81.38		  3.62   	 122.07		
408.33   	 88.20   	 75.93   	 -71.21		  4.11   	 142.42		
415.65   	-99.18   	 75.65   	 -66.12		  4.68   	 147.51		
310.97   	-336.30   	 75.38   	 -61.04		  5.27   	 142.42		
119.32   	-535.58   	 75.14   	 -61.04		  5.84   	 111.90		
-86.98   	-629.88(R)	 74.89   	 -66.12		  6.29(E)	  71.21		
-227.66   	-621.03   	 74.63   	 -61.04		  6.57   	  45.78		
-260.01   	-568.24   	 74.38   	 -61.04		  6.75   	  -5.09		
-198.97   	-525.51   	 74.14   	 -71.21		  6.73   	 -40.69		
-101.01   	-498.96   	 73.86   	 -66.12		  6.57   	 -55.95		
-24.41   	-456.24   	 73.59   	 -71.21		  6.35   	 -50.86		
  3.66   	-368.65   	 73.31   	 -71.21		  6.14   	 -45.78		
 -5.80   	-245.06   	 73.02   	 -66.12		  5.96   	 -25.43		
-25.63   	-127.87   	 72.76   	 -66.12		  5.86   	  30.52		
-35.10   	-56.46   	 72.49   	 -76.30		  5.98   	 106.82		
-32.04   	-37.84   	 72.19   	 -76.30		  6.41   	 147.51		
-23.80   	-48.83   	 71.88   	 -81.38		  7.00   	  76.30		
-18.01   	-61.65   	 71.56   	 -86.47		  7.30   	 -61.04		
-16.78   	-60.73   	 71.21   	 -66.12		  7.06   	 -55.95		
-17.09   	-48.22   	 70.95   	 -61.04		  6.84   	 259.41		
-15.56   	-33.57   	 70.70   	 -61.04		  7.87   	 605.29		
-11.60   	-24.11   	 70.46   	 -55.95		 10.29   	 610.37		
 -6.71   	-19.84   	 70.23   	 -50.86		 12.74   	 467.95		
 -1.83   	-15.26   	 70.03   	-106.82		 14.61   	 803.66		
  6.41   	  5.19   	 69.60   	 -55.95		 17.82   	 630.72		
 10.38   	 18.01   	 69.38   	 -61.04		 20.35   	 707.02		
 14.34   	 28.99   	 69.14   	 -55.95		 23.17   	 605.29		
 18.92   	 39.06   	 68.91   	 -55.95		 25.60   	 549.34		
 24.41   	 48.52   	 68.69   	 -71.21		 27.79   	 508.65		
 31.13   	 58.29   	 68.40   	 -66.12		 29.83   	 376.40		
 38.15   	 67.75   	 68.14   	 -66.12		 31.33   	 218.72		
 45.17   	 76.60   	 67.87   	 -61.04		 32.21   	 122.07		
 51.27   	 84.84   	 67.63   	 -50.86		 32.70   	  30.52		
 57.37   	 93.69   	 67.43   	 -35.61		 32.82(S)	 -66.12		
 63.78   	104.37   	 67.28   	 -30.52		 32.55   	-142.42		
 71.41   	117.80   	 67.16   	 -25.43		 31.98   	-178.03		
 79.65   	134.58   	 67.06   	 -30.52		 31.27   	-203.46		
 88.81   	153.81   	 66.94   	 -35.61		 30.46   	-213.63		
 98.27   	174.56   	 66.80   	 -35.61		 29.60   	-198.37		
107.42   	195.01   	 66.65   	 -35.61		 28.81   	-142.42		
116.88   	211.79   	 66.51   	 -25.43		 28.24   	-106.82		
126.04   	224.61   	 66.41   	 -10.17		 27.81   	 -71.21		
135.19   	234.07   	 66.37(D)	  25.43		 27.53   	 -25.43		
144.04   	242.92   	 66.47   	  96.64		 27.43   	  20.35		
152.59   	252.99   	 66.86   	 218.72		 27.51   	  55.95		
160.83   	263.98   	 67.73   	 417.09		 27.73   	  81.38		
168.46   	274.96   	 69.40   	 707.02		 28.06   	  96.64		
174.87   	284.73   	 72.23   	1027.46		 28.44   	 111.90		
180.36   	292.97   	 76.34   	1291.96		 28.89   	 122.07		
184.33   	300.29   	 81.51   	1419.12		 29.38   	 111.90		
187.68   	307.31   	 87.18   	1383.51		 29.83   	 101.73		
190.73   	314.33   	 92.72   	1200.40		 30.23   	  96.64		
193.48   	320.43   	 97.52   	 940.99		 30.62   	  81.38		
195.62   	325.01   	101.28   	 661.24		 30.95   	  61.04		
196.84   	326.54   	103.93   	 422.18		 31.19   	  50.86		
196.23   	323.79   	105.62   	 233.98		 31.39   	  40.69		
192.57   	315.86   	106.55   	 122.07		 31.56   	  20.35		
184.63   	301.51   	107.04   	  86.47		 31.64   	   5.09		
172.12   	280.76   	107.39   	 116.99		 31.66   	   0.00		
154.42   	254.82   	107.85   	 188.20		 31.66   	  -5.09		
132.14   	226.75   	108.61   	 269.58		 31.64   	 -10.17		
106.81   	199.28   	109.68   	 335.71		 31.60   	   0.00		
 80.26   	173.95   	111.03   	 356.05		 31.60   	  15.26		
 54.63   	150.76   	112.45   	 335.71		 31.66   	  10.17		
 31.74   	129.09   	113.79   	 264.50		 31.70   	  15.26		
 12.82   	110.17   	114.85   	 172.94		 31.76   	  15.26		
 -1.53   	 93.99   	115.54   	  71.21		 31.82   	   5.09		
-11.90   	 81.18   	115.83(S)	 -10.17		 31.84   	   5.09		
-19.53   	 71.72   	115.79   	 -76.30		 31.86   	  20.35		
-25.33   	 64.70   	115.48   	-111.90		 31.94   	  20.35		
-29.60   	 60.42   	115.04   	-137.33		 32.02   	   5.09		
-32.35   	 57.68   	114.49   	-152.59		 32.04   	  -5.09		
-33.87   	 56.46   	113.88   	-162.77		 32.02   	 -10.17		
-34.79   	 55.85   	113.22   	-152.59		 31.98   	 -15.26		
-35.71   	 55.85   	112.61   	-142.42		 31.92   	 -35.61		
-36.32   	 57.37   	112.04   	-127.16		 31.78   	 -50.86		
-36.62   	 59.51   	111.54   	-122.07		 31.58   	 -45.78		
-36.32   	 61.95   	111.05   	-142.42		 31.39   	 -61.04		
-36.62   	 64.39   	110.48   	-162.77		 31.15   	 -76.30		
-37.23   	 67.75   	109.83   	-183.11		 30.84   	 -91.56		
-38.15   	 73.24   	109.09   	-213.63		 30.48   	-101.73		
-39.06   	 81.18   	108.24   	-233.98		 30.07   	-116.99		
-40.28   	 88.50   	107.30   	-244.15		 29.60   	-137.33		
-40.89   	 93.08   	106.33   	-259.41		 29.05   	-157.68		
-41.81   	 93.69   	105.29   	-259.41		 28.42   	-213.63		
-42.72   	 93.69   	104.25   	-249.24		 27.57   	-350.97		
-42.72   	 95.52   	103.25   	-233.98		 26.16   	-447.61		
-42.11   	100.10   	102.32   	-223.80		 24.37   	-289.93		
-41.20   	105.59   	101.42   	-208.54		 23.21   	-203.46		
-39.98   	109.25   	100.59   	-198.37		 22.40   	-457.78		
-39.06   	110.47   	 99.80   	-183.11		 20.57   	-437.43		
-37.54   	110.17   	 99.06   	-188.20		 18.82   	-269.58		
-35.40   	109.86   	 98.31   	-183.11		 17.74   	-381.48		
-32.35   	109.86   	 97.58   	-183.11		 16.22   	-437.43		
-29.60   	109.86   	 96.85   	-188.20		 14.47   	-366.22		
-28.99   	109.56   	 96.09   	-188.20		 13.00   	-406.92		
-29.91   	109.86   	 95.34   	-193.29		 11.37   	-452.69		
-32.04   	109.86   	 94.57   	-208.54		  9.56   	-376.40		
-33.87   	108.95   	 93.73   	-244.15		  8.06   	-320.45		
-33.87   	106.51   	 92.76   	-269.58		  6.78   	-310.27		
-32.96   	103.15   	 91.68   	-289.93		  5.53   	-269.58		
-32.04   	100.71   	 90.52   	-310.27		  4.46   	-223.80		
-31.13   	 99.79   	 89.28   	-320.45		  3.56   	-198.37		
-30.52   	 99.79   	 88.00   	-320.45		  2.77   	-152.59		
-29.30   	 99.79   	 86.71   	-310.27		  2.16   	-106.82		
-26.25   	 99.79   	 85.47   	-269.58		  1.73   	 -55.95		
-21.36   	101.32   	 84.39   	-213.63		  1.51   	 -35.61		
-14.04   	104.98   	 83.54   	-142.42		  1.36   	 -40.69		
 -5.49   	112.00   	 82.97   	 -66.12		  1.20   	 -50.86		
  3.97   	119.93   	 82.71   	  10.17		  1.00   	 -55.95		
 11.60   	126.65   	 82.75   	  61.04		  0.77   	 -55.95		
 17.09   	131.23   	 82.99   	  81.38		  0.55   	 -50.86		
 21.06   	133.67   	 83.32   	  81.38		  0.35   	 -30.52		
 26.25   	135.50   	 83.64   	  61.04		  0.22   	 -20.35		
 35.10   	138.55   	 83.89   	  15.26		  0.14   	 -25.43		
 48.22   	144.96   	 83.95   	 -20.35		  0.04   	 -30.52		
 63.17   	153.81   	 83.87   	 -66.12		 -0.08   	 -15.26		
 74.46   	162.35   	 83.60   	-106.82		 -0.14(D)	  15.26		
 78.13   	168.15   	 83.17   	-127.16		 -0.08   	  20.35		
 74.16   	168.46   	 82.66   	-127.16		  0.00   	  20.35		
 65.00   	161.13   	 82.16   	-106.82		  0.08   	  25.43		
 54.32   	147.09   	 81.73   	 -86.47		  0.18   	  45.78		
 43.64   	126.95   	 81.38   	 -55.95		  0.37   	  61.04		
 31.43   	103.45   	 81.16   	 -25.43		  0.61   	  71.21		
 16.17   	 78.43   	 81.06   	   0.00		  0.90   	  91.56		
 -2.75   	 52.49   	 81.06   	  15.26		  1.26   	  91.56		
-24.11   	 25.33   	 81.12   	  20.35		  1.63   	  86.47		
-44.56   	 -2.14   	 81.20   	  20.35		  1.97   	  96.64		
-60.73   	-27.16   	 81.28   	  10.17		  2.36   	  96.64		
-70.80   	-45.47   	 81.32   	   5.09		  2.75   	  81.38		
