SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  LPA     	  LPA'		  RV     	  RV'		
110.78   	110.17   	 80.30   	-340.79		 48.40   	-305.19		 25.98   	-574.77		
105.59   	 78.43   	 78.94   	-345.88		 47.18   	-330.62		 23.68   	-534.08		
100.40   	 54.32   	 77.56   	-315.36		 45.86   	-244.15		 21.55   	-498.47		
 94.60   	 35.10   	 76.30   	-254.32		 44.88   	-162.77		 19.55   	-473.04		
 88.50   	 16.48   	 75.28   	-178.03		 44.23   	-137.33		 17.66   	-437.43		
 81.79   	 -1.83   	 74.57   	-111.90		 43.68   	-106.82		 15.91   	-381.48		
 73.85   	-16.78   	 74.12   	 -76.30		 43.26   	 -35.61		 14.38   	-345.88		
 65.31   	-25.33   	 73.81   	 -96.64		 43.11   	 -30.52		 13.00   	-320.45		
 57.37   	-27.16   	 73.43   	 -91.56		 42.99   	 -81.38		 11.72   	-284.84		
 52.19   	-25.33   	 73.06   	 -86.47		 42.67   	 -35.61		 10.58   	-254.32		
 50.96   	-23.50   	 72.72   	-122.07		 42.52   	  55.95		  9.56   	-228.89		
 51.57   	-22.89   	 72.23   	-147.51		 42.75   	  76.30		  8.65   	-198.37		
 51.88   	-25.33   	 71.64   	-122.07		 43.05   	 162.77		  7.85   	-167.85		
 49.74   	-29.91   	 71.15   	 -96.64		 43.70   	 356.05		  7.18   	-127.16		
 46.39   	-35.40   	 70.76   	 -71.21		 45.13   	 417.09		  6.67   	 -86.47		
 43.64   	-41.50   	 70.48   	 -66.12		 46.80   	 371.31		  6.33   	 -61.04		
 42.72   	-46.69   	 70.21   	-111.90		 48.28   	 376.40		  6.08   	 -15.26		
 42.72   	-49.74   	 69.77   	-172.94		 49.79   	 412.00		  6.02(D)	  45.78		
 42.72   	-49.74   	 69.07   	-178.03		 51.43   	 345.88		  6.21   	  66.12		
 41.81   	-46.39   	 68.36   	-106.82		 52.82   	 193.29		  6.47   	  66.12		
 39.98   	-42.11   	 67.93   	 -55.95		 53.59   	  96.64		  6.73   	  76.30		
 38.76   	-38.45   	 67.71   	 -25.43		 53.98   	  61.04		  7.04   	 101.73		
 38.15   	-37.23   	 67.61   	 -15.26		 54.22   	 -10.17		  7.45   	 116.99		
 38.15   	-39.67   	 67.55   	 -10.17		 54.18   	-106.82		  7.91   	 122.07		
 39.06   	-43.03   	 67.51   	 -20.35		 53.75   	-152.59		  8.40   	 111.90		
 39.98   	-44.56   	 67.43   	 -45.78		 53.14   	-203.46		  8.85   	 122.07		
 40.59   	-43.03   	 67.24   	 -55.95		 52.33   	-279.75		  9.34   	 147.51		
 40.89   	-38.76   	 67.02   	 -40.69		 51.21   	-330.62		  9.93   	 157.68		
 41.20   	-32.96   	 66.86   	 -35.61		 49.89   	-335.71		 10.56   	 122.07		
 41.81   	-27.16   	 66.71   	 -25.43		 48.55   	-350.97		 11.05   	  71.21		
 41.81   	-22.58   	 66.61   	 -10.17		 47.14   	-320.45		 11.33   	  15.26		
 40.28   	-19.84   	 66.57   	 -25.43		 45.86   	-264.50		 11.39   	 -25.43		
 34.79   	-21.97   	 66.47   	 -35.61		 44.80   	-239.06		 11.29   	 -30.52		
 25.94   	-33.57   	 66.33   	 -45.78		 43.85   	-213.63		 11.17   	 -40.69		
 19.23   	-57.37   	 66.14   	 -81.38		 42.99   	-167.85		 11.01   	 -71.21		
 30.52   	-82.40   	 65.82   	 -81.38		 42.32   	-147.51		 10.72   	 -86.47		
 80.87   	-76.60   	 65.49   	 -40.69		 41.73   	-111.90		 10.38   	-101.73		
182.19   	 -0.61   	 65.33   	 -40.69		 41.28   	 -61.04		  9.97   	 -96.64		
315.86   	157.47   	 65.17   	 -66.12		 41.04   	 -25.43		  9.58   	 -61.04		
420.84   	348.51   	 64.90   	 -71.21		 40.94   	   5.09		  9.34   	 -40.69		
418.40   	480.04(R)	 64.62   	-178.03		 40.96   	  55.95		  9.18   	 -71.21		
 -2.44   	350.04   	 63.91   	 -55.95		 41.18   	  35.61		  8.89   	 -10.17		
-281.37   	168.15   	 63.68   	   0.00		 41.32   	  50.86		  8.85(E)	   5.09		
-452.88   	 23.50   	 63.68   	  15.26		 41.53   	  66.12		  8.87   	   5.09		
-462.65   	-55.24   	 63.74   	 -10.17		 41.79   	  61.04		  8.89   	  -5.09		
-346.68   	-106.20   	 63.70   	 -61.04		 42.03   	  66.12		  8.87   	 -35.61		
-188.90   	-169.98   	 63.46   	-122.07		 42.30   	  66.12		  8.73   	 -66.12		
-59.51   	-236.21   	 62.97   	-122.07		 42.56   	  76.30		  8.46   	 -40.69		
 18.31   	-255.74   	 62.48   	 -96.64		 42.87   	  81.38		  8.30   	  30.52		
 57.98   	-197.14   	 62.10   	 -61.04		 43.19   	  50.86		  8.42   	  91.56		
 80.57   	-84.53   	 61.85   	 -25.43		 43.40   	  35.61		  8.79   	 116.99		
 93.69   	 18.01   	 61.75   	 -20.35		 43.54   	  76.30		  9.26   	 172.94		
 96.74   	 59.51   	 61.67   	 -45.78		 43.85   	  96.64		  9.95   	 264.50		
 92.77   	 39.98   	 61.49   	 -86.47		 44.23   	  55.95		 11.01   	 315.36		
 88.50   	 -1.22   	 61.14   	-152.59		 44.46   	 -10.17		 12.27   	 279.75		
 87.89   	-25.33   	 60.53   	-167.85		 44.41   	 -20.35		 13.39   	 183.11		
 91.25   	-20.75   	 59.86   	-101.73		 44.33   	  -5.09		 14.12   	 127.16		
 94.60   	  0.31   	 59.45   	 -20.35		 44.31   	 -35.61		 14.63   	 244.15		
 96.44   	 19.84   	 59.37   	  10.17		 44.17   	-111.90		 15.61   	 422.18		
 97.66   	 27.47   	 59.41   	 -15.26		 43.72   	-188.20		 17.29   	 447.61		
 99.49   	 23.80   	 59.35   	 -86.47		 42.97   	-183.11		 19.08   	 340.79		
100.71   	 15.26   	 59.00   	-162.77		 42.24   	-116.99		 20.45   	 305.19		
101.01   	  8.85   	 58.35   	-157.68		 41.77   	 -50.86		 21.67   	 417.09		
100.71   	  8.85   	 57.72   	 -61.04		 41.57   	 -81.38		 23.34   	 559.51		
100.10   	 15.56   	 57.48   	  25.43		 41.24   	-127.16		 25.57   	 595.11		
100.71   	 26.55   	 57.58   	  40.69		 40.73   	 -81.38		 27.96   	 569.68		
102.54   	 36.62   	 57.74   	   0.00		 40.41   	 -30.52		 30.23   	 574.77		
104.98   	 40.89   	 57.74   	 -76.30		 40.28   	 -30.52		 32.53   	 630.72		
106.51   	 37.54   	 57.44   	-142.42		 40.16   	 -10.17		 35.06   	 666.32		
107.42   	 30.82   	 56.87   	-116.99		 40.12   	  55.95		 37.72   	 645.98		
107.73   	 26.55   	 56.40   	 -40.69		 40.35   	 101.73		 40.31   	 600.20		
108.34   	 27.77   	 56.24   	  -5.09		 40.75   	 122.07		 42.71   	 559.51		
110.17   	 31.74   	 56.22   	 -10.17		 41.24   	  66.12		 44.94   	 539.16		
113.53   	 34.48   	 56.17   	 -61.04		 41.51   	 -15.26		 47.10   	 498.47		
118.41   	 32.96   	 55.93   	-111.90		 41.44   	 -50.86		 49.09   	 427.26		
124.82   	 27.16   	 55.48   	 -91.56		 41.24   	 -71.21		 50.80   	 335.71		
132.75   	 21.06   	 55.12   	 -25.43		 40.96   	 -86.47		 52.15   	 259.41		
140.99   	 17.70   	 55.02(D)	  50.86		 40.61   	 -40.69		 53.18   	 208.54		
149.54   	 16.78   	 55.22   	  86.47		 40.45   	   5.09		 54.02   	 167.85		
158.08   	 14.95   	 55.56   	  66.12		 40.47   	   0.00		 54.69   	 106.82		
167.24   	  8.85   	 55.83   	  81.38		 40.47   	 -10.17		 55.12   	  10.17		
177.31   	 -1.53   	 56.15   	 132.25		 40.43   	  30.52		 55.16   	 -61.04		
187.99   	-11.29   	 56.68   	 274.67		 40.55   	  50.86		 54.91   	 -66.12		
196.84   	-15.56   	 57.78   	 559.51		 40.75   	  30.52		 54.65   	 -71.21		
202.64   	-11.90   	 60.02   	 849.44		 40.87   	  40.69		 54.36   	 -91.56		
205.38   	 -2.75   	 63.42   	1017.29		 41.04   	 127.16		 54.00   	-111.90		
205.38   	  7.93   	 67.49   	 991.86		 41.55   	 218.72		 53.55   	-116.99		
203.55   	 14.95   	 71.45   	 778.23		 42.42   	 269.58		 53.08   	 -86.47		
200.20   	 19.53   	 74.57   	 549.34		 43.50   	 289.93		 52.74   	 -25.43		
195.31   	 23.50   	 76.76   	 473.04		 44.66   	 361.14		 52.63   	  25.43		
189.21   	 29.91   	 78.66   	 513.73		 46.10   	 442.52		 52.74   	  76.30		
183.11   	 41.50   	 80.71   	 493.39		 47.87   	 503.56		 53.04   	 122.07		
177.31   	 60.73   	 82.69   	 330.62		 49.89   	 523.90		 53.53   	 178.03		
170.29   	 85.75   	 84.01   	 101.73		 51.98   	 528.99		 54.24   	 239.06		
160.22   	112.00   	 84.41   	 -71.21		 54.10   	 544.25		 55.20   	 269.58		
146.79   	133.36   	 84.13   	 -30.52		 56.28   	 544.25		 56.28   	 284.84		
130.31   	145.87   	 84.01   	 157.68		 58.45   	 513.73		 57.42   	 300.10		
112.00   	149.84   	 84.64   	 371.31		 60.51   	 462.87		 58.62   	 330.62		
 93.69   	148.93   	 86.12   	 544.25		 62.36   	 406.92		 59.94   	 320.45		
 76.29   	145.87   	 88.30   	 513.73		 63.99   	 376.40		 61.22   	 284.84		
 60.73   	141.60   	 90.36   	 305.19		 65.49   	 340.79		 62.36   	 244.15		
 48.22   	134.58   	 91.58   	 147.51		 66.86   	 269.58		 63.34   	 213.63		
 38.15   	122.68   	 92.17   	 116.99		 67.93   	 218.72		 64.19   	 172.94		
 30.52   	107.73   	 92.63   	 198.37		 68.81   	 193.29		 64.88   	 106.82		
 24.11   	 91.25   	 93.43   	 249.24		 69.58   	 157.68		 65.31   	  45.78		
 18.01   	 75.07   	 94.42   	 127.16		 70.21   	 111.90		 65.49(S)	  -5.09		
 12.51   	 61.95   	 94.93(S)	 -20.35		 70.66   	  61.04		 65.47   	 -45.78		
  8.24   	 52.80   	 94.85   	 -66.12		 70.91   	  10.17		 65.29   	-116.99		
  5.80   	 47.00   	 94.59   	 -40.69		 70.95(S)	 -15.26		 64.82   	-172.94		
  4.58   	 44.25   	 94.42   	  20.35		 70.88   	 -55.95		 64.13   	-213.63		
  3.97   	 44.56   	 94.51   	  40.69		 70.66   	-101.73		 63.28   	-244.15		
  3.36   	 47.30   	 94.67   	 -35.61		 70.25   	-147.51		 62.30   	-279.75		
  3.36   	 53.10   	 94.53   	-116.99		 69.66   	-172.94		 61.18   	-320.45		
  5.80   	 61.95   	 94.06   	-116.99		 68.97   	-193.29		 59.90   	-366.22		
 12.51   	 74.46   	 93.59   	-127.16		 68.20   	-198.37		 58.43   	-391.66		
 23.19   	 92.77   	 93.08   	-157.68		 67.41   	-213.63		 56.87   	-381.48		
 36.01   	120.85   	 92.45   	-162.77		 66.55   	-249.24		 55.34   	-396.74		
 48.83   	157.17   	 91.80   	-178.03		 65.55   	-249.24		 53.75   	-473.04		
 60.42   	196.23   	 91.09   	-223.80		 64.56   	-259.41		 51.86   	-544.25		
 70.19   	229.19   	 90.19   	-188.20		 63.52   	-223.80		 49.68   	-523.90		
 78.43   	251.46   	 89.44   	-127.16		 62.62   	-101.73		 47.59   	-447.61		
 86.06   	265.20   	 88.93   	-147.51		 62.22   	 -35.61		 45.80   	-467.95		
 92.16   	276.49   	 88.34   	-157.68		 62.08   	-218.72		 43.93   	-559.51		
 96.74   	289.00   	 87.71   	-233.98		 61.20   	-554.42		 41.69   	-630.72		
 99.49   	296.63   	 86.77   	-366.22		 58.98   	-595.11		 39.17   	-656.15		
100.40   	291.75   	 85.31   	-412.00		 56.60   	-371.31		 36.54   	-645.98		
 99.18   	271.00   	 83.66   	-330.62		 55.12   	-452.69		 33.96   	-625.63		
 95.21   	237.43   	 82.34   	-249.24		 53.31   	-696.84		 31.45   	-605.29		
 88.50   	198.97   	 81.34   	-223.80		 50.52   	-584.94		 29.03   	-595.11		
 79.96   	162.96   	 80.45   	-254.32		 48.18   	-340.79		 26.65   	-579.86		
 72.94   	131.23   	 79.43   	-335.71		 46.82   	-310.27		 24.33   	-523.90		
 68.36   	100.40   	 78.09   	-371.31		 45.57   	-350.97		 22.24   	-483.21		
 65.92   	 68.66   	 76.60   	-330.62		 44.17   	-269.58		 20.31   	-462.87		
 63.78   	 37.54   	 75.28   	-259.41		 43.09   	-167.85		 18.45   	-452.69		
 59.81   	 10.38   	 74.24   	-172.94		 42.42   	-122.07		 16.64   	-396.74		
 52.49   	 -8.24   	 73.55   	-127.16		 41.93   	-106.82		 15.06   	-330.62		
 43.03   	-17.09   	 73.04   	-101.73		 41.51   	-122.07		 13.73   	-300.10		
 32.96   	-18.62   	 72.63   	 -86.47		 41.02   	-137.33		 12.53   	-295.01		
 24.41   	-18.01   	 72.29   	 -96.64		 40.47   	 -71.21		 11.35   	-279.75		
 18.62   	-19.23   	 71.90   	-101.73		 40.18   	  30.52		 10.23   	-233.98		
 16.17   	-23.80   	 71.50   	 -71.21		 40.31   	 193.29		  9.30   	-183.11		
 15.87   	-29.91   	 71.21   	 -66.12		 41.08   	 406.92		  8.57   	-142.42		
 16.17   	-35.10   	 70.95   	-122.07		 42.71   	 452.69		  8.00   	-127.16		
 16.17   	-37.84   	 70.46   	-183.11		 44.52   	 305.19		  7.49   	-132.25		
 14.95   	-37.23   	 69.73   	-203.46		 45.74   	 264.50		  6.96   	-101.73		
 13.73   	-34.48   	 68.91   	-172.94		 46.80   	 335.71		  6.55   	 -50.86		
 12.51   	-30.52   	 68.22   	-122.07		 48.14   	 305.19		  6.35   	  -5.09		
 11.60   	-26.25   	 67.73   	 -86.47		 49.36   	 203.46		  6.33   	  25.43		
 10.07   	-23.19   	 67.39   	 -76.30		 50.17   	 183.11		  6.43   	  35.61		
  7.93   	-22.58   	 67.08   	-101.73		 50.91   	 183.11		  6.57   	  55.95		
  5.19   	-24.11   	 66.67   	-106.82		 51.64   	  66.12		  6.80   	  76.30		
  3.05   	-27.16   	 66.25   	 -71.21		 51.90   	 -61.04		  7.10   	  96.64		
  1.83   	-29.30   	 65.96   	 -25.43		 51.66   	 -81.38		  7.49   	  81.38		
  1.83   	-28.99   	 65.86   	 -25.43		 51.33   	-111.90		  7.81   	  71.21		
  2.44   	-26.55   	 65.76   	 -55.95		 50.88   	-228.89		  8.10   	  55.95		
  2.75   	-23.50   	 65.53   	 -76.30		 49.97   	-300.10		  8.32   	  66.12		
  2.44   	-21.06   	 65.23   	-106.82		 48.77   	-269.58		  8.59   	 101.73		
  1.22   	-20.45   	 64.80   	 -86.47		 47.69   	-269.58		  8.99   	 101.73		
  0.31   	-19.84   	 64.46   	 -25.43		 46.61   	-330.62		  9.40   	  45.78		
 -0.31   	-18.01   	 64.35   	   5.09		 45.29   	-345.88		  9.58   	 -15.26		
  0.00   	-14.34   	 64.37   	  -5.09		 43.91   	-305.19		  9.52   	 -50.86		
  0.31   	 -8.85   	 64.35   	 -30.52		 42.69   	-269.58		  9.32   	 -71.21		
 -1.53   	 -3.05   	 64.23   	 -76.30		 41.61   	-239.06		  9.03   	 -96.64		
 -7.63   	 -0.31   	 63.93   	 -91.56		 40.65   	-218.72		  8.65   	-132.25		
-17.70   	 -6.71   	 63.56   	 -86.47		 39.78   	-178.03		  8.12   	-147.51		
-27.47   	-27.16   	 63.21   	 -81.38		 39.06   	-137.33		  7.53   	-137.33		
-24.11   	-54.32   	 62.89   	 -96.64		 38.51   	-127.16		  6.98   	-101.73		
 12.82   	-59.81   	 62.50   	-111.90		 38.01   	-127.16		  6.57   	 -86.47		
 99.49   	 -3.05   	 62.05   	 -96.64		 37.50   	-101.73		  6.23   	 -86.47		
227.66   	136.11   	 61.67   	 -50.86		 37.09   	 -66.12		  5.88   	-111.90		
346.37   	323.49   	 61.46   	 -25.43		 36.83   	 -30.52		  5.43   	 -91.56		
375.37   	472.41(R)	 61.36   	-132.25		 36.70   	 -76.30		  5.07(E)	 -86.47		
  3.97   	404.05   	 60.83   	 -81.38		 36.40   	 -25.43		  4.72   	 -61.04		
-290.53   	234.38   	 60.51   	 -86.47		 36.30   	  15.26		  4.48   	 -76.30		
-503.54   	 83.92   	 60.16   	 -86.47		 36.36   	  15.26		  4.17   	 -55.95		
-559.08   	 -5.49   	 59.82   	 -61.04		 36.42   	 -35.61		  3.95   	 -40.69		
-471.80   	-61.95   	 59.57   	 -86.47		 36.28   	 -55.95		  3.78   	 -61.04		
-320.43   	-129.70   	 59.23   	-111.90		 36.05   	   0.00		  3.54   	 -86.47		
-183.72   	-207.52   	 58.78   	 -96.64		 36.05   	  15.26		  3.19   	 -91.56		
-97.35   	-248.41   	 58.39   	 -76.30		 36.11   	 -20.35		  2.83   	 -45.78		
-52.80   	-212.40   	 58.09   	 -66.12		 36.03   	 -40.69		  2.64(D)	  15.26		
-28.08   	-109.56   	 57.82   	 -71.21		 35.87   	   0.00		  2.71   	  45.78		
-11.29   	  0.61   	 57.54   	-101.73		 35.87   	  25.43		  2.89   	 106.82		
 -3.66   	 59.20   	 57.13   	 -96.64		 35.97   	  10.17		  3.32   	 198.37		
 -5.49   	 53.71   	 56.74   	 -86.47		 36.01   	   5.09		  4.11   	 233.98		
-11.90   	 17.40   	 56.40   	 -86.47		 36.03   	 -30.52		  5.05   	 178.03		
-15.56   	 -9.77   	 56.05   	 -81.38		 35.91   	 -86.47		  5.76   	 106.82		
-14.65   	-11.29   	 55.73   	 -96.64		 35.56   	 -81.38		  6.19   	 101.73		
-10.99   	  3.66   	 55.34   	-127.16		 35.24   	-101.73		  6.59   	 147.51		
 -8.24   	 19.23   	 54.83   	-142.42		 34.83   	-183.11		  7.18   	 259.41		
 -6.41   	 25.63   	 54.26   	-127.16		 34.10   	-228.89		  8.22   	 391.66		
 -5.49   	 25.33   	 53.75   	 -66.12		 33.18   	-213.63		  9.79   	 437.43		
 -4.27   	 24.11   	 53.49   	 -45.78		 32.33   	-172.94		 11.54   	 361.14		
 -3.05   	 25.33   	 53.31   	 -40.69		 31.64   	-132.25		 12.98   	 330.62		
 -2.14   	 27.47   	 53.14   	 -76.30		 31.11   	-127.16		 14.30   	 432.35		
 -2.75   	 29.60   	 52.84   	-106.82		 30.60   	-152.59		 16.03   	 584.94		
 -4.58   	 31.13   	 52.41   	 -86.47		 29.99   	-142.42		 18.37   	 625.63		
 -6.71   	 32.04   	 52.06   	 -61.04		 29.42   	 -71.21		 20.87   	 579.86		
 -8.85   	 32.04   	 51.82   	 -35.61		 29.14   	 -45.78		 23.19   	 549.34		
 -9.77   	 30.52   	 51.68   	 -15.26		 28.95   	 -76.30		 25.39   	 605.29		
-10.07   	 27.47   	 51.62   	 -50.86		 28.65   	 -35.61		 27.81   	 691.76		
-10.07   	 25.02   	 51.41   	-122.07		 28.50   	  20.35		 30.58   	 666.32		
-10.07   	 24.41   	 50.93   	-162.77		 28.59   	 -10.17		 33.25   	 534.08		
 -9.77   	 24.11   	 50.27   	-167.85		 28.55   	 -61.04		 35.38   	 432.35		
 -9.46   	 20.75   	 49.60   	-127.16		 28.30   	 -61.04		 37.11   	 437.43		
 -9.77   	 13.12   	 49.09   	 -55.95		 28.06   	 -35.61		 38.86   	 422.18		
 -9.77   	  3.05   	 48.87   	  25.43		 27.91   	   0.00		 40.55   	 320.45		
 -8.24   	 -3.66   	 48.97   	  35.61		 27.91   	  40.69		 41.83   	 183.11		
 -4.58   	 -1.53   	 49.11   	  20.35		 28.08   	  40.69		 42.56   	 116.99		
  0.92   	  9.77   	 49.20   	   0.00		 28.24   	  20.35		 43.03   	  96.64		
  7.02   	 25.33   	 49.20   	 -40.69		 28.32   	  50.86		 43.42   	  45.78		
 12.51   	 36.32   	 49.03   	 -50.86		 28.52   	  66.12		 43.60   	 -45.78		
 17.09   	 36.32   	 48.83(D)	  45.78		 28.79   	  40.69		 43.42   	-111.90		
 21.67   	 23.80   	 49.01   	 172.94		 28.95   	  45.78		 42.97   	-122.07		
 26.55   	  4.27   	 49.70   	 295.01		 29.14   	 101.73		 42.48   	-127.16		
 30.82   	-12.82   	 50.88   	 457.78		 29.54   	 122.07		 41.97   	-137.33		
 33.87   	-19.84   	 52.72   	 676.50		 30.03   	 172.94		 41.42   	-137.33		
 34.48   	-15.26   	 55.42   	 869.78		 30.72   	 244.15		 40.87   	-111.90		
 32.35   	 -3.05   	 58.90   	 900.30		 31.70   	 295.01		 40.43   	 -61.04		
 28.08   	  9.77   	 62.50   	 783.31		 32.88   	 325.53		 40.18   	 -20.35		
 22.28   	 20.45   	 65.64   	 513.73		 34.18   	 381.48		 40.10   	  15.26		
 16.48   	 30.82   	 67.69   	 284.84		 35.71   	 427.26		 40.16   	  71.21		
  9.77   	 43.95   	 68.83   	 269.58		 37.42   	 442.52		 40.45   	 142.42		
  1.53   	 60.42   	 69.91   	 356.05		 39.19   	 447.61		 41.02   	 208.54		
 -9.16   	 77.82   	 71.33   	 366.22		 40.98   	 442.52		 41.85   	 254.32		
-21.67   	 93.08   	 72.80   	 295.01		 42.75   	 473.04		 42.87   	 279.75		
-35.10   	105.90   	 73.98   	 167.85		 44.64   	 493.39		 43.99   	 300.10		
-48.83   	118.10   	 74.65   	   0.00		 46.61   	 473.04		 45.19   	 325.53		
-63.17   	129.39   	 74.65   	 -76.30		 48.50   	 406.92		 46.49   	 335.71		
-78.43   	137.63   	 74.34   	 -10.17		 50.13   	 366.22		 47.83   	 305.19		
-94.30   	139.16   	 74.30   	 157.68		 51.60   	 356.05		 49.05   	 254.32		
-109.25   	133.67   	 74.93   	 361.14		 53.02   	 340.79		 50.07   	 228.89		
-121.77   	124.51   	 76.38   	 457.78		 54.38   	 295.01		 50.99   	 218.72		
-131.53   	115.05   	 78.21   	 345.88		 55.56   	 208.54		 51.86   	 183.11		
-139.16   	104.68   	 79.59   	 172.94		 56.40   	 142.42		 52.59   	 101.73		
-145.87   	 89.11   	 80.28   	  55.95		 56.97   	 132.25		 53.00   	  15.26		
-152.59   	 67.14   	 80.51   	  35.61		 57.50   	  96.64		 53.06(S)	 -30.52		
-158.08   	 43.03   	 80.65   	 142.42		 57.88   	  35.61		 52.94   	 -66.12		
-163.57   	 26.86   	 81.22   	 264.50		 58.03   	 -25.43		 52.68   	-116.99		
-168.46   	 25.33   	 82.28   	 218.72		 57.92   	 -50.86		 52.21   	-183.11		
-172.73   	 35.10   	 83.15   	  20.35		 57.72   	 -86.47		 51.47   	-254.32		
-175.78   	 44.86   	 83.23   	-157.68		 57.38   	-132.25		 50.46   	-310.27		
-176.39   	 44.25   	 82.60   	-193.29		 56.85   	-142.42		 49.22   	-315.36		
-174.26   	 34.18   	 81.83   	 -71.21		 56.28   	-157.68		 47.96   	-315.36		
-170.59   	 27.16   	 81.55   	  55.95		 55.65   	-203.46		 46.69   	-371.31		
-165.10   	 39.67   	 81.77   	  81.38		 54.83   	-239.06		 45.21   	-412.00		
-158.08   	 77.21   	 82.10   	 -20.35		 53.88   	-254.32		 43.56   	-432.35		
-148.62   	129.09   	 82.01   	-178.03		 52.86   	-264.50		 41.83   	-432.35		
-137.02   	175.78   	 81.30   	-279.75		 51.80   	-274.67		 40.10   	-467.95		
-124.82   	201.72   	 80.18   	-249.24		 50.70   	-289.93		 38.23   	-503.56		
-115.36   	207.52   	 79.19   	-137.33		 49.54   	-254.32		 36.22   	-493.39		
-109.86   	206.60   	 78.64   	 -86.47		 48.52   	-116.99		 34.24   	-478.13		
-108.64   	211.79   	 78.29   	-127.16		 48.06   	   0.00		 32.33   	-523.90		
-110.17   	225.52   	 77.78   	-208.54		 48.06   	-183.11		 30.23   	-595.11		
-112.30   	238.04   	 76.95   	-300.10		 47.32   	-600.20		 27.85   	-630.72		
-113.22   	238.65   	 75.75   	-305.19		 44.92   	-615.46		 25.33   	-630.72		
-113.53   	229.49   	 74.53   	-244.15		 42.46   	-279.75		 22.81   	-630.72		
-114.44   	219.73   	 73.55   	-233.98		 41.34   	-310.27		 20.28   	-590.03		
-116.58   	214.84   	 72.61   	-233.98		 40.10   	-620.55		 17.92   	-590.03		
-121.46   	208.13   	 71.68   	-249.24		 37.62   	-605.29		 15.56   	-625.63		
-127.87   	184.94   	 70.68   	-300.10		 35.20   	-401.83		 13.06   	-620.55		
-133.97   	138.85   	 69.48   	-345.88		 33.59   	-366.22		 10.58   	-569.68		
-137.02   	 80.57   	 68.10   	-350.97		 32.13   	-391.66		  8.30   	-498.47		
-137.94   	 31.43   	 66.69   	-300.10		 30.56   	-315.36		  6.31   	-467.95		
-141.30   	  8.24   	 65.49   	-218.72		 29.30   	-239.06		  4.44   	-473.04		
-150.15   	 10.68   	 64.62   	-122.07		 28.34   	-208.54		  2.54   	-457.78		
-164.49   	 23.19   	 64.13   	 -81.38		 27.51   	-157.68		  0.71   	-427.26		
-180.05   	 26.25   	 63.80   	 -96.64		 26.88   	 -66.12		 -1.00   	-391.66		
-191.96   	 10.68   	 63.42   	 -66.12		 26.61   	 -20.35		 -2.56   	-350.97		
-197.75   	-15.87   	 63.15   	 -66.12		 26.53(D)	  15.26		 -3.97   	-305.19		
-199.28   	-37.23   	 62.89   	-101.73		 26.59   	  55.95		 -5.19   	-254.32		
-199.89   	-40.59   	 62.48   	-116.99		 26.82   	 101.73		 -6.21   	-223.80		
-201.11   	-28.38   	 62.01   	-122.07		 27.22   	 172.94		 -7.10   	-183.11		
-202.94   	-14.34   	 61.53   	-157.68		 27.91   	 239.06		 -7.83   	-111.90		
-204.77   	-12.51   	 60.89   	-183.11		 28.87   	 350.97		 -8.28   	 -15.26		
-206.60   	-25.02   	 60.16   	-162.77		 30.27   	 493.39		 -8.34(D)	  50.86		
-208.44   	-42.72   	 59.51   	-152.59		 32.25   	 452.69		 -8.14   	  71.21		
-208.44   	-53.71   	 58.90   	-142.42		 34.06   	 111.90		 -7.85   	  66.12		
-206.91   	-51.88   	 58.33   	-137.33		 34.51   	 -35.61		 -7.59   	  55.95		
-204.47   	-40.28   	 57.78   	-127.16		 34.36   	 157.68		 -7.37   	  61.04		
-202.33   	-26.86   	 57.27   	-101.73		 34.99   	 162.77		 -7.12   	  96.64		
-202.03   	-18.31   	 56.87   	 -55.95		 35.65   	 -61.04		 -6.73   	 122.07		
-202.94   	-16.78   	 56.64   	 -25.43		 35.40   	-122.07		 -6.25   	 111.90		
-203.86   	-22.28   	 56.54   	 -45.78		 34.91   	 -40.69		 -5.80   	 101.73		
-203.25   	-32.35   	 56.36   	 -86.47		 34.75   	 -71.21		 -5.39   	 132.25		
-200.81   	-42.42   	 56.01   	 -86.47		 34.47   	-203.46		 -4.86   	 198.37		
-198.06   	-49.13   	 55.67   	 -40.69		 33.65   	-305.19		 -4.07   	 249.24		
-196.53   	-47.91   	 55.50   	  10.17		 32.43   	-371.31		 -3.07   	 259.41		
-195.62   	-36.93   	 55.54   	  35.61		 30.95   	-340.79		 -2.03   	 223.80		
-194.70   	-19.84   	 55.69   	  20.35		 29.58   	-183.11		 -1.14   	 162.77		
-191.96   	 -4.88   	 55.77   	 -55.95		 28.85   	-289.93		 -0.49   	 127.16		
-188.90   	  0.31   	 55.54   	-106.82		 27.69   	-366.22		  0.02   	 127.16		
-186.77   	 -6.71   	 55.12   	-111.90		 26.23   	 -50.86		  0.53   	  76.30		
-187.38   	-19.53   	 54.67   	 -76.30		 26.02   	  61.04		  0.83   	  25.43		
-189.51   	-30.52   	 54.36   	 -25.43		 26.27   	-162.77		  0.94   	  50.86		
