SAMPLE NUMBER:   5
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  DAO     	  DAO'		  RV     	  RV'		
 31.74   	 52.80   	 79.15   	-198.37		 27.39   	-203.46		
 10.38   	 31.13   	 78.35   	-127.16		 26.57   	-223.80		
  3.97   	 24.41   	 77.84   	 -71.21		 25.68   	-239.06		
 12.82   	 32.96   	 77.56   	 -30.52		 24.72   	-274.67		
 25.02   	 44.86   	 77.44   	 -20.35		 23.62   	-310.27		
 29.30   	 48.83   	 77.35   	 -30.52		 22.38   	-361.14		
 22.89   	 41.50   	 77.23   	 -71.21		 20.94   	-417.09		
 13.73   	 31.13   	 76.95   	-137.33		 19.27   	-452.69		
  8.54   	 24.11   	 76.40   	-218.72		 17.46   	-493.39		
  8.54   	 22.58   	 75.52   	-310.27		 15.48   	-554.42		
 12.82   	 24.72   	 74.28   	-396.74		 13.27   	-605.29		
 21.97   	 29.30   	 72.70   	-473.04		 10.84   	-645.98		
 38.76   	 36.62   	 70.80   	-523.90		  8.26   	-701.93		
 65.92   	 47.61   	 68.71   	-1052.90		  5.45   	-1622.58		
145.26   	 82.40   	 64.50   	-417.09		 -1.04   	-778.23		
190.73   	107.12   	 62.83   	-269.58		 -4.15   	-605.29		
233.76   	133.97   	 61.75   	-101.73		 -6.57   	-452.69		
267.03   	157.78   	 61.34   	  76.30		 -8.38   	-345.88		
283.20   	171.81   	 61.65   	 193.29		 -9.77   	-203.46		
277.71   	170.59   	 62.42   	 239.06		-10.58   	 -55.95		
251.77   	153.50   	 63.38   	 213.63		-10.80   	  66.12		
211.79   	124.82   	 64.23   	 122.07		-10.54   	 203.46		
165.10   	 92.16   	 64.72   	  15.26		 -9.73   	 345.88		
117.19   	 61.65   	 64.78   	-106.82		 -8.34   	 437.43		
 72.63   	 38.76   	 64.35   	-193.29		 -6.59   	 503.56		
 36.01   	 25.33   	 63.58   	-254.32		 -4.58   	 559.51		
 14.65   	 23.19   	 62.56   	-284.84		 -2.34   	 564.60		
 14.65   	 34.18   	 61.42   	-300.10		 -0.08   	 488.30		
 32.65   	 55.24   	 60.22   	-269.58		  1.87   	 412.00		
 55.85   	 79.35   	 59.15   	-193.29		  3.52   	 366.22		
 70.80   	 97.66   	 58.37   	-106.82		  4.98   	 356.05		
 67.44   	100.40   	 57.94   	 -20.35		  6.41   	 315.36		
 47.00   	 84.84   	 57.86   	  55.95		  7.67   	 254.32		
 27.16   	 57.37   	 58.09   	 106.82		  8.69   	 183.11		
 33.26   	 20.14   	 58.51   	 122.07		  9.42   	 122.07		
 96.44   	-31.13   	 59.00   	 111.90		  9.91   	  76.30		
252.99   	-94.30   	 59.45   	  81.38		 10.21   	  35.61		
497.74   	-155.64   	 59.78   	  35.61		 10.36   	  25.43		
727.23   	-193.79   	 59.92   	 -81.38		 10.46   	  15.26		
581.67   	-58.59   	 59.59   	-101.73		 10.52   	   5.09		
122.99   	110.47   	 59.19   	-132.25		 10.54   	  66.12		
-412.29   	258.48   	 58.66   	-157.68		 10.80   	 132.25		
-773.62   	307.62   	 58.03   	-157.68		 11.33   	  91.56		
-814.51(R)	228.27   	 57.40   	-137.33		 11.70   	  35.61		
-578.00   	 70.80   	 56.85   	-132.25		 11.84   	  55.95		
-230.71   	-62.56   	 56.32   	-122.07		 12.07   	  40.69		
 46.39   	-99.18   	 55.83   	 -96.64		 12.23   	  15.26		
153.20   	-48.83   	 55.44   	 -66.12		 12.29   	  35.61		
116.27   	 25.02   	 55.18   	 -35.61		 12.43   	  40.69		
 36.62   	 66.83   	 55.04   	 -15.26		 12.59   	  30.52		
 -1.83   	 63.78   	 54.97   	 -15.26		 12.72   	  71.21		
 18.31   	 39.06   	 54.91   	 -25.43		 13.00   	 132.25		
 65.31   	 21.67   	 54.81   	 -61.04		 13.53   	 233.98		
 99.79   	 22.89   	 54.57   	 -96.64		 14.47   	 340.79		
106.20   	 35.40   	 54.18   	-116.99		 15.83   	 381.48		
 97.35   	 49.44   	 53.71   	-132.25		 17.35   	 457.78		
 94.91   	 60.12   	 53.18   	-137.33		 19.19   	 569.68		
105.59   	 64.70   	 52.63   	-132.25		 21.46   	 625.63		
119.93   	 62.56   	 52.11   	-142.42		 23.97   	 645.98		
130.31   	 59.20   	 51.54   	-137.33		 26.55   	 681.58		
136.41   	 60.12   	 50.99   	-127.16		 29.28   	 696.84		
142.52   	 66.83   	 50.48   	 -96.64		 32.06   	 727.36		
148.93   	 74.16   	 50.09   	 -50.86		 34.97   	 727.36		
154.72   	 77.51   	 49.89   	 -30.52		 37.88   	1012.20		
168.46   	 76.90   	 49.77   	   5.09		 41.93   	 335.71		
181.58   	 80.87   	 49.79   	  15.26		 43.28   	 223.80		
196.84   	 87.28   	 49.85   	  30.52		 44.17   	  91.56		
213.32   	 96.13   	 49.97   	  45.78		 44.54   	 -15.26		
232.24   	107.42   	 50.15   	 101.73		 44.48   	-116.99		
255.43   	123.29   	 50.56   	 239.06		 44.01   	-183.11		
280.15   	140.38   	 51.52   	 467.95		 43.28   	-213.63		
300.60   	153.50   	 53.39   	 783.31		 42.42   	-228.89		
312.19   	158.69   	 56.52   	1124.11		 41.51   	-233.98		
316.47   	159.30   	 61.02   	1393.69		 40.57   	-208.54		
318.30   	162.05   	 66.59   	1525.93		 39.74   	-178.03		
321.35   	170.59   	 72.70   	1531.02		 39.02   	-137.33		
323.49   	181.27   	 78.82   	1454.72		 38.47   	 -76.30		
320.13   	187.68   	 84.64   	1317.39		 38.17   	 -10.17		
310.97   	188.29   	 89.91   	1154.62		 38.13   	  66.12		
300.60   	187.38   	 94.53   	 986.77		 38.39   	 147.51		
290.83   	187.68   	 98.47   	 783.31		 38.98   	 203.46		
278.93   	186.46   	101.61   	 518.82		 39.80   	 249.24		
256.04   	174.56   	103.68   	 198.37		 40.79   	 289.93		
220.64   	150.15   	104.48   	-127.16		 41.95   	 330.62		
180.36   	119.93   	103.97   	-386.57		 43.28   	 350.97		
147.40   	 95.83   	102.42   	-539.16		 44.68   	 350.97		
126.95   	 83.62   	100.26   	-559.51		 46.08   	 335.71		
114.75   	 80.26   	 98.03   	-467.95		 47.43   	 310.27		
 99.49   	 74.77   	 96.15   	-559.51		 48.67   	 513.73		
 43.33   	 41.20   	 93.92   	-116.99		 50.72   	 172.94		
 14.95   	 21.97   	 93.45   	 -50.86		 51.41   	 106.82		
 -3.36   	  9.46   	 93.24   	 -30.52		 51.84   	  45.78		
-10.07   	  6.10   	 93.12   	 -35.61		 52.02   	  -5.09		
-12.82   	  6.10   	 92.98   	 -45.78		 52.00   	 -55.95		
-18.31   	  3.97   	 92.80   	 -66.12		 51.78   	 -96.64		
-28.08   	 -1.22   	 92.53   	-111.90		 51.39   	-127.16		
-38.45   	 -7.93   	 92.09   	-172.94		 50.88   	-147.51		
-44.86   	-10.99   	 91.39   	-223.80		 50.29   	-172.94		
-47.61   	-11.90   	 90.50   	-259.41		 49.60   	-193.29		
-48.83   	-12.21   	 89.46   	-264.50		 48.83   	-218.72		
-51.57   	-14.95   	 88.40   	-228.89		 47.96   	-233.98		
-56.15   	-19.53   	 87.49   	-162.77		 47.02   	-223.80		
-60.73   	-23.50   	 86.84   	 -96.64		 46.12   	-198.37		
-65.92   	-26.55   	 86.45   	 -40.69		 45.33   	-172.94		
-70.80   	-28.69   	 86.29   	 -10.17		 44.64   	-193.29		
-73.55   	-29.91   	 86.25   	 -15.26		 43.87   	-249.24		
-72.63   	-30.21   	 86.18   	 -15.26		 42.87   	-295.01		
-67.14   	-27.77   	 86.12   	 -20.35		 41.69   	-315.36		
-58.90   	-22.58   	 86.04   	 -40.69		 40.43   	-335.71		
-51.88   	-18.01   	 85.88   	 -91.56		 39.08   	-386.57		
-47.30   	-15.87   	 85.51   	-188.20		 37.54   	-457.78		
-43.33   	-16.48   	 84.76   	-274.67		 35.71   	-539.16		
-36.01   	-17.70   	 83.66   	-330.62		 33.55   	-600.20		
-19.84   	-14.34   	 82.34   	-818.92		 31.15   	-1342.82		
 55.24   	 22.58   	 79.06   	-442.52		 25.78   	-676.50		
108.34   	 54.93   	 77.29   	-412.00		 23.07   	-640.89		
159.30   	 87.59   	 75.65   	-335.71		 20.51   	-600.20		
199.28   	115.05   	 74.30   	-193.29		 18.11   	-528.99		
227.36   	137.02   	 73.53   	 -20.35		 15.99   	-452.69		
245.36   	154.11   	 73.45   	 137.33		 14.18   	-376.40		
252.08   	163.88   	 74.00   	 233.98		 12.68   	-310.27		
242.92   	161.13   	 74.93   	 239.06		 11.43   	-269.58		
209.35   	137.63   	 75.89   	 167.85		 10.36   	-239.06		
147.40   	 90.03   	 76.56   	  66.12		  9.40   	-142.42		
 63.48   	 25.63   	 76.83   	 -25.43		  8.83   	  -5.09		
-25.02   	-38.45   	 76.72   	-101.73		  8.81   	  61.04		
-98.57   	-86.06   	 76.32   	-183.11		  9.05   	  66.12		
-142.82   	-107.42   	 75.58   	-244.15		  9.32   	 106.82		
-154.42   	-102.84   	 74.61   	-274.67		  9.75   	 208.54		
-146.18   	-86.67   	 73.51   	-274.67		 10.58   	 330.62		
-137.94   	-75.99   	 72.41   	-244.15		 11.90   	 528.99		
-142.21   	-79.65   	 71.43   	-172.94		 14.02   	 686.67		
-156.86   	-93.38   	 70.74   	 -76.30		 16.76   	 701.93		
-169.37   	-105.29   	 70.44   	  10.17		 19.57   	 640.89		
-166.32   	-109.56   	 70.48   	  71.21		 22.14   	 574.77		
-133.97   	-113.22   	 70.76   	 122.07		 24.44   	 498.47		
-52.19   	-131.84   	 71.25   	 152.59		 26.43   	 401.83		
113.22   	-167.85   	 71.86   	 142.42		 28.04   	 249.24		
357.67   	-206.91   	 72.43   	  91.56		 29.03   	  91.56		
584.41   	-219.73   	 72.80   	 -71.21		 29.40   	-111.90		
422.67   	-61.65   	 72.51   	-147.51		 28.95   	-157.68		
-54.32   	 74.46   	 71.92   	-178.03		 28.32   	-183.11		
-595.70   	160.83   	 71.21   	-172.94		 27.59   	-213.63		
-939.03   	141.91   	 70.52   	-147.51		 26.73   	-228.89		
-946.66(R)	 16.48   	 69.93   	-127.16		 25.82   	-228.89		
-682.98   	-148.32   	 69.42   	-101.73		 24.90   	-213.63		
-337.52   	-255.74   	 69.01   	 -61.04		 24.05   	-193.29		
-97.66   	-257.26   	 68.77   	   0.00		 23.28   	-127.16		
-38.15   	-183.11   	 68.77   	  30.52		 22.77   	 -20.35		
-100.71   	-105.29   	 68.89   	  35.61		 22.69   	  71.21		
-174.26   	-73.24   	 69.03   	  30.52		 22.97   	 157.68		
-190.12   	-87.89   	 69.16   	  20.35		 23.60   	 300.10		
-151.06   	-115.05   	 69.24   	   5.09		 24.80   	 467.95		
-99.79   	-124.82   	 69.26   	 -10.17		 26.67   	 651.07		
-72.33   	-115.05   	 69.22   	 -30.52		 29.28   	 813.83		
-75.68   	-101.32   	 69.09   	 -81.38		 32.53   	 915.56		
-89.72   	-94.30   	 68.77   	-116.99		 36.20   	1007.12		
-90.94   	-92.16   	 68.30   	-142.42		 40.22   	1073.24		
-72.63   	-86.67   	 67.73   	-132.25		 44.52   	1093.59		
-45.17   	-75.38   	 67.20   	-137.33		 48.89   	1057.98		
-23.50   	-63.17   	 66.65   	-132.25		 53.12   	 986.77		
-12.82   	-54.02   	 66.12   	-106.82		 57.07   	 890.13		
 -9.77   	-50.96   	 65.70   	 -71.21		 60.63   	 742.62		
 -6.10   	-49.44   	 65.41   	 -45.78		 63.60   	 564.60		
  6.10   	-42.72   	 65.23   	 -20.35		 65.86   	 630.72		
 59.81   	 -5.49   	 65.15   	  15.26		 68.38   	  91.56		
 83.01   	  7.63   	 65.21   	  45.78		 68.75   	 -61.04		
 94.30   	  7.93   	 65.39   	 101.73		 68.50   	-198.37		
 98.88   	  1.53   	 65.80   	 223.80		 67.71   	-310.27		
108.03   	  1.22   	 66.69   	 427.26		 66.47   	-396.74		
130.00   	 16.17   	 68.40   	 696.84		 64.88   	-447.61		
162.66   	 43.03   	 71.19   	 991.86		 63.09   	-462.87		
192.87   	 67.44   	 75.16   	1256.35		 61.24   	-447.61		
209.05   	 78.13   	 80.18   	1444.55		 59.45   	-406.92		
211.49   	 77.82   	 85.96   	1531.02		 57.82   	-345.88		
208.13   	 76.60   	 92.09   	1510.68		 56.44   	-264.50		
209.35   	 84.23   	 98.13   	1347.91		 55.38   	-208.54		
217.59   	101.32   	103.52   	1108.85		 54.55   	-152.59		
227.66   	121.15   	107.95   	 879.96		 53.94   	 -86.47		
229.49   	133.67   	111.47   	 691.76		 53.59   	  -5.09		
216.37   	132.45   	114.24   	 442.52		 53.57   	  81.38		
190.73   	119.63   	116.01   	 122.07		 53.90   	 142.42		
162.66   	103.15   	116.50   	-172.94		 54.47   	 193.29		
141.60   	 91.55   	115.81   	-401.83		 55.24   	 239.06		
128.17   	 86.36   	114.20   	-539.16		 56.20   	 254.32		
114.14   	 80.87   	112.04   	-473.04		 57.21   	 233.98		
 89.11   	 65.61   	110.15   	-274.67		 58.15   	 203.46		
 50.66   	 37.84   	109.05   	 -91.56		 58.96   	 183.11		
  8.24   	  5.80   	108.69   	  10.17		 59.69   	 142.42		
-24.11   	-16.48   	108.73   	 -86.47		 60.26   	 132.25		
-52.19   	-24.11   	108.38   	 -45.78		 60.79   	 -15.26		
-66.22   	-30.21   	108.20   	 -71.21		 60.73   	 -66.12		
-86.67   	-46.39   	107.91   	-193.29		 60.47   	-116.99		
-107.42   	-66.22   	107.14   	-295.01		 60.00   	-152.59		
-119.32   	-77.82   	105.96   	-371.31		 59.39   	-183.11		
-120.24   	-76.90   	104.48   	-452.69		 58.66   	-208.54		
-119.02   	-72.02   	102.66   	-488.30		 57.82   	-223.80		
-125.12   	-74.16   	100.71   	-447.61		 56.93   	-228.89		
-137.94   	-84.23   	 98.92   	-315.36		 56.01   	-223.80		
-147.71   	-92.16   	 97.66   	-203.46		 55.12   	-213.63		
-148.01   	-90.64   	 96.85   	-147.51		 54.26   	-208.54		
-141.30   	-82.40   	 96.26   	 -86.47		 53.43   	-203.46		
-138.24   	-77.82   	 95.91   	 -10.17		 52.61   	-203.46		
-145.26   	-84.23   	 95.87   	  55.95		 51.80   	-213.63		
-155.64   	-93.69   	 96.09   	  86.47		 50.95   	-244.15		
-156.56   	-93.69   	 96.44   	  55.95		 49.97   	-274.67		
-144.96   	-82.09   	 96.66   	 -20.35		 48.87   	-310.27		
-130.00   	-69.58   	 96.58   	 -96.64		 47.63   	-356.05		
-125.73   	-68.97   	 96.19   	-162.77		 46.21   	-412.00		
-135.50   	-82.40   	 95.54   	-223.80		 44.56   	-473.04		
-148.62   	-96.44   	 94.65   	-284.84		 42.67   	-544.25		
-150.76   	-97.96   	 93.51   	-356.05		 40.49   	-620.55		
-133.97   	-83.01   	 92.09   	-401.83		 38.01   	-671.41		
-103.15   	-60.12   	 90.48   	-391.66		 35.32   	-686.67		
-64.39   	-36.62   	 88.91   	-783.31		 32.57   	-1307.22		
 27.47   	 13.12   	 85.78   	-356.05		 27.34   	-579.86		
 78.13   	 43.95   	 84.35   	-284.84		 25.03   	-513.73		
126.65   	 76.60   	 83.21   	-188.20		 22.97   	-452.69		
168.15   	106.51   	 82.46   	 -61.04		 21.16   	-396.74		
197.45   	129.70   	 82.22   	  76.30		 19.57   	-356.05		
208.74   	140.08   	 82.52   	 167.85		 18.15   	-284.84		
198.36   	133.67   	 83.19   	 178.03		 17.01   	-152.59		
166.32   	108.64   	 83.91   	 116.99		 16.40   	 -25.43		
115.36   	 67.75   	 84.37   	  30.52		 16.30   	 106.82		
 49.74   	 15.87   	 84.50   	 -35.61		 16.72   	 218.72		
-22.58   	-36.62   	 84.35   	 -86.47		 17.60   	 310.27		
-91.25   	-79.04   	 84.01   	-137.33		 18.84   	 376.40		
-145.87   	-104.98   	 83.46   	-183.11		 20.35   	 422.18		
-177.00   	-112.30   	 82.73   	-208.54		 22.03   	 462.87		
-184.94   	-107.12   	 81.89   	-213.63		 23.89   	 493.39		
-181.27   	-102.84   	 81.04   	-178.03		 25.86   	 488.30		
-179.44   	-107.73   	 80.33   	-127.16		 27.81   	 457.78		
-184.63   	-119.63   	 79.82   	-101.73		 29.64   	 391.66		
-194.40   	-130.31   	 79.41   	 -35.61		 31.21   	 305.19		
-199.28   	-135.19   	 79.27   	  50.86		 32.43   	 254.32		
-187.99   	-142.21   	 79.47   	 101.73		 33.45   	 188.20		
-142.21   	-167.85   	 79.88   	 116.99		 34.20   	 116.99		
-24.41   	-215.76   	 80.35   	  91.56		 34.67   	  50.86		
191.35   	-265.81   	 80.71   	  50.86		 34.87   	 -30.52		
446.47   	-282.59   	 80.92   	 -71.21		 34.75   	-239.06		
499.27   	-101.32   	 80.63   	 -71.21		 33.79   	-172.94		
106.81   	 60.42   	 80.35   	 -96.64		 33.10   	-157.68		
-452.27   	169.98   	 79.96   	-122.07		 32.47   	-132.25		
-909.73   	163.57   	 79.47   	-142.42		 31.94   	-132.25		
-1049.80(R)	 37.84   	 78.90   	-132.25		 31.41   	 -91.56		
-856.32   	-138.55   	 78.37   	 -76.30		 31.05   	 -45.78		
-490.72   	-263.67   	 78.07   	 -20.35		 30.86   	 -20.35		
-170.90   	-277.71   	 77.99   	 -10.17		 30.78   	  45.78		
-35.71   	-205.38   	 77.94   	 -25.43		 30.97   	 132.25		
-72.33   	-121.46   	 77.84   	 -15.26		 31.50   	 213.63		
-167.24   	-83.92   	 77.78   	   0.00		 32.35   	 284.84		
-219.12   	-98.57   	 77.78   	 -20.35		 33.49   	 366.22		
-203.25   	-133.36   	 77.70   	 -40.69		 34.95   	 467.95		
-154.42   	-153.81   	 77.54   	 -30.52		 36.83   	 584.94		
-116.58   	-148.93   	 77.42   	 -25.43		 39.17   	 701.93		
-109.25   	-131.53   	 77.31   	 -45.78		 41.97   	 768.05		
-119.02   	-115.66   	 77.13   	 -50.86		 45.05   	 818.92		
-122.68   	-105.90   	 76.93   	 -50.86		 48.32   	 885.04		
-112.30   	-101.93   	 76.72   	 -66.12		 51.86   	 951.17		
-93.69   	-99.79   	 76.46   	 -76.30		 55.67   	 946.08		
-76.60   	-97.35   	 76.15   	-116.99		 59.45   	 905.39		
-63.48   	-89.72   	 75.69   	-127.16		 63.07   	 824.00		
-52.19   	-78.43   	 75.18   	-116.99		 66.37   	 701.93		
-41.50   	-68.36   	 74.71   	 -91.56		 69.18   	 574.77		
-29.91   	-62.26   	 74.34   	-132.25		 71.47   	 747.71		
  9.46   	-48.22   	 73.81   	 -25.43		 74.47   	 178.03		
 39.67   	-32.04   	 73.71   	  25.43		 75.18   	  35.61		
 71.11   	-11.90   	 73.81   	  55.95		 75.32   	 -96.64		
 96.74   	  4.58   	 74.04   	  86.47		 74.93   	-193.29		
112.30   	 12.51   	 74.38   	 178.03		 74.16   	-274.67		
122.99   	 17.09   	 75.10   	 386.57		 73.06   	-340.79		
137.63   	 26.86   	 76.64   	 691.76		 71.70   	-371.31		
162.35   	 47.91   	 79.41   	 996.94		 70.21   	-381.48		
192.87   	 75.38   	 83.40   	1225.83		 68.69   	-391.66		
218.20   	 99.18   	 88.30   	1378.43		 67.12   	-356.05		
228.58   	110.78   	 93.81   	1464.90		 65.70   	-289.93		
225.83   	112.30   	 99.67   	1449.64		 64.54   	-233.98		
217.59   	109.56   	105.47   	1327.56		 63.60   	-172.94		
209.35   	108.03   	110.78   	1149.54		 62.91   	-122.07		
199.28   	107.42   	115.38   	 976.60		 62.42   	 -71.21		
181.58   	103.15   	119.29   	 839.26		 62.14   	   5.09		
156.56   	 94.91   	122.64   	 656.15		 62.16   	  71.21		
132.14   	 87.28   	125.27   	 366.22		 62.44   	 132.25		
114.44   	 81.48   	126.73   	  15.26		 62.97   	 178.03		
101.32   	 73.85   	126.80   	-310.27		 63.68   	 208.54		
 85.45   	 60.42   	125.55   	-528.99		 64.52   	 239.06		
 63.78   	 43.64   	123.44   	-574.77		 65.47   	 249.24		
 41.20   	 30.82   	121.14   	-462.87		 66.47   	 239.06		
 22.58   	 27.77   	119.29   	-289.93		 67.43   	 218.72		
  6.10   	 29.91   	118.13   	-198.37		 68.30   	 340.79		
-51.57   	  3.05   	117.33   	 -40.69		 69.66   	  96.64		
-88.50   	-27.77   	117.17   	 -81.38		 70.05   	  25.43		
-115.05   	-54.02   	116.85   	-127.16		 70.15   	 -55.95		
-122.07   	-61.65   	116.34   	-172.94		 69.93   	-122.07		
-112.61   	-49.44   	115.65   	-233.98		 69.44   	-167.85		
-101.62   	-32.04   	114.71   	-315.36		 68.77   	-218.72		
-99.49   	-22.89   	113.45   	-422.18		 67.89   	-244.15		
-108.03   	-27.16   	111.76   	-503.56		 66.92   	-264.50		
-124.21   	-42.72   	109.75   	-508.65		 65.86   	-279.75		
-141.60   	-61.04   	107.71   	-452.69		 64.74   	-269.58		
-153.50   	-72.63   	105.90   	-361.14		 63.66   	-259.41		
-157.78   	-75.07   	104.46   	-239.06		 62.62   	-264.50		
-155.33   	-70.80   	103.50   	-132.25		 61.57   	-274.67		
-149.84   	-64.39   	102.97   	 -61.04		 60.47   	-300.10		
-148.01   	-63.48   	102.73   	 -10.17		 59.27   	-335.71		
-151.67   	-68.36   	102.69   	  20.35		 57.92   	-356.05		
-156.86   	-74.46   	102.77   	  40.69		 56.50   	-386.57		
-159.30   	-77.82   	102.93   	  30.52		 54.95   	-422.18		
-156.86   	-76.29   	103.05   	 -15.26		 53.27   	-447.61		
-155.03   	-75.07   	102.99   	-101.73		 51.47   	-478.13		
-159.30   	-79.04   	102.58   	-193.29		 49.56   	-539.16		
-166.63   	-86.36   	101.81   	-284.84		 47.41   	-600.20		
-163.88   	-86.06   	100.67   	-376.40		 45.00   	-620.55		
-140.38   	-68.97   	 99.17   	-432.35		 42.52   	-610.37		
-96.13   	-36.62   	 97.44   	-951.17		 40.08   	-1098.67		
 12.21   	 34.48   	 93.63   	-406.92		 35.69   	-473.04		
 55.85   	 59.20   	 92.00   	-340.79		 33.79   	-406.92		
 93.38   	 80.26   	 90.64   	-244.15		 32.17   	-366.22		
127.56   	101.93   	 89.66   	 -55.95		 30.70   	-350.97		
158.08   	123.60   	 89.44   	 101.73		 29.30   	-295.01		
184.02   	143.13   	 89.85   	 152.59		 28.12   	-172.94		
202.94   	159.30   	 90.46   	 157.68		 27.43   	 -50.86		
209.96   	167.85   	 91.09   	 122.07		 27.22   	  71.21		
196.53   	161.13   	 91.58   	  40.69		 27.51   	 167.85		
153.20   	129.70   	 91.74   	 -61.04		 28.18   	 233.98		
 79.35   	 74.16   	 91.50   	-142.42		 29.11   	 284.84		
-10.38   	  8.24   	 90.93   	-198.37		 30.25   	 330.62		
-92.16   	-45.47   	 90.13   	-218.72		 31.58   	 356.05		
-147.71   	-73.24   	 89.26   	-228.89		 33.00   	 376.40		
-174.56   	-79.35   	 88.34   	-233.98		 34.51   	 376.40		
-180.36   	-76.29   	 87.41   	-213.63		 36.01   	 350.97		
-176.39   	-73.55   	 86.55   	-157.68		 37.42   	 300.10		
-169.37   	-72.02   	 85.92   	 -81.38		 38.62   	 233.98		
-163.27   	-68.36   	 85.59   	  10.17		 39.55   	 167.85		
-162.35   	-64.39   	 85.64   	  86.47		 40.22   	  86.47		
-166.02   	-68.05   	 85.98   	 116.99		 40.57   	   5.09		
-162.96   	-92.47   	 86.45   	 132.25		 40.59   	 -61.04		
-119.32   	-143.43   	 86.98   	 101.73		 40.35   	-127.16		
 17.40   	-207.21   	 87.39   	  35.61		 39.84   	-162.77		
257.87   	-254.52   	 87.53   	 -30.52		 39.19   	-147.51		
508.12   	-251.77   	 87.41   	-132.25		 38.60   	-198.37		
422.06   	-17.09   	 86.88   	 -76.30		 37.80   	 -61.04		
-36.62   	153.20   	 86.57   	 -81.38		 37.56   	 -25.43		
-586.24   	251.46   	 86.25   	-122.07		 37.46   	   5.09		
-953.67   	221.56   	 85.76   	-137.33		 37.48   	  20.35		
-979.92(R)	 74.46   	 85.21   	-101.73		 37.56   	  61.04		
-714.11   	-105.90   	 84.80   	 -71.21		 37.80   	 116.99		
-348.51   	-214.54   	 84.52   	 -66.12		 38.27   	 152.59		
-85.14   	-206.60   	 84.25   	 -66.12		 38.88   	 193.29		
-15.56   	-125.73   	 83.99   	 -61.04		 39.65   	 208.54		
-87.59   	-52.49   	 83.74   	 -55.95		 40.49   	 228.89		
-181.27   	-34.79   	 83.52   	 -71.21		 41.40   	 269.58		
-212.40   	-61.65   	 83.23   	 -66.12		 42.48   	 320.45		
-175.17   	-90.64   	 82.97   	 -45.78		 43.76   	 401.83		
-117.19   	-94.91   	 82.79   	 -40.69		 45.37   	 508.65		
-85.75   	-80.87   	 82.62   	 -66.12		 47.41   	 610.37		
-91.55   	-69.27   	 82.36   	 -86.47		 49.85   	 671.41		
-109.56   	-67.14   	 82.01   	-101.73		 52.53   	 707.02		
-106.81   	-62.26   	 81.61   	-111.90		 55.36   	 737.54		
-74.77   	-45.17   	 81.16   	-111.90		 58.31   	 752.79		
-31.74   	-18.92   	 80.71   	-137.33		 61.32   	 742.62		
 -2.14   	  3.05   	 80.16   	-152.59		 64.29   	 722.28		
  0.92   	  7.02   	 79.55   	-147.51		 67.18   	 676.50		
-16.78   	 -8.54   	 78.96   	-152.59		 69.89   	 579.86		
-38.45   	-32.35   	 78.35   	-137.33		 72.21   	 483.21		
-47.00   	-49.74   	 77.80   	-137.33		 74.14   	 651.07		
  3.97   	-23.80   	 77.25   	 -45.78		 76.74   	 162.77		
 51.88   	 13.43   	 77.07   	 -40.69		 77.40   	  50.86		
 95.21   	 48.22   	 76.91   	   5.09		 77.60   	 -61.04		
120.85   	 66.53   	 76.93   	  76.30		 77.35   	-147.51		
127.26   	 66.22   	 77.23   	 208.54		 76.76   	-228.89		
122.68   	 54.32   	 78.07   	 391.66		 75.85   	-310.27		
120.54   	 44.86   	 79.63   	 656.15		 74.61   	-371.31		
131.53   	 49.44   	 82.26   	 935.91		 73.12   	-401.83		
157.78   	 71.72   	 86.00   	1190.23		 71.52   	-406.92		
189.82   	102.23   	 90.76   	1353.00		 69.89   	-391.66		
214.54   	128.17   	 96.17   	1393.69		 68.32   	-350.97		
222.78   	140.08   	101.75   	1347.91		 66.92   	-300.10		
214.84   	137.33   	107.14   	1261.44		 65.72   	-223.80		
200.50   	130.00   	112.19   	1159.71		 64.82   	-157.68		
189.51   	128.17   	116.83   	1032.55		 64.19   	-111.90		
185.85   	134.89   	120.96   	 864.70		 63.74   	 -71.21		
185.85   	144.96   	124.41   	 600.20		 63.46   	 -40.69		
182.50   	151.37   	126.82   	 249.24		 63.30   	 -10.17		
171.20   	148.93   	127.81   	-167.85		 63.26   	  10.17		
152.28   	138.55   	127.14   	-559.51		 63.30   	  15.26		
128.78   	124.82   	124.90   	-768.05		 63.36   	   5.09		
103.45   	109.86   	121.83   	-829.09		 63.38   	  -5.09		
 78.74   	 95.83   	118.51   	-778.23		 63.36   	 -40.69		
 54.02   	 81.18   	115.40   	-630.72		 63.19   	 -66.12		
 28.99   	 64.70   	112.88   	-752.79		 62.93   	-310.27		
-19.84   	 29.91   	109.87   	-244.15		 61.69   	-244.15		
-40.28   	 15.87   	108.89   	-244.15		 60.71   	-295.01		
-57.07   	  5.49   	107.91   	-259.41		 59.53   	-340.79		
-69.58   	 -0.92   	106.88   	-295.01		 58.17   	-376.40		
-78.43   	 -4.27   	105.70   	-356.05		 56.66   	-417.09		
-83.92   	 -5.19   	104.27   	-442.52		 54.99   	-473.04		
-87.28   	 -4.27   	102.50   	-534.08		 53.10   	-508.65		
