SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
375.67   	225.83   	  4.46   	  30.52		 64.54   	 -61.04		
620.42   	425.42   	  4.58   	  45.78		 64.29   	 -61.04		
774.84   	628.36   	  4.76   	  66.12		 64.05   	 -55.95		
706.79   	791.32   	  5.03   	 122.07		 63.82   	 -61.04		
-144.96   	870.06(R)	  5.51   	 137.33		 63.58   	 -61.04		
-631.41   	764.77   	  6.06   	 142.42		 63.34   	 -61.04		
-901.49   	566.41   	  6.63   	 142.42		 63.09   	 -61.04		
-894.17   	293.58   	  7.20   	 132.25		 62.85   	 -55.95		
-690.92   	  6.71   	  7.73   	 111.90		 62.62   	 -61.04		
-437.62   	-205.38   	  8.18   	  76.30		 62.38   	 -55.95		
-240.78   	-272.52   	  8.48   	  35.61		 62.16   	 -55.95		
-126.65   	-195.01   	  8.63   	  -5.09		 61.93   	 -55.95		
-68.05   	-54.93   	  8.61   	 -40.69		 61.71   	 -50.86		
-33.57   	 38.76   	  8.44   	 -86.47		 61.51   	 -55.95		
 -7.93   	 31.74   	  8.10   	 -81.38		 61.28   	 -55.95		
  9.46   	-46.39   	  7.77   	   5.09		 61.06   	 -50.86		
 19.84   	-123.60   	  7.79   	 122.07		 60.85   	 -50.86		
 26.55   	-150.76   	  8.28   	 178.03		 60.65   	 -50.86		
 32.35   	-131.53   	  8.99   	 218.72		 60.45   	 -45.78		
 37.54   	-101.32   	  9.87   	 284.84		 60.26   	 -50.86		
 42.11   	-88.81   	 11.01   	 345.88		 60.06   	 -45.78		
 46.69   	-95.52   	 12.39   	 442.52		 59.88   	 -50.86		
 50.66   	-108.34   	 14.16   	 579.86		 59.67   	 -45.78		
 52.80   	-114.44   	 16.48   	 671.41		 59.49   	 -40.69		
 52.80   	-112.30   	 19.17   	 722.28		 59.33   	 -45.78		
 52.80   	-106.20   	 22.05   	 768.05		 59.15   	 -40.69		
 55.54   	-101.01   	 25.13   	 824.00		 58.98   	 -45.78		
 61.04   	-98.57   	 28.42   	 854.52		 58.80   	 -40.69		
 65.92   	-99.18   	 31.84   	 971.51		 58.64   	 -45.78		
 68.05   	-97.96   	 35.73   	 940.99		 58.45   	 -45.78		
 68.36   	-93.08   	 39.49   	 879.96		 58.27   	 -45.78		
 70.80   	-86.98   	 43.01   	 793.49		 58.09   	 -40.69		
 76.29   	-81.48   	 46.18   	 696.84		 57.92   	 -35.61		
 82.40   	-77.82   	 48.97   	 605.29		 57.78   	 -35.61		
 87.28   	-74.77   	 51.39   	 503.56		 57.64   	 -30.52		
 91.25   	-70.80   	 53.41   	 412.00		 57.52   	 -30.52		
 94.30   	-65.00   	 55.06   	 320.45		 57.40   	 -35.61		
 96.44   	-58.29   	 56.34   	 239.06		 57.25   	 -35.61		
 98.57   	-52.80   	 57.29   	 178.03		 57.11   	 -25.43		
101.01   	-49.74   	 58.01   	 132.25		 57.01   	 -30.52		
105.90   	-48.22   	 58.53   	  96.64		 56.89   	 -25.43		
113.83   	-46.69   	 58.92   	  76.30		 56.79   	 -35.61		
123.29   	-43.03   	 59.23   	  66.12		 56.64   	 -35.61		
132.75   	-37.23   	 59.49   	  66.12		 56.50   	 -35.61		
140.99   	-29.91   	 59.76   	  81.38		 56.36   	 -40.69		
147.71   	-24.11   	 60.08   	  96.64		 56.20   	 -40.69		
151.67   	-21.36   	 60.47   	 116.99		 56.03   	 -50.86		
152.28   	-21.67   	 60.94   	 127.16		 55.83   	 -45.78		
149.23   	-21.97   	 61.44   	 142.42		 55.65   	 -45.78		
144.35   	-18.62   	 62.01   	 147.51		 55.46   	 -40.69		
139.47   	-10.38   	 62.60   	 162.77		 55.30   	 -35.61		
137.02   	  1.22   	 63.26   	 162.77		 55.16   	 -20.35		
136.11   	 13.12   	 63.91   	 157.68		 55.08(D)	   5.09		
135.19   	 22.58   	 64.54   	 157.68		 55.10   	 152.59		
126.65   	 32.96   	 65.17   	 152.59		 55.71   	 274.67		
117.80   	 37.54   	 65.78   	 142.42		 56.81   	 401.83		
107.42   	 45.17   	 66.35   	 137.33		 58.41   	 513.73		
 97.35   	 56.76   	 66.90   	 137.33		 60.47   	 569.68		
 87.89   	 71.41   	 67.45   	 132.25		 62.75   	 590.03		
 75.99   	 85.75   	 67.98   	 132.25		 65.11   	 574.77		
 59.20   	 96.13   	 68.50   	 122.07		 67.41   	 549.34		
 37.54   	100.10   	 68.99   	 122.07		 69.60   	 518.82		
 14.95   	 98.27   	 69.48   	 122.07		 71.68   	 488.30		
 -3.66   	 91.55   	 69.97   	 116.99		 73.63   	 452.69		
-17.70   	 81.18   	 70.44   	 116.99		 75.44   	 401.83		
-30.21   	 67.44   	 70.91   	 106.82		 77.05   	 345.88		
-43.95   	 50.66   	 71.33   	 106.82		 78.43   	 305.19		
-59.51   	 31.74   	 71.76   	 101.73		 79.65   	 264.50		
-73.85   	 11.90   	 72.17   	  91.56		 80.71   	 249.24		
-84.53   	 -7.93   	 72.53   	  86.47		 81.71   	 233.98		
-91.55   	-27.16   	 72.88   	  76.30		 82.64   	 223.80		
-98.88   	-44.86   	 73.18   	  61.04		 83.54   	 213.63		
-108.34   	-59.81   	 73.43   	  45.78		 84.39   	 198.37		
-118.71   	-71.11   	 73.61   	  25.43		 85.19   	 193.29		
-126.95   	-77.82   	 73.71   	  10.17		 85.96   	 188.20		
-130.00   	-81.79   	 73.75(S)	 -15.26		 86.71   	 188.20		
-128.78   	-83.31   	 73.69   	 -35.61		 87.47   	 178.03		
-126.65   	-84.23   	 73.55   	 -66.12		 88.18   	 167.85		
-127.87   	-85.14   	 73.29   	 -96.64		 88.85   	 152.59		
-132.45   	-86.06   	 72.90   	-132.25		 89.46   	 132.25		
-137.94   	-86.98   	 72.37   	-172.94		 89.99   	 116.99		
-140.69   	-87.59   	 71.68   	-233.98		 90.46   	  96.64		
-138.24   	-87.89   	 70.74   	-274.67		 90.84   	  81.38		
-132.14   	-86.06   	 69.64   	-310.27		 91.17   	  66.12		
-125.43   	-81.79   	 68.40   	-361.14		 91.43   	  40.69		
-121.15   	-76.29   	 66.96   	-396.74		 91.60   	  15.26		
-119.63   	-71.11   	 65.37   	-406.92		 91.66(S)	 -10.17		
-119.32   	-68.66   	 63.74   	-437.43		 91.62   	 -25.43		
-118.10   	-69.58   	 61.99   	-493.39		 91.52   	 -50.86		
-115.36   	-72.94   	 60.02   	-539.16		 91.31   	 -66.12		
-112.30   	-76.29   	 57.86   	-584.94		 91.05   	 -81.38		
-109.56   	-77.82   	 55.52   	-620.55		 90.72   	-101.73		
-108.34   	-76.90   	 53.04   	-661.24		 90.32   	-111.90		
-107.73   	-73.24   	 50.40   	-696.84		 89.87   	-116.99		
-107.73   	-67.75   	 47.61   	-727.36		 89.40   	-132.25		
-108.34   	-62.26   	 44.70   	-742.62		 88.87   	-132.25		
-109.25   	-58.90   	 41.73   	-747.71		 88.34   	-132.25		
-108.03   	-57.37   	 38.74   	-747.71		 87.81   	-132.25		
-104.06   	-57.68   	 35.75   	-742.62		 87.28   	-137.33		
-97.96   	-58.29   	 32.78   	-722.28		 86.73   	-127.16		
-93.08   	-58.59   	 29.89   	-691.76		 86.23   	-127.16		
-91.86   	-57.68   	 27.12   	-661.24		 85.72   	-132.25		
-93.69   	-55.54   	 24.48   	-625.63		 85.19   	-127.16		
-95.21   	-51.88   	 21.97   	-579.86		 84.68   	-137.33		
-94.91   	-47.91   	 19.65   	-528.99		 84.13   	-142.42		
-93.08   	-45.47   	 17.54   	-488.30		 83.56   	-142.42		
-93.08   	-45.47   	 15.58   	-437.43		 82.99   	-152.59		
-94.91   	-47.91   	 13.84   	-406.92		 82.38   	-162.77		
-97.05   	-49.44   	 12.21   	-366.22		 81.73   	-167.85		
-95.83   	-47.61   	 10.74   	-335.71		 81.06   	-172.94		
-88.81   	-40.89   	  9.40   	-300.10		 80.37   	-178.03		
-76.90   	-29.91   	  8.20   	-279.75		 79.65   	-183.11		
-63.48   	-16.17   	  7.08   	-254.32		 78.92   	-183.11		
-49.44   	  0.31   	  6.06   	-228.89		 78.19   	-172.94		
-36.01   	 20.75   	  5.15   	-203.46		 77.50   	-172.94		
-23.19   	 45.47   	  4.33   	-178.03		 76.81   	-167.85		
-11.90   	 73.24   	  3.62   	-147.51		 76.13   	-162.77		
 -2.44   	 99.49   	  3.03   	-122.07		 75.48   	-147.51		
  6.71   	120.54   	  2.54   	-106.82		 74.89   	-137.33		
 17.70   	135.50   	  2.12   	 -81.38		 74.34   	-127.16		
 32.04   	149.23   	  1.79   	 -66.12		 73.83   	-122.07		
 47.61   	167.24   	  1.53   	 -55.95		 73.35   	-111.90		
 60.12   	187.99   	  1.30   	 -45.78		 72.90   	-111.90		
 65.31   	200.81   	  1.12   	 -40.69		 72.45   	-101.73		
 61.65   	193.79   	  0.96   	 -40.69		 72.04   	-101.73		
 50.66   	161.13   	  0.79   	 -40.69		 71.64   	 -96.64		
 35.10   	109.86   	  0.63   	 -40.69		 71.25   	 -96.64		
 16.17   	 53.71   	  0.47   	 -45.78		 70.86   	-101.73		
 -6.41   	  5.49   	  0.28   	 -40.69		 70.46   	 -96.64		
-32.04   	-31.43   	  0.12   	 -30.52		 70.07   	 -96.64		
-57.98   	-58.90   	  0.00   	 -10.17		 69.68   	 -96.64		
-79.04   	-79.35   	 -0.04(D)	   0.00		 69.30   	-101.73		
-90.64   	-91.86   	 -0.04   	  20.35		 68.89   	 -96.64		
-94.60   	-96.44   	  0.04   	  35.61		 68.50   	-101.73		
-94.91   	-95.21   	  0.18   	  55.95		 68.10   	 -96.64		
-95.83   	-91.25   	  0.41   	  76.30		 67.71   	 -96.64		
-97.96   	-87.89   	  0.71   	  86.47		 67.32   	 -91.56		
-98.88   	-86.06   	  1.06   	 101.73		 66.96   	 -91.56		
-95.83   	-84.53   	  1.46   	  96.64		 66.59   	 -91.56		
-90.33   	-82.70   	  1.85   	  86.47		 66.23   	 -86.47		
-84.84   	-80.57   	  2.20   	  61.04		 65.88   	 -86.47		
-81.79   	-78.74   	  2.44   	  40.69		 65.53   	 -76.30		
-80.26   	-79.65   	  2.60   	  15.26		 65.23   	 -81.38		
-77.82   	-86.98   	  2.67   	  15.26		 64.90   	 -76.30		
-73.24   	-98.27   	  2.73   	  25.43		 64.60   	 -71.21		
-62.56   	-101.01   	  2.83   	  40.69		 64.31   	 -71.21		
-32.65   	-76.90   	  2.99   	  81.38		 64.03   	 -66.12		
 42.11   	 -5.49   	  3.32   	 137.33		 63.76   	 -66.12		
187.99   	125.73   	  3.87   	 188.20		 63.50   	 -66.12		
401.00   	312.19   	  4.62   	 228.89		 63.23   	 -61.04		
611.27   	528.56   	  5.53   	 254.32		 62.99   	 -61.04		
696.41   	733.03   	  6.55   	 264.50		 62.75   	 -55.95		
553.59   	883.18   	  7.61   	 269.58		 62.52   	 -61.04		
-308.84   	942.99(R)	  8.69(E)	 193.29		 62.28   	 -55.95		
-714.42   	846.86   	  9.46   	  86.47		 62.05   	 -61.04		
-900.57   	661.93   	  9.81   	  10.17		 61.81   	 -55.95		
-853.27   	388.79   	  9.85   	 -40.69		 61.59   	 -55.95		
-664.67   	 74.16   	  9.68   	 -76.30		 61.36   	 -55.95		
-451.66   	-186.77   	  9.38   	-101.73		 61.14   	 -50.86		
-283.81   	-298.77   	  8.97   	-106.82		 60.94   	 -55.95		
-170.90   	-238.04   	  8.55   	-106.82		 60.71   	 -50.86		
-95.21   	-81.79   	  8.12   	-101.73		 60.51   	 -50.86		
-44.86   	 44.86   	  7.71   	 -86.47		 60.30   	 -50.86		
-16.48   	 62.87   	  7.37   	 -35.61		 60.10   	 -50.86		
 -5.80   	-11.29   	  7.22   	  25.43		 59.90   	 -50.86		
 -4.27   	-98.88   	  7.32   	  96.64		 59.69   	 -50.86		
 -2.75   	-136.72   	  7.71   	 208.54		 59.49   	 -45.78		
  2.75   	-119.02   	  8.55   	 381.48		 59.31   	 -50.86		
 10.38   	-83.01   	 10.07   	 518.82		 59.10   	 -40.69		
 17.40   	-64.70   	 12.15   	 600.20		 58.94   	 -45.78		
 23.50   	-71.11   	 14.55   	 661.24		 58.76   	 -45.78		
 28.99   	-85.75   	 17.19   	 717.19		 58.58   	 -45.78		
 35.40   	-92.77   	 20.06   	 773.14		 58.39   	 -45.78		
 42.72   	-88.50   	 23.15   	 839.26		 58.21   	 -40.69		
 51.57   	-78.74   	 26.51   	 879.96		 58.05   	 -40.69		
 59.81   	-70.80   	 30.03   	 890.13		 57.88   	 -40.69		
 65.31   	-67.14   	 33.59   	 869.78		 57.72   	 -40.69		
 68.05   	-67.44   	 37.07   	 895.22		 57.56   	 -45.78		
 69.27   	-69.58   	 40.65   	 808.75		 57.38   	 -40.69		
 70.50   	-71.41   	 43.89   	 712.10		 57.21   	 -45.78		
 70.80   	-74.77   	 46.73   	 605.29		 57.03   	 -40.69		
 69.58   	-78.43   	 49.16   	 503.56		 56.87   	 -35.61		
 68.66   	-79.65   	 51.17   	 406.92		 56.72   	 -40.69		
 69.89   	-76.60   	 52.80   	 320.45		 56.56   	 -30.52		
 75.38   	-69.58   	 54.08   	 244.15		 56.44   	 -35.61		
 85.75   	-60.42   	 55.06   	 183.11		 56.30   	 -30.52		
 97.05   	-52.80   	 55.79   	 132.25		 56.17   	 -25.43		
105.90   	-49.74   	 56.32   	  96.64		 56.07   	 -30.52		
109.56   	-51.27   	 56.70   	  76.30		 55.95   	 -30.52		
110.78   	-55.85   	 57.01   	  66.12		 55.83   	 -25.43		
112.92   	-59.51   	 57.27   	  71.21		 55.73   	 -30.52		
118.41   	-60.12   	 57.56   	  71.21		 55.61   	 -25.43		
127.87   	-56.46   	 57.84   	  86.47		 55.50   	 -30.52		
138.55   	-49.74   	 58.19   	 106.82		 55.38   	 -35.61		
146.48   	-42.72   	 58.62   	 116.99		 55.24   	 -35.61		
149.23   	-36.62   	 59.08   	 132.25		 55.10   	 -35.61		
147.71   	-31.13   	 59.61   	 137.33		 54.95   	 -40.69		
143.43   	-24.72   	 60.16   	 147.51		 54.79   	 -40.69		
139.77   	-17.09   	 60.75   	 152.59		 54.63   	 -40.69		
137.63   	 -8.54   	 61.36   	 157.68		 54.47   	 -40.69		
136.41   	  0.00   	 61.99   	 157.68		 54.30   	 -35.61		
133.97   	  7.93   	 62.62   	 157.68		 54.16   	 -20.35		
129.09   	 15.56   	 63.26   	 178.03		 54.08   	  40.69		
113.22   	 37.23   	 63.97   	 172.94		 54.24   	 111.90		
104.98   	 51.88   	 64.66   	 172.94		 54.69   	 213.63		
 97.66   	 67.14   	 65.35   	 183.11		 55.54   	 325.53		
 90.33   	 82.09   	 66.08   	 183.11		 56.85   	 427.26		
 80.87   	 95.52   	 66.82   	  N/A		 58.56   	  N/A		
